TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
PHI,PHI @ ATL,03/10/2025,L,12,23,8,20,40.0,4,11,36.4,3,4,75.0,2,6,8,6,4,0,1,3,-8
ORL,ORL @ HOU,03/10/2025,L,12,16,5,18,27.8,2,5,40.0,4,4,100.0,2,8,10,4,6,4,0,4,-8
GSW,GSW vs. POR,03/10/2025,W,12,34,12,22,54.5,7,13,53.8,3,3,100.0,3,5,8,10,5,3,1,5,-9
SAC,SAC vs. NYK,03/10/2025,L,12,26,11,26,42.3,3,11,27.3,1,1,100.0,6,5,11,4,6,2,1,7,-11
UTA,UTA @ BOS,03/10/2025,L,12,22,9,30,30.0,2,11,18.2,2,2,100.0,7,9,16,5,3,1,0,5,-15
WAS,WAS @ TOR,03/10/2025,L,12,19,7,25,28.0,2,10,20.0,3,3,100.0,4,7,11,4,3,2,0,3,-15
MEM,MEM @ NOP,03/09/2025,W,12,32,14,28,50.0,4,15,26.7,0,0,0.0,9,8,17,7,4,6,0,3,17
PHI,PHI vs. UTA,03/09/2025,W,12,36,12,23,52.2,7,13,53.8,5,6,83.3,2,12,14,9,5,3,4,7,11
MIN,MIN vs. SAS,03/09/2025,W,12,41,15,25,60.0,5,9,55.6,6,6,100.0,5,7,12,10,1,1,1,5,7
PHX,PHX @ DAL,03/09/2025,W,12,37,14,19,73.7,2,6,33.3,7,7,100.0,0,10,10,8,2,0,1,2,5
DET,DET @ POR,03/09/2025,W,12,33,14,24,58.3,5,12,41.7,0,0,0.0,3,8,11,8,5,3,2,8,5
SAC,SAC @ LAC,03/09/2025,L,12,26,10,20,50.0,2,9,22.2,4,6,66.7,1,9,10,8,0,3,1,3,5
MIL,MIL vs. CLE,03/09/2025,L,12,25,9,20,45.0,1,5,20.0,6,7,85.7,4,11,15,5,6,1,1,4,3
OKC,OKC vs. DEN,03/09/2025,W,12,25,8,24,33.3,0,7,0.0,9,12,75.0,3,13,16,4,0,1,5,4,2
DEN,DEN @ OKC,03/09/2025,L,12,23,10,28,35.7,3,13,23.1,0,0,0.0,4,12,16,6,1,0,2,9,-2
CLE,CLE @ MIL,03/09/2025,W,12,22,7,22,31.8,3,11,27.3,5,6,83.3,3,5,8,5,2,3,0,5,-3
DAL,DAL vs. PHX,03/09/2025,L,12,32,12,24,50.0,5,13,38.5,3,3,100.0,2,4,6,8,1,2,1,5,-5
POR,POR vs. DET,03/09/2025,L,12,28,7,18,38.9,3,11,27.3,11,13,84.6,0,5,5,2,4,3,0,3,-5
LAC,LAC vs. SAC,03/09/2025,W,12,21,8,16,50.0,3,8,37.5,2,4,50.0,0,9,9,6,4,0,0,3,-5
SAS,SAS @ MIN,03/09/2025,L,12,34,13,23,56.5,2,6,33.3,6,7,85.7,4,5,9,6,2,1,0,3,-7
UTA,UTA @ PHI,03/09/2025,L,12,25,7,20,35.0,3,9,33.3,8,9,88.9,0,9,9,7,6,2,2,4,-11
NOP,NOP vs. MEM,03/09/2025,L,12,15,6,18,33.3,2,8,25.0,1,2,50.0,1,4,5,5,6,1,0,2,-17
BOS,BOS vs. LAL,03/08/2025,W,12,29,10,19,52.6,2,9,22.2,7,10,70.0,0,10,10,6,3,4,2,1,16
IND,IND @ ATL,03/08/2025,L,12,36,12,28,42.9,2,5,40.0,10,11,90.9,7,9,16,8,6,4,1,7,10
HOU,HOU vs. NOP,03/08/2025,W,12,35,14,28,50.0,5,10,50.0,2,3,66.7,7,8,15,10,4,0,1,3,10
CHA,CHA vs. BKN,03/08/2025,W,12,33,12,24,50.0,6,8,75.0,3,4,75.0,6,4,10,8,1,0,0,5,9
MIA,MIA vs. CHI,03/08/2025,L,12,34,10,21,47.6,6,12,50.0,8,11,72.7,2,10,12,8,2,0,1,5,4
WAS,WAS @ TOR,03/08/2025,W,12,26,10,26,38.5,2,9,22.2,4,6,66.7,7,7,14,5,3,3,0,2,2
ORL,ORL @ MIL,03/08/2025,W,12,30,12,21,57.1,1,4,25.0,5,7,71.4,0,6,6,4,0,1,0,6,1
GSW,GSW vs. DET,03/08/2025,W,12,33,11,21,52.4,4,8,50.0,7,7,100.0,2,8,10,8,4,1,2,6,0
DET,DET @ GSW,03/08/2025,L,12,33,12,22,54.5,3,7,42.9,6,8,75.0,2,7,9,5,4,3,1,6,0
MIL,MIL vs. ORL,03/08/2025,L,12,29,11,18,61.1,5,7,71.4,2,4,50.0,2,10,12,4,5,0,0,7,-1
TOR,TOR vs. WAS,03/08/2025,L,12,24,9,23,39.1,4,11,36.4,2,2,100.0,5,7,12,6,5,2,1,6,-2
CHI,CHI @ MIA,03/08/2025,W,12,30,11,23,47.8,3,13,23.1,5,5,100.0,1,11,12,7,2,1,0,7,-4
BKN,BKN @ CHA,03/08/2025,L,12,24,9,20,45.0,2,12,16.7,4,5,80.0,2,4,6,5,2,1,2,5,-9
ATL,ATL vs. IND,03/08/2025,W,12,26,8,24,33.3,3,9,33.3,7,7,100.0,4,7,11,7,5,5,3,8,-10
NOP,NOP @ HOU,03/08/2025,L,12,25,12,25,48.0,1,6,16.7,0,2,0.0,5,6,11,5,3,4,3,4,-10
LAL,LAL @ BOS,03/08/2025,L,12,13,5,23,21.7,1,10,10.0,2,2,100.0,3,11,14,0,6,2,0,6,-16
POR,POR @ OKC,03/07/2025,L,12,28,11,27,40.7,2,11,18.2,4,5,80.0,4,14,18,6,0,0,3,2,11
CHA,CHA vs. CLE,03/07/2025,L,12,31,11,20,55.0,3,8,37.5,6,6,100.0,0,9,9,8,3,2,0,9,7
SAC,SAC vs. SAS,03/07/2025,W,12,39,15,22,68.2,5,8,62.5,4,8,50.0,3,11,14,11,2,1,1,6,5
NYK,NYK @ LAC,03/07/2025,L,12,24,8,24,33.3,3,12,25.0,5,7,71.4,6,11,17,6,3,2,1,4,5
TOR,TOR vs. UTA,03/07/2025,W,12,35,13,30,43.3,4,13,30.8,5,8,62.5,6,5,11,7,1,3,1,6,3
DAL,DAL vs. MEM,03/07/2025,L,12,41,14,26,53.8,6,9,66.7,7,7,100.0,3,8,11,10,3,1,1,5,2
PHX,PHX @ DEN,03/07/2025,L,12,35,15,25,60.0,4,11,36.4,1,2,50.0,1,8,9,10,2,0,1,4,1
MIN,MIN @ MIA,03/07/2025,W,12,28,11,19,57.9,5,10,50.0,1,2,50.0,1,9,10,8,5,0,1,3,0
MIA,MIA vs. MIN,03/07/2025,L,12,28,11,21,52.4,3,9,33.3,3,4,75.0,1,7,8,8,1,4,0,6,0
DEN,DEN vs. PHX,03/07/2025,W,12,34,13,22,59.1,3,9,33.3,5,7,71.4,2,8,10,11,3,1,0,4,-1
MEM,MEM @ DAL,03/07/2025,W,12,39,14,26,53.8,2,5,40.0,9,9,100.0,4,9,13,9,2,2,3,4,-2
UTA,UTA @ TOR,03/07/2025,L,12,32,12,22,54.5,4,9,44.4,4,7,57.1,4,11,15,7,8,1,2,8,-3
SAS,SAS @ SAC,03/07/2025,L,12,34,12,27,44.4,3,14,21.4,7,9,77.8,5,5,10,6,2,1,0,7,-5
LAC,LAC vs. NYK,03/07/2025,W,12,19,7,22,31.8,2,13,15.4,3,4,75.0,2,11,13,5,3,1,4,5,-5
CLE,CLE @ CHA,03/07/2025,W,12,24,6,17,35.3,1,5,20.0,11,12,91.7,2,8,10,4,5,1,0,4,-7
OKC,OKC vs. POR,03/07/2025,W,12,17,8,24,33.3,1,10,10.0,0,0,0.0,2,8,10,7,1,0,4,4,-11
HOU,HOU @ NOP,03/06/2025,W,12,33,14,19,73.7,1,4,25.0,4,7,57.1,2,8,10,8,5,3,1,6,18
ORL,ORL vs. CHI,03/06/2025,L,12,35,13,26,50.0,3,12,25.0,6,7,85.7,2,5,7,10,1,3,3,7,8
GSW,GSW @ BKN,03/06/2025,W,12,31,11,18,61.1,3,6,50.0,6,8,75.0,2,6,8,9,6,0,1,7,2
IND,IND @ ATL,03/06/2025,L,12,31,10,22,45.5,6,11,54.5,5,5,100.0,1,7,8,9,3,1,1,3,1
LAL,LAL vs. NYK,03/06/2025,W,12,25,8,20,40.0,4,11,36.4,5,6,83.3,4,9,13,7,4,1,1,7,1
BOS,BOS vs. PHI,03/06/2025,W,12,33,11,21,52.4,5,11,45.5,6,6,100.0,3,5,8,8,1,1,1,4,0
PHI,PHI @ BOS,03/06/2025,L,12,33,13,19,68.4,5,8,62.5,2,4,50.0,0,6,6,10,3,1,0,4,0
ATL,ATL vs. IND,03/06/2025,W,12,30,14,25,56.0,1,6,16.7,1,1,100.0,1,9,10,8,2,2,2,4,-1
NYK,NYK @ LAL,03/06/2025,L,12,24,9,23,39.1,1,8,12.5,5,7,71.4,4,8,12,4,4,1,1,4,-1
BKN,BKN vs. GSW,03/06/2025,L,12,29,9,18,50.0,3,8,37.5,8,8,100.0,1,5,6,6,5,3,0,8,-2
CHI,CHI @ ORL,03/06/2025,W,12,27,8,17,47.1,2,6,33.3,9,12,75.0,3,9,12,3,6,0,3,7,-8
NOP,NOP vs. HOU,03/06/2025,L,12,15,4,17,23.5,1,7,14.3,6,8,75.0,3,4,7,2,6,2,1,9,-18
BOS,BOS vs. POR,03/05/2025,W,12,36,13,23,56.5,8,11,72.7,2,2,100.0,4,11,15,9,5,1,0,2,9
MIL,MIL vs. DAL,03/05/2025,W,12,34,14,24,58.3,4,9,44.4,2,2,100.0,4,12,16,7,3,1,0,1,8
MIN,MIN @ CHA,03/05/2025,W,12,32,12,22,54.5,5,13,38.5,3,3,100.0,1,9,10,10,2,2,1,5,7
OKC,OKC @ MEM,03/05/2025,W,12,30,11,21,52.4,2,8,25.0,6,7,85.7,1,10,11,6,2,2,1,4,7
UTA,UTA @ WAS,03/05/2025,L,12,36,14,28,50.0,5,9,55.6,3,5,60.0,6,9,15,6,4,2,1,8,2
LAC,LAC vs. DET,03/05/2025,W,12,34,14,21,66.7,5,8,62.5,1,1,100.0,1,7,8,10,3,2,1,6,2
DEN,DEN vs. SAC,03/05/2025,W,12,29,12,23,52.2,3,10,30.0,2,2,100.0,4,10,14,8,4,0,4,3,1
MIA,MIA @ CLE,03/05/2025,L,12,23,7,22,31.8,4,9,44.4,5,6,83.3,2,10,12,7,4,3,0,3,0
CLE,CLE vs. MIA,03/05/2025,W,12,23,9,22,40.9,3,11,27.3,2,2,100.0,2,11,13,3,4,4,2,4,0
SAC,SAC @ DEN,03/05/2025,L,12,28,12,26,46.2,4,9,44.4,0,0,0.0,4,5,9,8,2,3,2,4,-1
WAS,WAS vs. UTA,03/05/2025,W,12,34,10,21,47.6,2,9,22.2,12,14,85.7,2,7,9,6,4,4,4,5,-2
DET,DET @ LAC,03/05/2025,L,12,32,11,20,55.0,2,9,22.2,8,9,88.9,2,6,8,8,2,1,0,1,-2
CHA,CHA vs. MIN,03/05/2025,L,12,25,10,20,50.0,2,8,25.0,3,6,50.0,2,8,10,6,4,2,0,3,-7
MEM,MEM vs. OKC,03/05/2025,L,12,23,10,27,37.0,2,10,20.0,1,1,100.0,5,9,14,6,4,2,0,7,-7
DAL,DAL @ MIL,03/05/2025,L,12,26,11,23,47.8,4,9,44.4,0,1,0.0,1,5,6,9,3,3,1,3,-8
POR,POR @ BOS,03/05/2025,L,12,27,11,23,47.8,5,13,38.5,0,0,0.0,1,5,6,7,2,3,2,3,-9
SAS,SAS vs. BKN,03/04/2025,W,12,37,15,25,60.0,6,9,66.7,1,5,20.0,4,11,15,11,1,2,1,6,14
TOR,TOR @ ORL,03/04/2025,W,12,31,8,21,38.1,2,9,22.2,13,14,92.9,4,14,18,7,4,2,4,10,12
GSW,GSW @ NYK,03/04/2025,W,12,35,13,24,54.2,4,9,44.4,5,6,83.3,3,8,11,8,3,3,2,1,9
LAL,LAL vs. NOP,03/04/2025,W,12,33,10,20,50.0,4,10,40.0,9,12,75.0,2,9,11,8,2,3,3,6,8
CLE,CLE @ CHI,03/04/2025,W,12,39,10,25,40.0,3,13,23.1,16,16,100.0,5,8,13,4,1,1,1,9,3
LAC,LAC @ PHX,03/04/2025,L,12,30,13,22,59.1,1,8,12.5,3,3,100.0,1,7,8,10,2,3,2,7,3
ATL,ATL vs. MIL,03/04/2025,L,12,29,10,25,40.0,5,9,55.6,4,4,100.0,3,11,14,8,5,3,0,6,3
HOU,HOU @ IND,03/04/2025,L,12,26,10,24,41.7,1,6,16.7,5,8,62.5,6,9,15,4,4,3,0,1,3
PHI,PHI @ MIN,03/04/2025,L,12,27,10,23,43.5,2,10,20.0,5,7,71.4,2,6,8,5,1,4,1,4,1
MIN,MIN vs. PHI,03/04/2025,W,12,26,10,20,50.0,3,9,33.3,3,3,100.0,3,9,12,6,7,1,0,5,-1
CHI,CHI vs. CLE,03/04/2025,L,12,36,13,26,50.0,2,8,25.0,8,13,61.5,3,9,12,6,1,1,2,9,-3
PHX,PHX vs. LAC,03/04/2025,W,12,27,10,20,50.0,3,6,50.0,4,4,100.0,2,6,8,8,3,0,0,3,-3
MIL,MIL @ ATL,03/04/2025,W,12,26,10,23,43.5,2,10,20.0,4,4,100.0,1,10,11,7,6,4,1,4,-3
IND,IND vs. HOU,03/04/2025,W,12,23,10,21,47.6,3,9,33.3,0,0,0.0,1,7,8,9,4,3,2,5,-3
NOP,NOP @ LAL,03/04/2025,L,12,25,8,24,33.3,1,7,14.3,8,13,61.5,5,9,14,5,3,2,1,6,-8
NYK,NYK vs. GSW,03/04/2025,L,12,26,12,26,46.2,2,8,25.0,0,0,0.0,6,7,13,6,5,0,2,4,-9
ORL,ORL vs. TOR,03/04/2025,L,12,19,4,20,20.0,1,9,11.1,10,13,76.9,4,8,12,2,5,2,1,9,-12
BKN,BKN @ SAS,03/04/2025,L,12,23,6,19,31.6,3,10,30.0,8,10,80.0,2,7,9,5,2,0,2,3,-14
SAC,SAC @ DAL,03/03/2025,W,12,34,13,27,48.1,5,10,50.0,3,3,100.0,5,10,15,8,0,2,3,5,18
POR,POR @ PHI,03/03/2025,W,12,35,13,25,52.0,4,6,66.7,5,8,62.5,7,9,16,7,2,2,1,6,15
OKC,OKC vs. HOU,03/03/2025,W,12,39,14,23,60.9,6,12,50.0,5,5,100.0,1,13,14,12,4,1,2,4,12
MEM,MEM vs. ATL,03/03/2025,L,12,42,13,23,56.5,4,10,40.0,12,13,92.3,5,8,13,9,1,1,1,4,11
WAS,WAS @ MIA,03/03/2025,L,12,32,12,22,54.5,5,10,50.0,3,5,60.0,1,8,9,11,2,3,0,3,6
DET,DET @ UTA,03/03/2025,W,12,31,12,24,50.0,2,8,25.0,5,7,71.4,2,11,13,8,4,2,1,7,1
GSW,GSW @ CHA,03/03/2025,W,12,28,7,23,30.4,4,11,36.4,10,12,83.3,3,12,15,4,1,3,1,6,0
CHA,CHA vs. GSW,03/03/2025,L,12,28,9,28,32.1,3,11,27.3,7,11,63.6,5,12,17,6,4,1,1,6,0
UTA,UTA vs. DET,03/03/2025,L,12,30,9,21,42.9,3,10,30.0,9,12,75.0,1,10,11,5,3,2,1,6,-1
MIA,MIA vs. WAS,03/03/2025,W,12,26,10,19,52.6,4,8,50.0,2,2,100.0,0,9,9,9,4,2,2,4,-6
ATL,ATL @ MEM,03/03/2025,W,12,31,12,21,57.1,6,9,66.7,1,5,20.0,3,4,7,9,3,1,0,8,-11
HOU,HOU @ OKC,03/03/2025,L,12,27,9,27,33.3,6,11,54.5,3,4,75.0,4,7,11,7,3,2,0,6,-12
PHI,PHI vs. POR,03/03/2025,L,12,20,8,18,44.4,0,3,0.0,4,6,66.7,2,4,6,5,4,1,1,5,-15
DAL,DAL vs. SAC,03/03/2025,L,12,16,5,19,26.3,0,5,0.0,6,8,75.0,1,8,9,3,3,0,0,3,-18
OKC,OKC @ SAS,03/02/2025,W,12,36,15,31,48.4,6,15,40.0,0,2,0.0,6,11,17,9,1,2,2,4,13
MIN,MIN @ PHX,03/02/2025,W,12,34,10,22,45.5,8,15,53.3,6,6,100.0,1,8,9,8,3,6,0,4,13
NYK,NYK @ MIA,03/02/2025,W,12,36,15,24,62.5,5,11,45.5,1,2,50.0,3,8,11,12,2,1,0,2,11
UTA,UTA vs. NOP,03/02/2025,L,12,34,13,24,54.2,2,9,22.2,6,7,85.7,3,10,13,10,3,0,0,3,9
TOR,TOR @ ORL,03/02/2025,W,12,33,11,21,52.4,2,5,40.0,9,11,81.8,3,8,11,5,0,2,1,10,8
DEN,DEN @ BOS,03/02/2025,L,12,29,12,24,50.0,4,9,44.4,1,1,100.0,1,9,10,10,1,4,0,6,7
IND,IND vs. CHI,03/02/2025,W,12,29,11,20,55.0,4,11,36.4,3,4,75.0,1,8,9,8,4,2,2,3,4
CLE,CLE vs. POR,03/02/2025,W,12,37,11,23,47.8,7,11,63.6,8,8,100.0,1,8,9,8,2,4,0,9,2
LAC,LAC @ LAL,03/02/2025,L,12,34,12,26,46.2,5,12,41.7,5,5,100.0,4,8,12,6,3,2,0,4,1
LAL,LAL vs. LAC,03/02/2025,W,12,33,14,20,70.0,5,8,62.5,0,2,0.0,0,7,7,8,4,2,3,5,-1
POR,POR @ CLE,03/02/2025,L,12,35,9,21,42.9,5,12,41.7,12,13,92.3,4,10,14,7,7,0,1,6,-2
CHI,CHI @ IND,03/02/2025,L,12,25,9,21,42.9,3,11,27.3,4,5,80.0,4,7,11,4,4,2,0,4,-4
BOS,BOS vs. DEN,03/02/2025,W,12,22,8,19,42.1,2,6,33.3,4,8,50.0,4,10,14,3,6,1,1,6,-7
ORL,ORL vs. TOR,03/02/2025,L,12,25,7,17,41.2,1,7,14.3,10,13,76.9,2,8,10,3,2,0,2,9,-8
NOP,NOP @ UTA,03/02/2025,W,12,25,11,25,44.0,3,9,33.3,0,0,0.0,2,6,8,7,2,2,2,5,-9
MIA,MIA vs. NYK,03/02/2025,L,12,25,9,18,50.0,4,11,36.4,3,3,100.0,1,6,7,6,5,2,1,3,-11
SAS,SAS vs. OKC,03/02/2025,L,12,23,10,22,45.5,0,8,0.0,3,5,60.0,1,10,11,5,4,0,0,3,-13
PHX,PHX vs. MIN,03/02/2025,L,12,21,7,20,35.0,4,13,30.8,3,4,75.0,2,10,12,5,7,0,2,4,-13
BKN,BKN @ DET,03/01/2025,L,12,30,11,27,40.7,2,10,20.0,6,6,100.0,6,9,15,9,2,3,3,3,17
MEM,MEM vs. SAS,03/01/2025,L,12,38,14,25,56.0,2,8,25.0,8,10,80.0,5,11,16,10,2,4,4,4,16
MIL,MIL @ DAL,03/01/2025,W,12,30,9,21,42.9,2,10,20.0,10,11,90.9,3,12,15,5,3,4,1,7,14
WAS,WAS @ CHA,03/01/2025,W,12,30,10,21,47.6,6,14,42.9,4,4,100.0,1,11,12,9,2,3,2,1,14
GSW,GSW @ PHI,03/01/2025,L,12,35,14,26,53.8,5,11,45.5,2,4,50.0,7,5,12,11,6,2,1,4,6
SAC,SAC @ HOU,03/01/2025,W,12,26,11,21,52.4,2,7,28.6,2,4,50.0,2,6,8,4,3,4,1,4,3
HOU,HOU vs. SAC,03/01/2025,L,12,23,8,19,42.1,2,6,33.3,5,6,83.3,2,9,11,3,6,1,1,4,-3
PHI,PHI vs. GSW,03/01/2025,W,12,29,13,23,56.5,2,6,33.3,1,5,20.0,5,6,11,7,6,4,1,5,-6
DAL,DAL vs. MIL,03/01/2025,L,12,16,6,19,31.6,0,8,0.0,4,8,50.0,1,7,8,3,5,1,0,7,-14
CHA,CHA vs. WAS,03/01/2025,L,12,16,7,23,30.4,2,9,22.2,0,0,0.0,3,8,11,5,5,1,1,2,-14
SAS,SAS @ MEM,03/01/2025,W,12,22,10,27,37.0,2,10,20.0,0,1,0.0,4,7,11,7,5,2,2,7,-16
DET,DET vs. BKN,03/01/2025,W,12,13,5,18,27.8,1,9,11.1,2,4,50.0,3,6,9,3,7,1,6,5,-17
OKC,OKC @ ATL,02/28/2025,W,12,37,14,27,51.9,9,15,60.0,0,0,0.0,1,13,14,11,2,4,1,3,17
DEN,DEN @ DET,02/28/2025,W,12,39,14,20,70.0,6,10,60.0,5,6,83.3,0,14,14,8,5,2,1,6,15
UTA,UTA vs. MIN,02/28/2025,W,12,38,16,24,66.7,4,8,50.0,2,3,66.7,1,15,16,16,4,2,1,5,13
BKN,BKN vs. POR,02/28/2025,L,12,35,11,23,47.8,2,9,22.2,11,15,73.3,8,9,17,5,4,4,1,6,8
CLE,CLE @ BOS,02/28/2025,W,12,31,12,25,48.0,3,8,37.5,4,4,100.0,4,6,10,7,1,0,0,5,7
MIA,MIA vs. IND,02/28/2025,W,12,29,10,20,50.0,3,8,37.5,6,6,100.0,4,9,13,8,7,3,2,2,6
MEM,MEM vs. NYK,02/28/2025,L,12,29,12,27,44.4,0,7,0.0,5,5,100.0,7,11,18,7,3,0,0,4,3
PHX,PHX vs. NOP,02/28/2025,W,12,29,11,21,52.4,5,10,50.0,2,2,100.0,3,8,11,9,5,2,1,6,1
LAL,LAL vs. LAC,02/28/2025,W,12,24,7,19,36.8,2,5,40.0,8,11,72.7,2,9,11,2,4,4,2,6,1
TOR,TOR @ CHI,02/28/2025,L,12,27,11,27,40.7,1,7,14.3,4,4,100.0,6,9,15,6,3,1,0,4,0
CHI,CHI vs. TOR,02/28/2025,W,12,27,10,25,40.0,0,11,0.0,7,7,100.0,4,8,12,4,3,2,3,5,0
NOP,NOP @ PHX,02/28/2025,L,12,28,11,21,52.4,2,9,22.2,4,5,80.0,2,6,8,5,3,3,2,3,-1
LAC,LAC @ LAL,02/28/2025,L,12,23,8,21,38.1,1,8,12.5,6,9,66.7,2,9,11,7,6,4,1,9,-1
NYK,NYK @ MEM,02/28/2025,W,12,26,10,23,43.5,3,10,30.0,3,3,100.0,2,7,9,7,3,0,3,3,-3
IND,IND @ MIA,02/28/2025,L,12,23,10,23,43.5,2,9,22.2,1,2,50.0,2,5,7,9,4,3,1,4,-6
BOS,BOS vs. CLE,02/28/2025,L,12,24,9,21,42.9,2,8,25.0,4,5,80.0,4,5,9,4,2,0,2,5,-7
POR,POR @ BKN,02/28/2025,W,12,27,10,21,47.6,2,7,28.6,5,7,71.4,2,6,8,6,4,3,1,9,-8
MIN,MIN @ UTA,02/28/2025,L,12,25,8,25,32.0,4,12,33.3,5,7,71.4,2,8,10,6,4,4,1,2,-13
DET,DET vs. DEN,02/28/2025,L,12,24,8,25,32.0,2,10,20.0,6,9,66.7,3,7,10,5,3,4,0,5,-15
ATL,ATL vs. OKC,02/28/2025,L,12,20,7,22,31.8,4,11,36.4,2,3,66.7,1,11,12,2,6,2,0,3,-17
GSW,GSW @ ORL,02/27/2025,W,12,40,13,21,61.9,8,11,72.7,6,6,100.0,2,9,11,10,3,3,0,5,19
MIL,MIL vs. DEN,02/27/2025,W,12,30,10,23,43.5,5,9,55.6,5,8,62.5,2,13,15,6,1,1,1,2,6
DAL,DAL vs. CHA,02/27/2025,W,12,23,8,23,34.8,3,8,37.5,4,5,80.0,3,12,15,5,2,3,2,2,5
PHX,PHX vs. NOP,02/27/2025,L,12,29,12,23,52.2,5,12,41.7,0,0,0.0,1,11,12,8,0,0,3,2,2
LAL,LAL vs. MIN,02/27/2025,W,12,26,8,19,42.1,2,10,20.0,8,12,66.7,4,9,13,4,3,2,2,5,0
MIN,MIN @ LAL,02/27/2025,L,12,26,9,24,37.5,3,10,30.0,5,5,100.0,4,7,11,6,2,3,1,7,0
NOP,NOP @ PHX,02/27/2025,W,12,27,11,27,40.7,3,12,25.0,2,3,66.7,5,10,15,5,1,0,0,1,-2
CHA,CHA @ DAL,02/27/2025,L,12,18,8,25,32.0,1,5,20.0,1,1,100.0,3,13,16,6,3,0,1,4,-5
DEN,DEN @ MIL,02/27/2025,L,12,24,10,26,38.5,2,12,16.7,2,2,100.0,2,11,13,8,2,0,1,4,-6
ORL,ORL vs. GSW,02/27/2025,L,12,21,9,21,42.9,2,6,33.3,1,2,50.0,4,5,9,4,6,1,2,7,-19
MIA,MIA vs. ATL,02/26/2025,W,12,42,12,18,66.7,6,11,54.5,12,13,92.3,1,8,9,12,3,3,1,3,14
DET,DET vs. BOS,02/26/2025,W,12,35,13,21,61.9,5,7,71.4,4,6,66.7,3,11,14,8,2,1,2,5,11
OKC,OKC @ BKN,02/26/2025,W,12,29,9,19,47.4,2,5,40.0,9,10,90.0,4,9,13,6,3,3,1,6,9
HOU,HOU vs. SAS,02/26/2025,W,12,37,14,29,48.3,5,13,38.5,4,4,100.0,6,10,16,6,1,1,1,3,8
IND,IND vs. TOR,02/26/2025,W,12,30,12,22,54.5,4,12,33.3,2,4,50.0,0,7,7,8,3,4,2,4,7
PHI,PHI @ NYK,02/26/2025,L,12,29,10,21,47.6,3,7,42.9,6,6,100.0,2,6,8,4,4,6,0,4,7
LAC,LAC @ CHI,02/26/2025,W,12,39,13,21,61.9,8,11,72.7,5,5,100.0,2,5,7,9,4,5,2,5,6
POR,POR @ WAS,02/26/2025,W,12,39,16,26,61.5,5,8,62.5,2,4,50.0,3,7,10,11,5,2,2,8,5
SAC,SAC @ UTA,02/26/2025,W,12,28,11,22,50.0,4,11,36.4,2,2,100.0,1,12,13,8,5,2,2,4,5
WAS,WAS vs. POR,02/26/2025,L,12,34,13,20,65.0,3,5,60.0,5,11,45.5,1,8,9,6,5,3,2,4,-5
UTA,UTA vs. SAC,02/26/2025,L,12,23,9,23,39.1,3,11,27.3,2,4,50.0,2,8,10,7,2,4,1,2,-5
CHI,CHI vs. LAC,02/26/2025,L,12,33,12,20,60.0,8,11,72.7,1,2,50.0,3,6,9,7,9,2,0,3,-6
TOR,TOR @ IND,02/26/2025,L,12,23,9,17,52.9,1,3,33.3,4,5,80.0,2,8,10,6,8,0,0,3,-7
NYK,NYK vs. PHI,02/26/2025,W,12,22,9,19,47.4,2,5,40.0,2,3,66.7,2,8,10,5,7,3,4,6,-7
SAS,SAS @ HOU,02/26/2025,L,12,29,12,28,42.9,3,11,27.3,2,3,66.7,4,7,11,8,1,1,1,3,-8
BKN,BKN vs. OKC,02/26/2025,L,12,20,5,19,26.3,4,15,26.7,6,6,100.0,4,6,10,5,6,0,0,8,-9
BOS,BOS @ DET,02/26/2025,L,12,24,8,21,38.1,3,11,27.3,5,6,83.3,1,4,5,5,2,2,0,5,-11
ATL,ATL @ MIA,02/26/2025,L,12,28,10,22,45.5,4,10,40.0,4,5,80.0,2,4,6,8,4,0,0,7,-14
GSW,GSW vs. CHA,02/25/2025,W,12,41,15,25,60.0,5,10,50.0,6,7,85.7,4,9,13,13,4,3,1,6,17
CLE,CLE @ ORL,02/25/2025,W,12,35,13,18,72.2,6,7,85.7,3,4,75.0,1,6,7,8,4,3,1,4,12
DAL,DAL @ LAL,02/25/2025,L,12,26,9,21,42.9,5,9,55.6,3,3,100.0,1,12,13,7,5,2,2,3,7
MEM,MEM vs. PHX,02/25/2025,W,12,43,17,23,73.9,6,11,54.5,3,3,100.0,0,4,4,11,2,3,1,6,2
SAS,SAS @ NOP,02/25/2025,L,12,32,12,26,46.2,3,10,30.0,5,5,100.0,5,7,12,10,4,4,1,4,2
HOU,HOU vs. MIL,02/25/2025,W,12,28,9,23,39.1,5,12,41.7,5,6,83.3,4,9,13,6,3,3,0,5,2
BOS,BOS @ TOR,02/25/2025,W,12,23,7,20,35.0,4,16,25.0,5,5,100.0,4,7,11,5,6,3,2,5,1
TOR,TOR vs. BOS,02/25/2025,L,12,22,8,17,47.1,1,6,16.7,5,7,71.4,2,7,9,4,6,3,0,5,-1
PHX,PHX @ MEM,02/25/2025,L,12,41,14,20,70.0,8,9,88.9,5,6,83.3,1,5,6,9,5,2,0,5,-2
NOP,NOP vs. SAS,02/25/2025,W,12,30,11,26,42.3,3,9,33.3,5,6,83.3,6,7,13,6,6,2,2,6,-2
