TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
LAC,LAC @ SAC,04/11/2025,W,12,25,12,18,66.7,1,4,25.0,0,2,0.0,1,8,9,4,3,1,1,6,4
DEN,DEN vs. MEM,04/11/2025,W,12,39,14,23,60.9,4,6,66.7,7,9,77.8,3,8,11,11,3,0,0,3,3
DET,DET vs. MIL,04/11/2025,L,12,32,12,24,50.0,3,7,42.9,5,8,62.5,4,8,12,8,3,0,2,7,2
HOU,HOU @ LAL,04/11/2025,L,12,31,12,21,57.1,6,12,50.0,1,2,50.0,2,10,12,5,7,1,0,6,2
DAL,DAL vs. TOR,04/11/2025,W,12,30,12,25,48.0,2,8,25.0,4,5,80.0,4,11,15,8,5,1,1,7,1
TOR,TOR @ DAL,04/11/2025,L,12,29,11,24,45.8,2,10,20.0,5,10,50.0,3,8,11,7,2,3,1,4,-1
MIL,MIL @ DET,04/11/2025,W,12,30,8,19,42.1,3,8,37.5,11,14,78.6,1,9,10,5,2,2,3,7,-2
LAL,LAL vs. HOU,04/11/2025,W,12,29,10,18,55.6,4,9,44.4,5,13,38.5,0,6,6,6,2,4,0,4,-2
MEM,MEM @ DEN,04/11/2025,L,12,36,16,25,64.0,2,6,33.3,2,3,66.7,1,7,8,7,2,3,0,7,-3
NYK,NYK vs. CLE,04/11/2025,L,12,24,6,18,33.3,2,11,18.2,10,12,83.3,1,6,7,3,3,3,0,5,-4
SAC,SAC vs. LAC,04/11/2025,L,12,21,9,24,37.5,1,9,11.1,2,2,100.0,4,6,10,5,1,0,0,1,-4
UTA,UTA vs. OKC,04/11/2025,L,12,28,9,25,36.0,3,14,21.4,7,8,87.5,6,8,14,4,4,1,1,5,-6
POR,POR vs. GSW,04/11/2025,L,12,20,6,17,35.3,2,4,50.0,6,8,75.0,2,10,12,5,8,1,2,6,-7
IND,IND vs. ORL,04/11/2025,L,12,27,7,25,28.0,4,11,36.4,9,11,81.8,5,6,11,3,4,1,2,7,-10
PHI,PHI vs. ATL,04/11/2025,L,12,19,7,23,30.4,0,11,0.0,5,5,100.0,2,9,11,7,5,2,2,5,-12
WAS,WAS @ CHI,04/11/2025,L,12,25,8,22,36.4,4,12,33.3,5,7,71.4,2,6,8,7,4,1,2,3,-13
BKN,BKN @ MIN,04/11/2025,L,12,21,8,19,42.1,1,4,25.0,4,5,80.0,1,6,7,6,2,2,1,8,-13
CHA,CHA @ BOS,04/11/2025,L,12,22,9,25,36.0,4,10,40.0,0,0,0.0,5,7,12,5,4,2,0,4,-15
NOP,NOP vs. MIA,04/11/2025,L,12,18,7,21,33.3,1,7,14.3,3,4,75.0,2,4,6,4,5,3,0,4,-21
SAS,SAS @ PHX,04/11/2025,L,12,17,7,23,30.4,1,8,12.5,2,2,100.0,3,7,10,5,6,2,0,4,-22
MIN,MIN @ MEM,04/10/2025,W,12,52,18,21,85.7,7,8,87.5,9,10,90.0,2,8,10,9,3,1,3,9,27
MIL,MIL vs. NOP,04/10/2025,W,12,38,16,22,72.7,3,6,50.0,3,7,42.9,2,8,10,7,4,3,2,7,7
DET,DET vs. NYK,04/10/2025,W,12,29,11,19,57.9,3,7,42.9,4,8,50.0,2,12,14,3,5,2,4,6,6
ATL,ATL @ BKN,04/10/2025,W,12,34,10,20,50.0,4,10,40.0,10,11,90.9,2,7,9,9,5,5,0,5,5
IND,IND vs. CLE,04/10/2025,W,12,29,11,23,47.8,2,10,20.0,5,8,62.5,2,10,12,5,2,0,3,2,3
CLE,CLE @ IND,04/10/2025,L,12,26,11,23,47.8,4,9,44.4,0,0,0.0,0,10,10,6,2,2,1,5,-3
BKN,BKN vs. ATL,04/10/2025,L,12,29,11,20,55.0,5,11,45.5,2,5,40.0,2,7,9,8,7,3,1,7,-5
NYK,NYK @ DET,04/10/2025,L,12,23,9,28,32.1,2,11,18.2,3,3,100.0,3,8,11,7,3,3,1,6,-6
NOP,NOP @ MIL,04/10/2025,L,12,31,11,22,50.0,4,12,33.3,5,8,62.5,2,7,9,7,3,4,0,5,-7
MEM,MEM vs. MIN,04/10/2025,L,12,25,9,25,36.0,2,6,33.3,5,6,83.3,4,2,6,3,5,0,0,7,-27
OKC,OKC @ PHX,04/09/2025,W,12,43,13,24,54.2,3,9,33.3,14,15,93.3,3,9,12,7,1,6,1,3,17
GSW,GSW vs. SAS,04/09/2025,L,12,37,13,20,65.0,5,9,55.6,6,10,60.0,4,8,12,10,3,2,1,6,16
TOR,TOR vs. CHA,04/09/2025,W,12,35,12,26,46.2,5,13,38.5,6,8,75.0,4,10,14,8,3,3,1,4,12
ORL,ORL vs. BOS,04/09/2025,W,12,31,12,21,57.1,7,12,58.3,0,0,0.0,4,7,11,9,3,0,1,4,11
POR,POR @ UTA,04/09/2025,L,12,33,10,22,45.5,2,7,28.6,11,13,84.6,2,9,11,4,2,2,2,5,8
PHI,PHI @ WAS,04/09/2025,W,12,36,12,24,50.0,8,14,57.1,4,4,100.0,3,9,12,6,3,1,3,5,7
LAL,LAL @ DAL,04/09/2025,W,12,23,9,21,42.9,2,10,20.0,3,3,100.0,2,6,8,4,4,6,0,4,4
CHI,CHI vs. MIA,04/09/2025,W,12,34,15,24,62.5,4,10,40.0,0,0,0.0,0,10,10,11,3,1,2,4,2
DEN,DEN @ SAC,04/09/2025,W,12,27,9,25,36.0,4,11,36.4,5,5,100.0,5,10,15,8,1,1,1,3,2
LAC,LAC vs. HOU,04/09/2025,W,12,34,12,19,63.2,5,10,50.0,5,5,100.0,0,7,7,8,5,2,1,3,1
HOU,HOU @ LAC,04/09/2025,L,12,33,14,24,58.3,5,8,62.5,0,0,0.0,2,6,8,6,4,4,0,4,-1
MIA,MIA @ CHI,04/09/2025,L,12,32,12,23,52.2,3,9,33.3,5,6,83.3,1,8,9,10,1,2,1,0,-2
SAC,SAC vs. DEN,04/09/2025,L,12,25,9,19,47.4,4,9,44.4,3,4,75.0,0,9,9,5,1,0,0,5,-2
DAL,DAL vs. LAL,04/09/2025,L,12,19,8,17,47.1,1,5,20.0,2,5,40.0,2,7,9,7,6,0,0,3,-4
WAS,WAS vs. PHI,04/09/2025,L,12,29,10,22,45.5,4,6,66.7,5,6,83.3,3,7,10,6,3,1,2,4,-7
UTA,UTA vs. POR,04/09/2025,W,12,25,9,21,42.9,3,5,60.0,4,6,66.7,3,9,12,3,6,2,0,9,-8
BOS,BOS @ ORL,04/09/2025,L,12,20,8,20,40.0,2,8,25.0,2,2,100.0,3,4,7,5,3,1,1,1,-11
CHA,CHA @ TOR,04/09/2025,L,12,23,8,21,38.1,3,9,33.3,4,4,100.0,1,9,10,6,7,1,1,7,-12
SAS,SAS @ GSW,04/09/2025,W,12,21,6,18,33.3,3,13,23.1,6,6,100.0,4,3,7,5,6,1,1,7,-16
PHX,PHX vs. OKC,04/09/2025,L,12,26,9,21,42.9,4,11,36.4,4,4,100.0,2,7,9,8,8,1,1,8,-17
BKN,BKN vs. NOP,04/08/2025,W,12,43,14,25,56.0,5,9,55.6,10,10,100.0,3,9,12,10,1,4,0,6,17
LAC,LAC vs. SAS,04/08/2025,W,12,37,16,32,50.0,3,6,50.0,2,2,100.0,6,12,18,12,3,1,0,6,11
BOS,BOS @ NYK,04/08/2025,W,12,31,11,20,55.0,6,10,60.0,3,4,75.0,2,11,13,8,6,3,1,5,11
MIN,MIN @ MIL,04/08/2025,L,12,34,14,21,66.7,6,12,50.0,0,0,0.0,1,5,6,8,1,2,3,4,9
LAL,LAL @ OKC,04/08/2025,L,12,26,10,23,43.5,3,10,30.0,3,4,75.0,4,12,16,6,3,0,3,6,9
GSW,GSW @ PHX,04/08/2025,W,12,26,9,20,45.0,2,7,28.6,6,6,100.0,3,12,15,7,7,3,2,2,8
CHI,CHI @ CLE,04/08/2025,L,12,37,13,20,65.0,3,9,33.3,8,8,100.0,1,8,9,8,5,5,0,3,7
MEM,MEM @ CHA,04/08/2025,W,12,34,8,18,44.4,4,13,30.8,14,14,100.0,1,11,12,3,3,2,0,5,4
ATL,ATL @ ORL,04/08/2025,L,12,27,10,22,45.5,4,9,44.4,3,4,75.0,4,10,14,7,4,0,2,3,1
WAS,WAS @ IND,04/08/2025,L,12,25,8,18,44.4,5,12,41.7,4,5,80.0,0,9,9,5,4,0,3,7,1
ORL,ORL vs. ATL,04/08/2025,W,12,26,10,20,50.0,5,11,45.5,1,4,25.0,1,6,7,8,1,2,2,4,-1
IND,IND vs. WAS,04/08/2025,W,12,24,7,24,29.2,3,11,27.3,7,9,77.8,6,8,14,4,3,0,1,3,-1
CHA,CHA vs. MEM,04/08/2025,L,12,30,10,23,43.5,3,9,33.3,7,10,70.0,4,6,10,5,2,1,0,8,-4
CLE,CLE vs. CHI,04/08/2025,W,12,30,12,24,50.0,3,11,27.3,3,3,100.0,4,5,9,6,6,5,0,6,-7
PHX,PHX vs. GSW,04/08/2025,L,12,18,7,28,25.0,3,13,23.1,1,2,50.0,8,7,15,4,4,6,0,4,-8
MIL,MIL vs. MIN,04/08/2025,W,12,25,10,18,55.6,3,5,60.0,2,3,66.7,3,4,7,8,6,0,0,2,-9
OKC,OKC vs. LAL,04/08/2025,W,12,17,5,26,19.2,1,5,20.0,6,8,75.0,6,10,16,1,1,1,0,3,-9
SAS,SAS @ LAC,04/08/2025,L,12,26,9,20,45.0,3,6,50.0,5,8,62.5,1,5,6,7,5,1,2,3,-11
NYK,NYK vs. BOS,04/08/2025,L,12,20,8,22,36.4,3,11,27.3,1,5,20.0,4,6,10,6,4,3,3,3,-11
NOP,NOP @ BKN,04/08/2025,L,12,26,7,19,36.8,1,7,14.3,11,12,91.7,2,8,10,4,6,1,1,8,-17
SAC,SAC @ DET,04/07/2025,W,12,35,15,31,48.4,3,10,30.0,2,5,40.0,8,8,16,5,2,3,0,4,13
PHI,PHI @ MIA,04/07/2025,L,12,30,8,22,36.4,6,11,54.5,8,9,88.9,6,11,17,4,6,1,3,4,8
MIA,MIA vs. PHI,04/07/2025,W,12,22,8,19,42.1,2,7,28.6,4,6,66.7,0,6,6,5,3,5,2,5,-8
DET,DET vs. SAC,04/07/2025,L,12,22,8,20,40.0,3,11,27.3,3,6,50.0,4,7,11,6,5,2,1,7,-13
SAC,SAC @ CLE,04/06/2025,W,12,35,11,18,61.1,5,8,62.5,8,10,80.0,2,8,10,5,5,2,0,4,13
BOS,BOS vs. WAS,04/06/2025,W,12,40,16,28,57.1,8,13,61.5,0,0,0.0,10,8,18,9,6,2,1,3,11
NYK,NYK vs. PHX,04/06/2025,W,12,34,13,21,61.9,6,9,66.7,2,2,100.0,5,5,10,5,3,2,1,3,7
IND,IND @ DEN,04/06/2025,W,12,37,14,24,58.3,6,13,46.2,3,3,100.0,2,10,12,9,2,2,4,3,6
HOU,HOU @ GSW,04/06/2025,W,12,32,13,24,54.2,2,4,50.0,4,7,57.1,5,4,9,8,2,4,2,4,6
CHA,CHA vs. CHI,04/06/2025,L,12,26,9,23,39.1,2,6,33.3,6,8,75.0,3,11,14,5,6,2,2,6,6
UTA,UTA @ ATL,04/06/2025,L,12,43,14,23,60.9,6,10,60.0,9,11,81.8,1,5,6,9,1,5,2,5,5
BKN,BKN vs. TOR,04/06/2025,L,12,26,8,20,40.0,2,8,25.0,8,13,61.5,5,14,19,5,7,3,5,5,5
LAL,LAL @ OKC,04/06/2025,W,12,25,9,22,40.9,3,10,30.0,4,7,57.1,2,14,16,4,3,0,1,3,4
POR,POR vs. SAS,04/06/2025,W,12,32,11,20,55.0,4,8,50.0,6,8,75.0,2,8,10,8,3,2,2,4,2
NOP,NOP vs. MIL,04/06/2025,L,12,25,9,22,40.9,5,12,41.7,2,2,100.0,1,7,8,8,4,3,1,4,2
SAS,SAS @ POR,04/06/2025,L,12,30,13,27,48.1,2,6,33.3,2,3,66.7,5,6,11,7,4,1,2,5,-2
MIL,MIL @ NOP,04/06/2025,W,12,23,8,20,40.0,4,12,33.3,3,6,50.0,4,9,13,4,4,3,1,3,-2
OKC,OKC vs. LAL,04/06/2025,L,12,21,9,24,37.5,3,11,27.3,0,0,0.0,0,10,10,3,0,1,2,6,-4
ATL,ATL vs. UTA,04/06/2025,W,12,38,12,21,57.1,5,9,55.6,9,9,100.0,3,6,9,12,7,1,1,8,-5
TOR,TOR @ BKN,04/06/2025,W,12,21,9,22,40.9,2,8,25.0,1,4,25.0,1,8,9,5,6,2,0,8,-5
DEN,DEN vs. IND,04/06/2025,L,12,31,13,25,52.0,3,8,37.5,2,3,66.7,3,7,10,7,2,0,1,3,-6
GSW,GSW vs. HOU,04/06/2025,L,12,26,9,22,40.9,4,12,33.3,4,5,80.0,6,7,13,5,5,0,0,6,-6
CHI,CHI @ CHA,04/06/2025,W,12,20,7,20,35.0,0,4,0.0,6,7,85.7,1,7,8,1,5,4,1,5,-6
PHX,PHX @ NYK,04/06/2025,L,12,27,12,22,54.5,2,6,33.3,1,1,100.0,4,1,5,5,3,2,1,2,-7
WAS,WAS @ BOS,04/06/2025,L,12,29,10,21,47.6,5,13,38.5,4,4,100.0,1,2,3,6,3,3,0,3,-11
CLE,CLE vs. SAC,04/06/2025,L,12,22,8,17,47.1,2,8,25.0,4,6,66.7,2,4,6,6,5,2,1,7,-13
LAC,LAC vs. DAL,04/05/2025,W,12,44,18,26,69.2,2,5,40.0,6,7,85.7,2,7,9,11,1,6,1,8,14
MIA,MIA vs. MIL,04/05/2025,L,12,31,13,28,46.4,5,12,41.7,0,0,0.0,3,11,14,8,0,0,0,4,7
PHI,PHI vs. MIN,04/05/2025,L,12,31,14,24,58.3,1,4,25.0,2,5,40.0,4,4,8,9,2,4,0,7,3
NYK,NYK @ ATL,04/05/2025,W,12,30,11,22,50.0,3,5,60.0,5,6,83.3,2,8,10,10,3,1,2,3,3
DET,DET vs. MEM,04/05/2025,L,12,30,11,26,42.3,2,10,20.0,6,7,85.7,3,10,13,5,1,1,0,2,1
MEM,MEM @ DET,04/05/2025,W,12,29,12,25,48.0,2,8,25.0,3,3,100.0,3,11,14,8,2,0,1,6,-1
MIN,MIN @ PHI,04/05/2025,W,12,28,10,15,66.7,2,6,33.3,6,7,85.7,0,8,8,5,6,2,1,5,-3
ATL,ATL vs. NYK,04/05/2025,L,12,27,11,24,45.8,4,10,40.0,1,2,50.0,3,9,12,8,2,1,3,6,-3
MIL,MIL @ MIA,04/05/2025,W,12,24,10,22,45.5,0,4,0.0,4,5,80.0,0,11,11,7,1,0,1,2,-7
DAL,DAL @ LAC,04/05/2025,L,12,30,8,17,47.1,3,6,50.0,11,13,84.6,2,6,8,4,6,0,2,6,-14
CHI,CHI vs. POR,04/04/2025,W,12,40,15,27,55.6,1,5,20.0,9,11,81.8,4,11,15,9,1,1,1,5,11
SAS,SAS vs. CLE,04/04/2025,L,12,32,12,30,40.0,6,15,40.0,2,2,100.0,5,8,13,8,3,3,0,3,8
SAC,SAC @ CHA,04/04/2025,W,12,30,11,22,50.0,5,8,62.5,3,4,75.0,3,9,12,6,2,1,1,6,7
IND,IND vs. UTA,04/04/2025,W,12,41,14,22,63.6,4,7,57.1,9,16,56.3,4,7,11,10,1,1,5,4,6
GSW,GSW vs. DEN,04/04/2025,W,12,30,11,20,55.0,4,9,44.4,4,4,100.0,2,8,10,5,4,4,2,3,6
DET,DET @ TOR,04/04/2025,W,12,28,11,23,47.8,4,7,57.1,2,2,100.0,2,12,14,9,6,4,2,1,6
OKC,OKC @ HOU,04/04/2025,L,12,32,12,25,48.0,3,7,42.9,5,6,83.3,4,9,13,3,3,4,3,5,5
BOS,BOS vs. PHX,04/04/2025,W,12,30,9,18,50.0,3,9,33.3,9,11,81.8,1,6,7,6,0,0,1,5,2
DAL,DAL @ LAC,04/04/2025,L,12,25,7,15,46.7,2,3,66.7,9,12,75.0,2,11,13,3,7,2,0,4,2
LAL,LAL vs. NOP,04/04/2025,W,12,31,9,18,50.0,6,13,46.2,7,7,100.0,0,5,5,5,3,2,0,4,0
NOP,NOP @ LAL,04/04/2025,L,12,31,12,18,66.7,4,8,50.0,3,6,50.0,2,7,9,10,6,3,0,8,0
PHX,PHX @ BOS,04/04/2025,L,12,28,11,20,55.0,1,5,20.0,5,6,83.3,2,7,9,5,1,0,1,6,-2
LAC,LAC vs. DAL,04/04/2025,W,12,23,9,23,39.1,1,5,20.0,4,5,80.0,2,5,7,3,3,2,1,8,-2
HOU,HOU vs. OKC,04/04/2025,W,12,27,10,24,41.7,4,8,50.0,3,4,75.0,4,6,10,7,5,2,2,4,-5
UTA,UTA @ IND,04/04/2025,L,12,35,13,27,48.1,5,12,41.7,4,5,80.0,4,11,15,5,2,1,0,9,-6
DEN,DEN @ GSW,04/04/2025,L,12,24,8,18,44.4,6,12,50.0,2,2,100.0,0,6,6,8,6,1,1,4,-6
TOR,TOR vs. DET,04/04/2025,L,12,22,9,26,34.6,4,10,40.0,0,0,0.0,4,7,11,5,4,4,1,4,-6
CHA,CHA vs. SAC,04/04/2025,L,12,23,8,19,42.1,2,10,20.0,5,8,62.5,1,7,8,5,3,1,0,5,-7
CLE,CLE @ SAS,04/04/2025,W,12,24,9,18,50.0,2,10,20.0,4,6,66.7,0,10,10,7,5,1,2,2,-8
POR,POR @ CHI,04/04/2025,L,12,29,9,27,33.3,3,9,33.3,8,8,100.0,6,8,14,6,3,1,0,9,-11
WAS,WAS vs. ORL,04/03/2025,L,12,31,12,18,66.7,4,6,66.7,3,5,60.0,1,9,10,1,2,1,0,5,11
POR,POR @ TOR,04/03/2025,W,12,36,15,24,62.5,4,9,44.4,2,2,100.0,3,9,12,8,2,3,4,2,10
MIL,MIL @ PHI,04/03/2025,W,12,35,11,18,61.1,5,9,55.6,8,13,61.5,1,8,9,9,2,3,0,2,7
LAL,LAL vs. GSW,04/03/2025,L,12,30,10,18,55.6,2,6,33.3,8,9,88.9,1,9,10,6,2,1,1,6,2
BKN,BKN vs. MIN,04/03/2025,L,12,30,13,25,52.0,4,10,40.0,0,0,0.0,3,7,10,8,1,3,0,2,2
MEM,MEM @ MIA,04/03/2025,W,12,35,12,20,60.0,2,7,28.6,9,11,81.8,3,7,10,5,4,2,1,6,0
MIA,MIA vs. MEM,04/03/2025,L,12,35,14,26,53.8,4,7,57.1,3,3,100.0,3,6,9,7,2,1,1,8,0
GSW,GSW @ LAL,04/03/2025,W,12,28,8,23,34.8,4,13,30.8,8,11,72.7,5,7,12,6,1,2,1,6,-2
MIN,MIN @ BKN,04/03/2025,W,12,28,11,18,61.1,4,11,36.4,2,3,66.7,0,7,7,8,3,1,3,4,-2
PHI,PHI vs. MIL,04/03/2025,L,12,28,12,24,50.0,3,12,25.0,1,1,100.0,3,9,12,9,4,2,1,8,-7
TOR,TOR vs. POR,04/03/2025,L,12,26,11,26,42.3,4,8,50.0,0,0,0.0,4,5,9,8,4,1,0,3,-10
ORL,ORL @ WAS,04/03/2025,W,12,20,7,24,29.2,2,10,20.0,4,5,80.0,8,5,13,3,4,1,0,3,-11
CLE,CLE vs. NYK,04/02/2025,W,12,38,17,21,81.0,2,6,33.3,2,2,100.0,0,8,8,7,3,4,1,5,13
WAS,WAS vs. SAC,04/02/2025,W,12,36,12,19,63.2,7,12,58.3,5,5,100.0,2,8,10,7,3,2,1,5,11
DAL,DAL vs. ATL,04/02/2025,W,12,34,13,19,68.4,4,5,80.0,4,5,80.0,2,11,13,4,6,1,3,3,10
OKC,OKC vs. DET,04/02/2025,W,12,32,10,28,35.7,4,12,33.3,8,8,100.0,6,9,15,6,1,3,1,4,10
DEN,DEN vs. SAS,04/02/2025,L,12,31,9,27,33.3,5,9,55.6,8,10,80.0,9,13,22,5,1,0,0,4,9
IND,IND vs. CHA,04/02/2025,W,12,34,14,24,58.3,4,11,36.4,2,3,66.7,2,5,7,9,0,3,2,3,6
BOS,BOS vs. MIA,04/02/2025,L,12,36,14,24,58.3,7,13,53.8,1,1,100.0,4,6,10,9,1,0,0,6,4
HOU,HOU vs. UTA,04/02/2025,W,12,32,14,30,46.7,4,15,26.7,0,2,0.0,8,8,16,4,2,2,2,6,3
NOP,NOP @ LAC,04/02/2025,L,12,25,10,20,50.0,2,8,25.0,3,3,100.0,2,9,11,8,5,1,2,6,1
LAC,LAC vs. NOP,04/02/2025,W,12,24,8,21,38.1,4,12,33.3,4,5,80.0,0,6,6,8,3,2,1,2,-1
UTA,UTA @ HOU,04/02/2025,L,12,29,11,20,55.0,2,5,40.0,5,6,83.3,0,8,8,8,3,2,3,1,-3
MIA,MIA @ BOS,04/02/2025,W,12,32,11,20,55.0,3,9,33.3,7,8,87.5,2,4,6,7,1,0,1,2,-4
CHA,CHA @ IND,04/02/2025,L,12,28,11,18,61.1,2,3,66.7,4,4,100.0,2,8,10,5,5,0,0,5,-6
SAS,SAS @ DEN,04/02/2025,W,12,22,8,24,33.3,4,12,33.3,2,2,100.0,3,10,13,5,1,0,1,6,-9
ATL,ATL @ DAL,04/02/2025,L,12,24,8,26,30.8,4,12,33.3,4,4,100.0,5,5,10,6,3,1,1,6,-10
DET,DET @ OKC,04/02/2025,L,12,22,8,21,38.1,2,8,25.0,4,6,66.7,3,9,12,6,4,0,3,5,-10
SAC,SAC @ WAS,04/02/2025,L,12,25,10,25,40.0,4,11,36.4,1,2,50.0,5,5,10,7,3,1,1,3,-11
NYK,NYK @ CLE,04/02/2025,L,12,25,9,26,34.6,1,8,12.5,6,6,100.0,7,2,9,5,5,3,0,4,-13
POR,POR @ ATL,04/01/2025,W,12,40,15,28,53.6,5,11,45.5,5,7,71.4,6,10,16,10,5,2,1,5,10
CHI,CHI vs. TOR,04/01/2025,W,12,32,12,19,63.2,1,4,25.0,7,8,87.5,3,10,13,9,4,1,0,2,10
MIL,MIL vs. PHX,04/01/2025,W,12,35,13,18,72.2,5,7,71.4,4,5,80.0,0,12,12,9,4,1,1,3,9
MEM,MEM vs. GSW,04/01/2025,L,12,37,13,20,65.0,5,8,62.5,6,8,75.0,3,9,12,7,5,1,4,8,8
