TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
CHA,CHA @ CLE,04/14/2024,W,12,32,12,23,52.2,5,11,45.5,3,4,75.0,2,12,14,7,1,5,3,4,18
ORL,ORL vs. MIL,04/14/2024,W,12,33,11,18,61.1,5,11,45.5,6,6,100.0,2,9,11,8,5,5,1,4,16
IND,IND vs. ATL,04/14/2024,W,12,32,13,21,61.9,6,10,60.0,0,0,0.0,1,9,10,10,4,3,0,6,10
HOU,HOU @ LAC,04/14/2024,W,12,31,14,26,53.8,2,6,33.3,1,4,25.0,2,16,18,10,3,1,2,1,9
PHX,PHX @ MIN,04/14/2024,W,12,36,14,21,66.7,5,7,71.4,3,3,100.0,3,7,10,9,3,2,0,3,8
WAS,WAS @ BOS,04/14/2024,L,12,33,14,27,51.9,3,6,50.0,2,2,100.0,1,8,9,9,2,6,2,5,8
TOR,TOR @ MIA,04/14/2024,L,12,32,10,24,41.7,4,10,40.0,8,8,100.0,3,12,15,7,3,2,0,4,8
NYK,NYK vs. CHI,04/14/2024,W,12,33,12,21,57.1,5,9,55.6,4,6,66.7,5,8,13,8,3,0,1,3,6
NOP,NOP vs. LAL,04/14/2024,L,12,31,13,22,59.1,4,8,50.0,1,3,33.3,4,8,12,8,6,2,1,7,6
MEM,MEM vs. DEN,04/14/2024,L,12,36,14,22,63.6,4,10,40.0,4,6,66.7,1,8,9,8,3,1,1,5,4
PHI,PHI vs. BKN,04/14/2024,W,12,26,11,24,45.8,2,12,16.7,2,4,50.0,5,12,17,8,7,3,0,5,4
DET,DET @ SAS,04/14/2024,L,12,32,11,21,52.4,4,9,44.4,6,7,85.7,4,6,10,5,2,0,0,4,2
DAL,DAL @ OKC,04/14/2024,L,12,29,11,25,44.0,3,8,37.5,4,4,100.0,4,8,12,6,3,3,0,2,2
POR,POR @ SAC,04/14/2024,L,12,24,8,24,33.3,3,11,27.3,5,6,83.3,6,9,15,5,5,3,1,5,2
GSW,GSW vs. UTA,04/14/2024,W,12,28,10,23,43.5,1,9,11.1,7,9,77.8,5,8,13,9,2,3,3,3,1
UTA,UTA @ GSW,04/14/2024,L,12,27,11,23,47.8,3,7,42.9,2,2,100.0,4,8,12,5,6,1,1,8,-1
SAS,SAS vs. DET,04/14/2024,W,12,30,12,20,60.0,2,6,33.3,4,6,66.7,2,6,8,7,2,1,1,6,-2
OKC,OKC vs. DAL,04/14/2024,W,12,27,11,21,52.4,5,8,62.5,0,0,0.0,1,8,9,9,5,1,2,3,-2
SAC,SAC vs. POR,04/14/2024,W,12,22,9,22,40.9,0,5,0.0,4,6,66.7,4,9,13,4,5,2,1,8,-2
DEN,DEN @ MEM,04/14/2024,W,12,32,11,20,55.0,2,7,28.6,8,9,88.9,1,8,9,8,4,3,0,6,-4
BKN,BKN @ PHI,04/14/2024,L,12,22,7,19,36.8,2,11,18.2,6,8,75.0,0,9,9,6,4,5,1,3,-4
CHI,CHI @ NYK,04/14/2024,L,12,27,13,22,59.1,1,5,20.0,0,1,0.0,1,4,5,7,0,3,0,5,-6
LAL,LAL @ NOP,04/14/2024,W,12,25,6,18,33.3,0,4,0.0,13,13,100.0,3,7,10,3,4,3,1,2,-6
MIN,MIN vs. PHX,04/14/2024,L,12,28,11,25,44.0,1,7,14.3,5,5,100.0,7,4,11,7,2,1,1,3,-8
BOS,BOS vs. WAS,04/14/2024,W,12,25,11,21,52.4,1,4,25.0,2,5,40.0,2,11,13,6,8,2,5,2,-8
MIA,MIA vs. TOR,04/14/2024,W,12,24,10,24,41.7,1,13,7.7,3,4,75.0,3,9,12,4,5,1,2,5,-8
LAC,LAC vs. HOU,04/14/2024,L,12,22,9,31,29.0,4,17,23.5,0,0,0.0,5,9,14,6,2,3,4,4,-9
ATL,ATL @ IND,04/14/2024,L,12,22,8,22,36.4,3,10,30.0,3,4,75.0,3,7,10,6,6,2,0,0,-10
MIL,MIL @ ORL,04/14/2024,L,12,17,8,19,42.1,1,7,14.3,0,0,0.0,1,4,5,6,6,4,0,5,-16
CLE,CLE vs. CHA,04/14/2024,L,12,14,6,19,31.6,2,8,25.0,0,1,0.0,2,9,11,2,7,0,0,2,-18
BOS,BOS vs. CHA,04/12/2024,W,12,37,15,29,51.7,5,11,45.5,2,2,100.0,4,10,14,12,1,4,1,7,15
SAS,SAS vs. DEN,04/12/2024,W,12,34,12,24,50.0,4,5,80.0,6,9,66.7,8,11,19,9,4,0,3,3,14
GSW,GSW vs. NOP,04/12/2024,L,12,34,11,21,52.4,6,11,54.5,6,7,85.7,4,10,14,7,4,2,2,4,8
PHX,PHX @ SAC,04/12/2024,W,12,30,10,19,52.6,3,10,30.0,7,8,87.5,2,6,8,7,1,2,2,4,8
CLE,CLE vs. IND,04/12/2024,W,12,32,10,23,43.5,5,11,45.5,7,11,63.6,4,9,13,5,2,2,0,2,6
OKC,OKC vs. MIL,04/12/2024,W,12,30,11,20,55.0,4,10,40.0,4,4,100.0,1,8,9,7,5,2,0,6,6
DET,DET @ DAL,04/12/2024,W,12,27,11,22,50.0,1,9,11.1,4,6,66.7,3,5,8,3,1,3,1,2,6
MIA,MIA vs. TOR,04/12/2024,W,12,33,11,24,45.8,5,11,45.5,6,6,100.0,3,10,13,10,3,2,0,5,5
BKN,BKN @ NYK,04/12/2024,L,12,31,11,20,55.0,2,7,28.6,7,9,77.8,4,7,11,6,3,0,1,9,4
MIN,MIN vs. ATL,04/12/2024,W,12,29,11,18,61.1,1,5,20.0,6,10,60.0,1,10,11,7,5,3,4,2,3
LAL,LAL @ MEM,04/12/2024,W,12,25,7,19,36.8,1,10,10.0,10,14,71.4,5,6,11,2,4,2,2,6,2
WAS,WAS vs. CHI,04/12/2024,L,12,32,12,22,54.5,3,9,33.3,5,7,71.4,0,12,12,7,4,1,1,11,1
ORL,ORL @ PHI,04/12/2024,L,12,30,13,27,48.1,2,7,28.6,2,2,100.0,3,9,12,8,1,2,2,6,1
POR,POR vs. HOU,04/12/2024,L,12,32,10,28,35.7,1,10,10.0,11,14,78.6,8,10,18,4,1,0,1,6,0
HOU,HOU @ POR,04/12/2024,W,12,32,10,22,45.5,3,11,27.3,9,11,81.8,1,8,9,6,0,0,1,10,0
UTA,UTA @ LAC,04/12/2024,W,12,24,9,21,42.9,1,6,16.7,5,5,100.0,3,9,12,7,6,2,1,3,0
LAC,LAC vs. UTA,04/12/2024,L,12,24,11,27,40.7,2,13,15.4,0,0,0.0,7,5,12,8,4,4,3,5,0
CHI,CHI @ WAS,04/12/2024,W,12,31,8,18,44.4,3,10,30.0,12,19,63.2,2,11,13,5,3,2,1,6,-1
PHI,PHI vs. ORL,04/12/2024,W,12,29,11,21,52.4,2,6,33.3,5,8,62.5,2,8,10,4,3,1,1,3,-1
MEM,MEM vs. LAL,04/12/2024,L,12,23,8,21,38.1,2,7,28.6,5,6,83.3,5,8,13,2,5,3,0,9,-2
ATL,ATL @ MIN,04/12/2024,L,12,26,11,25,44.0,3,8,37.5,1,1,100.0,2,6,8,4,7,2,0,7,-3
NYK,NYK vs. BKN,04/12/2024,W,12,27,8,19,42.1,0,3,0.0,11,14,78.6,4,5,9,3,1,3,2,4,-4
TOR,TOR @ MIA,04/12/2024,L,12,28,10,20,50.0,3,9,33.3,5,7,71.4,1,10,11,6,4,1,1,3,-5
IND,IND @ CLE,04/12/2024,L,12,26,10,23,43.5,2,10,20.0,4,4,100.0,2,8,10,7,2,0,0,7,-6
MIL,MIL @ OKC,04/12/2024,L,12,24,9,19,47.4,2,8,25.0,4,4,100.0,1,8,9,5,6,5,1,4,-6
DAL,DAL vs. DET,04/12/2024,L,12,21,8,20,40.0,4,7,57.1,1,2,50.0,5,9,14,5,5,0,1,3,-6
NOP,NOP @ GSW,04/12/2024,W,12,26,9,20,45.0,4,7,57.1,4,5,80.0,1,6,7,4,3,4,1,4,-8
SAC,SAC vs. PHX,04/12/2024,L,12,22,7,20,35.0,4,9,44.4,4,4,100.0,4,6,10,4,3,1,0,7,-8
DEN,DEN @ SAS,04/12/2024,L,12,20,9,22,40.9,1,5,20.0,1,1,100.0,1,5,6,5,3,3,2,9,-14
CHA,CHA @ BOS,04/12/2024,L,12,22,6,19,31.6,1,8,12.5,9,10,90.0,1,8,9,3,6,1,1,1,-15
BOS,BOS vs. NYK,04/11/2024,L,12,38,14,24,58.3,8,12,66.7,2,2,100.0,4,6,10,10,2,2,2,0,20
GSW,GSW @ POR,04/11/2024,W,12,25,8,17,47.1,3,6,50.0,6,7,85.7,3,4,7,5,2,3,4,5,7
NOP,NOP @ SAC,04/11/2024,W,12,37,15,21,71.4,6,9,66.7,1,2,50.0,2,8,10,12,3,1,1,4,3
CHI,CHI @ DET,04/11/2024,W,12,28,11,24,45.8,4,12,33.3,2,3,66.7,4,10,14,3,3,3,1,5,3
UTA,UTA vs. HOU,04/11/2024,W,12,26,10,19,52.6,2,7,28.6,4,7,57.1,4,11,15,6,6,0,4,6,1
HOU,HOU @ UTA,04/11/2024,L,12,25,6,28,21.4,2,10,20.0,11,11,100.0,9,5,14,2,0,4,1,5,-1
SAC,SAC vs. NOP,04/11/2024,L,12,34,14,21,66.7,5,9,55.6,1,3,33.3,0,3,3,8,1,1,0,3,-3
DET,DET vs. CHI,04/11/2024,L,12,25,9,18,50.0,2,6,33.3,5,9,55.6,1,8,9,7,4,1,0,2,-3
POR,POR vs. GSW,04/11/2024,L,12,18,7,22,31.8,1,10,10.0,3,4,75.0,8,5,13,4,6,1,1,6,-7
NYK,NYK @ BOS,04/11/2024,W,12,18,8,16,50.0,2,5,40.0,0,0,0.0,2,4,6,5,8,1,0,2,-20
PHX,PHX @ LAC,04/10/2024,W,12,32,12,21,57.1,3,8,37.5,5,5,100.0,0,11,11,7,4,2,3,2,17
CHA,CHA @ ATL,04/10/2024,W,12,38,13,19,68.4,3,7,42.9,9,10,90.0,1,8,9,6,1,4,1,5,16
BKN,BKN vs. TOR,04/10/2024,W,12,29,10,19,52.6,2,6,33.3,7,9,77.8,3,12,15,4,4,2,6,4,7
DEN,DEN vs. MIN,04/10/2024,W,12,33,12,17,70.6,0,1,0.0,9,15,60.0,3,10,13,9,3,1,3,7,6
DAL,DAL @ MIA,04/10/2024,W,12,23,10,18,55.6,0,5,0.0,3,5,60.0,2,7,9,8,3,3,2,3,5
OKC,OKC vs. SAS,04/10/2024,W,12,29,11,23,47.8,7,14,50.0,0,0,0.0,1,14,15,8,4,1,2,2,4
CLE,CLE vs. MEM,04/10/2024,W,12,32,12,20,60.0,4,6,66.7,4,9,44.4,1,4,5,11,4,5,2,5,1
ORL,ORL @ MIL,04/10/2024,L,12,22,8,19,42.1,4,10,40.0,2,4,50.0,1,9,10,5,4,4,0,5,1
MEM,MEM @ CLE,04/10/2024,L,12,31,11,18,61.1,3,7,42.9,6,6,100.0,1,8,9,4,6,2,2,6,-1
MIL,MIL vs. ORL,04/10/2024,W,12,21,6,17,35.3,4,10,40.0,5,6,83.3,3,10,13,5,6,2,1,4,-1
SAS,SAS @ OKC,04/10/2024,L,12,25,9,25,36.0,3,10,30.0,4,4,100.0,2,10,12,8,1,2,1,0,-4
MIA,MIA vs. DAL,04/10/2024,L,12,18,7,21,33.3,4,8,50.0,0,0,0.0,5,7,12,5,6,0,0,4,-5
MIN,MIN @ DEN,04/10/2024,L,12,27,10,23,43.5,4,11,36.4,3,6,50.0,4,4,8,6,2,2,0,9,-6
TOR,TOR @ BKN,04/10/2024,L,12,22,7,22,31.8,4,9,44.4,4,5,80.0,3,6,9,2,2,2,1,8,-7
ATL,ATL vs. CHA,04/10/2024,L,12,22,8,19,42.1,4,9,44.4,2,5,40.0,2,6,8,5,7,1,0,8,-16
LAC,LAC vs. PHX,04/10/2024,L,12,15,7,26,26.9,1,14,7.1,0,0,0.0,5,7,12,5,4,4,1,4,-17
DAL,DAL @ CHA,04/09/2024,W,12,33,14,23,60.9,2,7,28.6,3,6,50.0,4,6,10,7,4,4,1,5,12
OKC,OKC vs. SAC,04/09/2024,W,12,28,8,15,53.3,2,2,100.0,10,14,71.4,1,13,14,5,6,4,3,5,10
DEN,DEN @ UTA,04/09/2024,W,12,24,8,18,44.4,4,11,36.4,4,8,50.0,2,10,12,5,3,3,5,2,9
PHI,PHI vs. DET,04/09/2024,W,12,30,9,21,42.9,5,11,45.5,7,8,87.5,2,10,12,8,3,2,3,4,6
NYK,NYK @ CHI,04/09/2024,W,12,27,9,17,52.9,3,7,42.9,6,6,100.0,2,5,7,6,5,3,3,4,5
MIN,MIN vs. WAS,04/09/2024,W,12,31,13,22,59.1,4,10,40.0,1,2,50.0,1,6,7,7,1,1,1,4,4
LAL,LAL vs. GSW,04/09/2024,L,12,31,12,23,52.2,0,5,0.0,7,8,87.5,3,6,9,7,1,2,1,3,3
PHX,PHX vs. LAC,04/09/2024,L,12,24,8,21,38.1,2,11,18.2,6,6,100.0,2,2,4,2,2,6,3,7,3
ORL,ORL @ HOU,04/09/2024,L,12,24,10,22,45.5,1,4,25.0,3,4,75.0,3,11,14,5,4,3,3,5,3
IND,IND @ TOR,04/09/2024,W,12,34,14,25,56.0,2,8,25.0,4,5,80.0,5,7,12,10,4,3,2,6,2
MIL,MIL vs. BOS,04/09/2024,W,12,26,11,21,52.4,4,9,44.4,0,0,0.0,3,8,11,4,3,1,0,1,2
MEM,MEM vs. SAS,04/09/2024,L,12,26,10,25,40.0,2,10,20.0,4,5,80.0,5,6,11,5,2,2,1,2,1
NOP,NOP @ POR,04/09/2024,W,12,23,6,17,35.3,0,5,0.0,11,12,91.7,3,10,13,4,4,4,2,3,1
MIA,MIA @ ATL,04/09/2024,W,12,21,6,15,40.0,4,9,44.4,5,9,55.6,1,8,9,3,5,2,1,4,0
ATL,ATL vs. MIA,04/09/2024,L,12,21,7,19,36.8,1,6,16.7,6,6,100.0,2,9,11,3,3,2,0,8,0
SAS,SAS @ MEM,04/09/2024,W,12,25,11,18,61.1,2,7,28.6,1,1,100.0,1,7,8,6,5,0,3,4,-1
POR,POR vs. NOP,04/09/2024,L,12,22,8,23,34.8,4,13,30.8,2,3,66.7,5,7,12,5,7,1,1,8,-1
TOR,TOR vs. IND,04/09/2024,L,12,32,12,23,52.2,1,6,16.7,7,8,87.5,2,5,7,4,5,3,1,5,-2
BOS,BOS @ MIL,04/09/2024,L,12,24,10,20,50.0,4,11,36.4,0,0,0.0,2,7,9,7,3,2,1,2,-2
GSW,GSW @ LAL,04/09/2024,W,12,28,10,15,66.7,6,9,66.7,2,4,50.0,0,9,9,8,6,0,3,6,-3
LAC,LAC @ PHX,04/09/2024,W,12,21,7,15,46.7,1,2,50.0,6,6,100.0,2,11,13,3,8,1,0,7,-3
HOU,HOU vs. ORL,04/09/2024,W,12,21,7,20,35.0,3,8,37.5,4,5,80.0,1,7,8,3,3,2,3,4,-3
WAS,WAS @ MIN,04/09/2024,L,12,27,10,19,52.6,3,7,42.9,4,4,100.0,1,9,10,7,3,1,0,2,-4
CHI,CHI vs. NYK,04/09/2024,L,12,22,10,20,50.0,0,6,0.0,2,4,50.0,4,6,10,3,5,2,1,7,-5
DET,DET @ PHI,04/09/2024,L,12,24,9,23,39.1,4,8,50.0,2,2,100.0,1,9,10,5,3,1,0,4,-6
UTA,UTA vs. DEN,04/09/2024,L,12,15,5,20,25.0,1,8,12.5,4,4,100.0,1,10,11,2,3,2,0,5,-9
SAC,SAC @ OKC,04/09/2024,L,12,18,4,21,19.0,3,14,21.4,7,10,70.0,5,7,12,4,5,5,2,8,-10
CHA,CHA vs. DAL,04/09/2024,L,12,21,7,19,36.8,1,7,14.3,6,7,85.7,4,8,12,4,7,2,0,5,-12
SAC,SAC @ BKN,04/07/2024,W,12,29,11,24,45.8,5,15,33.3,2,3,66.7,3,10,13,9,3,6,2,5,16
LAC,LAC vs. CLE,04/07/2024,W,12,34,10,21,47.6,5,9,55.6,9,9,100.0,2,7,9,5,0,3,1,6,14
UTA,UTA @ GSW,04/07/2024,L,12,33,13,20,65.0,4,7,57.1,3,4,75.0,3,7,10,4,3,2,2,2,12
MIA,MIA @ IND,04/07/2024,L,12,37,10,21,47.6,3,7,42.9,14,14,100.0,2,10,12,6,1,0,1,8,11
NYK,NYK @ MIL,04/07/2024,W,12,33,12,22,54.5,6,10,60.0,3,4,75.0,2,8,10,7,1,4,1,3,9
BOS,BOS vs. POR,04/07/2024,W,12,31,14,24,58.3,3,8,37.5,0,0,0.0,2,10,12,11,5,4,1,4,9
DAL,DAL vs. HOU,04/07/2024,W,12,31,10,20,50.0,3,10,30.0,8,8,100.0,2,10,12,6,5,2,1,7,8
PHI,PHI @ SAS,04/07/2024,W,12,38,15,23,65.2,3,4,75.0,5,7,71.4,0,7,7,9,1,4,0,4,7
WAS,WAS @ TOR,04/07/2024,L,12,35,10,21,47.6,6,8,75.0,9,12,75.0,4,11,15,8,5,0,2,10,4
OKC,OKC @ CHA,04/07/2024,W,12,35,12,21,57.1,7,11,63.6,4,5,80.0,3,4,7,10,4,4,1,5,2
CHI,CHI @ ORL,04/07/2024,L,12,26,10,20,50.0,1,5,20.0,5,7,71.4,3,8,11,3,4,3,2,2,2
NOP,NOP @ PHX,04/07/2024,W,12,23,7,19,36.8,1,6,16.7,8,8,100.0,1,8,9,4,3,2,4,4,1
LAL,LAL vs. MIN,04/07/2024,L,12,25,7,15,46.7,3,8,37.5,8,10,80.0,1,8,9,4,6,3,0,4,0
MIN,MIN @ LAL,04/07/2024,W,12,25,11,24,45.8,1,8,12.5,2,2,100.0,4,8,12,6,5,4,0,7,0
PHX,PHX vs. NOP,04/07/2024,L,12,22,8,21,38.1,3,11,27.3,3,3,100.0,3,6,9,6,5,1,4,6,-1
CHA,CHA vs. OKC,04/07/2024,L,12,33,12,21,57.1,5,10,50.0,4,4,100.0,2,7,9,7,5,4,2,5,-2
ORL,ORL vs. CHI,04/07/2024,W,12,24,9,19,47.4,4,9,44.4,2,2,100.0,0,8,8,5,5,2,2,5,-2
TOR,TOR vs. WAS,04/07/2024,W,12,31,10,24,41.7,3,9,33.3,8,13,61.5,4,6,10,7,1,2,1,6,-4
SAS,SAS vs. PHI,04/07/2024,L,12,31,12,20,60.0,4,10,40.0,3,3,100.0,1,7,8,10,6,1,4,6,-7
HOU,HOU @ DAL,04/07/2024,L,12,23,7,14,50.0,4,9,44.4,5,10,50.0,0,5,5,6,4,3,3,8,-8
MIL,MIL vs. NYK,04/07/2024,L,12,24,7,20,35.0,5,12,41.7,5,5,100.0,3,7,10,5,4,0,2,3,-9
POR,POR @ BOS,04/07/2024,L,12,22,8,19,42.1,1,4,25.0,5,5,100.0,1,6,7,5,6,2,1,0,-9
IND,IND vs. MIA,04/07/2024,W,12,26,8,20,40.0,0,7,0.0,10,11,90.9,1,7,8,5,1,0,1,9,-11
GSW,GSW vs. UTA,04/07/2024,W,12,21,9,21,42.9,1,6,16.7,2,2,100.0,4,4,8,6,4,2,0,4,-12
CLE,CLE @ LAC,04/07/2024,L,12,20,7,21,33.3,1,5,20.0,5,5,100.0,3,8,11,3,5,0,1,7,-14
BKN,BKN vs. SAC,04/07/2024,L,12,13,6,21,28.6,0,8,0.0,1,2,50.0,1,7,8,2,7,2,0,3,-16
BKN,BKN vs. DET,04/06/2024,W,12,38,12,19,63.2,5,6,83.3,9,10,90.0,2,12,14,7,2,2,4,2,18
DEN,DEN vs. ATL,04/06/2024,W,12,31,12,21,57.1,5,12,41.7,2,2,100.0,0,12,12,9,3,2,3,6,7
LAL,LAL vs. CLE,04/06/2024,W,12,26,10,20,50.0,3,9,33.3,3,4,75.0,4,10,14,7,6,0,2,4,7
PHI,PHI @ MEM,04/06/2024,W,12,30,12,21,57.1,5,12,41.7,1,1,100.0,1,6,7,9,4,4,1,4,4
MEM,MEM vs. PHI,04/06/2024,L,12,26,10,20,50.0,3,6,50.0,3,4,75.0,4,7,11,7,6,2,0,2,-4
ATL,ATL @ DEN,04/06/2024,L,12,24,7,25,28.0,0,8,0.0,10,11,90.9,7,9,16,3,2,1,0,2,-7
CLE,CLE @ LAL,04/06/2024,L,12,19,7,18,38.9,1,8,12.5,4,4,100.0,1,6,7,5,3,3,2,3,-7
DET,DET @ BKN,04/06/2024,L,12,20,8,26,30.8,4,11,36.4,0,0,0.0,3,5,8,6,4,2,0,7,-18
SAC,SAC @ BOS,04/05/2024,L,12,28,11,25,44.0,4,9,44.4,2,4,50.0,7,12,19,3,2,1,3,5,11
ORL,ORL @ CHA,04/05/2024,L,12,36,12,26,46.2,2,12,16.7,10,10,100.0,5,4,9,4,1,4,1,6,6
MIN,MIN @ PHX,04/05/2024,L,12,26,12,23,52.2,2,7,28.6,0,1,0.0,2,10,12,9,2,1,0,5,6
MIA,MIA @ HOU,04/05/2024,W,12,26,10,22,45.5,4,9,44.4,2,4,50.0,2,12,14,6,1,1,2,3,5
LAC,LAC vs. UTA,04/05/2024,W,12,27,12,29,41.4,1,9,11.1,2,2,100.0,5,9,14,7,1,2,0,4,4
CHI,CHI vs. NYK,04/05/2024,W,12,27,11,22,50.0,1,5,20.0,4,5,80.0,7,6,13,4,7,4,1,7,3
IND,IND vs. OKC,04/05/2024,W,12,26,9,22,40.9,2,8,25.0,6,7,85.7,2,10,12,6,3,3,2,5,3
SAS,SAS @ NOP,04/05/2024,W,12,25,9,19,47.4,2,12,16.7,5,6,83.3,1,9,10,8,4,3,5,3,2
GSW,GSW @ DAL,04/05/2024,L,12,30,12,24,50.0,3,12,25.0,3,3,100.0,2,6,8,7,4,4,1,5,1
TOR,TOR @ MIL,04/05/2024,W,12,27,6,17,35.3,2,7,28.6,13,16,81.3,3,8,11,5,5,3,0,3,1
POR,POR @ WAS,04/05/2024,W,12,22,8,20,40.0,1,5,20.0,5,7,71.4,2,12,14,6,6,1,1,7,1
DET,DET @ MEM,04/05/2024,L,12,20,8,23,34.8,1,8,12.5,3,4,75.0,3,5,8,5,1,4,1,4,1
DAL,DAL vs. GSW,04/05/2024,W,12,29,10,19,52.6,3,7,42.9,6,7,85.7,2,7,9,8,7,4,3,5,-1
MIL,MIL vs. TOR,04/05/2024,L,12,26,10,22,45.5,2,13,15.4,4,5,80.0,2,8,10,3,4,1,1,11,-1
WAS,WAS vs. POR,04/05/2024,L,12,21,6,22,27.3,1,11,9.1,8,11,72.7,4,7,11,4,2,4,2,6,-1
MEM,MEM vs. DET,04/05/2024,W,12,19,8,21,38.1,1,8,12.5,2,2,100.0,5,10,15,3,9,0,2,2,-1
NOP,NOP vs. SAS,04/05/2024,L,12,23,8,19,42.1,3,6,50.0,4,4,100.0,2,9,11,7,5,3,0,8,-2
NYK,NYK @ CHI,04/05/2024,L,12,24,8,15,53.3,1,4,25.0,7,9,77.8,2,5,7,4,6,4,0,4,-3
OKC,OKC @ IND,04/05/2024,L,12,23,9,22,40.9,2,8,25.0,3,4,75.0,2,10,12,7,4,2,2,5,-3
UTA,UTA @ LAC,04/05/2024,L,12,23,9,20,45.0,1,6,16.7,4,4,100.0,2,12,14,5,5,0,1,2,-4
HOU,HOU vs. MIA,04/05/2024,L,12,21,8,27,29.6,3,14,21.4,2,2,100.0,6,9,15,4,1,1,0,2,-5
CHA,CHA vs. ORL,04/05/2024,W,12,30,9,17,52.9,3,7,42.9,9,9,100.0,2,6,8,7,7,0,1,6,-6
PHX,PHX vs. MIN,04/05/2024,W,12,20,8,20,40.0,3,9,33.3,1,3,33.3,1,9,10,7,2,2,0,3,-6
BOS,BOS vs. SAC,04/05/2024,W,12,17,7,26,26.9,1,10,10.0,2,4,50.0,7,6,13,3,2,2,0,4,-11
NYK,NYK vs. SAC,04/04/2024,W,12,33,13,19,68.4,2,3,66.7,5,10,50.0,1,9,10,8,2,1,2,3,11
GSW,GSW @ HOU,04/04/2024,W,12,34,12,25,48.0,3,8,37.5,7,7,100.0,4,7,11,8,1,2,1,7,7
PHI,PHI @ MIA,04/04/2024,W,12,22,8,18,44.4,3,9,33.3,3,4,75.0,2,9,11,6,4,4,2,4,5
DEN,DEN @ LAC,04/04/2024,L,12,30,8,17,47.1,3,6,50.0,11,14,78.6,2,9,11,6,4,0,2,7,3
DAL,DAL vs. ATL,04/04/2024,W,12,16,6,22,27.3,2,12,16.7,2,2,100.0,2,12,14,3,4,2,2,6,2
ATL,ATL @ DAL,04/04/2024,L,12,14,5,20,25.0,2,12,16.7,2,2,100.0,2,14,16,3,6,1,1,6,-2
LAC,LAC vs. DEN,04/04/2024,W,12,27,6,20,30.0,0,6,0.0,15,17,88.2,4,6,10,3,1,2,0,8,-3
MIA,MIA vs. PHI,04/04/2024,L,12,17,6,22,27.3,2,13,15.4,3,4,75.0,7,7,14,3,5,2,1,3,-5
HOU,HOU vs. GSW,04/04/2024,L,12,27,9,20,45.0,1,6,16.7,8,9,88.9,3,7,10,5,3,0,1,5,-7
SAC,SAC @ NYK,04/04/2024,L,12,22,8,25,32.0,4,14,28.6,2,2,100.0,4,5,9,6,3,0,1,8,-11
BOS,BOS vs. OKC,04/03/2024,W,12,42,16,21,76.2,6,9,66.7,4,5,80.0,0,10,10,11,3,3,2,3,25
MIN,MIN vs. TOR,04/03/2024,W,12,42,18,29,62.1,3,9,33.3,3,5,60.0,2,10,12,15,1,6,1,7,17
WAS,WAS vs. LAL,04/03/2024,L,12,34,13,23,56.5,5,11,45.5,3,3,100.0,2,9,11,9,3,3,1,6,10
MEM,MEM @ MIL,04/03/2024,W,12,32,13,25,52.0,2,5,40.0,4,5,80.0,6,12,18,6,1,2,1,5,9
NOP,NOP vs. ORL,04/03/2024,L,12,32,9,16,56.3,5,10,50.0,9,9,100.0,3,7,10,6,6,1,0,6,6
DET,DET @ ATL,04/03/2024,L,12,34,14,25,56.0,5,13,38.5,1,1,100.0,0,5,5,9,2,7,0,5,5
BKN,BKN vs. IND,04/03/2024,W,12,27,9,20,45.0,2,7,28.6,7,9,77.8,3,9,12,2,2,2,3,3,3
POR,POR @ CHA,04/03/2024,W,12,22,10,21,47.6,0,1,0.0,2,5,40.0,4,11,15,3,4,0,0,3,2
CLE,CLE @ PHX,04/03/2024,L,12,24,9,21,42.9,0,3,0.0,6,8,75.0,2,10,12,8,2,2,0,1,0
PHX,PHX vs. CLE,04/03/2024,W,12,24,9,20,45.0,4,9,44.4,2,2,100.0,0,9,9,8,3,2,2,7,0
CHA,CHA vs. POR,04/03/2024,L,12,20,8,21,38.1,2,9,22.2,2,2,100.0,1,8,9,4,2,3,3,4,-2
IND,IND @ BKN,04/03/2024,L,12,24,10,27,37.0,2,14,14.3,2,2,100.0,7,9,16,5,3,1,0,9,-3
ATL,ATL vs. DET,04/03/2024,W,12,29,11,19,57.9,4,8,50.0,3,4,75.0,1,10,11,8,7,2,1,1,-5
ORL,ORL @ NOP,04/03/2024,W,12,26,8,18,44.4,3,8,37.5,7,10,70.0,2,4,6,5,3,4,0,5,-6
MIL,MIL vs. MEM,04/03/2024,L,12,23,9,23,39.1,3,16,18.8,2,5,40.0,5,6,11,8,2,0,2,5,-9
LAL,LAL @ WAS,04/03/2024,W,12,24,8,18,44.4,1,6,16.7,7,8,87.5,1,8,9,7,5,1,2,2,-10
TOR,TOR @ MIN,04/03/2024,L,12,25,8,19,42.1,2,9,22.2,7,9,77.8,2,11,13,5,8,1,3,3,-17
OKC,OKC @ BOS,04/03/2024,L,12,17,8,18,44.4,0,4,0.0,1,1,100.0,0,3,3,4,5,2,1,3,-25
PHI,PHI vs. OKC,04/02/2024,W,12,36,10,20,50.0,5,7,71.4,11,13,84.6,3,6,9,7,4,4,0,7,11
LAC,LAC @ SAC,04/02/2024,L,12,25,8,17,47.1,3,7,42.9,6,7,85.7,1,10,11,3,3,1,0,5,7
