KEY,(H)TEAM,(H)MATCH UP,(H)GAME DATE,(H)W/L,(H)MIN,(H)PTS,(H)FGM,(H)FGA,(H)FG%,(H)3PM,(H)3PA,(H)3P%,(H)FTM,(H)FTA,(H)FT%,(H)OREB,(H)DREB,(H)REB,(H)AST,(H)TOV,(H)STL,(H)BLK,(H)PF,(H)+/-,(A)TEAM,(A)MATCH UP,(A)GAME DATE,(A)W/L,(A)MIN,(A)PTS,(A)FGM,(A)FGA,(A)FG%,(A)3PM,(A)3PA,(A)3P%,(A)FTM,(A)FTA,(A)FT%,(A)OREB,(A)DREB,(A)REB,(A)AST,(A)TOV,(A)STL,(A)BLK,(A)PF,(A)+/-
SAS-GSW-04/09/2022,SAS,SAS vs. GSW,04/09/2022,L,12.0,23,5,19,0.263,3,10,0.3,10,14,0.714,3,7,10,3,3.0,1,0,6,-8.0,GSW,GSW @ SAS,04/09/2022,W,12.0,31,10,17,0.588,2,6,0.333,9,10,0.9,1,10,11,8,2.0,3,1,8,8.0
MEM-NOP-04/09/2022,MEM,MEM vs. NOP,04/09/2022,W,12.0,34,13,23,0.565,5,9,0.556,3,4,0.75,2,7,9,10,3.0,1,4,4,5.0,NOP,NOP @ MEM,04/09/2022,L,12.0,29,13,26,0.5,0,6,0.0,3,4,0.75,4,7,11,8,3.0,1,2,5,-5.0
PHI-IND-04/09/2022,PHI,PHI vs. IND,04/09/2022,W,12.0,29,12,23,0.522,2,6,0.333,3,5,0.6,4,9,13,9,5.0,3,0,6,-2.0,IND,IND @ PHI,04/09/2022,L,12.0,31,11,21,0.524,2,7,0.286,7,11,0.636,4,7,11,8,3.0,3,2,4,2.0
LAC-SAC-04/09/2022,LAC,LAC vs. SAC,04/09/2022,W,12.0,28,11,20,0.55,5,10,0.5,1,2,0.5,2,8,10,8,4.0,1,2,5,-1.0,SAC,SAC @ LAC,04/09/2022,L,12.0,29,12,23,0.522,2,3,0.667,3,5,0.6,1,7,8,7,1.0,2,0,5,1.0
CHI-CHA-04/08/2022,CHI,CHI vs. CHA,04/08/2022,L,12.0,21,5,16,0.313,4,9,0.444,7,10,0.7,1,5,6,5,3.0,0,0,5,-19.0,CHA,CHA @ CHI,04/08/2022,W,12.0,40,15,25,0.6,6,13,0.462,4,4,1.0,4,8,12,11,0.0,1,3,6,19.0
WAS-NYK-04/08/2022,WAS,WAS vs. NYK,04/08/2022,L,12.0,19,8,18,0.444,2,6,0.333,1,1,1.0,1,6,7,3,7.0,1,2,9,-17.0,NYK,NYK @ WAS,04/08/2022,W,12.0,36,12,19,0.632,3,6,0.5,9,11,0.818,2,9,11,9,2.0,5,1,5,17.0
UTA-PHX-04/08/2022,UTA,UTA vs. PHX,04/08/2022,L,12.0,33,11,21,0.524,1,5,0.2,10,11,0.909,4,9,13,6,1.0,3,0,5,9.0,PHX,PHX @ UTA,04/08/2022,W,12.0,24,10,23,0.435,1,6,0.167,3,3,1.0,2,4,6,7,3.0,1,1,6,-9.0
MIA-ATL-04/08/2022,MIA,MIA vs. ATL,04/08/2022,W,12.0,32,12,20,0.6,1,6,0.167,7,10,0.7,1,3,4,6,2.0,2,0,7,-7.0,ATL,ATL @ MIA,04/08/2022,L,12.0,39,13,23,0.565,4,8,0.5,9,10,0.9,6,9,15,3,4.0,0,0,9,7.0
TOR-HOU-04/08/2022,TOR,TOR vs. HOU,04/08/2022,W,12.0,37,14,23,0.609,1,5,0.2,8,9,0.889,3,9,12,7,3.0,3,1,7,7.0,HOU,HOU @ TOR,04/08/2022,L,12.0,30,9,21,0.429,4,12,0.333,8,9,0.889,3,6,9,8,5.0,2,1,7,-7.0
BKN-CLE-04/08/2022,BKN,BKN vs. CLE,04/08/2022,W,12.0,28,9,26,0.346,3,10,0.3,7,7,1.0,5,6,11,5,2.0,0,2,6,-7.0,CLE,CLE @ BKN,04/08/2022,L,12.0,35,13,20,0.65,4,7,0.571,5,7,0.714,1,5,6,5,1.0,1,1,8,7.0
LAL-OKC-04/08/2022,LAL,LAL vs. OKC,04/08/2022,W,12.0,29,11,20,0.55,2,7,0.286,5,8,0.625,0,10,10,4,2.0,3,2,3,5.0,OKC,OKC @ LAL,04/08/2022,L,12.0,24,11,25,0.44,1,10,0.1,1,2,0.5,4,11,15,6,4.0,1,0,5,-5.0
DET-MIL-04/08/2022,DET,DET vs. MIL,04/08/2022,L,12.0,30,11,26,0.423,5,14,0.357,3,3,1.0,6,10,16,8,4.0,4,4,5,4.0,MIL,MIL @ DET,04/08/2022,W,12.0,26,10,24,0.417,3,9,0.333,3,4,0.75,2,8,10,6,4.0,2,0,4,-4.0
DAL-POR-04/08/2022,DAL,DAL vs. POR,04/08/2022,W,12.0,32,9,21,0.429,5,15,0.333,9,12,0.75,5,7,12,8,2.0,2,2,6,1.0,POR,POR @ DAL,04/08/2022,L,12.0,31,13,22,0.591,2,7,0.286,3,6,0.5,3,4,7,7,5.0,1,0,6,-1.0
CHA-ORL-04/07/2022,CHA,CHA vs. ORL,04/07/2022,W,12.0,40,14,22,0.636,4,8,0.5,8,10,0.8,1,14,15,8,1.0,3,4,5,18.0,ORL,ORL @ CHA,04/07/2022,L,12.0,22,8,26,0.308,3,11,0.273,3,4,0.75,3,8,11,7,4.0,0,1,6,-18.0
DEN-MEM-04/07/2022,DEN,DEN vs. MEM,04/07/2022,W,12.0,36,11,18,0.611,3,7,0.429,11,13,0.846,2,10,12,8,3.0,0,1,4,13.0,MEM,MEM @ DEN,04/07/2022,L,12.0,23,10,23,0.435,3,5,0.6,0,0,0.0,2,3,5,7,2.0,1,0,8,-13.0
MIN-SAS-04/07/2022,MIN,MIN vs. SAS,04/07/2022,W,12.0,34,10,25,0.4,4,11,0.364,10,12,0.833,5,11,16,6,1.0,4,0,4,12.0,SAS,SAS @ MIN,04/07/2022,L,12.0,22,8,19,0.421,3,6,0.5,3,4,0.75,0,8,8,6,5.0,0,1,7,-12.0
GSW-LAL-04/07/2022,GSW,GSW vs. LAL,04/07/2022,W,12.0,38,15,29,0.517,4,8,0.5,4,4,1.0,3,9,12,14,3.0,2,2,4,8.0,LAL,LAL @ GSW,04/07/2022,L,12.0,30,10,21,0.476,2,9,0.222,8,9,0.889,1,9,10,4,5.0,2,2,2,-8.0
NOP-POR-04/07/2022,NOP,NOP vs. POR,04/07/2022,W,12.0,32,14,24,0.583,2,9,0.222,2,2,1.0,3,4,7,11,3.0,7,1,6,8.0,POR,POR @ NOP,04/07/2022,L,12.0,24,8,15,0.533,2,6,0.333,6,7,0.857,3,6,9,5,8.0,2,0,5,-8.0
MIL-BOS-04/07/2022,MIL,MIL vs. BOS,04/07/2022,W,12.0,33,13,24,0.542,4,7,0.571,3,4,0.75,3,11,14,8,3.0,2,1,6,3.0,BOS,BOS @ MIL,04/07/2022,L,12.0,30,9,21,0.429,5,15,0.333,7,7,1.0,1,9,10,6,2.0,2,0,2,-3.0
TOR-PHI-04/07/2022,TOR,TOR vs. PHI,04/07/2022,W,12.0,30,10,20,0.5,6,9,0.667,4,6,0.667,0,5,5,7,1.0,3,0,4,3.0,PHI,PHI @ TOR,04/07/2022,L,12.0,27,9,17,0.529,4,10,0.4,5,6,0.833,2,12,14,7,6.0,1,1,5,-3.0
LAC-PHX-04/06/2022,LAC,LAC vs. PHX,04/06/2022,W,12.0,34,8,18,0.444,5,9,0.556,13,15,0.867,3,15,18,5,5.0,4,4,4,25.0,PHX,PHX @ LAC,04/06/2022,L,12.0,9,4,22,0.182,1,12,0.083,0,1,0.0,2,7,9,3,6.0,3,0,8,-25.0
NYK-BKN-04/06/2022,NYK,NYK vs. BKN,04/06/2022,L,12.0,38,12,22,0.545,6,13,0.462,8,13,0.615,2,9,11,10,1.0,3,2,5,13.0,BKN,BKN @ NYK,04/06/2022,W,12.0,25,8,21,0.381,2,7,0.286,7,8,0.875,4,8,12,5,5.0,1,2,8,-13.0
DET-DAL-04/06/2022,DET,DET vs. DAL,04/06/2022,L,12.0,24,8,21,0.381,2,7,0.286,6,7,0.857,3,6,9,7,3.0,0,2,8,-9.0,DAL,DAL @ DET,04/06/2022,W,12.0,33,9,17,0.529,2,7,0.286,13,16,0.813,4,8,12,4,2.0,2,0,5,9.0
ATL-WAS-04/06/2022,ATL,ATL vs. WAS,04/06/2022,W,12.0,27,9,22,0.409,2,6,0.333,7,10,0.7,3,9,12,7,1.0,0,0,3,-7.0,WAS,WAS @ ATL,04/06/2022,L,12.0,34,15,30,0.5,4,12,0.333,0,1,0.0,4,10,14,10,0.0,1,1,6,7.0
CHI-BOS-04/06/2022,CHI,CHI vs. BOS,04/06/2022,L,12.0,32,11,18,0.611,3,6,0.5,7,8,0.875,1,7,8,5,4.0,2,3,5,-3.0,BOS,BOS @ CHI,04/06/2022,W,12.0,35,14,24,0.583,6,9,0.667,1,5,0.2,2,4,6,11,2.0,3,0,5,3.0
UTA-OKC-04/06/2022,UTA,UTA vs. OKC,04/06/2022,W,12.0,30,12,17,0.706,3,3,1.0,3,6,0.5,1,11,12,7,4.0,1,2,3,3.0,OKC,OKC @ UTA,04/06/2022,L,12.0,27,10,25,0.4,5,13,0.385,2,3,0.667,3,4,7,7,1.0,3,0,5,-3.0
IND-PHI-04/05/2022,IND,IND vs. PHI,04/05/2022,L,12.0,28,11,25,0.44,3,13,0.231,3,3,1.0,3,5,8,5,5.0,4,2,4,-21.0,PHI,PHI @ IND,04/05/2022,W,12.0,49,19,26,0.731,9,11,0.818,2,3,0.667,3,9,12,13,4.0,2,1,4,21.0
DEN-SAS-04/05/2022,DEN,DEN vs. SAS,04/05/2022,L,12.0,14,6,24,0.25,1,7,0.143,1,2,0.5,1,8,9,3,2.0,0,0,5,-18.0,SAS,SAS @ DEN,04/05/2022,W,12.0,32,12,24,0.5,2,6,0.333,6,6,1.0,3,15,18,8,3.0,2,1,5,18.0
MIA-CHA-04/05/2022,MIA,MIA vs. CHA,04/05/2022,W,12.0,41,17,22,0.773,6,8,0.75,1,1,1.0,1,7,8,9,4.0,3,1,6,13.0,CHA,CHA @ MIA,04/05/2022,L,12.0,28,11,20,0.55,5,12,0.417,1,2,0.5,1,2,3,9,6.0,2,1,2,-13.0
BKN-HOU-04/05/2022,BKN,BKN vs. HOU,04/05/2022,W,12.0,34,11,24,0.458,4,8,0.5,8,8,1.0,6,13,19,5,4.0,0,4,7,12.0,HOU,HOU @ BKN,04/05/2022,L,12.0,22,9,27,0.333,2,10,0.2,2,7,0.286,7,4,11,6,1.0,2,4,7,-12.0
PHX-LAL-04/05/2022,PHX,PHX vs. LAL,04/05/2022,W,12.0,35,15,28,0.536,4,12,0.333,1,2,0.5,5,9,14,12,4.0,4,1,5,8.0,LAL,LAL @ PHX,04/05/2022,L,12.0,27,9,20,0.45,0,4,0.0,9,9,1.0,1,7,8,4,5.0,3,1,5,-8.0
TOR-ATL-04/05/2022,TOR,TOR vs. ATL,04/05/2022,W,12.0,29,14,27,0.519,1,5,0.2,0,1,0.0,7,10,17,4,3.0,1,4,4,8.0,ATL,ATL @ TOR,04/05/2022,L,12.0,21,8,23,0.348,4,12,0.333,1,2,0.5,3,4,7,6,1.0,2,2,4,-8.0
OKC-POR-04/05/2022,OKC,OKC vs. POR,04/05/2022,W,12.0,19,8,19,0.421,0,7,0.0,3,8,0.375,3,7,10,2,5.0,3,4,3,-8.0,POR,POR @ OKC,04/05/2022,L,12.0,27,10,26,0.385,4,13,0.308,3,3,1.0,7,10,17,7,5.0,3,2,6,8.0
CHI-MIL-04/05/2022,CHI,CHI vs. MIL,04/05/2022,L,12.0,26,11,26,0.423,2,10,0.2,2,2,1.0,7,5,12,7,4.0,0,0,7,-6.0,MIL,MIL @ CHI,04/05/2022,W,12.0,32,12,21,0.571,3,8,0.375,5,5,1.0,2,8,10,8,2.0,2,1,4,6.0
UTA-MEM-04/05/2022,UTA,UTA vs. MEM,04/05/2022,W,12.0,26,7,20,0.35,2,8,0.25,10,12,0.833,2,9,11,4,5.0,2,1,3,-5.0,MEM,MEM @ UTA,04/05/2022,L,12.0,31,12,26,0.462,3,6,0.5,4,4,1.0,3,9,12,7,3.0,3,1,7,5.0
MIN-WAS-04/05/2022,MIN,MIN vs. WAS,04/05/2022,L,12.0,28,10,21,0.476,5,10,0.5,3,8,0.375,0,8,8,6,4.0,2,0,6,-4.0,WAS,WAS @ MIN,04/05/2022,W,12.0,32,14,26,0.538,2,8,0.25,2,5,0.4,3,11,14,6,4.0,2,2,7,4.0
SAC-NOP-04/05/2022,SAC,SAC vs. NOP,04/05/2022,L,12.0,32,13,18,0.722,2,4,0.5,4,4,1.0,2,7,9,9,5.0,0,2,8,-1.0,NOP,NOP @ SAC,04/05/2022,W,12.0,33,10,18,0.556,3,3,1.0,10,13,0.769,2,3,5,6,1.0,5,0,2,1.0
ORL-CLE-04/05/2022,ORL,ORL vs. CLE,04/05/2022,W,12.0,24,9,21,0.429,3,6,0.5,3,4,0.75,1,12,13,7,4.0,1,2,5,-1.0,CLE,CLE @ ORL,04/05/2022,L,12.0,25,9,22,0.409,4,10,0.4,3,5,0.6,2,10,12,5,3.0,3,1,3,1.0
LAC-NOP-04/03/2022,LAC,LAC vs. NOP,04/03/2022,W,12.0,29,12,25,0.48,4,11,0.364,1,1,1.0,4,9,13,7,4.0,2,4,6,16.0,NOP,NOP @ LAC,04/03/2022,L,12.0,13,5,20,0.25,0,1,0.0,3,5,0.6,4,7,11,3,7.0,2,1,4,-16.0
SAS-POR-04/03/2022,SAS,SAS vs. POR,04/03/2022,W,12.0,22,8,21,0.381,3,14,0.214,3,4,0.75,2,8,10,7,4.0,2,1,4,-11.0,POR,POR @ SAS,04/03/2022,L,12.0,33,12,22,0.545,6,10,0.6,3,3,1.0,0,11,11,9,4.0,3,1,3,11.0
MIL-DAL-04/03/2022,MIL,MIL vs. DAL,04/03/2022,L,12.0,22,10,26,0.385,1,8,0.125,1,1,1.0,3,7,10,5,3.0,1,0,5,-10.0,DAL,DAL @ MIL,04/03/2022,W,12.0,32,11,23,0.478,5,9,0.556,5,5,1.0,1,7,8,6,1.0,2,3,5,10.0
IND-DET-04/03/2022,IND,IND vs. DET,04/03/2022,L,12.0,32,12,26,0.462,3,11,0.273,5,6,0.833,5,13,18,9,3.0,2,0,4,8.0,DET,DET @ IND,04/03/2022,W,12.0,24,9,24,0.375,3,11,0.273,3,4,0.75,2,9,11,5,4.0,2,2,7,-8.0
SAC-GSW-04/03/2022,SAC,SAC vs. GSW,04/03/2022,L,12.0,28,7,21,0.333,1,8,0.125,13,15,0.867,3,6,9,3,2.0,1,0,5,-6.0,GSW,GSW @ SAC,04/03/2022,W,12.0,34,12,20,0.6,3,7,0.429,7,7,1.0,1,12,13,11,5.0,1,2,10,6.0
OKC-PHX-04/03/2022,OKC,OKC vs. PHX,04/03/2022,W,12.0,32,10,21,0.476,8,14,0.571,4,4,1.0,2,8,10,10,7.0,2,3,3,6.0,PHX,PHX @ OKC,04/03/2022,L,12.0,26,11,25,0.44,2,8,0.25,2,2,1.0,2,7,9,7,4.0,7,2,5,-6.0
LAL-DEN-04/03/2022,LAL,LAL vs. DEN,04/03/2022,L,12.0,33,15,25,0.6,1,6,0.167,2,3,0.667,2,12,14,7,2.0,0,3,7,-5.0,DEN,DEN @ LAL,04/03/2022,W,12.0,38,14,25,0.56,4,8,0.5,6,8,0.75,1,9,10,9,0.0,1,1,4,5.0
CLE-PHI-04/03/2022,CLE,CLE vs. PHI,04/03/2022,L,12.0,32,11,20,0.55,8,12,0.667,2,3,0.667,0,10,10,9,4.0,3,0,9,4.0,PHI,PHI @ CLE,04/03/2022,W,12.0,28,7,20,0.35,3,11,0.273,11,14,0.786,5,9,14,5,3.0,3,1,2,-4.0
TOR-MIA-04/03/2022,TOR,TOR vs. MIA,04/03/2022,L,12.0,21,8,20,0.4,3,13,0.231,2,2,1.0,2,7,9,5,7.0,5,1,5,4.0,MIA,MIA @ TOR,04/03/2022,W,12.0,17,6,17,0.353,3,11,0.273,2,4,0.5,2,8,10,4,9.0,4,1,2,-4.0
HOU-MIN-04/03/2022,HOU,HOU vs. MIN,04/03/2022,L,12.0,36,12,21,0.571,3,8,0.375,9,13,0.692,4,6,10,7,6.0,2,0,8,-2.0,MIN,MIN @ HOU,04/03/2022,W,12.0,38,13,22,0.591,4,11,0.364,8,8,1.0,0,6,6,7,3.0,5,2,9,2.0
BOS-WAS-04/03/2022,BOS,BOS vs. WAS,04/03/2022,W,12.0,35,14,20,0.7,3,8,0.375,4,8,0.5,0,5,5,12,2.0,3,1,4,-2.0,WAS,WAS @ BOS,04/03/2022,L,12.0,37,13,21,0.619,5,7,0.714,6,6,1.0,2,7,9,7,3.0,1,0,4,2.0
ORL-NYK-04/03/2022,ORL,ORL vs. NYK,04/03/2022,L,12.0,27,9,24,0.375,3,10,0.3,6,8,0.75,2,8,10,6,1.0,1,0,2,-1.0,NYK,NYK @ ORL,04/03/2022,W,12.0,28,12,26,0.462,2,9,0.222,2,2,1.0,4,10,14,8,2.0,1,4,6,1.0
ATL-BKN-04/02/2022,ATL,ATL vs. BKN,04/02/2022,W,12.0,37,9,21,0.429,5,12,0.417,14,16,0.875,3,12,15,5,2.0,6,1,5,17.0,BKN,BKN @ ATL,04/02/2022,L,12.0,20,7,25,0.28,3,8,0.375,3,6,0.5,7,7,14,2,7.0,2,0,8,-17.0
CHI-MIA-04/02/2022,CHI,CHI vs. MIA,04/02/2022,L,12.0,27,9,21,0.429,3,9,0.333,6,6,1.0,2,6,8,6,1.0,0,0,9,-8.0,MIA,MIA @ CHI,04/02/2022,W,12.0,35,9,18,0.5,4,7,0.571,13,14,0.929,2,8,10,6,1.0,0,0,6,8.0
GSW-UTA-04/02/2022,GSW,GSW vs. UTA,04/02/2022,W,12.0,22,7,15,0.467,5,13,0.385,3,3,1.0,0,6,6,5,7.0,2,0,5,-6.0,UTA,UTA @ GSW,04/02/2022,L,12.0,28,11,22,0.5,3,10,0.3,3,4,0.75,4,7,11,6,3.0,6,0,3,6.0
PHI-CHA-04/02/2022,PHI,PHI vs. CHA,04/02/2022,W,12.0,29,12,20,0.6,3,10,0.3,2,3,0.667,3,12,15,7,7.0,3,1,4,2.0,CHA,CHA @ PHI,04/02/2022,L,12.0,27,10,23,0.435,4,10,0.4,3,6,0.5,2,5,7,9,3.0,5,0,3,-2.0
NYK-CLE-04/02/2022,NYK,NYK vs. CLE,04/02/2022,L,12.0,30,10,23,0.435,4,9,0.444,6,8,0.75,3,9,12,7,3.0,1,0,4,1.0,CLE,CLE @ NYK,04/02/2022,W,12.0,29,12,23,0.522,3,10,0.3,2,4,0.5,1,10,11,7,2.0,2,1,5,-1.0
SAS-POR-04/01/2022,SAS,SAS vs. POR,04/01/2022,W,12.0,43,15,23,0.652,5,9,0.556,8,10,0.8,3,12,15,11,3.0,3,3,4,23.0,POR,POR @ SAS,04/01/2022,L,12.0,20,7,24,0.292,3,10,0.3,3,4,0.75,4,7,11,6,4.0,2,0,7,-23.0
HOU-SAC-04/01/2022,HOU,HOU vs. SAC,04/01/2022,L,12.0,21,8,27,0.296,3,11,0.273,2,4,0.5,6,8,14,6,3.0,2,2,7,-10.0,SAC,SAC @ HOU,04/01/2022,W,12.0,31,9,20,0.45,2,8,0.25,11,13,0.846,3,12,15,7,3.0,2,5,2,10.0
MIL-LAC-04/01/2022,MIL,MIL vs. LAC,04/01/2022,L,12.0,32,14,27,0.519,2,8,0.25,2,5,0.4,4,4,8,10,3.0,4,1,5,-7.0,LAC,LAC @ MIL,04/01/2022,W,12.0,39,14,22,0.636,5,10,0.5,6,7,0.857,2,8,10,9,4.0,1,3,4,7.0
ORL-TOR-04/01/2022,ORL,ORL vs. TOR,04/01/2022,L,12.0,23,8,21,0.381,3,10,0.3,4,4,1.0,4,10,14,5,8.0,1,1,6,-7.0,TOR,TOR @ ORL,04/01/2022,W,12.0,30,10,25,0.4,2,12,0.167,8,9,0.889,4,8,12,4,2.0,7,1,6,7.0
MEM-PHX-04/01/2022,MEM,MEM vs. PHX,04/01/2022,W,12.0,20,8,26,0.308,1,4,0.25,3,3,1.0,2,7,9,4,4.0,1,0,7,-7.0,PHX,PHX @ MEM,04/01/2022,L,12.0,27,9,16,0.563,4,7,0.571,5,9,0.556,0,13,13,4,6.0,3,2,6,7.0
LAL-NOP-04/01/2022,LAL,LAL vs. NOP,04/01/2022,L,12.0,25,10,21,0.476,1,5,0.2,4,4,1.0,1,13,14,7,4.0,2,1,4,5.0,NOP,NOP @ LAL,04/01/2022,W,12.0,20,10,23,0.435,0,7,0.0,0,1,0.0,1,9,10,7,5.0,1,1,3,-5.0
WAS-DAL-04/01/2022,WAS,WAS vs. DAL,04/01/2022,W,12.0,26,11,25,0.44,3,10,0.3,1,3,0.333,3,10,13,5,2.0,1,0,7,3.0,DAL,DAL @ WAS,04/01/2022,L,12.0,23,5,16,0.313,2,11,0.182,11,12,0.917,0,10,10,1,3.0,0,2,3,-3.0
OKC-DET-04/01/2022,OKC,OKC vs. DET,04/01/2022,L,12.0,32,13,23,0.565,5,10,0.5,1,4,0.25,1,11,12,8,7.0,0,4,4,-2.0,DET,DET @ OKC,04/01/2022,W,12.0,34,13,28,0.464,5,15,0.333,3,4,0.75,1,8,9,11,1.0,3,3,3,2.0
BOS-IND-04/01/2022,BOS,BOS vs. IND,04/01/2022,W,12.0,31,8,20,0.4,3,8,0.375,12,13,0.923,4,8,12,6,4.0,1,1,6,-2.0,IND,IND @ BOS,04/01/2022,L,12.0,33,12,22,0.545,4,11,0.364,5,5,1.0,2,6,8,8,3.0,3,0,9,2.0
DEN-MIN-04/01/2022,DEN,DEN vs. MIN,04/01/2022,L,12.0,30,12,26,0.462,1,7,0.143,5,5,1.0,3,9,12,10,3.0,4,1,9,0.0,MIN,MIN @ DEN,04/01/2022,W,12.0,30,7,19,0.368,2,10,0.2,14,16,0.875,4,8,12,4,6.0,2,2,6,0.0
UTA-LAL-03/31/2022,UTA,UTA vs. LAL,03/31/2022,W,12.0,32,12,26,0.462,3,11,0.273,5,7,0.714,2,8,10,7,2.0,1,0,7,5.0,LAL,LAL @ UTA,03/31/2022,L,12.0,27,9,20,0.45,1,6,0.167,8,11,0.727,1,9,10,3,2.0,2,1,7,-5.0
