KEY,(H)TEAM,(H)MATCH UP,(H)GAME DATE,(H)W/L,(H)MIN,(H)PTS,(H)FGM,(H)FGA,(H)FG%,(H)3PM,(H)3PA,(H)3P%,(H)FTM,(H)FTA,(H)FT%,(H)OREB,(H)DREB,(H)REB,(H)AST,(H)TOV,(H)STL,(H)BLK,(H)PF,(H)+/-,(A)TEAM,(A)MATCH UP,(A)GAME DATE,(A)W/L,(A)MIN,(A)PTS,(A)FGM,(A)FGA,(A)FG%,(A)3PM,(A)3PA,(A)3P%,(A)FTM,(A)FTA,(A)FT%,(A)OREB,(A)DREB,(A)REB,(A)AST,(A)TOV,(A)STL,(A)BLK,(A)PF,(A)+/-
CHI-MIL-03/04/2022,CHI,CHI vs. MIL,03/04/2022,L,12.0,28,12,24,0.5,3,5,0.6,1,1,1.0,0,7,7,5,2.0,1,0,6,-4.0,MIL,MIL @ CHI,03/04/2022,W,12.0,32,12,21,0.571,3,6,0.5,5,8,0.625,2,9,11,5,4.0,0,3,2,4.0
DET-IND-03/04/2022,DET,DET vs. IND,03/04/2022,W,12.0,26,11,25,0.44,4,9,0.444,0,0,0.0,4,6,10,7,2.0,2,3,7,-4.0,IND,IND @ DET,03/04/2022,L,12.0,30,10,25,0.4,4,12,0.333,6,9,0.667,6,10,16,8,4.0,1,3,2,4.0
WAS-ATL-03/04/2022,WAS,WAS vs. ATL,03/04/2022,L,12.0,34,13,23,0.565,3,5,0.6,5,5,1.0,1,7,8,10,2.0,0,2,8,-1.0,ATL,ATL @ WAS,03/04/2022,W,12.0,35,11,22,0.5,4,8,0.5,9,10,0.9,3,6,9,6,0.0,2,4,4,1.0
PHX-NYK-03/04/2022,PHX,PHX vs. NYK,03/04/2022,W,12.0,32,10,19,0.526,4,10,0.4,8,10,0.8,0,5,5,8,1.0,2,0,6,1.0,NYK,NYK @ PHX,03/04/2022,L,12.0,31,11,20,0.55,3,8,0.375,6,8,0.75,4,8,12,4,4.0,1,0,7,-1.0
SAS-SAC-03/03/2022,SAS,SAS vs. SAC,03/03/2022,L,12.0,24,10,22,0.455,2,5,0.4,2,6,0.333,2,6,8,7,2.0,2,1,4,-10.0,SAC,SAC @ SAS,03/03/2022,W,12.0,34,14,22,0.636,3,6,0.5,3,4,0.75,2,11,13,10,3.0,1,2,4,10.0
TOR-DET-03/03/2022,TOR,TOR vs. DET,03/03/2022,L,12.0,35,13,21,0.619,3,8,0.375,6,6,1.0,3,4,7,5,2.0,0,1,7,6.0,DET,DET @ TOR,03/03/2022,W,12.0,29,10,22,0.455,2,7,0.286,7,9,0.778,3,4,7,6,2.0,1,2,7,-6.0
BKN-MIA-03/03/2022,BKN,BKN vs. MIA,03/03/2022,L,12.0,32,13,20,0.65,5,8,0.625,1,1,1.0,1,5,6,9,4.0,0,2,7,-5.0,MIA,MIA @ BKN,03/03/2022,W,12.0,37,12,21,0.571,3,8,0.375,10,14,0.714,2,3,5,8,2.0,4,0,3,5.0
BOS-MEM-03/03/2022,BOS,BOS vs. MEM,03/03/2022,W,12.0,21,8,20,0.4,3,10,0.3,2,3,0.667,3,9,12,6,5.0,0,2,3,-4.0,MEM,MEM @ BOS,03/03/2022,L,12.0,25,11,25,0.44,2,7,0.286,1,1,1.0,3,9,12,6,1.0,2,0,4,4.0
DAL-GSW-03/03/2022,DAL,DAL vs. GSW,03/03/2022,W,12.0,30,11,20,0.55,6,9,0.667,2,5,0.4,1,5,6,8,1.0,2,0,5,3.0,GSW,GSW @ DAL,03/03/2022,L,12.0,27,11,21,0.524,3,7,0.429,2,2,1.0,3,8,11,5,4.0,1,2,6,-3.0
LAC-LAL-03/03/2022,LAC,LAC vs. LAL,03/03/2022,W,12.0,30,11,22,0.5,6,11,0.545,2,2,1.0,4,7,11,7,4.0,3,0,8,-2.0,LAL,LAL @ LAC,03/03/2022,L,12.0,32,11,19,0.579,2,7,0.286,8,10,0.8,1,6,7,7,3.0,2,2,4,2.0
ATL-CHI-03/03/2022,ATL,ATL vs. CHI,03/03/2022,W,12.0,27,8,22,0.364,3,7,0.429,8,8,1.0,1,5,6,5,0.0,3,1,3,-1.0,CHI,CHI @ ATL,03/03/2022,L,12.0,28,12,22,0.545,2,7,0.286,2,2,1.0,2,10,12,7,5.0,0,2,6,1.0
PHX-POR-03/02/2022,PHX,PHX vs. POR,03/02/2022,W,12.0,34,11,22,0.5,5,11,0.455,7,7,1.0,3,9,12,9,4.0,5,2,6,14.0,POR,POR @ PHX,03/02/2022,L,12.0,20,9,21,0.429,0,6,0.0,2,4,0.5,2,5,7,5,6.0,2,1,6,-14.0
MIL-MIA-03/02/2022,MIL,MIL vs. MIA,03/02/2022,W,12.0,28,10,20,0.5,4,8,0.5,4,4,1.0,2,5,7,4,5.0,2,0,6,-10.0,MIA,MIA @ MIL,03/02/2022,L,12.0,38,14,24,0.583,7,10,0.7,3,3,1.0,4,8,12,6,4.0,3,1,5,10.0
HOU-UTA-03/02/2022,HOU,HOU vs. UTA,03/02/2022,L,12.0,33,12,23,0.522,7,13,0.538,2,4,0.5,1,3,4,6,4.0,4,0,6,-8.0,UTA,UTA @ HOU,03/02/2022,W,12.0,41,16,21,0.762,4,9,0.444,5,5,1.0,1,8,9,12,4.0,3,0,5,8.0
CLE-CHA-03/02/2022,CLE,CLE vs. CHA,03/02/2022,L,12.0,18,8,18,0.444,0,5,0.0,2,2,1.0,0,8,8,5,5.0,4,0,4,-8.0,CHA,CHA @ CLE,03/02/2022,W,12.0,26,10,21,0.476,3,7,0.429,3,5,0.6,4,9,13,7,5.0,4,1,5,8.0
NOP-SAC-03/02/2022,NOP,NOP vs. SAC,03/02/2022,W,12.0,34,13,23,0.565,3,9,0.333,5,5,1.0,3,10,13,7,4.0,0,3,5,6.0,SAC,SAC @ NOP,03/02/2022,L,12.0,28,12,26,0.462,1,8,0.125,3,5,0.6,4,6,10,7,2.0,2,1,7,-6.0
ORL-IND-03/02/2022,ORL,ORL vs. IND,03/02/2022,L,12.0,31,11,20,0.55,2,3,0.667,7,8,0.875,3,6,9,7,7.0,6,0,5,-5.0,IND,IND @ ORL,03/02/2022,W,12.0,36,14,23,0.609,4,9,0.444,4,6,0.667,5,6,11,9,7.0,5,2,5,5.0
DEN-OKC-03/02/2022,DEN,DEN vs. OKC,03/02/2022,L,12.0,33,12,18,0.667,3,8,0.375,6,7,0.857,1,11,12,9,5.0,0,1,8,2.0,OKC,OKC @ DEN,03/02/2022,W,12.0,31,9,23,0.391,4,7,0.571,9,13,0.692,4,6,10,6,0.0,3,0,4,-2.0
PHI-NYK-03/02/2022,PHI,PHI vs. NYK,03/02/2022,W,12.0,30,12,22,0.545,2,7,0.286,4,4,1.0,2,9,11,4,4.0,1,3,7,1.0,NYK,NYK @ PHI,03/02/2022,L,12.0,29,10,23,0.435,1,6,0.167,8,12,0.667,4,8,12,5,4.0,3,1,4,-1.0
TOR-BKN-03/01/2022,TOR,TOR vs. BKN,03/01/2022,W,12.0,23,10,19,0.526,1,5,0.2,2,3,0.667,1,4,5,8,3.0,1,0,5,-11.0,BKN,BKN @ TOR,03/01/2022,L,12.0,34,13,19,0.684,2,4,0.5,6,8,0.75,2,8,10,5,2.0,1,0,3,11.0
LAL-DAL-03/01/2022,LAL,LAL vs. DAL,03/01/2022,L,12.0,31,12,24,0.5,3,8,0.375,4,6,0.667,1,7,8,7,1.0,1,2,5,-10.0,DAL,DAL @ LAL,03/01/2022,W,12.0,41,14,24,0.583,6,13,0.462,7,10,0.7,2,9,11,9,2.0,1,2,6,10.0
BOS-ATL-03/01/2022,BOS,BOS vs. ATL,03/01/2022,W,12.0,32,9,18,0.5,4,11,0.364,10,10,1.0,3,4,7,8,5.0,2,1,6,-5.0,ATL,ATL @ BOS,03/01/2022,L,12.0,37,14,19,0.737,4,7,0.571,5,6,0.833,0,6,6,4,4.0,4,1,7,5.0
MIN-GSW-03/01/2022,MIN,MIN vs. GSW,03/01/2022,W,12.0,34,12,21,0.571,4,9,0.444,6,6,1.0,4,7,11,7,7.0,3,0,5,5.0,GSW,GSW @ MIN,03/01/2022,L,12.0,29,10,24,0.417,5,15,0.333,4,4,1.0,4,4,8,6,5.0,6,0,7,-5.0
WAS-DET-03/01/2022,WAS,WAS vs. DET,03/01/2022,W,12.0,36,14,21,0.667,3,6,0.5,5,9,0.556,4,5,9,10,4.0,0,3,7,-4.0,DET,DET @ WAS,03/01/2022,L,12.0,40,15,24,0.625,5,8,0.625,5,6,0.833,3,6,9,9,0.0,3,0,7,4.0
HOU-LAC-03/01/2022,HOU,HOU vs. LAC,03/01/2022,L,12.0,23,8,23,0.348,5,14,0.357,2,3,0.667,2,10,12,6,5.0,3,2,5,3.0,LAC,LAC @ HOU,03/01/2022,W,12.0,20,7,24,0.292,2,7,0.286,4,4,1.0,6,12,18,4,5.0,3,3,4,-3.0
MIL-CHA-02/28/2022,MIL,MIL vs. CHA,02/28/2022,W,12.0,44,13,23,0.565,7,15,0.467,11,11,1.0,2,13,15,11,2.0,2,1,8,23.0,CHA,CHA @ MIL,02/28/2022,L,12.0,21,7,22,0.318,2,7,0.286,5,7,0.714,1,6,7,4,3.0,1,0,10,-23.0
CLE-MIN-02/28/2022,CLE,CLE vs. MIN,02/28/2022,L,12.0,24,8,13,0.615,4,5,0.8,4,6,0.667,1,2,3,5,7.0,1,0,3,-14.0,MIN,MIN @ CLE,02/28/2022,W,12.0,38,15,22,0.682,4,11,0.364,4,5,0.8,5,4,9,11,5.0,4,0,9,14.0
BKN-TOR-02/28/2022,BKN,BKN vs. TOR,02/28/2022,L,12.0,21,7,20,0.35,2,7,0.286,5,6,0.833,5,5,10,6,8.0,1,0,4,-8.0,TOR,TOR @ BKN,02/28/2022,W,12.0,29,13,24,0.542,2,4,0.5,1,1,1.0,4,5,9,6,6.0,5,1,7,8.0
OKC-SAC-02/28/2022,OKC,OKC vs. SAC,02/28/2022,L,12.0,27,9,25,0.36,2,8,0.25,7,8,0.875,4,11,15,8,1.0,2,1,7,3.0,SAC,SAC @ OKC,02/28/2022,W,12.0,24,9,20,0.45,1,7,0.143,5,7,0.714,2,9,11,6,5.0,0,4,8,-3.0
MEM-SAS-02/28/2022,MEM,MEM vs. SAS,02/28/2022,W,12.0,26,10,25,0.4,5,11,0.455,1,4,0.25,5,13,18,5,5.0,1,0,4,2.0,SAS,SAS @ MEM,02/28/2022,L,12.0,24,10,28,0.357,1,7,0.143,3,4,0.75,4,9,13,7,1.0,4,0,2,-2.0
MIA-CHI-02/28/2022,MIA,MIA vs. CHI,02/28/2022,W,12.0,25,9,21,0.429,4,9,0.444,3,4,0.75,3,9,12,6,4.0,0,3,6,0.0,CHI,CHI @ MIA,02/28/2022,L,12.0,25,10,23,0.435,0,5,0.0,5,7,0.714,3,9,12,4,1.0,3,2,3,0.0
ORL-IND-02/28/2022,ORL,ORL vs. IND,02/28/2022,W,12.0,24,10,25,0.4,3,10,0.3,1,1,1.0,3,9,12,7,4.0,2,0,3,0.0,IND,IND @ ORL,02/28/2022,L,12.0,24,9,20,0.45,3,10,0.3,3,4,0.75,1,11,12,6,5.0,1,1,3,0.0
IND-BOS-02/27/2022,IND,IND vs. BOS,02/27/2022,W,12.0,39,15,25,0.6,8,11,0.727,1,2,0.5,3,10,13,10,3.0,2,0,4,14.0,BOS,BOS @ IND,02/27/2022,L,12.0,25,10,23,0.435,3,14,0.214,2,2,1.0,2,6,8,9,2.0,2,5,1,-14.0
POR-DEN-02/27/2022,POR,POR vs. DEN,02/27/2022,L,12.0,21,7,26,0.269,0,10,0.0,7,9,0.778,6,7,13,3,4.0,4,0,7,-12.0,DEN,DEN @ POR,02/27/2022,W,12.0,33,12,22,0.545,2,9,0.222,7,8,0.875,2,14,16,7,4.0,4,0,6,12.0
LAL-NOP-02/27/2022,LAL,LAL vs. NOP,02/27/2022,L,12.0,20,8,22,0.364,2,6,0.333,2,2,1.0,1,10,11,2,7.0,2,0,3,-7.0,NOP,NOP @ LAL,02/27/2022,W,12.0,27,11,24,0.458,2,8,0.25,3,6,0.5,3,10,13,4,2.0,5,1,4,7.0
NYK-PHI-02/27/2022,NYK,NYK vs. PHI,02/27/2022,L,12.0,21,8,17,0.471,2,5,0.4,3,6,0.5,2,9,11,4,7.0,2,0,4,-6.0,PHI,PHI @ NYK,02/27/2022,W,12.0,27,10,21,0.476,1,8,0.125,6,7,0.857,2,8,10,8,3.0,5,2,4,6.0
HOU-LAC-02/27/2022,HOU,HOU vs. LAC,02/27/2022,L,12.0,22,8,21,0.381,2,8,0.25,4,6,0.667,0,10,10,5,2.0,2,0,6,-5.0,LAC,LAC @ HOU,02/27/2022,W,12.0,27,9,20,0.45,3,8,0.375,6,10,0.6,1,12,13,6,4.0,2,4,7,5.0
PHX-UTA-02/27/2022,PHX,PHX vs. UTA,02/27/2022,L,12.0,28,9,20,0.45,0,5,0.0,10,10,1.0,3,8,11,5,2.0,2,2,3,4.0,UTA,UTA @ PHX,02/27/2022,W,12.0,24,11,29,0.379,2,8,0.25,0,1,0.0,6,6,12,6,4.0,2,0,7,-4.0
CHA-DET-02/27/2022,CHA,CHA vs. DET,02/27/2022,L,12.0,26,10,22,0.455,4,8,0.5,2,5,0.4,3,11,14,5,6.0,1,2,4,-1.0,DET,DET @ CHA,02/27/2022,W,12.0,27,10,26,0.385,5,11,0.455,2,5,0.4,5,8,13,6,4.0,5,1,6,1.0
GSW-DAL-02/27/2022,GSW,GSW vs. DAL,02/27/2022,L,12.0,23,10,24,0.417,1,11,0.091,2,3,0.667,3,9,12,6,4.0,4,0,5,-1.0,DAL,DAL @ GSW,02/27/2022,W,12.0,24,10,20,0.5,4,11,0.364,0,1,0.0,0,11,11,5,5.0,2,0,2,1.0
MIA-SAS-02/26/2022,MIA,MIA vs. SAS,02/26/2022,W,12.0,33,11,18,0.611,1,5,0.2,10,14,0.714,0,6,6,6,4.0,2,2,5,15.0,SAS,SAS @ MIA,02/26/2022,L,12.0,18,7,17,0.412,1,4,0.25,3,4,0.75,2,9,11,4,11.0,0,0,12,-15.0
ATL-TOR-02/26/2022,ATL,ATL vs. TOR,02/26/2022,W,12.0,34,12,19,0.632,2,7,0.286,8,10,0.8,1,12,13,5,4.0,1,2,6,13.0,TOR,TOR @ ATL,02/26/2022,L,12.0,21,6,22,0.273,3,6,0.5,6,8,0.75,2,6,8,5,3.0,1,0,8,-13.0
DEN-SAC-02/26/2022,DEN,DEN vs. SAC,02/26/2022,W,12.0,21,7,18,0.389,2,6,0.333,5,8,0.625,1,11,12,3,8.0,2,1,9,-8.0,SAC,SAC @ DEN,02/26/2022,L,12.0,29,9,21,0.429,3,7,0.429,8,11,0.727,2,8,10,7,3.0,2,1,6,8.0
CLE-WAS-02/26/2022,CLE,CLE vs. WAS,02/26/2022,W,12.0,22,9,22,0.409,2,8,0.25,2,2,1.0,2,9,11,8,2.0,3,2,4,3.0,WAS,WAS @ CLE,02/26/2022,L,12.0,19,8,18,0.444,3,7,0.429,0,1,0.0,1,9,10,7,7.0,1,1,6,-3.0
CHI-MEM-02/26/2022,CHI,CHI vs. MEM,02/26/2022,L,12.0,30,11,21,0.524,4,6,0.667,4,7,0.571,1,6,7,4,3.0,2,0,2,2.0,MEM,MEM @ CHI,02/26/2022,W,12.0,28,12,23,0.522,2,6,0.333,2,2,1.0,4,9,13,7,6.0,1,1,6,-2.0
DET-BOS-02/26/2022,DET,DET vs. BOS,02/26/2022,L,12.0,28,11,28,0.393,4,10,0.4,2,3,0.667,5,10,15,7,3.0,0,2,6,2.0,BOS,BOS @ DET,02/26/2022,W,12.0,26,9,24,0.375,2,7,0.286,6,8,0.75,3,7,10,7,1.0,0,3,4,-2.0
MIL-BKN-02/26/2022,MIL,MIL vs. BKN,02/26/2022,L,12.0,27,10,22,0.455,6,10,0.6,1,2,0.5,1,10,11,5,4.0,1,0,3,-1.0,BKN,BKN @ MIL,02/26/2022,W,12.0,28,13,25,0.52,2,8,0.25,0,1,0.0,2,7,9,6,2.0,3,2,4,1.0
IND-OKC-02/25/2022,IND,IND vs. OKC,02/25/2022,L,12.0,25,9,22,0.409,2,9,0.222,5,8,0.625,4,5,9,6,4.0,1,1,6,-15.0,OKC,OKC @ IND,02/25/2022,W,12.0,40,15,23,0.652,3,5,0.6,7,8,0.875,3,12,15,9,2.0,2,1,6,15.0
CHA-TOR-02/25/2022,CHA,CHA vs. TOR,02/25/2022,W,12.0,42,18,25,0.72,5,9,0.556,1,4,0.25,3,11,14,11,2.0,1,2,1,14.0,TOR,TOR @ CHA,02/25/2022,L,12.0,28,12,24,0.5,3,7,0.429,1,2,0.5,1,5,6,6,1.0,0,0,3,-14.0
ORL-HOU-02/25/2022,ORL,ORL vs. HOU,02/25/2022,W,12.0,31,11,22,0.5,4,9,0.444,5,7,0.714,2,12,14,6,5.0,3,3,2,13.0,HOU,HOU @ ORL,02/25/2022,L,12.0,18,8,22,0.364,2,12,0.167,0,2,0.0,2,8,10,3,7.0,2,0,6,-13.0
NYK-MIA-02/25/2022,NYK,NYK vs. MIA,02/25/2022,L,12.0,23,7,19,0.368,5,9,0.556,4,7,0.571,2,7,9,4,6.0,1,0,10,-12.0,MIA,MIA @ NYK,02/25/2022,W,12.0,35,11,20,0.55,5,11,0.455,8,10,0.8,0,11,11,9,3.0,5,1,8,12.0
LAL-LAC-02/25/2022,LAL,LAL vs. LAC,02/25/2022,L,12.0,25,10,23,0.435,3,6,0.5,2,3,0.667,3,6,9,4,4.0,1,1,5,-8.0,LAC,LAC @ LAL,02/25/2022,W,12.0,33,13,20,0.65,4,8,0.5,3,6,0.5,2,10,12,8,5.0,2,3,5,8.0
WAS-SAS-02/25/2022,WAS,WAS vs. SAS,02/25/2022,L,12.0,38,14,24,0.583,6,9,0.667,4,6,0.667,0,3,3,9,0.0,1,2,6,-7.0,SAS,SAS @ WAS,02/25/2022,W,12.0,45,17,26,0.654,3,4,0.75,8,11,0.727,6,8,14,10,3.0,0,1,5,7.0
MIN-PHI-02/25/2022,MIN,MIN vs. PHI,02/25/2022,L,12.0,24,8,22,0.364,2,9,0.222,6,8,0.75,5,11,16,6,6.0,0,1,8,-7.0,PHI,PHI @ MIN,02/25/2022,W,12.0,31,10,25,0.4,3,12,0.25,8,10,0.8,4,9,13,7,1.0,4,0,6,7.0
PHX-NOP-02/25/2022,PHX,PHX vs. NOP,02/25/2022,L,12.0,28,9,17,0.529,5,10,0.5,5,6,0.833,2,9,11,8,8.0,1,1,8,6.0,NOP,NOP @ PHX,02/25/2022,W,12.0,22,8,24,0.333,1,6,0.167,5,8,0.625,6,6,12,4,5.0,5,0,3,-6.0
UTA-DAL-02/25/2022,UTA,UTA vs. DAL,02/25/2022,W,12.0,29,8,14,0.571,2,6,0.333,11,11,1.0,2,8,10,4,9.0,4,1,6,-4.0,DAL,DAL @ UTA,02/25/2022,L,12.0,33,12,23,0.522,4,10,0.4,5,5,1.0,3,3,6,4,4.0,4,1,7,4.0
POR-GSW-02/24/2022,POR,POR vs. GSW,02/24/2022,L,12.0,25,7,21,0.333,4,12,0.333,7,7,1.0,3,3,6,5,4.0,0,0,10,-14.0,GSW,GSW @ POR,02/24/2022,W,12.0,39,10,16,0.625,4,9,0.444,15,18,0.833,2,9,11,10,3.0,2,2,6,14.0
OKC-PHX-02/24/2022,OKC,OKC vs. PHX,02/24/2022,L,12.0,31,13,25,0.52,1,7,0.143,4,5,0.8,3,14,17,3,5.0,5,0,3,14.0,PHX,PHX @ OKC,02/24/2022,W,12.0,17,7,22,0.318,1,9,0.111,2,2,1.0,1,8,9,5,6.0,3,3,5,-14.0
MIN-MEM-02/24/2022,MIN,MIN vs. MEM,02/24/2022,W,12.0,32,13,25,0.52,5,13,0.385,1,4,0.25,3,8,11,5,4.0,2,2,6,7.0,MEM,MEM @ MIN,02/24/2022,L,12.0,25,8,25,0.32,2,9,0.222,7,10,0.7,7,7,14,5,6.0,3,1,4,-7.0
SAC-DEN-02/24/2022,SAC,SAC vs. DEN,02/24/2022,L,12.0,33,13,24,0.542,2,5,0.4,5,7,0.714,1,10,11,8,2.0,1,0,3,5.0,DEN,DEN @ SAC,02/24/2022,W,12.0,28,12,24,0.5,3,10,0.3,1,2,0.5,0,10,10,8,4.0,2,1,7,-5.0
CHI-ATL-02/24/2022,CHI,CHI vs. ATL,02/24/2022,W,12.0,28,9,18,0.5,1,5,0.2,9,10,0.9,1,8,9,5,4.0,2,1,2,-3.0,ATL,ATL @ CHI,02/24/2022,L,12.0,31,13,28,0.464,2,9,0.222,3,4,0.75,6,6,12,10,2.0,1,1,7,3.0
DET-CLE-02/24/2022,DET,DET vs. CLE,02/24/2022,W,12.0,25,9,24,0.375,3,10,0.3,4,4,1.0,3,9,12,7,4.0,2,3,6,3.0,CLE,CLE @ DET,02/24/2022,L,12.0,22,6,17,0.353,2,8,0.25,8,9,0.889,1,8,9,3,4.0,1,1,5,-3.0
BKN-BOS-02/24/2022,BKN,BKN vs. BOS,02/24/2022,L,12.0,30,10,24,0.417,2,8,0.25,8,11,0.727,3,8,11,7,2.0,1,1,2,-2.0,BOS,BOS @ BKN,02/24/2022,W,12.0,32,12,23,0.522,5,9,0.556,3,4,0.75,3,7,10,7,3.0,1,0,6,2.0
CHA-MIA-02/17/2022,CHA,CHA vs. MIA,02/17/2022,L,12.0,24,9,19,0.474,4,10,0.4,2,3,0.667,2,10,12,6,4.0,2,1,8,14.0,MIA,MIA @ CHA,02/17/2022,W,12.0,10,3,17,0.176,0,8,0.0,4,6,0.667,3,8,11,1,5.0,2,0,5,-14.0
MIL-PHI-02/17/2022,MIL,MIL vs. PHI,02/17/2022,L,12.0,34,12,23,0.522,2,8,0.25,8,10,0.8,2,5,7,6,2.0,2,0,8,-11.0,PHI,PHI @ MIL,02/17/2022,W,12.0,45,16,23,0.696,5,9,0.556,8,9,0.889,2,8,10,8,2.0,0,1,6,11.0
BKN-WAS-02/17/2022,BKN,BKN vs. WAS,02/17/2022,L,12.0,23,8,24,0.333,4,7,0.571,3,5,0.6,4,7,11,6,5.0,3,4,5,-6.0,WAS,WAS @ BKN,02/17/2022,W,12.0,29,12,23,0.522,2,5,0.4,3,4,0.75,2,13,15,6,6.0,3,4,5,6.0
NOP-DAL-02/17/2022,NOP,NOP vs. DAL,02/17/2022,L,12.0,31,11,23,0.478,4,8,0.5,5,5,1.0,3,8,11,9,2.0,3,0,4,5.0,DAL,DAL @ NOP,02/17/2022,W,12.0,26,9,20,0.45,3,12,0.25,5,5,1.0,2,8,10,5,5.0,1,2,5,-5.0
LAC-HOU-02/17/2022,LAC,LAC vs. HOU,02/17/2022,W,12.0,35,14,25,0.56,6,11,0.545,1,1,1.0,3,8,11,11,4.0,2,2,3,3.0,HOU,HOU @ LAC,02/17/2022,L,12.0,32,11,20,0.55,6,8,0.75,4,5,0.8,1,6,7,9,3.0,2,2,2,-3.0
OKC-SAS-02/16/2022,OKC,OKC vs. SAS,02/16/2022,L,12.0,29,11,25,0.44,3,10,0.3,4,6,0.667,3,9,12,6,3.0,1,1,4,-10.0,SAS,SAS @ OKC,02/16/2022,W,12.0,39,15,26,0.577,5,10,0.5,4,5,0.8,1,12,13,12,1.0,2,2,4,10.0
MIN-TOR-02/16/2022,MIN,MIN vs. TOR,02/16/2022,L,12.0,28,12,22,0.545,4,10,0.4,0,2,0.0,0,11,11,11,3.0,1,4,4,9.0,TOR,TOR @ MIN,02/16/2022,W,12.0,19,9,24,0.375,0,7,0.0,1,3,0.333,3,11,14,2,3.0,0,2,3,-9.0
ORL-ATL-02/16/2022,ORL,ORL vs. ATL,02/16/2022,L,12.0,28,10,21,0.476,5,11,0.455,3,3,1.0,2,10,12,6,7.0,0,1,4,-7.0,ATL,ATL @ ORL,02/16/2022,W,12.0,35,12,27,0.444,6,9,0.667,5,6,0.833,5,4,9,4,1.0,4,1,5,7.0
MEM-POR-02/16/2022,MEM,MEM vs. POR,02/16/2022,L,12.0,25,9,26,0.346,3,10,0.3,4,6,0.667,3,8,11,7,2.0,1,1,7,-7.0,POR,POR @ MEM,02/16/2022,W,12.0,32,13,24,0.542,2,9,0.222,4,8,0.5,4,12,16,7,1.0,1,4,4,7.0
LAL-UTA-02/16/2022,LAL,LAL vs. UTA,02/16/2022,W,12.0,19,9,24,0.375,1,12,0.083,0,0,0.0,4,7,11,5,1.0,1,3,3,-7.0,UTA,UTA @ LAL,02/16/2022,L,12.0,26,11,21,0.524,3,7,0.429,1,2,0.5,3,10,13,4,2.0,1,2,5,7.0
IND-WAS-02/16/2022,IND,IND vs. WAS,02/16/2022,W,12.0,31,14,23,0.609,1,6,0.167,2,7,0.286,2,9,11,8,2.0,4,1,5,5.0,WAS,WAS @ IND,02/16/2022,L,12.0,26,9,21,0.429,5,9,0.556,3,6,0.5,3,8,11,6,4.0,1,0,7,-5.0
PHX-HOU-02/16/2022,PHX,PHX vs. HOU,02/16/2022,W,12.0,32,12,26,0.462,1,7,0.143,7,11,0.636,2,8,10,7,1.0,3,3,6,-3.0,HOU,HOU @ PHX,02/16/2022,L,12.0,35,12,26,0.462,3,10,0.3,8,9,0.889,4,15,19,10,4.0,1,0,7,3.0
CHI-SAC-02/16/2022,CHI,CHI vs. SAC,02/16/2022,W,12.0,32,13,24,0.542,3,6,0.5,3,3,1.0,3,7,10,7,2.0,2,0,5,3.0,SAC,SAC @ CHI,02/16/2022,L,12.0,29,9,17,0.529,4,10,0.4,7,8,0.875,1,8,9,7,5.0,2,1,3,-3.0
BOS-DET-02/16/2022,BOS,BOS vs. DET,02/16/2022,L,12.0,27,10,17,0.588,2,5,0.4,5,6,0.833,0,8,8,6,6.0,3,1,5,2.0,DET,DET @ BOS,02/16/2022,W,12.0,25,9,23,0.391,3,8,0.375,4,7,0.571,6,6,12,6,6.0,4,0,4,-2.0
GSW-DEN-02/16/2022,GSW,GSW vs. DEN,02/16/2022,L,12.0,30,13,22,0.591,1,7,0.143,3,5,0.6,0,6,6,6,1.0,5,3,5,1.0,DEN,DEN @ GSW,02/16/2022,W,12.0,29,11,26,0.423,4,10,0.4,3,4,0.75,5,8,13,7,6.0,0,1,4,-1.0
NYK-BKN-02/16/2022,NYK,NYK vs. BKN,02/16/2022,L,12.0,27,10,21,0.476,5,12,0.417,2,2,1.0,0,11,11,9,3.0,3,1,4,1.0,BKN,BKN @ NYK,02/16/2022,W,12.0,26,10,20,0.5,3,6,0.5,3,7,0.429,1,10,11,5,3.0,2,1,2,-1.0
PHI-BOS-02/15/2022,PHI,PHI vs. BOS,02/15/2022,L,12.0,20,6,16,0.375,1,7,0.143,7,10,0.7,2,7,9,4,5.0,1,2,7,-17.0,BOS,BOS @ PHI,02/15/2022,W,12.0,37,12,21,0.571,6,10,0.6,7,10,0.7,2,10,12,4,1.0,1,0,7,17.0
PHX-LAC-02/15/2022,PHX,PHX vs. LAC,02/15/2022,W,12.0,31,13,21,0.619,1,5,0.2,4,4,1.0,1,12,13,10,4.0,2,2,3,10.0,LAC,LAC @ PHX,02/15/2022,L,12.0,21,9,26,0.346,3,8,0.375,0,2,0.0,6,5,11,5,4.0,3,2,3,-10.0
MIN-CHA-02/15/2022,MIN,MIN vs. CHA,02/15/2022,W,12.0,25,5,19,0.263,0,8,0.0,15,23,0.652,2,7,9,4,2.0,2,2,6,-9.0,CHA,CHA @ MIN,02/15/2022,L,12.0,34,12,27,0.444,3,6,0.5,7,7,1.0,6,14,20,9,4.0,2,2,13,9.0
ATL-CLE-02/15/2022,ATL,ATL vs. CLE,02/15/2022,W,12.0,32,14,21,0.667,2,5,0.4,2,2,1.0,1,8,9,7,4.0,1,1,5,7.0,CLE,CLE @ ATL,02/15/2022,L,12.0,25,9,19,0.474,2,8,0.25,5,6,0.833,2,3,5,5,4.0,3,1,5,-7.0
