KEY,(H)TEAM,(H)MATCH UP,(H)GAME DATE,(H)W/L,(H)MIN,(H)PTS,(H)FGM,(H)FGA,(H)FG%,(H)3PM,(H)3PA,(H)3P%,(H)FTM,(H)FTA,(H)FT%,(H)OREB,(H)DREB,(H)REB,(H)AST,(H)TOV,(H)STL,(H)BLK,(H)PF,(H)+/-,(A)TEAM,(A)MATCH UP,(A)GAME DATE,(A)W/L,(A)MIN,(A)PTS,(A)FGM,(A)FGA,(A)FG%,(A)3PM,(A)3PA,(A)3P%,(A)FTM,(A)FTA,(A)FT%,(A)OREB,(A)DREB,(A)REB,(A)AST,(A)TOV,(A)STL,(A)BLK,(A)PF,(A)+/-
SAC-LAC-04/11/2025,SAC,SAC vs. LAC,04/11/2025,L,12,21,9,24.0,37.5,1,9.0,11.1,2,2.0,100.0,4,6,10,5,1,0,0,1,-4.0,LAC,LAC @ SAC,04/11/2025,W,12.0,25.0,12.0,18.0,66.7,1.0,4.0,25.0,0.0,2.0,0.0,1.0,8.0,9.0,4.0,3.0,1.0,1.0,6.0,4.0
DEN-MEM-04/11/2025,DEN,DEN vs. MEM,04/11/2025,W,12,39,14,23.0,60.9,4,6.0,66.7,7,9.0,77.8,3,8,11,11,3,0,0,3,3.0,MEM,MEM @ DEN,04/11/2025,L,12.0,36.0,16.0,25.0,64.0,2.0,6.0,33.3,2.0,3.0,66.7,1.0,7.0,8.0,7.0,2.0,3.0,0.0,7.0,-3.0
DET-MIL-04/11/2025,DET,DET vs. MIL,04/11/2025,L,12,32,12,24.0,50.0,3,7.0,42.9,5,8.0,62.5,4,8,12,8,3,0,2,7,2.0,MIL,MIL @ DET,04/11/2025,W,12.0,30.0,8.0,19.0,42.1,3.0,8.0,37.5,11.0,14.0,78.6,1.0,9.0,10.0,5.0,2.0,2.0,3.0,7.0,-2.0
LAL-HOU-04/11/2025,LAL,LAL vs. HOU,04/11/2025,W,12,29,10,18.0,55.6,4,9.0,44.4,5,13.0,38.5,0,6,6,6,2,4,0,4,-2.0,HOU,HOU @ LAL,04/11/2025,L,12.0,31.0,12.0,21.0,57.1,6.0,12.0,50.0,1.0,2.0,50.0,2.0,10.0,12.0,5.0,7.0,1.0,0.0,6.0,2.0
DAL-TOR-04/11/2025,DAL,DAL vs. TOR,04/11/2025,W,12,30,12,25.0,48.0,2,8.0,25.0,4,5.0,80.0,4,11,15,8,5,1,1,7,1.0,TOR,TOR @ DAL,04/11/2025,L,12.0,29.0,11.0,24.0,45.8,2.0,10.0,20.0,5.0,10.0,50.0,3.0,8.0,11.0,7.0,2.0,3.0,1.0,4.0,-1.0
MEM-MIN-04/10/2025,MEM,MEM vs. MIN,04/10/2025,L,12,25,9,25.0,36.0,2,6.0,33.3,5,6.0,83.3,4,2,6,3,5,0,0,7,-27.0,MIN,MIN @ MEM,04/10/2025,W,12.0,52.0,18.0,21.0,85.7,7.0,8.0,87.5,9.0,10.0,90.0,2.0,8.0,10.0,9.0,3.0,1.0,3.0,9.0,27.0
MIL-NOP-04/10/2025,MIL,MIL vs. NOP,04/10/2025,W,12,38,16,22.0,72.7,3,6.0,50.0,3,7.0,42.9,2,8,10,7,4,3,2,7,7.0,NOP,NOP @ MIL,04/10/2025,L,12.0,31.0,11.0,22.0,50.0,4.0,12.0,33.3,5.0,8.0,62.5,2.0,7.0,9.0,7.0,3.0,4.0,0.0,5.0,-7.0
DET-NYK-04/10/2025,DET,DET vs. NYK,04/10/2025,W,12,29,11,19.0,57.9,3,7.0,42.9,4,8.0,50.0,2,12,14,3,5,2,4,6,6.0,NYK,NYK @ DET,04/10/2025,L,12.0,23.0,9.0,28.0,32.1,2.0,11.0,18.2,3.0,3.0,100.0,3.0,8.0,11.0,7.0,3.0,3.0,1.0,6.0,-6.0
BKN-ATL-04/10/2025,BKN,BKN vs. ATL,04/10/2025,L,12,29,11,20.0,55.0,5,11.0,45.5,2,5.0,40.0,2,7,9,8,7,3,1,7,-5.0,ATL,ATL @ BKN,04/10/2025,W,12.0,34.0,10.0,20.0,50.0,4.0,10.0,40.0,10.0,11.0,90.9,2.0,7.0,9.0,9.0,5.0,5.0,0.0,5.0,5.0
IND-CLE-04/10/2025,IND,IND vs. CLE,04/10/2025,W,12,29,11,23.0,47.8,2,10.0,20.0,5,8.0,62.5,2,10,12,5,2,0,3,2,3.0,CLE,CLE @ IND,04/10/2025,L,12.0,26.0,11.0,23.0,47.8,4.0,9.0,44.4,0.0,0.0,0.0,0.0,10.0,10.0,6.0,2.0,2.0,1.0,5.0,-3.0
PHX-OKC-04/09/2025,PHX,PHX vs. OKC,04/09/2025,L,12,26,9,21.0,42.9,4,11.0,36.4,4,4.0,100.0,2,7,9,8,8,1,1,8,-17.0,OKC,OKC @ PHX,04/09/2025,W,12.0,43.0,13.0,24.0,54.2,3.0,9.0,33.3,14.0,15.0,93.3,3.0,9.0,12.0,7.0,1.0,6.0,1.0,3.0,17.0
GSW-SAS-04/09/2025,GSW,GSW vs. SAS,04/09/2025,L,12,37,13,20.0,65.0,5,9.0,55.6,6,10.0,60.0,4,8,12,10,3,2,1,6,16.0,SAS,SAS @ GSW,04/09/2025,W,12.0,21.0,6.0,18.0,33.3,3.0,13.0,23.1,6.0,6.0,100.0,4.0,3.0,7.0,5.0,6.0,1.0,1.0,7.0,-16.0
TOR-CHA-04/09/2025,TOR,TOR vs. CHA,04/09/2025,W,12,35,12,26.0,46.2,5,13.0,38.5,6,8.0,75.0,4,10,14,8,3,3,1,4,12.0,CHA,CHA @ TOR,04/09/2025,L,12.0,23.0,8.0,21.0,38.1,3.0,9.0,33.3,4.0,4.0,100.0,1.0,9.0,10.0,6.0,7.0,1.0,1.0,7.0,-12.0
ORL-BOS-04/09/2025,ORL,ORL vs. BOS,04/09/2025,W,12,31,12,21.0,57.1,7,12.0,58.3,0,0.0,0.0,4,7,11,9,3,0,1,4,11.0,BOS,BOS @ ORL,04/09/2025,L,12.0,20.0,8.0,20.0,40.0,2.0,8.0,25.0,2.0,2.0,100.0,3.0,4.0,7.0,5.0,3.0,1.0,1.0,1.0,-11.0
UTA-POR-04/09/2025,UTA,UTA vs. POR,04/09/2025,W,12,25,9,21.0,42.9,3,5.0,60.0,4,6.0,66.7,3,9,12,3,6,2,0,9,-8.0,POR,POR @ UTA,04/09/2025,L,12.0,33.0,10.0,22.0,45.5,2.0,7.0,28.6,11.0,13.0,84.6,2.0,9.0,11.0,4.0,2.0,2.0,2.0,5.0,8.0
WAS-PHI-04/09/2025,WAS,WAS vs. PHI,04/09/2025,L,12,29,10,22.0,45.5,4,6.0,66.7,5,6.0,83.3,3,7,10,6,3,1,2,4,-7.0,PHI,PHI @ WAS,04/09/2025,W,12.0,36.0,12.0,24.0,50.0,8.0,14.0,57.1,4.0,4.0,100.0,3.0,9.0,12.0,6.0,3.0,1.0,3.0,5.0,7.0
DAL-LAL-04/09/2025,DAL,DAL vs. LAL,04/09/2025,L,12,19,8,17.0,47.1,1,5.0,20.0,2,5.0,40.0,2,7,9,7,6,0,0,3,-4.0,LAL,LAL @ DAL,04/09/2025,W,12.0,23.0,9.0,21.0,42.9,2.0,10.0,20.0,3.0,3.0,100.0,2.0,6.0,8.0,4.0,4.0,6.0,0.0,4.0,4.0
CHI-MIA-04/09/2025,CHI,CHI vs. MIA,04/09/2025,W,12,34,15,24.0,62.5,4,10.0,40.0,0,0.0,0.0,0,10,10,11,3,1,2,4,2.0,MIA,MIA @ CHI,04/09/2025,L,12.0,32.0,12.0,23.0,52.2,3.0,9.0,33.3,5.0,6.0,83.3,1.0,8.0,9.0,10.0,1.0,2.0,1.0,0.0,-2.0
SAC-DEN-04/09/2025,SAC,SAC vs. DEN,04/09/2025,L,12,25,9,19.0,47.4,4,9.0,44.4,3,4.0,75.0,0,9,9,5,1,0,0,5,-2.0,DEN,DEN @ SAC,04/09/2025,W,12.0,27.0,9.0,25.0,36.0,4.0,11.0,36.4,5.0,5.0,100.0,5.0,10.0,15.0,8.0,1.0,1.0,1.0,3.0,2.0
LAC-HOU-04/09/2025,LAC,LAC vs. HOU,04/09/2025,W,12,34,12,19.0,63.2,5,10.0,50.0,5,5.0,100.0,0,7,7,8,5,2,1,3,1.0,HOU,HOU @ LAC,04/09/2025,L,12.0,33.0,14.0,24.0,58.3,5.0,8.0,62.5,0.0,0.0,0.0,2.0,6.0,8.0,6.0,4.0,4.0,0.0,4.0,-1.0
BKN-NOP-04/08/2025,BKN,BKN vs. NOP,04/08/2025,W,12,43,14,25.0,56.0,5,9.0,55.6,10,10.0,100.0,3,9,12,10,1,4,0,6,17.0,NOP,NOP @ BKN,04/08/2025,L,12.0,26.0,7.0,19.0,36.8,1.0,7.0,14.3,11.0,12.0,91.7,2.0,8.0,10.0,4.0,6.0,1.0,1.0,8.0,-17.0
LAC-SAS-04/08/2025,LAC,LAC vs. SAS,04/08/2025,W,12,37,16,32.0,50.0,3,6.0,50.0,2,2.0,100.0,6,12,18,12,3,1,0,6,11.0,SAS,SAS @ LAC,04/08/2025,L,12.0,26.0,9.0,20.0,45.0,3.0,6.0,50.0,5.0,8.0,62.5,1.0,5.0,6.0,7.0,5.0,1.0,2.0,3.0,-11.0
NYK-BOS-04/08/2025,NYK,NYK vs. BOS,04/08/2025,L,12,20,8,22.0,36.4,3,11.0,27.3,1,5.0,20.0,4,6,10,6,4,3,3,3,-11.0,BOS,BOS @ NYK,04/08/2025,W,12.0,31.0,11.0,20.0,55.0,6.0,10.0,60.0,3.0,4.0,75.0,2.0,11.0,13.0,8.0,6.0,3.0,1.0,5.0,11.0
MIL-MIN-04/08/2025,MIL,MIL vs. MIN,04/08/2025,W,12,25,10,18.0,55.6,3,5.0,60.0,2,3.0,66.7,3,4,7,8,6,0,0,2,-9.0,MIN,MIN @ MIL,04/08/2025,L,12.0,34.0,14.0,21.0,66.7,6.0,12.0,50.0,0.0,0.0,0.0,1.0,5.0,6.0,8.0,1.0,2.0,3.0,4.0,9.0
OKC-LAL-04/08/2025,OKC,OKC vs. LAL,04/08/2025,W,12,17,5,26.0,19.2,1,5.0,20.0,6,8.0,75.0,6,10,16,1,1,1,0,3,-9.0,LAL,LAL @ OKC,04/08/2025,L,12.0,26.0,10.0,23.0,43.5,3.0,10.0,30.0,3.0,4.0,75.0,4.0,12.0,16.0,6.0,3.0,0.0,3.0,6.0,9.0
PHX-GSW-04/08/2025,PHX,PHX vs. GSW,04/08/2025,L,12,18,7,28.0,25.0,3,13.0,23.1,1,2.0,50.0,8,7,15,4,4,6,0,4,-8.0,GSW,GSW @ PHX,04/08/2025,W,12.0,26.0,9.0,20.0,45.0,2.0,7.0,28.6,6.0,6.0,100.0,3.0,12.0,15.0,7.0,7.0,3.0,2.0,2.0,8.0
CLE-CHI-04/08/2025,CLE,CLE vs. CHI,04/08/2025,W,12,30,12,24.0,50.0,3,11.0,27.3,3,3.0,100.0,4,5,9,6,6,5,0,6,-7.0,CHI,CHI @ CLE,04/08/2025,L,12.0,37.0,13.0,20.0,65.0,3.0,9.0,33.3,8.0,8.0,100.0,1.0,8.0,9.0,8.0,5.0,5.0,0.0,3.0,7.0
CHA-MEM-04/08/2025,CHA,CHA vs. MEM,04/08/2025,L,12,30,10,23.0,43.5,3,9.0,33.3,7,10.0,70.0,4,6,10,5,2,1,0,8,-4.0,MEM,MEM @ CHA,04/08/2025,W,12.0,34.0,8.0,18.0,44.4,4.0,13.0,30.8,14.0,14.0,100.0,1.0,11.0,12.0,3.0,3.0,2.0,0.0,5.0,4.0
ORL-ATL-04/08/2025,ORL,ORL vs. ATL,04/08/2025,W,12,26,10,20.0,50.0,5,11.0,45.5,1,4.0,25.0,1,6,7,8,1,2,2,4,-1.0,ATL,ATL @ ORL,04/08/2025,L,12.0,27.0,10.0,22.0,45.5,4.0,9.0,44.4,3.0,4.0,75.0,4.0,10.0,14.0,7.0,4.0,0.0,2.0,3.0,1.0
IND-WAS-04/08/2025,IND,IND vs. WAS,04/08/2025,W,12,24,7,24.0,29.2,3,11.0,27.3,7,9.0,77.8,6,8,14,4,3,0,1,3,-1.0,WAS,WAS @ IND,04/08/2025,L,12.0,25.0,8.0,18.0,44.4,5.0,12.0,41.7,4.0,5.0,80.0,0.0,9.0,9.0,5.0,4.0,0.0,3.0,7.0,1.0
DET-SAC-04/07/2025,DET,DET vs. SAC,04/07/2025,L,12,22,8,20.0,40.0,3,11.0,27.3,3,6.0,50.0,4,7,11,6,5,2,1,7,-13.0,SAC,SAC @ DET,04/07/2025,W,12.0,35.0,15.0,31.0,48.4,3.0,10.0,30.0,2.0,5.0,40.0,8.0,8.0,16.0,5.0,2.0,3.0,0.0,4.0,13.0
MIA-PHI-04/07/2025,MIA,MIA vs. PHI,04/07/2025,W,12,22,8,19.0,42.1,2,7.0,28.6,4,6.0,66.7,0,6,6,5,3,5,2,5,-8.0,PHI,PHI @ MIA,04/07/2025,L,12.0,30.0,8.0,22.0,36.4,6.0,11.0,54.5,8.0,9.0,88.9,6.0,11.0,17.0,4.0,6.0,1.0,3.0,4.0,8.0
CLE-SAC-04/06/2025,CLE,CLE vs. SAC,04/06/2025,L,12,22,8,17.0,47.1,2,8.0,25.0,4,6.0,66.7,2,4,6,6,5,2,1,7,-13.0,SAC,SAC @ CLE,04/06/2025,W,12.0,35.0,11.0,18.0,61.1,5.0,8.0,62.5,8.0,10.0,80.0,2.0,8.0,10.0,5.0,5.0,2.0,0.0,4.0,13.0
BOS-WAS-04/06/2025,BOS,BOS vs. WAS,04/06/2025,W,12,40,16,28.0,57.1,8,13.0,61.5,0,0.0,0.0,10,8,18,9,6,2,1,3,11.0,WAS,WAS @ BOS,04/06/2025,L,12.0,29.0,10.0,21.0,47.6,5.0,13.0,38.5,4.0,4.0,100.0,1.0,2.0,3.0,6.0,3.0,3.0,0.0,3.0,-11.0
NYK-PHX-04/06/2025,NYK,NYK vs. PHX,04/06/2025,W,12,34,13,21.0,61.9,6,9.0,66.7,2,2.0,100.0,5,5,10,5,3,2,1,3,7.0,PHX,PHX @ NYK,04/06/2025,L,12.0,27.0,12.0,22.0,54.5,2.0,6.0,33.3,1.0,1.0,100.0,4.0,1.0,5.0,5.0,3.0,2.0,1.0,2.0,-7.0
DEN-IND-04/06/2025,DEN,DEN vs. IND,04/06/2025,L,12,31,13,25.0,52.0,3,8.0,37.5,2,3.0,66.7,3,7,10,7,2,0,1,3,-6.0,IND,IND @ DEN,04/06/2025,W,12.0,37.0,14.0,24.0,58.3,6.0,13.0,46.2,3.0,3.0,100.0,2.0,10.0,12.0,9.0,2.0,2.0,4.0,3.0,6.0
GSW-HOU-04/06/2025,GSW,GSW vs. HOU,04/06/2025,L,12,26,9,22.0,40.9,4,12.0,33.3,4,5.0,80.0,6,7,13,5,5,0,0,6,-6.0,HOU,HOU @ GSW,04/06/2025,W,12.0,32.0,13.0,24.0,54.2,2.0,4.0,50.0,4.0,7.0,57.1,5.0,4.0,9.0,8.0,2.0,4.0,2.0,4.0,6.0
CHA-CHI-04/06/2025,CHA,CHA vs. CHI,04/06/2025,L,12,26,9,23.0,39.1,2,6.0,33.3,6,8.0,75.0,3,11,14,5,6,2,2,6,6.0,CHI,CHI @ CHA,04/06/2025,W,12.0,20.0,7.0,20.0,35.0,0.0,4.0,0.0,6.0,7.0,85.7,1.0,7.0,8.0,1.0,5.0,4.0,1.0,5.0,-6.0
ATL-UTA-04/06/2025,ATL,ATL vs. UTA,04/06/2025,W,12,38,12,21.0,57.1,5,9.0,55.6,9,9.0,100.0,3,6,9,12,7,1,1,8,-5.0,UTA,UTA @ ATL,04/06/2025,L,12.0,43.0,14.0,23.0,60.9,6.0,10.0,60.0,9.0,11.0,81.8,1.0,5.0,6.0,9.0,1.0,5.0,2.0,5.0,5.0
BKN-TOR-04/06/2025,BKN,BKN vs. TOR,04/06/2025,L,12,26,8,20.0,40.0,2,8.0,25.0,8,13.0,61.5,5,14,19,5,7,3,5,5,5.0,TOR,TOR @ BKN,04/06/2025,W,12.0,21.0,9.0,22.0,40.9,2.0,8.0,25.0,1.0,4.0,25.0,1.0,8.0,9.0,5.0,6.0,2.0,0.0,8.0,-5.0
OKC-LAL-04/06/2025,OKC,OKC vs. LAL,04/06/2025,L,12,21,9,24.0,37.5,3,11.0,27.3,0,0.0,0.0,0,10,10,3,0,1,2,6,-4.0,LAL,LAL @ OKC,04/06/2025,W,12.0,25.0,9.0,22.0,40.9,3.0,10.0,30.0,4.0,7.0,57.1,2.0,14.0,16.0,4.0,3.0,0.0,1.0,3.0,4.0
POR-SAS-04/06/2025,POR,POR vs. SAS,04/06/2025,W,12,32,11,20.0,55.0,4,8.0,50.0,6,8.0,75.0,2,8,10,8,3,2,2,4,2.0,SAS,SAS @ POR,04/06/2025,L,12.0,30.0,13.0,27.0,48.1,2.0,6.0,33.3,2.0,3.0,66.7,5.0,6.0,11.0,7.0,4.0,1.0,2.0,5.0,-2.0
NOP-MIL-04/06/2025,NOP,NOP vs. MIL,04/06/2025,L,12,25,9,22.0,40.9,5,12.0,41.7,2,2.0,100.0,1,7,8,8,4,3,1,4,2.0,MIL,MIL @ NOP,04/06/2025,W,12.0,23.0,8.0,20.0,40.0,4.0,12.0,33.3,3.0,6.0,50.0,4.0,9.0,13.0,4.0,4.0,3.0,1.0,3.0,-2.0
