KEY,(H)TEAM,(H)MATCH UP,(H)GAME DATE,(H)W/L,(H)MIN,(H)PTS,(H)FGM,(H)FGA,(H)FG%,(H)3PM,(H)3PA,(H)3P%,(H)FTM,(H)FTA,(H)FT%,(H)OREB,(H)DREB,(H)REB,(H)AST,(H)TOV,(H)STL,(H)BLK,(H)PF,(H)+/-,(A)TEAM,(A)MATCH UP,(A)GAME DATE,(A)W/L,(A)MIN,(A)PTS,(A)FGM,(A)FGA,(A)FG%,(A)3PM,(A)3PA,(A)3P%,(A)FTM,(A)FTA,(A)FT%,(A)OREB,(A)DREB,(A)REB,(A)AST,(A)TOV,(A)STL,(A)BLK,(A)PF,(A)+/-
POR-UTA-04/10/2022,POR,POR vs. UTA,04/10/2022,L,12,19,7,19,36.8,4,9,44.4,1,2,50.0,0,12,12,6,6,2,3,6,3,UTA,UTA @ POR,04/10/2022,W,12,16,5,26,19.2,0,14,0.0,6,8,75.0,4,10,14,4,3,4,1,3,-3
DAL-SAS-04/10/2022,DAL,DAL vs. SAS,04/10/2022,W,12,28,10,19,52.6,3,8,37.5,5,8,62.5,1,11,12,8,4,0,0,1,-1,SAS,SAS @ DAL,04/10/2022,L,12,29,12,27,44.4,3,10,30.0,2,2,100.0,3,9,12,6,1,4,0,5,1
NOP-GSW-04/10/2022,NOP,NOP vs. GSW,04/10/2022,L,12,26,10,26,38.5,1,12,8.3,5,6,83.3,7,9,16,3,3,1,0,3,-1,GSW,GSW @ NOP,04/10/2022,W,12,27,11,20,55.0,4,10,40.0,1,1,100.0,0,8,8,11,3,1,0,4,1
ORL-MIA-04/10/2022,ORL,ORL vs. MIA,04/10/2022,W,12,31,12,25,48.0,6,14,42.9,1,1,100.0,2,11,13,9,5,1,1,2,0,MIA,MIA @ ORL,04/10/2022,L,12,31,13,28,46.4,5,15,33.3,0,0,0.0,3,9,12,6,2,3,1,2,0
LAC-SAC-04/09/2022,LAC,LAC vs. SAC,04/09/2022,W,12,31,12,28,42.9,7,14,50.0,0,0,0.0,4,19,23,7,3,2,0,5,15,SAC,SAC @ LAC,04/09/2022,L,12,16,6,23,26.1,0,9,0.0,4,7,57.1,0,12,12,5,2,3,0,2,-15
PHI-IND-04/09/2022,PHI,PHI vs. IND,04/09/2022,W,12,37,12,22,54.5,2,7,28.6,11,13,84.6,4,7,11,7,2,4,1,6,14,IND,IND @ PHI,04/09/2022,L,12,23,7,20,35.0,4,9,44.4,5,7,71.4,1,5,6,6,5,0,2,8,-14
MEM-NOP-04/09/2022,MEM,MEM vs. NOP,04/09/2022,W,12,30,11,20,55.0,3,6,50.0,5,6,83.3,3,14,17,7,6,1,1,6,12,NOP,NOP @ MEM,04/09/2022,L,12,18,6,18,33.3,1,9,11.1,5,10,50.0,0,6,6,5,4,3,0,6,-12
SAS-GSW-04/09/2022,SAS,SAS vs. GSW,04/09/2022,L,12,21,8,20,40.0,2,7,28.6,3,4,75.0,1,9,10,5,4,3,2,4,-2,GSW,GSW @ SAS,04/09/2022,W,12,23,10,26,38.5,2,8,25.0,1,2,50.0,6,8,14,5,4,2,0,3,2
DAL-POR-04/08/2022,DAL,DAL vs. POR,04/08/2022,W,12,36,13,20,65.0,4,10,40.0,6,8,75.0,2,11,13,8,5,3,2,3,23,POR,POR @ DAL,04/08/2022,L,12,13,5,21,23.8,1,10,10.0,2,2,100.0,1,6,7,4,6,3,0,6,-23
DET-MIL-04/08/2022,DET,DET vs. MIL,04/08/2022,L,12,8,3,21,14.3,0,14,0.0,2,2,100.0,1,10,11,1,4,0,1,5,-22,MIL,MIL @ DET,04/08/2022,W,12,30,11,27,40.7,3,11,27.3,5,5,100.0,4,15,19,5,1,1,0,3,22
TOR-HOU-04/08/2022,TOR,TOR vs. HOU,04/08/2022,W,12,20,6,27,22.2,2,10,20.0,6,6,100.0,6,3,9,2,2,3,1,3,-16,HOU,HOU @ TOR,04/08/2022,L,12,36,15,23,65.2,4,9,44.4,2,2,100.0,3,12,15,5,4,1,1,3,16
BKN-CLE-04/08/2022,BKN,BKN vs. CLE,04/08/2022,W,12,34,13,23,56.5,4,8,50.0,4,4,100.0,2,9,11,10,2,3,1,5,15,CLE,CLE @ BKN,04/08/2022,L,12,19,8,20,40.0,0,7,0.0,3,4,75.0,3,5,8,3,4,1,1,5,-15
CHI-CHA-04/08/2022,CHI,CHI vs. CHA,04/08/2022,L,12,30,13,20,65.0,1,3,33.3,3,3,100.0,1,4,5,7,5,2,0,3,-9,CHA,CHA @ CHI,04/08/2022,W,12,39,15,20,75.0,5,8,62.5,4,4,100.0,1,5,6,11,3,4,0,3,9
WAS-NYK-04/08/2022,WAS,WAS vs. NYK,04/08/2022,L,12,31,13,21,61.9,3,6,50.0,2,2,100.0,1,14,15,10,4,0,0,5,8,NYK,NYK @ WAS,04/08/2022,W,12,23,9,25,36.0,2,9,22.2,3,4,75.0,2,7,9,6,1,1,1,2,-8
UTA-PHX-04/08/2022,UTA,UTA vs. PHX,04/08/2022,L,12,24,9,26,34.6,5,14,35.7,1,2,50.0,5,6,11,8,2,1,0,2,-6,PHX,PHX @ UTA,04/08/2022,W,12,30,14,23,60.9,1,3,33.3,1,1,100.0,2,12,14,6,2,2,1,3,6
MIA-ATL-04/08/2022,MIA,MIA vs. ATL,04/08/2022,W,12,24,9,19,47.4,4,8,50.0,2,2,100.0,1,11,12,4,6,2,0,3,2,ATL,ATL @ MIA,04/08/2022,L,12,22,10,23,43.5,0,8,0.0,2,3,66.7,3,9,12,4,3,5,0,2,-2
LAL-OKC-04/08/2022,LAL,LAL vs. OKC,04/08/2022,W,12,27,8,21,38.1,3,10,30.0,8,9,88.9,3,7,10,6,4,1,0,6,-1,OKC,OKC @ LAL,04/08/2022,L,12,28,10,18,55.6,3,7,42.9,5,6,83.3,2,10,12,6,5,2,2,7,1
MIL-BOS-04/07/2022,MIL,MIL vs. BOS,04/07/2022,W,12,36,16,29,55.2,2,10,20.0,2,2,100.0,2,9,11,10,1,5,2,4,7,BOS,BOS @ MIL,04/07/2022,L,12,29,10,23,43.5,6,12,50.0,3,4,75.0,2,11,13,9,6,1,2,2,-7
TOR-PHI-04/07/2022,TOR,TOR vs. PHI,04/07/2022,W,12,26,9,25,36.0,4,10,40.0,4,4,100.0,7,10,17,5,5,1,1,4,-7,PHI,PHI @ TOR,04/07/2022,L,12,33,11,20,55.0,7,9,77.8,4,5,80.0,0,6,6,8,2,4,1,4,7
MIN-SAS-04/07/2022,MIN,MIN vs. SAS,04/07/2022,W,12,30,11,25,44.0,5,15,33.3,3,5,60.0,3,5,8,5,5,3,1,8,-5,SAS,SAS @ MIN,04/07/2022,L,12,35,13,25,52.0,2,6,33.3,7,9,77.8,5,10,15,11,5,4,0,6,5
NOP-POR-04/07/2022,NOP,NOP vs. POR,04/07/2022,W,12,33,11,23,47.8,5,8,62.5,6,6,100.0,5,8,13,9,1,1,0,1,5,POR,POR @ NOP,04/07/2022,L,12,28,12,20,60.0,4,7,57.1,0,0,0.0,0,7,7,11,3,1,1,6,-5
GSW-LAL-04/07/2022,GSW,GSW vs. LAL,04/07/2022,W,12,27,10,19,52.6,5,10,50.0,2,2,100.0,0,9,9,7,6,3,0,8,-5,LAL,LAL @ GSW,04/07/2022,L,12,32,10,21,47.6,2,9,22.2,10,11,90.9,2,8,10,4,3,3,1,3,5
DEN-MEM-04/07/2022,DEN,DEN vs. MEM,04/07/2022,W,12,34,13,21,61.9,6,9,66.7,2,3,66.7,2,8,10,7,4,1,1,4,4,MEM,MEM @ DEN,04/07/2022,L,12,30,11,23,47.8,6,12,50.0,2,2,100.0,2,6,8,7,3,2,1,4,-4
CHA-ORL-04/07/2022,CHA,CHA vs. ORL,04/07/2022,W,12,30,12,23,52.2,1,9,11.1,5,7,71.4,2,9,11,6,2,2,2,4,2,ORL,ORL @ CHA,04/07/2022,L,12,28,11,23,47.8,3,8,37.5,3,4,75.0,1,10,11,6,4,1,1,5,-2
CHI-BOS-04/06/2022,CHI,CHI vs. BOS,04/06/2022,L,12,19,8,18,44.4,0,5,0.0,3,3,100.0,1,7,8,3,6,2,0,6,-13,BOS,BOS @ CHI,04/06/2022,W,12,32,12,21,57.1,3,9,33.3,5,6,83.3,2,9,11,9,2,4,1,3,13
UTA-OKC-04/06/2022,UTA,UTA vs. OKC,04/06/2022,W,12,41,14,24,58.3,2,8,25.0,11,14,78.6,7,7,14,7,1,1,4,3,10,OKC,OKC @ UTA,04/06/2022,L,12,31,11,22,50.0,5,9,55.6,4,4,100.0,2,3,5,8,2,1,1,7,-10
ATL-WAS-04/06/2022,ATL,ATL vs. WAS,04/06/2022,W,12,40,16,27,59.3,6,13,46.2,2,2,100.0,3,4,7,12,2,7,1,1,9,WAS,WAS @ ATL,04/06/2022,L,12,31,13,19,68.4,3,7,42.9,2,2,100.0,1,7,8,8,8,2,0,3,-9
NYK-BKN-04/06/2022,NYK,NYK vs. BKN,04/06/2022,L,12,29,11,26,42.3,5,13,38.5,2,4,50.0,4,12,16,9,2,1,1,2,4,BKN,BKN @ NYK,04/06/2022,W,12,25,11,25,44.0,3,11,27.3,0,1,0.0,1,8,9,7,2,2,2,3,-4
LAC-PHX-04/06/2022,LAC,LAC vs. PHX,04/06/2022,W,12,26,10,19,52.6,2,7,28.6,4,4,100.0,1,10,11,4,2,0,3,3,4,PHX,PHX @ LAC,04/06/2022,L,12,22,9,24,37.5,2,9,22.2,2,4,50.0,5,8,13,5,2,1,0,3,-4
DET-DAL-04/06/2022,DET,DET vs. DAL,04/06/2022,L,12,34,10,20,50.0,5,8,62.5,9,10,90.0,2,10,12,6,3,1,2,8,2,DAL,DAL @ DET,04/06/2022,W,12,32,11,24,45.8,3,11,27.3,7,10,70.0,4,8,12,7,2,2,0,7,-2
CHI-MIL-04/05/2022,CHI,CHI vs. MIL,04/05/2022,L,12,20,9,27,33.3,2,9,22.2,0,0,0.0,3,9,12,4,2,4,0,2,-6,MIL,MIL @ CHI,04/05/2022,W,12,26,11,21,52.4,2,9,22.2,2,2,100.0,1,15,16,8,5,1,1,2,6
BKN-HOU-04/05/2022,BKN,BKN vs. HOU,04/05/2022,W,12,30,10,21,47.6,5,11,45.5,5,6,83.3,1,11,12,7,5,2,1,4,5,HOU,HOU @ BKN,04/05/2022,L,12,25,11,26,42.3,2,12,16.7,1,2,50.0,4,9,13,3,4,4,2,5,-5
UTA-MEM-04/05/2022,UTA,UTA vs. MEM,04/05/2022,W,12,24,10,23,43.5,4,7,57.1,0,0,0.0,2,12,14,5,5,1,2,5,5,MEM,MEM @ UTA,04/05/2022,L,12,19,7,20,35.0,2,5,40.0,3,6,50.0,1,11,12,5,3,4,1,1,-5
TOR-ATL-04/05/2022,TOR,TOR vs. ATL,04/05/2022,W,12,27,10,26,38.5,0,8,0.0,7,10,70.0,4,10,14,5,2,1,0,1,-4,ATL,ATL @ TOR,04/05/2022,L,12,31,14,27,51.9,3,10,30.0,0,0,0.0,3,11,14,11,1,2,1,6,4
MIN-WAS-04/05/2022,MIN,MIN vs. WAS,04/05/2022,L,12,38,13,25,52.0,5,11,45.5,7,8,87.5,4,6,10,9,2,2,1,1,3,WAS,WAS @ MIN,04/05/2022,W,12,35,15,24,62.5,5,9,55.6,0,0,0.0,0,8,8,12,3,2,0,7,-3
MIA-CHA-04/05/2022,MIA,MIA vs. CHA,04/05/2022,W,12,29,9,21,42.9,5,9,55.6,6,6,100.0,3,8,11,7,4,2,0,2,-3,CHA,CHA @ MIA,04/05/2022,L,12,32,14,24,58.3,3,9,33.3,1,1,100.0,1,9,10,12,2,2,0,5,3
PHX-LAL-04/05/2022,PHX,PHX vs. LAL,04/05/2022,W,12,28,11,25,44.0,1,4,25.0,5,6,83.3,1,10,11,8,1,3,1,7,-3,LAL,LAL @ PHX,04/05/2022,L,12,31,9,21,42.9,4,12,33.3,9,10,90.0,2,14,16,6,4,0,2,6,3
IND-PHI-04/05/2022,IND,IND vs. PHI,04/05/2022,L,12,31,11,25,44.0,3,9,33.3,6,6,100.0,6,10,16,8,3,1,2,4,-2,PHI,PHI @ IND,04/05/2022,W,12,33,12,24,50.0,8,17,47.1,1,2,50.0,0,8,8,8,3,2,0,3,2
DEN-SAS-04/05/2022,DEN,DEN vs. SAS,04/05/2022,L,12,30,12,24,50.0,4,10,40.0,2,2,100.0,2,10,12,6,4,2,1,3,-2,SAS,SAS @ DEN,04/05/2022,W,12,32,13,24,54.2,3,4,75.0,3,4,75.0,1,9,10,8,2,3,1,3,2
OKC-POR-04/05/2022,OKC,OKC vs. POR,04/05/2022,W,12,29,11,18,61.1,2,5,40.0,5,6,83.3,2,8,10,4,6,4,4,5,2,POR,POR @ OKC,04/05/2022,L,12,27,9,20,45.0,2,4,50.0,7,9,77.8,2,3,5,6,5,4,2,6,-2
SAC-NOP-04/05/2022,SAC,SAC vs. NOP,04/05/2022,L,12,25,7,18,38.9,1,4,25.0,10,11,90.9,1,9,10,5,3,0,0,5,-2,NOP,NOP @ SAC,04/05/2022,W,12,27,11,23,47.8,0,7,0.0,5,6,83.3,3,10,13,7,3,2,1,8,2
ORL-CLE-04/05/2022,ORL,ORL vs. CLE,04/05/2022,W,12,35,14,26,53.8,7,11,63.6,0,0,0.0,2,7,9,11,1,3,1,4,-1,CLE,CLE @ ORL,04/05/2022,L,12,36,13,22,59.1,6,10,60.0,4,4,100.0,1,9,10,9,3,1,2,0,1
SAC-GSW-04/03/2022,SAC,SAC vs. GSW,04/03/2022,L,12,14,6,21,28.6,2,8,25.0,0,0,0.0,2,7,9,3,4,1,1,5,-14,GSW,GSW @ SAC,04/03/2022,W,12,28,9,20,45.0,7,11,63.6,3,6,50.0,3,11,14,6,2,3,1,4,14
BOS-WAS-04/03/2022,BOS,BOS vs. WAS,04/03/2022,W,12,35,14,24,58.3,6,10,60.0,1,1,100.0,2,9,11,8,2,1,1,5,13,WAS,WAS @ BOS,04/03/2022,L,12,22,9,22,40.9,1,5,20.0,3,3,100.0,2,7,9,5,3,2,0,3,-13
HOU-MIN-04/03/2022,HOU,HOU vs. MIN,04/03/2022,L,12,32,13,23,56.5,6,13,46.2,0,0,0.0,3,5,8,8,7,2,1,4,-10,MIN,MIN @ HOU,04/03/2022,W,12,42,18,25,72.0,5,10,50.0,1,3,33.3,2,7,9,12,3,4,0,2,10
ORL-NYK-04/03/2022,ORL,ORL vs. NYK,04/03/2022,L,12,20,7,25,28.0,2,10,20.0,4,6,66.7,3,13,16,3,2,1,2,5,-9,NYK,NYK @ ORL,04/03/2022,W,12,29,10,25,40.0,5,13,38.5,4,7,57.1,4,14,18,6,2,2,2,5,9
MIL-DAL-04/03/2022,MIL,MIL vs. DAL,04/03/2022,L,12,33,12,26,46.2,8,16,50.0,1,1,100.0,3,7,10,8,1,1,1,5,8,DAL,DAL @ MIL,04/03/2022,W,12,25,11,19,57.9,2,7,28.6,1,3,33.3,0,10,10,9,3,1,0,4,-8
OKC-PHX-04/03/2022,OKC,OKC vs. PHX,04/03/2022,W,12,20,7,18,38.9,3,11,27.3,3,3,100.0,1,11,12,4,5,1,0,5,-7,PHX,PHX @ OKC,04/03/2022,L,12,27,10,22,45.5,2,11,18.2,5,6,83.3,1,9,10,6,1,4,1,3,7
LAC-NOP-04/03/2022,LAC,LAC vs. NOP,04/03/2022,W,12,37,14,24,58.3,8,8,100.0,1,2,50.0,1,8,9,10,1,2,1,2,6,NOP,NOP @ LAC,04/03/2022,L,12,31,12,28,42.9,5,13,38.5,2,2,100.0,6,10,16,7,3,0,1,3,-6
TOR-MIA-04/03/2022,TOR,TOR vs. MIA,04/03/2022,L,12,34,11,24,45.8,4,9,44.4,8,10,80.0,4,9,13,3,4,2,0,2,6,MIA,MIA @ TOR,04/03/2022,W,12,28,11,23,47.8,3,9,33.3,3,3,100.0,2,7,9,8,3,2,1,5,-6
IND-DET-04/03/2022,IND,IND vs. DET,04/03/2022,L,12,34,13,23,56.5,3,6,50.0,5,5,100.0,2,10,12,9,5,3,4,4,-4,DET,DET @ IND,04/03/2022,W,12,38,13,27,48.1,10,13,76.9,2,3,66.7,3,6,9,10,4,3,1,3,4
LAL-DEN-04/03/2022,LAL,LAL vs. DEN,04/03/2022,L,12,28,12,23,52.2,1,6,16.7,3,4,75.0,1,8,9,11,4,3,1,5,4,DEN,DEN @ LAL,04/03/2022,W,12,24,9,18,50.0,0,6,0.0,6,7,85.7,2,9,11,5,7,3,0,4,-4
SAS-POR-04/03/2022,SAS,SAS vs. POR,04/03/2022,W,12,26,10,23,43.5,4,12,33.3,2,2,100.0,5,9,14,5,4,1,0,4,3,POR,POR @ SAS,04/03/2022,L,12,23,9,22,40.9,3,11,27.3,2,2,100.0,3,7,10,5,3,2,1,1,-3
CLE-PHI-04/03/2022,CLE,CLE vs. PHI,04/03/2022,L,12,23,9,19,47.4,1,5,20.0,4,8,50.0,2,11,13,5,5,4,0,5,2,PHI,PHI @ CLE,04/03/2022,W,12,21,5,19,26.3,3,11,27.3,8,9,88.9,1,10,11,3,6,2,4,5,-2
NYK-CLE-04/02/2022,NYK,NYK vs. CLE,04/02/2022,L,12,30,9,20,45.0,3,6,50.0,9,10,90.0,1,6,7,4,2,1,2,6,-9,CLE,CLE @ NYK,04/02/2022,W,12,39,13,21,61.9,5,5,100.0,8,10,80.0,2,7,9,6,1,1,0,6,9
GSW-UTA-04/02/2022,GSW,GSW vs. UTA,04/02/2022,W,12,23,10,23,43.5,3,9,33.3,0,0,0.0,3,10,13,8,3,0,3,5,-7,UTA,UTA @ GSW,04/02/2022,L,12,30,11,24,45.8,6,14,42.9,2,4,50.0,3,9,12,8,2,1,2,3,7
PHI-CHA-04/02/2022,PHI,PHI vs. CHA,04/02/2022,W,12,29,11,21,52.4,4,10,40.0,3,5,60.0,2,13,15,10,5,0,1,3,3,CHA,CHA @ PHI,04/02/2022,L,12,26,9,23,39.1,2,8,25.0,6,7,85.7,0,10,10,8,1,4,0,4,-3
ATL-BKN-04/02/2022,ATL,ATL vs. BKN,04/02/2022,W,12,28,9,22,40.9,2,10,20.0,8,14,57.1,2,10,12,7,0,2,1,4,-2,BKN,BKN @ ATL,04/02/2022,L,12,30,11,25,44.0,4,8,50.0,4,5,80.0,1,14,15,4,2,0,1,7,2
CHI-MIA-04/02/2022,CHI,CHI vs. MIA,04/02/2022,L,12,30,12,28,42.9,4,13,30.8,2,2,100.0,5,5,10,6,0,3,3,2,-1,MIA,MIA @ CHI,04/02/2022,W,12,31,14,22,63.6,2,5,40.0,1,1,100.0,1,10,11,9,4,0,1,2,1
HOU-SAC-04/01/2022,HOU,HOU vs. SAC,04/01/2022,L,12,41,14,23,60.9,6,11,54.5,7,9,77.8,3,12,15,10,3,1,2,4,15,SAC,SAC @ HOU,04/01/2022,W,12,26,11,25,44.0,2,7,28.6,2,4,50.0,2,6,8,6,2,2,1,7,-15
WAS-DAL-04/01/2022,WAS,WAS vs. DAL,04/01/2022,W,12,41,15,24,62.5,4,6,66.7,7,7,100.0,3,7,10,10,1,2,1,6,11,DAL,DAL @ WAS,04/01/2022,L,12,30,10,19,52.6,2,6,33.3,8,8,100.0,2,6,8,4,4,1,0,5,-11
MEM-PHX-04/01/2022,MEM,MEM vs. PHX,04/01/2022,W,12,34,15,31,48.4,3,7,42.9,1,3,33.3,8,7,15,10,1,3,1,4,11,PHX,PHX @ MEM,04/01/2022,L,12,23,9,19,47.4,0,4,0.0,5,6,83.3,0,8,8,6,5,1,0,4,-11
BOS-IND-04/01/2022,BOS,BOS vs. IND,04/01/2022,W,12,37,15,25,60.0,4,10,40.0,3,3,100.0,4,11,15,12,6,3,0,4,9,IND,IND @ BOS,04/01/2022,L,12,28,10,23,43.5,4,10,40.0,4,4,100.0,1,5,6,5,4,4,0,4,-9
ORL-TOR-04/01/2022,ORL,ORL vs. TOR,04/01/2022,L,12,23,9,18,50.0,4,9,44.4,1,1,100.0,2,5,7,7,7,3,1,2,-6,TOR,TOR @ ORL,04/01/2022,W,12,29,11,22,50.0,5,11,45.5,2,2,100.0,4,7,11,6,4,4,1,3,6
DEN-MIN-04/01/2022,DEN,DEN vs. MIN,04/01/2022,L,12,35,13,22,59.1,2,8,25.0,7,9,77.8,3,7,10,12,4,2,0,4,-5,MIN,MIN @ DEN,04/01/2022,W,12,40,14,22,63.6,6,11,54.5,6,6,100.0,0,7,7,10,2,3,0,6,5
SAS-POR-04/01/2022,SAS,SAS vs. POR,04/01/2022,W,12,34,13,19,68.4,3,7,42.9,5,6,83.3,2,7,9,10,5,2,1,4,5,POR,POR @ SAS,04/01/2022,L,12,29,12,23,52.2,3,6,50.0,2,3,66.7,3,5,8,9,4,4,0,5,-5
LAL-NOP-04/01/2022,LAL,LAL vs. NOP,04/01/2022,L,12,25,10,21,47.6,3,8,37.5,2,4,50.0,3,6,9,6,6,3,0,5,-5,NOP,NOP @ LAL,04/01/2022,W,12,30,10,19,52.6,5,9,55.6,5,6,83.3,1,6,7,6,4,5,0,3,5
MIL-LAC-04/01/2022,MIL,MIL vs. LAC,04/01/2022,L,12,30,13,25,52.0,3,8,37.5,1,2,50.0,4,6,10,9,1,0,1,6,-4,LAC,LAC @ MIL,04/01/2022,W,12,34,13,22,59.1,5,9,55.6,3,5,60.0,1,8,9,8,2,0,0,2,4
OKC-DET-04/01/2022,OKC,OKC vs. DET,04/01/2022,L,12,20,5,18,27.8,2,7,28.6,8,12,66.7,1,14,15,5,3,0,2,3,-1,DET,DET @ OKC,04/01/2022,W,12,21,8,26,30.8,3,13,23.1,2,2,100.0,3,12,15,5,3,2,2,7,1
CHI-LAC-03/31/2022,CHI,CHI vs. LAC,03/31/2022,W,12,22,9,22,40.9,2,8,25.0,2,3,66.7,2,6,8,5,3,2,1,2,-10,LAC,LAC @ CHI,03/31/2022,L,12,32,13,21,61.9,5,7,71.4,1,2,50.0,1,9,10,5,4,3,1,1,10
ATL-CLE-03/31/2022,ATL,ATL vs. CLE,03/31/2022,W,12,36,13,23,56.5,5,8,62.5,5,7,71.4,5,9,14,8,4,3,2,4,8,CLE,CLE @ ATL,03/31/2022,L,12,28,12,21,57.1,3,6,50.0,1,2,50.0,0,6,6,6,4,2,2,4,-8
BKN-MIL-03/31/2022,BKN,BKN vs. MIL,03/31/2022,L,12,30,13,23,56.5,4,7,57.1,0,0,0.0,1,12,13,9,5,1,2,3,7,MIL,MIL @ BKN,03/31/2022,W,12,23,9,23,39.1,3,12,25.0,2,2,100.0,2,9,11,3,4,3,1,2,-7
UTA-LAL-03/31/2022,UTA,UTA vs. LAL,03/31/2022,W,12,34,14,22,63.6,5,10,50.0,1,2,50.0,2,8,10,8,1,2,1,4,6,LAL,LAL @ UTA,03/31/2022,L,12,28,11,23,47.8,2,7,28.6,4,7,57.1,4,6,10,4,3,0,0,2,-6
DET-PHI-03/31/2022,DET,DET vs. PHI,03/31/2022,W,12,20,9,23,39.1,2,10,20.0,0,0,0.0,1,11,12,4,3,1,1,5,-5,PHI,PHI @ DET,03/31/2022,L,12,25,8,20,40.0,2,6,33.3,7,7,100.0,1,12,13,5,3,3,2,0,5
IND-DEN-03/30/2022,IND,IND vs. DEN,03/30/2022,L,12,15,6,24,25.0,2,9,22.2,1,2,50.0,5,5,10,3,4,1,0,5,-28,DEN,DEN @ IND,03/30/2022,W,12,43,17,25,68.0,7,12,58.3,2,2,100.0,2,13,15,14,1,3,2,2,28
OKC-ATL-03/30/2022,OKC,OKC vs. ATL,03/30/2022,L,12,24,9,24,37.5,3,10,30.0,3,4,75.0,4,4,8,8,3,3,0,5,-18,ATL,ATL @ OKC,03/30/2022,W,12,42,15,19,78.9,5,8,62.5,7,8,87.5,1,12,13,8,3,2,2,3,18
