TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
MIA,MIA @ DET,04/04/2023,W,12,38,13,16,81.3,2,5,40.0,10,10,100.0,0,7,7,6,1,2,0,5,12
MEM,MEM vs. POR,04/04/2023,W,12,23,8,22,36.4,4,14,28.6,3,5,60.0,4,11,15,5,2,1,1,1,9
ATL,ATL @ CHI,04/04/2023,W,12,33,14,22,63.6,2,5,40.0,3,4,75.0,2,10,12,7,5,2,3,4,8
MIN,MIN @ BKN,04/04/2023,W,12,30,9,17,52.9,3,6,50.0,9,11,81.8,1,10,11,3,2,2,3,5,6
WAS,WAS vs. MIL,04/04/2023,L,12,31,12,24,50.0,3,9,33.3,4,4,100.0,3,8,11,7,3,3,1,2,5
UTA,UTA vs. LAL,04/04/2023,L,12,31,10,20,50.0,4,8,50.0,7,8,87.5,1,8,9,7,4,2,0,9,4
BOS,BOS @ PHI,04/04/2023,L,12,34,12,22,54.5,6,12,50.0,4,9,44.4,4,4,8,8,1,1,2,5,3
SAC,SAC @ NOP,04/04/2023,W,12,25,9,20,45.0,4,11,36.4,3,3,100.0,4,9,13,8,6,1,0,7,2
CLE,CLE @ ORL,04/04/2023,W,12,24,9,19,47.4,3,5,60.0,3,3,100.0,2,9,11,4,6,0,3,5,2
TOR,TOR @ CHA,04/04/2023,W,12,26,7,16,43.8,4,6,66.7,8,10,80.0,1,8,9,5,4,2,2,6,1
PHX,PHX vs. SAS,04/04/2023,W,12,18,7,21,33.3,1,8,12.5,3,7,42.9,4,10,14,3,4,2,2,3,0
SAS,SAS @ PHX,04/04/2023,L,12,18,6,17,35.3,1,7,14.3,5,6,83.3,0,12,12,4,4,3,0,6,0
CHA,CHA vs. TOR,04/04/2023,L,12,25,10,24,41.7,1,7,14.3,4,5,80.0,3,8,11,6,3,1,0,6,-1
NOP,NOP vs. SAC,04/04/2023,L,12,23,9,22,40.9,2,4,50.0,3,3,100.0,2,5,7,5,3,4,0,3,-2
ORL,ORL vs. CLE,04/04/2023,L,12,22,9,24,37.5,2,6,33.3,2,3,66.7,4,7,11,4,3,3,1,4,-2
PHI,PHI vs. BOS,04/04/2023,W,12,31,11,16,68.8,5,6,83.3,4,5,80.0,0,5,5,9,6,0,0,9,-3
LAL,LAL @ UTA,04/04/2023,W,12,27,9,19,47.4,3,7,42.9,6,7,85.7,1,8,9,6,5,1,1,6,-4
MIL,MIL @ WAS,04/04/2023,W,12,26,11,20,55.0,3,8,37.5,1,3,33.3,0,9,9,5,6,3,2,4,-5
BKN,BKN vs. MIN,04/04/2023,L,12,24,10,23,43.5,3,11,27.3,1,3,33.3,2,7,9,4,2,0,4,7,-6
CHI,CHI vs. ATL,04/04/2023,L,12,25,10,23,43.5,1,7,14.3,4,5,80.0,2,6,8,2,3,3,1,5,-8
POR,POR @ MEM,04/04/2023,L,12,14,5,18,27.8,3,10,30.0,1,2,50.0,2,12,14,4,5,1,3,5,-9
DET,DET vs. MIA,04/04/2023,L,12,26,8,17,47.1,2,8,25.0,8,10,80.0,3,3,6,4,3,1,0,7,-12
OKC,OKC @ GSW,04/04/2023,L,12,19,6,22,27.3,1,7,14.3,6,7,85.7,3,3,6,2,4,0,0,7,-15
DEN,DEN @ HOU,04/04/2023,L,12,18,7,18,38.9,1,7,14.3,3,4,75.0,2,6,8,7,8,1,3,4,-20
UTA,UTA @ BKN,04/02/2023,L,12,42,12,21,57.1,4,7,57.1,14,15,93.3,2,8,10,9,0,1,1,6,16
CHI,CHI vs. MEM,04/02/2023,W,12,35,13,22,59.1,2,5,40.0,7,8,87.5,1,6,7,8,1,6,1,4,12
CLE,CLE vs. IND,04/02/2023,W,12,29,11,20,55.0,4,7,57.1,3,6,50.0,3,6,9,7,5,2,2,7,11
TOR,TOR @ CHA,04/02/2023,W,12,27,12,25,48.0,0,5,0.0,3,3,100.0,7,11,18,7,3,2,2,3,8
LAL,LAL @ HOU,04/02/2023,W,12,33,13,24,54.2,2,8,25.0,5,7,71.4,4,12,16,10,2,1,3,3,7
POR,POR @ MIN,04/02/2023,W,12,25,9,21,42.9,2,6,33.3,5,7,71.4,3,9,12,6,1,2,0,7,6
SAC,SAC vs. SAS,04/02/2023,L,12,31,12,22,54.5,2,7,28.6,5,6,83.3,2,7,9,3,1,1,2,2,4
ORL,ORL vs. DET,04/02/2023,W,12,37,12,19,63.2,4,8,50.0,9,11,81.8,1,5,6,9,3,1,1,9,3
DAL,DAL @ ATL,04/02/2023,L,12,32,10,15,66.7,2,3,66.7,10,15,66.7,2,4,6,6,4,0,1,1,3
NYK,NYK vs. WAS,04/02/2023,W,12,32,12,23,52.2,5,11,45.5,3,6,50.0,2,9,11,7,4,1,2,5,2
PHX,PHX @ OKC,04/02/2023,W,12,30,10,18,55.6,5,11,45.5,5,8,62.5,2,8,10,7,2,0,2,6,1
PHI,PHI @ MIL,04/02/2023,L,12,22,10,22,45.5,2,9,22.2,0,1,0.0,3,8,11,3,3,0,0,3,1
DEN,DEN vs. GSW,04/02/2023,W,12,23,10,21,47.6,2,6,33.3,1,3,33.3,2,7,9,7,4,3,4,2,0
GSW,GSW @ DEN,04/02/2023,L,12,23,10,27,37.0,2,12,16.7,1,1,100.0,8,8,16,8,5,2,0,5,0
OKC,OKC vs. PHX,04/02/2023,L,12,29,9,18,50.0,3,6,50.0,8,9,88.9,1,6,7,5,0,2,0,5,-1
MIL,MIL vs. PHI,04/02/2023,W,12,21,9,20,45.0,2,7,28.6,1,4,25.0,2,10,12,7,4,2,1,4,-1
WAS,WAS @ NYK,04/02/2023,L,12,30,11,20,55.0,3,8,37.5,5,7,71.4,0,9,9,9,2,3,2,5,-2
DET,DET @ ORL,04/02/2023,L,12,34,10,16,62.5,2,6,33.3,12,12,100.0,1,6,7,7,2,0,1,9,-3
ATL,ATL vs. DAL,04/02/2023,W,12,29,13,25,52.0,1,7,14.3,2,2,100.0,4,5,9,8,2,2,1,9,-3
SAS,SAS @ SAC,04/02/2023,W,12,27,11,21,52.4,3,8,37.5,2,2,100.0,2,6,8,5,4,1,0,4,-4
MIN,MIN vs. POR,04/02/2023,L,12,19,6,17,35.3,1,5,20.0,6,7,85.7,1,11,12,5,4,1,2,5,-6
HOU,HOU vs. LAL,04/02/2023,L,12,26,10,24,41.7,4,10,40.0,2,2,100.0,2,6,8,7,1,1,0,4,-7
CHA,CHA vs. TOR,04/02/2023,L,12,19,8,19,42.1,2,6,33.3,1,3,33.3,0,6,6,7,4,1,1,2,-8
IND,IND @ CLE,04/02/2023,L,12,18,6,17,35.3,0,5,0.0,6,6,100.0,4,6,10,1,8,1,0,10,-11
MEM,MEM @ CHI,04/02/2023,L,12,23,9,19,47.4,3,8,37.5,2,2,100.0,3,8,11,5,8,0,1,6,-12
BKN,BKN vs. UTA,04/02/2023,W,12,26,8,19,42.1,2,7,28.6,8,12,66.7,3,5,8,5,3,0,1,11,-16
NOP,NOP vs. LAC,04/01/2023,W,12,31,11,20,55.0,0,3,0.0,9,9,100.0,2,7,9,4,1,3,2,1,7
MIA,MIA vs. DAL,04/01/2023,W,12,27,9,20,45.0,3,9,33.3,6,8,75.0,3,7,10,4,3,1,0,2,1
DAL,DAL @ MIA,04/01/2023,L,12,26,10,18,55.6,3,7,42.9,3,4,75.0,0,8,8,5,2,0,1,6,-1
LAC,LAC @ NOP,04/01/2023,L,12,24,10,22,45.5,3,5,60.0,1,2,50.0,4,6,10,6,6,1,0,7,-7
ORL,ORL @ WAS,03/31/2023,W,12,31,9,15,60.0,2,5,40.0,11,14,78.6,1,10,11,5,3,0,6,5,18
CHI,CHI @ CHA,03/31/2023,W,12,31,13,24,54.2,3,6,50.0,2,3,66.7,3,8,11,8,2,5,1,6,17
GSW,GSW vs. SAS,03/31/2023,W,12,43,14,25,56.0,9,15,60.0,6,8,75.0,5,7,12,13,1,1,3,8,16
NYK,NYK @ CLE,03/31/2023,W,12,25,10,20,50.0,3,8,37.5,2,5,40.0,1,13,14,4,4,2,2,3,11
SAC,SAC @ POR,03/31/2023,W,12,34,14,19,73.7,4,7,57.1,2,3,66.7,1,5,6,10,3,4,1,4,9
IND,IND vs. OKC,03/31/2023,W,12,31,10,22,45.5,4,11,36.4,7,10,70.0,4,12,16,7,4,1,1,5,8
UTA,UTA @ BOS,03/31/2023,L,12,36,12,20,60.0,1,4,25.0,11,12,91.7,2,6,8,3,4,2,1,5,7
HOU,HOU vs. DET,03/31/2023,W,12,30,7,20,35.0,2,7,28.6,14,20,70.0,5,13,18,3,3,3,3,7,7
TOR,TOR @ PHI,03/31/2023,L,12,24,9,20,45.0,3,7,42.9,3,4,75.0,3,6,9,4,4,0,1,8,6
LAL,LAL @ MIN,03/31/2023,W,12,33,10,20,50.0,1,4,25.0,12,13,92.3,5,8,13,6,4,2,0,4,5
ATL,ATL @ BKN,03/31/2023,L,12,28,9,21,42.9,2,7,28.6,8,8,100.0,4,8,12,6,1,1,2,5,5
DEN,DEN @ PHX,03/31/2023,L,12,19,9,22,40.9,1,5,20.0,0,0,0.0,4,11,15,5,4,1,2,4,3
LAC,LAC @ MEM,03/31/2023,L,12,22,8,21,38.1,3,9,33.3,3,4,75.0,3,10,13,5,3,0,2,1,0
MEM,MEM vs. LAC,03/31/2023,W,12,22,9,22,40.9,3,7,42.9,1,1,100.0,3,9,12,5,4,0,1,4,0
PHX,PHX vs. DEN,03/31/2023,W,12,16,6,22,27.3,1,7,14.3,3,5,60.0,4,8,12,5,3,3,2,0,-3
MIN,MIN vs. LAL,03/31/2023,L,12,28,8,19,42.1,5,12,41.7,7,7,100.0,0,4,4,6,5,2,0,10,-5
BKN,BKN vs. ATL,03/31/2023,W,12,23,9,18,50.0,1,3,33.3,4,4,100.0,0,6,6,6,3,0,1,6,-5
PHI,PHI vs. TOR,03/31/2023,W,12,18,4,16,25.0,1,7,14.3,9,10,90.0,4,7,11,2,6,2,4,6,-6
BOS,BOS vs. UTA,03/31/2023,W,12,29,10,21,47.6,3,12,25.0,6,6,100.0,3,5,8,5,5,1,0,8,-7
DET,DET @ HOU,03/31/2023,L,12,23,7,21,33.3,2,11,18.2,7,11,63.6,3,8,11,4,3,1,3,10,-7
OKC,OKC @ IND,03/31/2023,L,12,23,6,21,28.6,2,9,22.2,9,10,90.0,4,8,12,4,4,0,0,8,-8
POR,POR vs. SAC,03/31/2023,L,12,25,9,19,47.4,5,10,50.0,2,2,100.0,2,5,7,7,8,2,0,4,-9
CLE,CLE vs. NYK,03/31/2023,L,12,14,5,19,26.3,2,8,25.0,2,2,100.0,0,9,9,5,3,2,2,5,-11
SAS,SAS @ GSW,03/31/2023,L,12,27,8,18,44.4,4,8,50.0,7,9,77.8,1,5,6,5,3,0,0,8,-16
CHA,CHA vs. CHI,03/31/2023,L,12,14,5,17,29.4,1,6,16.7,3,3,100.0,2,7,9,4,9,1,2,5,-17
WAS,WAS vs. ORL,03/31/2023,L,12,13,5,23,21.7,1,11,9.1,2,3,66.7,5,6,11,2,6,1,1,10,-18
NOP,NOP @ DEN,03/30/2023,W,12,25,8,17,47.1,3,7,42.9,6,9,66.7,1,9,10,5,3,4,0,8,7
BOS,BOS @ MIL,03/30/2023,W,12,26,8,18,44.4,5,12,41.7,5,8,62.5,1,10,11,6,4,1,0,6,1
MIL,MIL vs. BOS,03/30/2023,L,12,25,8,19,42.1,6,12,50.0,3,6,50.0,1,7,8,8,4,2,0,7,-1
DEN,DEN vs. NOP,03/30/2023,L,12,18,7,17,41.2,0,3,0.0,4,8,50.0,2,7,9,6,6,2,1,7,-7
SAC,SAC @ POR,03/29/2023,W,12,37,12,22,54.5,8,14,57.1,5,6,83.3,1,14,15,7,1,1,2,3,21
BKN,BKN vs. HOU,03/29/2023,W,12,37,12,18,66.7,9,11,81.8,4,4,100.0,0,7,7,11,2,1,1,6,10
PHI,PHI vs. DAL,03/29/2023,W,12,27,9,19,47.4,4,9,44.4,5,7,71.4,2,6,8,6,2,2,1,4,10
LAC,LAC @ MEM,03/29/2023,W,12,36,13,17,76.5,4,5,80.0,6,8,75.0,2,9,11,5,6,3,3,3,9
NYK,NYK vs. MIA,03/29/2023,W,12,25,9,16,56.3,2,4,50.0,5,7,71.4,1,9,10,5,1,2,0,3,9
UTA,UTA @ SAS,03/29/2023,W,12,35,13,22,59.1,4,8,50.0,5,5,100.0,3,7,10,6,5,3,2,3,6
DET,DET @ OKC,03/29/2023,L,12,26,9,15,60.0,6,8,75.0,2,4,50.0,0,5,5,6,6,0,0,6,3
LAL,LAL @ CHI,03/29/2023,W,12,36,14,22,63.6,2,5,40.0,6,8,75.0,3,6,9,6,2,3,2,6,2
MIL,MIL @ IND,03/29/2023,W,12,30,13,23,56.5,1,6,16.7,3,3,100.0,5,9,14,5,7,3,1,7,1
PHX,PHX vs. MIN,03/29/2023,W,12,26,9,22,40.9,2,5,40.0,6,7,85.7,3,8,11,5,2,3,2,3,0
MIN,MIN @ PHX,03/29/2023,L,12,26,11,24,45.8,3,10,30.0,1,3,33.3,6,10,16,8,5,2,2,7,0
IND,IND vs. MIL,03/29/2023,L,12,29,12,22,54.5,1,3,33.3,4,8,50.0,2,3,5,6,3,2,1,5,-1
CHI,CHI vs. LAL,03/29/2023,L,12,34,12,21,57.1,4,9,44.4,6,6,100.0,2,6,8,7,4,1,0,7,-2
OKC,OKC vs. DET,03/29/2023,W,12,23,9,18,50.0,1,3,33.3,4,5,80.0,2,5,7,4,7,2,2,6,-3
SAS,SAS vs. UTA,03/29/2023,L,12,29,12,24,50.0,2,7,28.6,3,3,100.0,3,5,8,10,5,3,1,4,-6
MEM,MEM vs. LAC,03/29/2023,L,12,27,10,21,47.6,4,8,50.0,3,4,75.0,2,4,6,6,4,1,1,6,-9
MIA,MIA @ NYK,03/29/2023,L,12,16,6,19,31.6,3,9,33.3,1,2,50.0,3,6,9,3,3,0,0,3,-9
HOU,HOU @ BKN,03/29/2023,L,12,27,10,23,43.5,1,8,12.5,6,9,66.7,8,5,13,3,2,2,1,4,-10
DAL,DAL @ PHI,03/29/2023,L,12,17,7,19,36.8,3,12,25.0,0,0,0.0,4,8,12,3,6,1,0,8,-10
POR,POR vs. SAC,03/29/2023,L,12,16,5,23,21.7,2,12,16.7,4,5,80.0,4,9,13,3,4,0,1,3,-21
GSW,GSW vs. NOP,03/28/2023,W,12,35,14,20,70.0,4,8,50.0,3,5,60.0,1,8,9,12,1,1,0,2,15
CHA,CHA @ OKC,03/28/2023,W,12,44,16,27,59.3,5,10,50.0,7,8,87.5,5,9,14,8,3,0,3,7,9
ORL,ORL @ MEM,03/28/2023,L,12,35,14,32,43.8,4,14,28.6,3,3,100.0,2,10,12,7,2,3,3,9,9
CLE,CLE @ ATL,03/28/2023,L,12,34,11,22,50.0,4,8,50.0,8,10,80.0,4,8,12,6,2,0,4,6,8
MIA,MIA @ TOR,03/28/2023,L,12,25,9,21,42.9,2,9,22.2,5,6,83.3,6,8,14,6,3,0,0,0,3
BOS,BOS @ WAS,03/28/2023,L,12,33,13,21,61.9,3,10,30.0,4,5,80.0,3,7,10,8,4,1,0,2,2
WAS,WAS vs. BOS,03/28/2023,W,12,31,13,22,59.1,2,7,28.6,3,3,100.0,1,5,6,5,4,4,0,6,-2
TOR,TOR vs. MIA,03/28/2023,W,12,22,9,20,45.0,4,10,40.0,0,0,0.0,2,5,7,9,2,3,1,4,-3
ATL,ATL vs. CLE,03/28/2023,W,12,26,10,25,40.0,2,4,50.0,4,6,66.7,6,6,12,6,4,1,2,6,-8
OKC,OKC vs. CHA,03/28/2023,L,12,35,12,23,52.2,4,6,66.7,7,11,63.6,1,6,7,7,2,1,1,7,-9
