TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
CHI,CHI @ MIA,03/08/2025,W,12,36,13,22,59.1,3,11,27.3,7,8,87.5,3,12,15,8,3,4,2,3,16
MIL,MIL vs. ORL,03/08/2025,L,12,33,11,22,50.0,4,9,44.4,7,7,100.0,1,8,9,7,0,3,1,3,12
LAL,LAL @ BOS,03/08/2025,L,12,34,13,20,65.0,5,10,50.0,3,4,75.0,1,8,9,5,2,1,0,6,10
CHA,CHA vs. BKN,03/08/2025,W,12,29,11,21,52.4,3,9,33.3,4,4,100.0,4,9,13,8,4,3,1,2,9
GSW,GSW vs. DET,03/08/2025,W,12,31,10,24,41.7,4,13,30.8,7,9,77.8,4,9,13,6,4,4,0,8,8
IND,IND @ ATL,03/08/2025,L,12,30,12,20,60.0,3,6,50.0,3,4,75.0,0,8,8,7,4,3,1,8,5
TOR,TOR vs. WAS,03/08/2025,L,12,28,10,22,45.5,1,5,20.0,7,9,77.8,6,8,14,7,4,3,1,0,5
HOU,HOU vs. NOP,03/08/2025,W,12,37,10,21,47.6,3,8,37.5,14,14,100.0,2,9,11,7,3,3,3,5,3
NOP,NOP @ HOU,03/08/2025,L,12,34,13,27,48.1,3,9,33.3,5,9,55.6,6,6,12,8,4,2,0,8,-3
ATL,ATL vs. IND,03/08/2025,W,12,25,8,25,32.0,1,10,10.0,8,9,88.9,6,6,12,5,3,1,2,5,-5
WAS,WAS @ TOR,03/08/2025,W,12,23,10,24,41.7,3,10,30.0,0,0,0.0,4,4,8,6,4,3,2,6,-5
DET,DET @ GSW,03/08/2025,L,12,23,7,15,46.7,1,4,25.0,8,12,66.7,2,8,10,2,6,3,1,7,-8
BKN,BKN @ CHA,03/08/2025,L,12,20,7,19,36.8,4,12,33.3,2,2,100.0,2,5,7,4,6,3,2,6,-9
BOS,BOS vs. LAL,03/08/2025,W,12,24,7,17,41.2,2,7,28.6,8,9,88.9,3,6,9,3,3,1,0,5,-10
ORL,ORL @ MIL,03/08/2025,W,12,21,8,18,44.4,3,8,37.5,2,2,100.0,1,8,9,2,4,0,2,6,-12
MIA,MIA vs. CHI,03/08/2025,L,12,20,9,23,39.1,1,11,9.1,1,1,100.0,0,6,6,2,4,2,0,5,-16
MEM,MEM @ DAL,03/07/2025,W,12,33,15,25,60.0,2,4,50.0,1,1,100.0,4,12,16,6,4,3,1,6,16
PHX,PHX @ DEN,03/07/2025,L,12,34,9,17,52.9,5,10,50.0,11,14,78.6,1,11,12,6,2,2,1,4,11
OKC,OKC vs. POR,03/07/2025,W,12,27,10,18,55.6,5,8,62.5,2,2,100.0,1,10,11,5,6,4,3,5,11
LAC,LAC vs. NYK,03/07/2025,W,12,26,9,21,42.9,2,5,40.0,6,8,75.0,3,10,13,4,1,2,1,4,9
UTA,UTA @ TOR,03/07/2025,L,12,31,11,18,61.1,1,5,20.0,8,12,66.7,2,7,9,5,4,1,3,1,5
CHA,CHA vs. CLE,03/07/2025,L,12,34,12,25,48.0,4,10,40.0,6,8,75.0,5,7,12,7,2,0,1,13,3
MIN,MIN @ MIA,03/07/2025,W,12,26,9,17,52.9,4,9,44.4,4,8,50.0,2,10,12,7,4,1,0,5,2
SAS,SAS @ SAC,03/07/2025,L,12,33,11,18,61.1,6,11,54.5,5,8,62.5,0,8,8,10,1,1,3,6,1
SAC,SAC vs. SAS,03/07/2025,W,12,32,12,25,48.0,3,9,33.3,5,7,71.4,3,5,8,7,1,1,0,6,-1
MIA,MIA vs. MIN,03/07/2025,L,12,24,10,21,47.6,3,8,37.5,1,3,33.3,1,7,8,6,2,2,1,7,-2
CLE,CLE @ CHA,03/07/2025,W,12,31,6,17,35.3,2,9,22.2,17,20,85.0,4,7,11,2,2,2,2,7,-3
TOR,TOR vs. UTA,03/07/2025,W,12,26,10,22,45.5,4,8,50.0,2,2,100.0,3,4,7,8,5,2,0,9,-5
NYK,NYK @ LAC,03/07/2025,L,12,17,8,23,34.8,0,7,0.0,1,1,100.0,3,11,14,6,5,0,0,6,-9
DEN,DEN vs. PHX,03/07/2025,W,12,23,9,24,37.5,4,9,44.4,1,2,50.0,3,8,11,6,2,1,1,8,-11
POR,POR @ OKC,03/07/2025,L,12,16,5,22,22.7,0,6,0.0,6,6,100.0,4,5,9,2,5,3,1,3,-11
DAL,DAL vs. MEM,03/07/2025,L,12,17,5,21,23.8,3,12,25.0,4,6,66.7,4,4,8,4,3,2,3,1,-16
ATL,ATL vs. IND,03/06/2025,W,12,38,12,18,66.7,4,8,50.0,10,11,90.9,1,10,11,10,3,1,0,3,14
LAL,LAL vs. NYK,03/06/2025,W,12,23,9,23,39.1,5,11,45.5,0,0,0.0,4,6,10,7,4,1,1,5,8
CHI,CHI @ ORL,03/06/2025,W,12,29,12,25,48.0,3,13,23.1,2,2,100.0,3,10,13,8,3,2,2,9,7
GSW,GSW @ BKN,03/06/2025,W,12,35,9,19,47.4,2,9,22.2,15,15,100.0,4,8,12,6,3,1,1,5,5
NOP,NOP vs. HOU,03/06/2025,L,12,23,7,24,29.2,2,4,50.0,7,10,70.0,6,8,14,3,2,1,1,3,3
PHI,PHI @ BOS,03/06/2025,L,12,26,11,29,37.9,3,13,23.1,1,1,100.0,6,8,14,8,1,1,3,3,0
BOS,BOS vs. PHI,03/06/2025,W,12,26,10,20,50.0,3,10,30.0,3,3,100.0,1,10,11,7,3,0,0,4,0
HOU,HOU @ NOP,03/06/2025,W,12,20,9,20,45.0,1,7,14.3,1,2,50.0,3,7,10,5,4,1,3,8,-3
BKN,BKN vs. GSW,03/06/2025,L,12,30,12,24,50.0,2,6,33.3,4,5,80.0,3,4,7,8,2,2,2,9,-5
ORL,ORL vs. CHI,03/06/2025,L,12,22,4,14,28.6,1,5,20.0,13,15,86.7,1,6,7,2,4,1,1,3,-7
NYK,NYK @ LAL,03/06/2025,L,12,15,5,14,35.7,1,6,16.7,4,5,80.0,1,7,8,3,5,3,0,3,-8
IND,IND @ ATL,03/06/2025,L,12,24,10,22,45.5,2,10,20.0,2,2,100.0,1,6,7,4,3,1,0,8,-14
DEN,DEN vs. SAC,03/05/2025,W,12,32,10,20,50.0,3,6,50.0,9,13,69.2,3,12,15,8,2,3,1,5,15
POR,POR @ BOS,03/05/2025,L,12,36,13,21,61.9,5,9,55.6,5,6,83.3,1,8,9,4,1,0,0,4,10
LAC,LAC vs. DET,03/05/2025,W,12,32,11,23,47.8,3,7,42.9,7,9,77.8,4,6,10,3,0,3,1,2,6
OKC,OKC @ MEM,03/05/2025,W,12,29,12,19,63.2,5,9,55.6,0,0,0.0,0,7,7,6,5,3,1,6,4
MIL,MIL vs. DAL,03/05/2025,W,12,31,12,24,50.0,4,10,40.0,3,4,75.0,2,11,13,8,4,3,1,1,3
UTA,UTA @ WAS,03/05/2025,L,12,31,11,24,45.8,4,10,40.0,5,7,71.4,4,9,13,4,3,3,1,7,2
MIN,MIN @ CHA,03/05/2025,W,12,28,7,20,35.0,4,8,50.0,10,15,66.7,4,11,15,4,2,1,1,2,1
CLE,CLE vs. MIA,03/05/2025,W,12,26,9,16,56.3,4,7,57.1,4,4,100.0,1,5,6,9,4,0,0,4,1
CHA,CHA vs. MIN,03/05/2025,L,12,27,11,32,34.4,2,16,12.5,3,3,100.0,9,12,21,5,1,0,1,9,-1
MIA,MIA @ CLE,03/05/2025,L,12,25,8,16,50.0,3,8,37.5,6,6,100.0,3,5,8,7,5,0,0,4,-1
WAS,WAS vs. UTA,03/05/2025,W,12,29,10,23,43.5,3,10,30.0,6,9,66.7,6,9,15,6,3,1,3,4,-2
DAL,DAL @ MIL,03/05/2025,L,12,28,12,24,50.0,4,8,50.0,0,0,0.0,1,7,8,8,3,3,2,2,-3
MEM,MEM vs. OKC,03/05/2025,L,12,25,9,19,47.4,2,5,40.0,5,6,83.3,1,5,6,6,4,4,0,3,-4
DET,DET @ LAC,03/05/2025,L,12,26,10,19,52.6,6,11,54.5,0,0,0.0,0,8,8,5,6,0,1,9,-6
BOS,BOS vs. POR,03/05/2025,W,12,26,10,24,41.7,2,12,16.7,4,4,100.0,5,5,10,2,1,1,4,4,-10
SAC,SAC @ DEN,03/05/2025,L,12,17,6,20,30.0,2,8,25.0,3,4,75.0,2,8,10,1,4,0,0,7,-15
PHX,PHX vs. LAC,03/04/2025,W,12,43,13,19,68.4,6,9,66.7,11,14,78.6,2,9,11,9,0,2,1,7,21
CLE,CLE @ CHI,03/04/2025,W,12,43,16,24,66.7,6,12,50.0,5,6,83.3,3,9,12,13,2,1,0,1,20
MIN,MIN vs. PHI,03/04/2025,W,12,43,17,21,81.0,7,9,77.8,2,2,100.0,0,4,4,13,1,3,0,8,11
GSW,GSW @ NYK,03/04/2025,W,12,32,11,16,68.8,4,5,80.0,6,9,66.7,1,13,14,10,5,3,1,5,11
MIL,MIL @ ATL,03/04/2025,W,12,35,13,24,54.2,2,7,28.6,7,10,70.0,3,9,12,4,2,1,0,3,9
ORL,ORL vs. TOR,03/04/2025,L,12,40,15,21,71.4,6,9,66.7,4,4,100.0,1,7,8,8,2,1,2,7,6
IND,IND vs. HOU,03/04/2025,W,12,25,9,21,42.9,4,12,33.3,3,3,100.0,1,7,8,7,4,3,2,6,6
BKN,BKN @ SAS,03/04/2025,L,12,33,12,22,54.5,7,17,41.2,2,2,100.0,3,8,11,8,2,0,0,4,5
LAL,LAL vs. NOP,03/04/2025,W,12,34,14,23,60.9,4,10,40.0,2,2,100.0,7,6,13,5,4,0,0,2,3
NOP,NOP @ LAL,03/04/2025,L,12,31,13,21,61.9,3,9,33.3,2,2,100.0,2,2,4,7,1,0,1,2,-3
SAS,SAS vs. BKN,03/04/2025,W,12,28,12,24,50.0,4,11,36.4,0,0,0.0,3,6,9,6,2,2,0,3,-5
TOR,TOR @ ORL,03/04/2025,W,12,34,12,21,57.1,4,8,50.0,6,10,60.0,2,3,5,8,1,2,2,5,-6
HOU,HOU @ IND,03/04/2025,L,12,19,7,24,29.2,2,8,25.0,3,8,37.5,9,9,18,5,5,1,0,5,-6
ATL,ATL vs. MIL,03/04/2025,L,12,26,10,22,45.5,3,9,33.3,3,4,75.0,2,9,11,8,4,2,3,7,-9
PHI,PHI @ MIN,03/04/2025,L,12,32,10,16,62.5,3,5,60.0,9,11,81.8,3,2,5,7,4,1,0,2,-11
NYK,NYK vs. GSW,03/04/2025,L,12,21,7,23,30.4,3,12,25.0,4,5,80.0,3,5,8,6,4,2,0,6,-11
CHI,CHI vs. CLE,03/04/2025,L,12,23,10,24,41.7,1,10,10.0,2,2,100.0,3,6,9,7,3,1,2,5,-20
LAC,LAC @ PHX,03/04/2025,L,12,22,6,20,30.0,1,7,14.3,9,11,81.8,4,4,8,4,2,0,1,8,-21
GSW,GSW @ CHA,03/03/2025,W,12,33,12,22,54.5,6,11,54.5,3,3,100.0,4,10,14,10,2,0,0,8,9
ATL,ATL @ MEM,03/03/2025,W,12,31,14,21,66.7,3,5,60.0,0,0,0.0,1,3,4,9,2,2,1,4,8
DET,DET @ UTA,03/03/2025,W,12,36,14,22,63.6,3,9,33.3,5,5,100.0,1,10,11,8,5,6,3,5,7
POR,POR @ PHI,03/03/2025,W,12,28,12,21,57.1,1,8,12.5,3,3,100.0,3,9,12,6,3,2,3,4,7
HOU,HOU @ OKC,03/03/2025,L,12,39,14,26,53.8,5,8,62.5,6,7,85.7,4,8,12,4,3,3,2,5,4
DAL,DAL vs. SAC,03/03/2025,L,12,32,11,19,57.9,3,9,33.3,7,7,100.0,2,6,8,9,1,2,0,1,4
MIA,MIA vs. WAS,03/03/2025,W,12,25,8,17,47.1,2,8,25.0,7,9,77.8,2,6,8,7,3,4,0,8,3
WAS,WAS @ MIA,03/03/2025,L,12,22,6,16,37.5,1,6,16.7,9,11,81.8,2,7,9,4,4,2,0,6,-3
OKC,OKC vs. HOU,03/03/2025,W,12,35,11,25,44.0,5,12,41.7,8,8,100.0,5,8,13,8,5,2,0,6,-4
SAC,SAC @ DAL,03/03/2025,W,12,28,12,20,60.0,4,9,44.4,0,0,0.0,2,3,5,10,3,1,0,4,-4
UTA,UTA vs. DET,03/03/2025,L,12,29,11,23,47.8,3,10,30.0,4,5,80.0,0,5,5,9,7,3,0,5,-7
PHI,PHI vs. POR,03/03/2025,L,12,21,8,20,40.0,2,6,33.3,3,4,75.0,3,5,8,4,2,0,1,3,-7
MEM,MEM vs. ATL,03/03/2025,L,12,23,10,19,52.6,2,5,40.0,1,1,100.0,4,6,10,9,6,1,1,2,-8
CHA,CHA vs. GSW,03/03/2025,L,12,24,7,16,43.8,2,8,25.0,8,12,66.7,0,6,6,5,1,0,0,4,-9
IND,IND vs. CHI,03/02/2025,W,12,32,11,19,57.9,3,7,42.9,7,8,87.5,1,10,11,9,3,0,2,6,12
CLE,CLE vs. POR,03/02/2025,W,12,40,13,20,65.0,5,10,50.0,9,13,69.2,2,7,9,6,1,1,1,6,10
NOP,NOP @ UTA,03/02/2025,W,12,37,13,25,52.0,6,11,54.5,5,9,55.6,5,10,15,10,2,2,2,5,7
MIN,MIN @ PHX,03/02/2025,W,12,33,12,26,46.2,4,14,28.6,5,7,71.4,2,2,4,6,0,6,1,3,7
ORL,ORL vs. TOR,03/02/2025,L,12,30,9,16,56.3,4,6,66.7,8,9,88.9,2,6,8,4,6,1,1,6,7
OKC,OKC @ SAS,03/02/2025,W,12,38,15,23,65.2,4,8,50.0,4,4,100.0,1,8,9,9,1,1,1,5,6
LAC,LAC @ LAL,03/02/2025,L,12,25,10,22,45.5,2,10,20.0,3,4,75.0,4,9,13,7,1,2,1,7,6
NYK,NYK @ MIA,03/02/2025,W,12,24,10,18,55.6,2,8,25.0,2,3,66.7,1,10,11,4,4,1,3,5,6
BOS,BOS vs. DEN,03/02/2025,W,12,27,9,18,50.0,2,7,28.6,7,8,87.5,1,8,9,6,3,3,2,4,1
DEN,DEN @ BOS,03/02/2025,L,12,26,11,21,52.4,4,8,50.0,0,1,0.0,1,8,9,6,5,3,0,6,-1
SAS,SAS vs. OKC,03/02/2025,L,12,32,12,22,54.5,2,9,22.2,6,6,100.0,1,7,8,7,3,0,1,3,-6
LAL,LAL vs. LAC,03/02/2025,W,12,19,4,20,20.0,2,10,20.0,9,11,81.8,7,6,13,2,2,1,1,3,-6
MIA,MIA vs. NYK,03/02/2025,L,12,18,7,16,43.8,1,5,20.0,3,8,37.5,0,6,6,5,3,2,0,4,-6
UTA,UTA vs. NOP,03/02/2025,L,12,30,10,25,40.0,5,13,38.5,5,5,100.0,3,5,8,7,3,1,2,6,-7
PHX,PHX vs. MIN,03/02/2025,L,12,26,11,18,61.1,2,8,25.0,2,4,50.0,3,12,15,7,7,0,0,6,-7
TOR,TOR @ ORL,03/02/2025,W,12,23,9,19,47.4,0,4,0.0,5,7,71.4,3,5,8,4,7,2,0,7,-7
POR,POR @ CLE,03/02/2025,L,12,30,11,22,50.0,2,5,40.0,6,6,100.0,3,6,9,6,2,0,0,10,-10
CHI,CHI @ IND,03/02/2025,L,12,20,8,24,33.3,0,6,0.0,4,6,66.7,5,4,9,7,2,1,1,7,-12
DET,DET vs. BKN,03/01/2025,W,12,34,11,14,78.6,2,3,66.7,10,11,90.9,0,12,12,8,8,0,2,10,15
DAL,DAL vs. MIL,03/01/2025,L,12,38,13,23,56.5,5,12,41.7,7,7,100.0,3,6,9,9,2,2,0,5,7
WAS,WAS @ CHA,03/01/2025,W,12,29,10,20,50.0,3,10,30.0,6,7,85.7,3,8,11,8,3,2,3,0,4
SAC,SAC @ HOU,03/01/2025,W,12,24,8,19,42.1,1,4,25.0,7,7,100.0,5,7,12,2,6,6,1,6,3
MEM,MEM vs. SAS,03/01/2025,L,12,32,13,25,52.0,5,13,38.5,1,1,100.0,1,6,7,8,2,1,3,5,1
PHI,PHI vs. GSW,03/01/2025,W,12,30,10,20,50.0,6,11,54.5,4,6,66.7,1,8,9,8,4,1,0,4,1
SAS,SAS @ MEM,03/01/2025,W,12,31,10,20,50.0,2,4,50.0,9,12,75.0,3,7,10,6,3,1,1,3,-1
GSW,GSW @ PHI,03/01/2025,L,12,29,13,25,52.0,0,8,0.0,3,4,75.0,4,8,12,9,2,3,0,3,-1
HOU,HOU vs. SAC,03/01/2025,L,12,21,7,18,38.9,4,10,40.0,3,5,60.0,4,6,10,3,7,3,1,4,-3
CHA,CHA vs. WAS,03/01/2025,L,12,25,11,24,45.8,2,8,25.0,1,1,100.0,4,6,10,9,3,2,1,6,-4
MIL,MIL @ DAL,03/01/2025,W,12,31,11,21,52.4,3,9,33.3,6,7,85.7,3,7,10,8,3,0,1,5,-7
BKN,BKN @ DET,03/01/2025,L,12,19,4,19,21.1,0,7,0.0,11,13,84.6,1,4,5,2,3,3,0,11,-15
POR,POR @ BKN,02/28/2025,W,12,30,10,18,55.6,3,9,33.3,7,11,63.6,2,12,14,8,8,2,3,5,10
CLE,CLE @ BOS,02/28/2025,W,12,28,10,26,38.5,4,11,36.4,4,5,80.0,7,10,17,5,1,0,2,2,10
CHI,CHI vs. TOR,02/28/2025,W,12,29,10,20,50.0,3,11,27.3,6,8,75.0,0,4,4,8,2,2,0,3,9
ATL,ATL vs. OKC,02/28/2025,L,12,35,13,21,61.9,3,8,37.5,6,7,85.7,1,10,11,8,4,2,0,6,8
NYK,NYK @ MEM,02/28/2025,W,12,32,12,25,48.0,6,11,54.5,2,3,66.7,2,6,8,10,1,4,0,3,7
NOP,NOP @ PHX,02/28/2025,L,12,38,15,18,83.3,6,6,100.0,2,5,40.0,0,7,7,10,3,3,0,4,5
DET,DET vs. DEN,02/28/2025,L,12,32,13,22,59.1,3,7,42.9,3,3,100.0,3,6,9,9,5,6,0,5,5
LAC,LAC @ LAL,02/28/2025,L,12,25,9,22,40.9,2,9,22.2,5,8,62.5,5,8,13,5,5,3,0,2,2
MIN,MIN @ UTA,02/28/2025,L,12,24,10,25,40.0,3,13,23.1,1,2,50.0,3,7,10,5,2,7,0,8,1
MIA,MIA vs. IND,02/28/2025,W,12,28,11,19,57.9,4,8,50.0,2,2,100.0,1,8,9,9,3,1,0,3,0
IND,IND @ MIA,02/28/2025,L,12,28,11,20,55.0,6,11,54.5,0,0,0.0,0,7,7,8,2,2,1,4,0
UTA,UTA vs. MIN,02/28/2025,W,12,23,9,20,45.0,1,5,20.0,4,8,50.0,6,12,18,7,8,0,1,3,-1
LAL,LAL vs. LAC,02/28/2025,W,12,23,9,19,47.4,3,10,30.0,2,2,100.0,1,7,8,4,5,4,0,5,-2
PHX,PHX vs. NOP,02/28/2025,W,12,33,11,17,64.7,7,11,63.6,4,6,66.7,0,5,5,5,4,1,0,5,-5
DEN,DEN @ DET,02/28/2025,W,12,27,10,17,58.8,3,6,50.0,4,6,66.7,2,6,8,5,8,3,1,5,-5
MEM,MEM vs. NYK,02/28/2025,L,12,25,10,18,55.6,0,3,0.0,5,5,100.0,2,9,11,5,6,0,2,4,-7
OKC,OKC @ ATL,02/28/2025,W,12,27,9,24,37.5,2,11,18.2,7,8,87.5,5,7,12,4,4,2,0,4,-8
TOR,TOR @ CHI,02/28/2025,L,12,20,8,21,38.1,1,8,12.5,3,4,75.0,4,5,9,5,6,1,0,7,-9
BKN,BKN vs. POR,02/28/2025,L,12,20,6,22,27.3,2,7,28.6,6,6,100.0,2,6,8,5,4,4,0,7,-10
BOS,BOS vs. CLE,02/28/2025,L,12,18,7,20,35.0,1,5,20.0,3,4,75.0,4,4,8,4,2,0,2,5,-10
NOP,NOP @ PHX,02/27/2025,W,12,36,15,25,60.0,4,12,33.3,2,4,50.0,4,6,10,8,2,3,4,5,11
MIL,MIL vs. DEN,02/27/2025,W,12,37,11,19,57.9,4,6,66.7,11,13,84.6,1,7,8,6,1,2,0,5,6
MIN,MIN @ LAL,02/27/2025,L,12,29,10,20,50.0,2,6,33.3,7,10,70.0,2,12,14,8,3,2,1,12,2
DAL,DAL vs. CHA,02/27/2025,W,12,30,12,23,52.2,2,7,28.6,4,7,57.1,2,8,10,7,3,3,4,4,1
GSW,GSW @ ORL,02/27/2025,W,12,29,6,16,37.5,3,11,27.3,14,18,77.8,3,10,13,5,3,0,5,7,1
CHA,CHA @ DAL,02/27/2025,L,12,29,11,24,45.8,2,8,25.0,5,5,100.0,2,7,9,6,3,1,0,6,-1
ORL,ORL vs. GSW,02/27/2025,L,12,28,8,25,32.0,2,8,25.0,10,12,83.3,5,8,13,3,1,2,1,10,-1
LAL,LAL vs. MIN,02/27/2025,W,12,27,5,20,25.0,1,8,12.5,16,23,69.6,5,8,13,4,3,2,0,6,-2
DEN,DEN @ MIL,02/27/2025,L,12,31,13,25,52.0,2,8,25.0,3,5,60.0,4,8,12,6,3,0,0,7,-6
PHX,PHX vs. NOP,02/27/2025,L,12,25,9,25,36.0,2,14,14.3,5,6,83.3,9,7,16,3,6,2,0,7,-11
OKC,OKC @ BKN,02/26/2025,W,12,39,14,22,63.6,1,3,33.3,10,12,83.3,2,11,13,6,2,4,2,5,14
SAS,SAS @ HOU,02/26/2025,L,12,31,14,26,53.8,2,13,15.4,1,4,25.0,2,9,11,10,1,4,1,4,14
DET,DET vs. BOS,02/26/2025,W,12,27,12,23,52.2,3,8,37.5,0,1,0.0,4,6,10,7,5,5,0,6,9
MIA,MIA vs. ATL,02/26/2025,W,12,24,9,17,52.9,6,12,50.0,0,0,0.0,2,9,11,9,5,3,0,2,8
PHI,PHI @ NYK,02/26/2025,L,12,31,12,22,54.5,4,10,40.0,3,4,75.0,2,6,8,8,3,2,1,7,4
SAC,SAC @ UTA,02/26/2025,W,12,35,14,20,70.0,4,9,44.4,3,4,75.0,1,6,7,10,2,2,2,1,3
IND,IND vs. TOR,02/26/2025,W,12,30,12,20,60.0,4,5,80.0,2,4,50.0,1,9,10,9,6,3,1,7,3
POR,POR @ WAS,02/26/2025,W,12,35,9,18,50.0,2,7,28.6,15,18,83.3,2,5,7,3,2,2,0,5,2
CHI,CHI vs. LAC,02/26/2025,L,12,24,9,24,37.5,5,13,38.5,1,2,50.0,6,5,11,8,5,1,1,2,0
LAC,LAC @ CHI,02/26/2025,W,12,24,9,24,37.5,4,9,44.4,2,2,100.0,7,8,15,5,4,2,4,4,0
WAS,WAS vs. POR,02/26/2025,L,12,33,12,22,54.5,4,10,40.0,5,6,83.3,4,7,11,8,3,0,1,11,-2
UTA,UTA vs. SAC,02/26/2025,L,12,32,13,21,61.9,5,9,55.6,1,1,100.0,2,4,6,12,2,0,0,4,-3
TOR,TOR @ IND,02/26/2025,L,12,27,11,23,47.8,1,8,12.5,4,5,80.0,2,6,8,4,5,3,1,4,-3
NYK,NYK vs. PHI,02/26/2025,W,12,27,8,19,42.1,1,4,25.0,10,12,83.3,4,8,12,2,3,1,1,2,-4
ATL,ATL @ MIA,02/26/2025,L,12,16,7,19,36.8,0,6,0.0,2,4,50.0,4,6,10,5,3,1,0,1,-8
BOS,BOS @ DET,02/26/2025,L,12,18,5,18,27.8,4,12,33.3,4,5,80.0,5,4,9,3,7,2,1,5,-9
BKN,BKN vs. OKC,02/26/2025,L,12,25,7,27,25.9,4,16,25.0,7,8,87.5,8,7,15,4,5,2,3,8,-14
HOU,HOU vs. SAS,02/26/2025,W,12,17,7,23,30.4,0,9,0.0,3,4,75.0,5,10,15,4,8,1,2,3,-14
CLE,CLE @ ORL,02/25/2025,W,12,30,13,21,61.9,2,5,40.0,2,2,100.0,2,14,16,8,3,0,1,2,14
NOP,NOP vs. SAS,02/25/2025,W,12,30,11,21,52.4,1,6,16.7,7,9,77.8,5,8,13,5,4,3,1,3,10
LAL,LAL vs. DAL,02/25/2025,W,12,29,13,23,56.5,1,5,20.0,2,4,50.0,3,12,15,7,1,1,1,3,7
GSW,GSW vs. CHA,02/25/2025,W,12,31,11,23,47.8,4,10,40.0,5,6,83.3,6,5,11,10,3,4,2,8,4
TOR,TOR vs. BOS,02/25/2025,L,12,25,11,18,61.1,1,6,16.7,2,2,100.0,3,7,10,6,3,1,1,4,3
HOU,HOU vs. MIL,02/25/2025,W,12,15,4,18,22.2,1,6,16.7,6,8,75.0,6,10,16,0,8,3,5,5,3
MEM,MEM vs. PHX,02/25/2025,W,12,36,10,20,50.0,3,7,42.9,13,15,86.7,1,7,8,7,1,1,2,7,2
PHX,PHX @ MEM,02/25/2025,L,12,34,10,23,43.5,5,7,71.4,9,13,69.2,4,10,14,8,2,1,1,9,-2
BOS,BOS @ TOR,02/25/2025,W,12,22,9,19,47.4,2,9,22.2,2,2,100.0,1,3,4,3,2,1,1,3,-3
MIL,MIL @ HOU,02/25/2025,L,12,12,3,18,16.7,1,8,12.5,5,7,71.4,1,7,8,1,7,4,2,5,-3
CHA,CHA @ GSW,02/25/2025,L,12,27,10,20,50.0,2,9,22.2,5,6,83.3,5,7,12,6,7,1,2,5,-4
DAL,DAL @ LAL,02/25/2025,L,12,22,8,25,32.0,5,14,35.7,1,1,100.0,4,5,9,6,2,0,3,4,-7
SAS,SAS @ NOP,02/25/2025,L,12,20,7,18,38.9,3,11,27.3,3,4,75.0,2,5,7,5,6,4,0,5,-10
ORL,ORL vs. CLE,02/25/2025,L,12,16,7,23,30.4,0,10,0.0,2,2,100.0,2,4,6,4,1,1,3,2,-14
SAC,SAC vs. CHA,02/24/2025,W,12,42,16,25,64.0,5,8,62.5,5,5,100.0,3,11,14,9,2,7,1,6,26
MIN,MIN @ OKC,02/24/2025,W,12,41,13,22,59.1,1,2,50.0,14,14,100.0,2,17,19,6,2,1,2,4,22
WAS,WAS vs. BKN,02/24/2025,W,12,22,8,20,40.0,1,6,16.7,5,6,83.3,3,8,11,1,7,1,2,6,10
IND,IND vs. DEN,02/24/2025,L,12,33,11,25,44.0,5,14,35.7,6,7,85.7,3,7,10,7,1,2,2,2,8
PHI,PHI vs. CHI,02/24/2025,L,12,34,13,27,48.1,4,12,33.3,4,4,100.0,3,11,14,7,2,4,0,4,7
ATL,ATL vs. MIA,02/24/2025,W,12,25,10,25,40.0,2,7,28.6,3,4,75.0,6,4,10,8,4,6,0,8,4
UTA,UTA vs. POR,02/24/2025,L,12,30,9,26,34.6,5,12,41.7,7,7,100.0,4,9,13,5,2,2,1,7,2
LAC,LAC @ DET,02/24/2025,L,12,22,8,25,32.0,3,12,25.0,3,3,100.0,5,11,16,7,5,2,1,2,1
DET,DET vs. LAC,02/24/2025,W,12,21,8,24,33.3,2,10,20.0,3,4,75.0,4,12,16,2,4,3,2,4,-1
POR,POR @ UTA,02/24/2025,W,12,28,8,23,34.8,2,12,16.7,10,11,90.9,4,9,13,5,3,1,1,4,-2
MIA,MIA @ ATL,02/24/2025,L,12,21,6,15,40.0,1,6,16.7,8,9,88.9,3,7,10,1,8,2,2,4,-4
CHI,CHI @ PHI,02/24/2025,W,12,27,8,20,40.0,4,11,36.4,7,7,100.0,1,10,11,5,5,2,2,3,-7
DEN,DEN @ IND,02/24/2025,W,12,25,11,21,52.4,1,4,25.0,2,2,100.0,2,10,12,10,5,1,2,4,-8
BKN,BKN @ WAS,02/24/2025,L,12,12,3,16,18.8,1,8,12.5,5,6,83.3,3,5,8,2,6,6,2,8,-10
OKC,OKC vs. MIN,02/24/2025,L,12,19,6,29,20.7,2,15,13.3,5,6,83.3,6,4,10,4,1,2,4,9,-22
CHA,CHA @ SAC,02/24/2025,L,12,16,4,19,21.1,1,8,12.5,7,10,70.0,3,4,7,4,8,2,1,3,-26
NOP,NOP vs. SAS,02/23/2025,W,12,39,13,22,59.1,3,9,33.3,10,11,90.9,3,15,18,8,2,0,0,7,22
MIL,MIL vs. MIA,02/23/2025,W,12,35,14,23,60.9,4,9,44.4,3,4,75.0,3,11,14,6,1,1,1,1,15
