TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
SAS,SAS @ DAL,04/10/2022,L,12,30,9,20,45.0,2,8,25.0,10,10,100.0,4,12,16,5,4,1,2,6,-1
CHA,CHA vs. WAS,04/10/2022,W,12,24,11,19,57.9,2,5,40.0,0,2,0.0,3,11,14,8,9,2,0,6,-1
HOU,HOU vs. ATL,04/10/2022,L,12,35,12,26,46.2,7,18,38.9,4,5,80.0,3,6,9,7,1,2,0,5,-3
LAL,LAL @ DEN,04/10/2022,W,12,33,9,21,42.9,4,13,30.8,11,13,84.6,1,6,7,7,1,2,1,8,-3
IND,IND @ BKN,04/10/2022,L,12,31,11,28,39.3,4,12,33.3,5,6,83.3,6,3,9,9,3,4,0,9,-4
PHI,PHI vs. DET,04/10/2022,W,12,26,9,21,42.9,2,8,25.0,6,8,75.0,3,10,13,6,3,3,0,7,-4
LAC,LAC vs. OKC,04/10/2022,W,12,27,10,24,41.7,2,5,40.0,5,7,71.4,3,10,13,7,3,2,2,4,-6
NYK,NYK vs. TOR,04/10/2022,W,12,20,8,21,38.1,4,13,30.8,0,2,0.0,4,11,15,7,8,2,1,4,-6
PHX,PHX vs. SAC,04/10/2022,L,12,27,11,28,39.3,5,12,41.7,0,0,0.0,6,5,11,8,4,3,1,7,-7
MIL,MIL @ CLE,04/10/2022,L,12,26,9,24,37.5,4,10,40.0,4,7,57.1,3,9,12,7,4,3,1,4,-7
MIA,MIA @ ORL,04/10/2022,L,12,28,9,21,42.9,5,9,55.6,5,8,62.5,1,7,8,4,2,1,1,6,-9
MIN,MIN vs. CHI,04/10/2022,L,12,26,10,21,47.6,3,11,27.3,3,4,75.0,1,4,5,7,6,2,2,5,-11
POR,POR vs. UTA,04/10/2022,L,12,21,7,19,36.8,2,10,20.0,5,7,71.4,2,7,9,6,5,2,1,7,-15
MEM,MEM vs. BOS,04/10/2022,L,12,24,7,19,36.8,3,7,42.9,7,13,53.8,2,4,6,4,5,4,2,6,-16
NOP,NOP vs. GSW,04/10/2022,L,12,22,10,24,41.7,2,9,22.2,0,2,0.0,3,3,6,7,3,3,0,9,-19
GSW,GSW @ SAS,04/09/2022,W,12,31,10,17,58.8,2,6,33.3,9,10,90.0,1,10,11,8,2,3,1,8,8
MEM,MEM vs. NOP,04/09/2022,W,12,34,13,23,56.5,5,9,55.6,3,4,75.0,2,7,9,10,3,1,4,4,5
IND,IND @ PHI,04/09/2022,L,12,31,11,21,52.4,2,7,28.6,7,11,63.6,4,7,11,8,3,3,2,4,2
SAC,SAC @ LAC,04/09/2022,L,12,29,12,23,52.2,2,3,66.7,3,5,60.0,1,7,8,7,1,2,0,5,1
LAC,LAC vs. SAC,04/09/2022,W,12,28,11,20,55.0,5,10,50.0,1,2,50.0,2,8,10,8,4,1,2,5,-1
PHI,PHI vs. IND,04/09/2022,W,12,29,12,23,52.2,2,6,33.3,3,5,60.0,4,9,13,9,5,3,0,6,-2
NOP,NOP @ MEM,04/09/2022,L,12,29,13,26,50.0,0,6,0.0,3,4,75.0,4,7,11,8,3,1,2,5,-5
SAS,SAS vs. GSW,04/09/2022,L,12,23,5,19,26.3,3,10,30.0,10,14,71.4,3,7,10,3,3,1,0,6,-8
CHA,CHA @ CHI,04/08/2022,W,12,40,15,25,60.0,6,13,46.2,4,4,100.0,4,8,12,11,0,1,3,6,19
NYK,NYK @ WAS,04/08/2022,W,12,36,12,19,63.2,3,6,50.0,9,11,81.8,2,9,11,9,2,5,1,5,17
UTA,UTA vs. PHX,04/08/2022,L,12,33,11,21,52.4,1,5,20.0,10,11,90.9,4,9,13,6,1,3,0,5,9
ATL,ATL @ MIA,04/08/2022,L,12,39,13,23,56.5,4,8,50.0,9,10,90.0,6,9,15,3,4,0,0,9,7
TOR,TOR vs. HOU,04/08/2022,W,12,37,14,23,60.9,1,5,20.0,8,9,88.9,3,9,12,7,3,3,1,7,7
CLE,CLE @ BKN,04/08/2022,L,12,35,13,20,65.0,4,7,57.1,5,7,71.4,1,5,6,5,1,1,1,8,7
LAL,LAL vs. OKC,04/08/2022,W,12,29,11,20,55.0,2,7,28.6,5,8,62.5,0,10,10,4,2,3,2,3,5
DET,DET vs. MIL,04/08/2022,L,12,30,11,26,42.3,5,14,35.7,3,3,100.0,6,10,16,8,4,4,4,5,4
DAL,DAL vs. POR,04/08/2022,W,12,32,9,21,42.9,5,15,33.3,9,12,75.0,5,7,12,8,2,2,2,6,1
POR,POR @ DAL,04/08/2022,L,12,31,13,22,59.1,2,7,28.6,3,6,50.0,3,4,7,7,5,1,0,6,-1
MIL,MIL @ DET,04/08/2022,W,12,26,10,24,41.7,3,9,33.3,3,4,75.0,2,8,10,6,4,2,0,4,-4
OKC,OKC @ LAL,04/08/2022,L,12,24,11,25,44.0,1,10,10.0,1,2,50.0,4,11,15,6,4,1,0,5,-5
MIA,MIA vs. ATL,04/08/2022,W,12,32,12,20,60.0,1,6,16.7,7,10,70.0,1,3,4,6,2,2,0,7,-7
HOU,HOU @ TOR,04/08/2022,L,12,30,9,21,42.9,4,12,33.3,8,9,88.9,3,6,9,8,5,2,1,7,-7
BKN,BKN vs. CLE,04/08/2022,W,12,28,9,26,34.6,3,10,30.0,7,7,100.0,5,6,11,5,2,0,2,6,-7
PHX,PHX @ UTA,04/08/2022,W,12,24,10,23,43.5,1,6,16.7,3,3,100.0,2,4,6,7,3,1,1,6,-9
WAS,WAS vs. NYK,04/08/2022,L,12,19,8,18,44.4,2,6,33.3,1,1,100.0,1,6,7,3,7,1,2,9,-17
CHI,CHI vs. CHA,04/08/2022,L,12,21,5,16,31.3,4,9,44.4,7,10,70.0,1,5,6,5,3,0,0,5,-19
CHA,CHA vs. ORL,04/07/2022,W,12,40,14,22,63.6,4,8,50.0,8,10,80.0,1,14,15,8,1,3,4,5,18
DEN,DEN vs. MEM,04/07/2022,W,12,36,11,18,61.1,3,7,42.9,11,13,84.6,2,10,12,8,3,0,1,4,13
MIN,MIN vs. SAS,04/07/2022,W,12,34,10,25,40.0,4,11,36.4,10,12,83.3,5,11,16,6,1,4,0,4,12
GSW,GSW vs. LAL,04/07/2022,W,12,38,15,29,51.7,4,8,50.0,4,4,100.0,3,9,12,14,3,2,2,4,8
NOP,NOP vs. POR,04/07/2022,W,12,32,14,24,58.3,2,9,22.2,2,2,100.0,3,4,7,11,3,7,1,6,8
MIL,MIL vs. BOS,04/07/2022,W,12,33,13,24,54.2,4,7,57.1,3,4,75.0,3,11,14,8,3,2,1,6,3
TOR,TOR vs. PHI,04/07/2022,W,12,30,10,20,50.0,6,9,66.7,4,6,66.7,0,5,5,7,1,3,0,4,3
BOS,BOS @ MIL,04/07/2022,L,12,30,9,21,42.9,5,15,33.3,7,7,100.0,1,9,10,6,2,2,0,2,-3
PHI,PHI @ TOR,04/07/2022,L,12,27,9,17,52.9,4,10,40.0,5,6,83.3,2,12,14,7,6,1,1,5,-3
LAL,LAL @ GSW,04/07/2022,L,12,30,10,21,47.6,2,9,22.2,8,9,88.9,1,9,10,4,5,2,2,2,-8
POR,POR @ NOP,04/07/2022,L,12,24,8,15,53.3,2,6,33.3,6,7,85.7,3,6,9,5,8,2,0,5,-8
SAS,SAS @ MIN,04/07/2022,L,12,22,8,19,42.1,3,6,50.0,3,4,75.0,0,8,8,6,5,0,1,7,-12
MEM,MEM @ DEN,04/07/2022,L,12,23,10,23,43.5,3,5,60.0,0,0,0.0,2,3,5,7,2,1,0,8,-13
ORL,ORL @ CHA,04/07/2022,L,12,22,8,26,30.8,3,11,27.3,3,4,75.0,3,8,11,7,4,0,1,6,-18
LAC,LAC vs. PHX,04/06/2022,W,12,34,8,18,44.4,5,9,55.6,13,15,86.7,3,15,18,5,5,4,4,4,25
NYK,NYK vs. BKN,04/06/2022,L,12,38,12,22,54.5,6,13,46.2,8,13,61.5,2,9,11,10,1,3,2,5,13
DAL,DAL @ DET,04/06/2022,W,12,33,9,17,52.9,2,7,28.6,13,16,81.3,4,8,12,4,2,2,0,5,9
WAS,WAS @ ATL,04/06/2022,L,12,34,15,30,50.0,4,12,33.3,0,1,0.0,4,10,14,10,0,1,1,6,7
BOS,BOS @ CHI,04/06/2022,W,12,35,14,24,58.3,6,9,66.7,1,5,20.0,2,4,6,11,2,3,0,5,3
UTA,UTA vs. OKC,04/06/2022,W,12,30,12,17,70.6,3,3,100.0,3,6,50.0,1,11,12,7,4,1,2,3,3
CHI,CHI vs. BOS,04/06/2022,L,12,32,11,18,61.1,3,6,50.0,7,8,87.5,1,7,8,5,4,2,3,5,-3
OKC,OKC @ UTA,04/06/2022,L,12,27,10,25,40.0,5,13,38.5,2,3,66.7,3,4,7,7,1,3,0,5,-3
ATL,ATL vs. WAS,04/06/2022,W,12,27,9,22,40.9,2,6,33.3,7,10,70.0,3,9,12,7,1,0,0,3,-7
DET,DET vs. DAL,04/06/2022,L,12,24,8,21,38.1,2,7,28.6,6,7,85.7,3,6,9,7,3,0,2,8,-9
BKN,BKN @ NYK,04/06/2022,W,12,25,8,21,38.1,2,7,28.6,7,8,87.5,4,8,12,5,5,1,2,8,-13
PHX,PHX @ LAC,04/06/2022,L,12,9,4,22,18.2,1,12,8.3,0,1,0.0,2,7,9,3,6,3,0,8,-25
PHI,PHI @ IND,04/05/2022,W,12,49,19,26,73.1,9,11,81.8,2,3,66.7,3,9,12,13,4,2,1,4,21
SAS,SAS @ DEN,04/05/2022,W,12,32,12,24,50.0,2,6,33.3,6,6,100.0,3,15,18,8,3,2,1,5,18
MIA,MIA vs. CHA,04/05/2022,W,12,41,17,22,77.3,6,8,75.0,1,1,100.0,1,7,8,9,4,3,1,6,13
BKN,BKN vs. HOU,04/05/2022,W,12,34,11,24,45.8,4,8,50.0,8,8,100.0,6,13,19,5,4,0,4,7,12
PHX,PHX vs. LAL,04/05/2022,W,12,35,15,28,53.6,4,12,33.3,1,2,50.0,5,9,14,12,4,4,1,5,8
TOR,TOR vs. ATL,04/05/2022,W,12,29,14,27,51.9,1,5,20.0,0,1,0.0,7,10,17,4,3,1,4,4,8
POR,POR @ OKC,04/05/2022,L,12,27,10,26,38.5,4,13,30.8,3,3,100.0,7,10,17,7,5,3,2,6,8
MIL,MIL @ CHI,04/05/2022,W,12,32,12,21,57.1,3,8,37.5,5,5,100.0,2,8,10,8,2,2,1,4,6
MEM,MEM @ UTA,04/05/2022,L,12,31,12,26,46.2,3,6,50.0,4,4,100.0,3,9,12,7,3,3,1,7,5
WAS,WAS @ MIN,04/05/2022,W,12,32,14,26,53.8,2,8,25.0,2,5,40.0,3,11,14,6,4,2,2,7,4
NOP,NOP @ SAC,04/05/2022,W,12,33,10,18,55.6,3,3,100.0,10,13,76.9,2,3,5,6,1,5,0,2,1
CLE,CLE @ ORL,04/05/2022,L,12,25,9,22,40.9,4,10,40.0,3,5,60.0,2,10,12,5,3,3,1,3,1
SAC,SAC vs. NOP,04/05/2022,L,12,32,13,18,72.2,2,4,50.0,4,4,100.0,2,7,9,9,5,0,2,8,-1
ORL,ORL vs. CLE,04/05/2022,W,12,24,9,21,42.9,3,6,50.0,3,4,75.0,1,12,13,7,4,1,2,5,-1
MIN,MIN vs. WAS,04/05/2022,L,12,28,10,21,47.6,5,10,50.0,3,8,37.5,0,8,8,6,4,2,0,6,-4
UTA,UTA vs. MEM,04/05/2022,W,12,26,7,20,35.0,2,8,25.0,10,12,83.3,2,9,11,4,5,2,1,3,-5
CHI,CHI vs. MIL,04/05/2022,L,12,26,11,26,42.3,2,10,20.0,2,2,100.0,7,5,12,7,4,0,0,7,-6
LAL,LAL @ PHX,04/05/2022,L,12,27,9,20,45.0,0,4,0.0,9,9,100.0,1,7,8,4,5,3,1,5,-8
ATL,ATL @ TOR,04/05/2022,L,12,21,8,23,34.8,4,12,33.3,1,2,50.0,3,4,7,6,1,2,2,4,-8
OKC,OKC vs. POR,04/05/2022,W,12,19,8,19,42.1,0,7,0.0,3,8,37.5,3,7,10,2,5,3,4,3,-8
HOU,HOU @ BKN,04/05/2022,L,12,22,9,27,33.3,2,10,20.0,2,7,28.6,7,4,11,6,1,2,4,7,-12
CHA,CHA @ MIA,04/05/2022,L,12,28,11,20,55.0,5,12,41.7,1,2,50.0,1,2,3,9,6,2,1,2,-13
DEN,DEN vs. SAS,04/05/2022,L,12,14,6,24,25.0,1,7,14.3,1,2,50.0,1,8,9,3,2,0,0,5,-18
IND,IND vs. PHI,04/05/2022,L,12,28,11,25,44.0,3,13,23.1,3,3,100.0,3,5,8,5,5,4,2,4,-21
LAC,LAC vs. NOP,04/03/2022,W,12,29,12,25,48.0,4,11,36.4,1,1,100.0,4,9,13,7,4,2,4,6,16
POR,POR @ SAS,04/03/2022,L,12,33,12,22,54.5,6,10,60.0,3,3,100.0,0,11,11,9,4,3,1,3,11
DAL,DAL @ MIL,04/03/2022,W,12,32,11,23,47.8,5,9,55.6,5,5,100.0,1,7,8,6,1,2,3,5,10
IND,IND vs. DET,04/03/2022,L,12,32,12,26,46.2,3,11,27.3,5,6,83.3,5,13,18,9,3,2,0,4,8
GSW,GSW @ SAC,04/03/2022,W,12,34,12,20,60.0,3,7,42.9,7,7,100.0,1,12,13,11,5,1,2,10,6
OKC,OKC vs. PHX,04/03/2022,W,12,32,10,21,47.6,8,14,57.1,4,4,100.0,2,8,10,10,7,2,3,3,6
DEN,DEN @ LAL,04/03/2022,W,12,38,14,25,56.0,4,8,50.0,6,8,75.0,1,9,10,9,0,1,1,4,5
CLE,CLE vs. PHI,04/03/2022,L,12,32,11,20,55.0,8,12,66.7,2,3,66.7,0,10,10,9,4,3,0,9,4
TOR,TOR vs. MIA,04/03/2022,L,12,21,8,20,40.0,3,13,23.1,2,2,100.0,2,7,9,5,7,5,1,5,4
MIN,MIN @ HOU,04/03/2022,W,12,38,13,22,59.1,4,11,36.4,8,8,100.0,0,6,6,7,3,5,2,9,2
WAS,WAS @ BOS,04/03/2022,L,12,37,13,21,61.9,5,7,71.4,6,6,100.0,2,7,9,7,3,1,0,4,2
NYK,NYK @ ORL,04/03/2022,W,12,28,12,26,46.2,2,9,22.2,2,2,100.0,4,10,14,8,2,1,4,6,1
ORL,ORL vs. NYK,04/03/2022,L,12,27,9,24,37.5,3,10,30.0,6,8,75.0,2,8,10,6,1,1,0,2,-1
HOU,HOU vs. MIN,04/03/2022,L,12,36,12,21,57.1,3,8,37.5,9,13,69.2,4,6,10,7,6,2,0,8,-2
BOS,BOS vs. WAS,04/03/2022,W,12,35,14,20,70.0,3,8,37.5,4,8,50.0,0,5,5,12,2,3,1,4,-2
PHI,PHI @ CLE,04/03/2022,W,12,28,7,20,35.0,3,11,27.3,11,14,78.6,5,9,14,5,3,3,1,2,-4
MIA,MIA @ TOR,04/03/2022,W,12,17,6,17,35.3,3,11,27.3,2,4,50.0,2,8,10,4,9,4,1,2,-4
LAL,LAL vs. DEN,04/03/2022,L,12,33,15,25,60.0,1,6,16.7,2,3,66.7,2,12,14,7,2,0,3,7,-5
SAC,SAC vs. GSW,04/03/2022,L,12,28,7,21,33.3,1,8,12.5,13,15,86.7,3,6,9,3,2,1,0,5,-6
PHX,PHX @ OKC,04/03/2022,L,12,26,11,25,44.0,2,8,25.0,2,2,100.0,2,7,9,7,4,7,2,5,-6
DET,DET @ IND,04/03/2022,W,12,24,9,24,37.5,3,11,27.3,3,4,75.0,2,9,11,5,4,2,2,7,-8
MIL,MIL vs. DAL,04/03/2022,L,12,22,10,26,38.5,1,8,12.5,1,1,100.0,3,7,10,5,3,1,0,5,-10
SAS,SAS vs. POR,04/03/2022,W,12,22,8,21,38.1,3,14,21.4,3,4,75.0,2,8,10,7,4,2,1,4,-11
NOP,NOP @ LAC,04/03/2022,L,12,13,5,20,25.0,0,1,0.0,3,5,60.0,4,7,11,3,7,2,1,4,-16
ATL,ATL vs. BKN,04/02/2022,W,12,37,9,21,42.9,5,12,41.7,14,16,87.5,3,12,15,5,2,6,1,5,17
MIA,MIA @ CHI,04/02/2022,W,12,35,9,18,50.0,4,7,57.1,13,14,92.9,2,8,10,6,1,0,0,6,8
UTA,UTA @ GSW,04/02/2022,L,12,28,11,22,50.0,3,10,30.0,3,4,75.0,4,7,11,6,3,6,0,3,6
PHI,PHI vs. CHA,04/02/2022,W,12,29,12,20,60.0,3,10,30.0,2,3,66.7,3,12,15,7,7,3,1,4,2
NYK,NYK vs. CLE,04/02/2022,L,12,30,10,23,43.5,4,9,44.4,6,8,75.0,3,9,12,7,3,1,0,4,1
CLE,CLE @ NYK,04/02/2022,W,12,29,12,23,52.2,3,10,30.0,2,4,50.0,1,10,11,7,2,2,1,5,-1
CHA,CHA @ PHI,04/02/2022,L,12,27,10,23,43.5,4,10,40.0,3,6,50.0,2,5,7,9,3,5,0,3,-2
GSW,GSW vs. UTA,04/02/2022,W,12,22,7,15,46.7,5,13,38.5,3,3,100.0,0,6,6,5,7,2,0,5,-6
CHI,CHI vs. MIA,04/02/2022,L,12,27,9,21,42.9,3,9,33.3,6,6,100.0,2,6,8,6,1,0,0,9,-8
BKN,BKN @ ATL,04/02/2022,L,12,20,7,25,28.0,3,8,37.5,3,6,50.0,7,7,14,2,7,2,0,8,-17
SAS,SAS vs. POR,04/01/2022,W,12,43,15,23,65.2,5,9,55.6,8,10,80.0,3,12,15,11,3,3,3,4,23
SAC,SAC @ HOU,04/01/2022,W,12,31,9,20,45.0,2,8,25.0,11,13,84.6,3,12,15,7,3,2,5,2,10
LAC,LAC @ MIL,04/01/2022,W,12,39,14,22,63.6,5,10,50.0,6,7,85.7,2,8,10,9,4,1,3,4,7
TOR,TOR @ ORL,04/01/2022,W,12,30,10,25,40.0,2,12,16.7,8,9,88.9,4,8,12,4,2,7,1,6,7
PHX,PHX @ MEM,04/01/2022,L,12,27,9,16,56.3,4,7,57.1,5,9,55.6,0,13,13,4,6,3,2,6,7
LAL,LAL vs. NOP,04/01/2022,L,12,25,10,21,47.6,1,5,20.0,4,4,100.0,1,13,14,7,4,2,1,4,5
WAS,WAS vs. DAL,04/01/2022,W,12,26,11,25,44.0,3,10,30.0,1,3,33.3,3,10,13,5,2,1,0,7,3
DET,DET @ OKC,04/01/2022,W,12,34,13,28,46.4,5,15,33.3,3,4,75.0,1,8,9,11,1,3,3,3,2
IND,IND @ BOS,04/01/2022,L,12,33,12,22,54.5,4,11,36.4,5,5,100.0,2,6,8,8,3,3,0,9,2
MIN,MIN @ DEN,04/01/2022,W,12,30,7,19,36.8,2,10,20.0,14,16,87.5,4,8,12,4,6,2,2,6,0
DEN,DEN vs. MIN,04/01/2022,L,12,30,12,26,46.2,1,7,14.3,5,5,100.0,3,9,12,10,3,4,1,9,0
OKC,OKC vs. DET,04/01/2022,L,12,32,13,23,56.5,5,10,50.0,1,4,25.0,1,11,12,8,7,0,4,4,-2
BOS,BOS vs. IND,04/01/2022,W,12,31,8,20,40.0,3,8,37.5,12,13,92.3,4,8,12,6,4,1,1,6,-2
DAL,DAL @ WAS,04/01/2022,L,12,23,5,16,31.3,2,11,18.2,11,12,91.7,0,10,10,1,3,0,2,3,-3
NOP,NOP @ LAL,04/01/2022,W,12,20,10,23,43.5,0,7,0.0,0,1,0.0,1,9,10,7,5,1,1,3,-5
MIL,MIL vs. LAC,04/01/2022,L,12,32,14,27,51.9,2,8,25.0,2,5,40.0,4,4,8,10,3,4,1,5,-7
ORL,ORL vs. TOR,04/01/2022,L,12,23,8,21,38.1,3,10,30.0,4,4,100.0,4,10,14,5,8,1,1,6,-7
MEM,MEM vs. PHX,04/01/2022,W,12,20,8,26,30.8,1,4,25.0,3,3,100.0,2,7,9,4,4,1,0,7,-7
HOU,HOU vs. SAC,04/01/2022,L,12,21,8,27,29.6,3,11,27.3,2,4,50.0,6,8,14,6,3,2,2,7,-10
POR,POR @ SAS,04/01/2022,L,12,20,7,24,29.2,3,10,30.0,3,4,75.0,4,7,11,6,4,2,0,7,-23
UTA,UTA vs. LAL,03/31/2022,W,12,32,12,26,46.2,3,11,27.3,5,7,71.4,2,8,10,7,2,1,0,7,5
ATL,ATL vs. CLE,03/31/2022,W,12,30,10,25,40.0,5,14,35.7,5,6,83.3,3,10,13,6,1,1,1,5,5
MIL,MIL @ BKN,03/31/2022,W,12,33,11,21,52.4,3,10,30.0,8,9,88.9,1,10,11,6,3,2,1,4,3
DET,DET vs. PHI,03/31/2022,W,12,30,12,19,63.2,2,8,25.0,4,4,100.0,0,8,8,8,3,2,2,8,1
CHI,CHI vs. LAC,03/31/2022,W,12,28,10,27,37.0,2,7,28.6,6,6,100.0,4,8,12,4,1,3,1,2,1
PHI,PHI @ DET,03/31/2022,L,12,29,8,18,44.4,2,7,28.6,11,13,84.6,2,6,8,5,2,2,1,6,-1
LAC,LAC @ CHI,03/31/2022,L,12,27,9,19,47.4,3,9,33.3,6,6,100.0,1,11,12,7,4,1,3,6,-1
BKN,BKN vs. MIL,03/31/2022,L,12,30,11,22,50.0,5,9,55.6,3,5,60.0,1,9,10,8,3,3,2,6,-3
LAL,LAL @ UTA,03/31/2022,L,12,27,9,20,45.0,1,6,16.7,8,11,72.7,1,9,10,3,2,2,1,7,-5
CLE,CLE @ ATL,03/31/2022,L,12,25,9,24,37.5,1,9,11.1,6,8,75.0,4,12,16,4,2,1,1,4,-5
SAC,SAC @ HOU,03/30/2022,W,12,44,16,25,64.0,3,5,60.0,9,12,75.0,3,11,14,10,1,1,3,5,17
TOR,TOR vs. MIN,03/30/2022,W,12,42,14,24,58.3,8,12,66.7,6,6,100.0,2,8,10,10,2,3,2,5,12
IND,IND vs. DEN,03/30/2022,L,12,38,15,27,55.6,4,9,44.4,4,5,80.0,6,6,12,10,1,1,1,4,12
CLE,CLE vs. DAL,03/30/2022,L,12,37,14,24,58.3,5,6,83.3,4,6,66.7,2,7,9,9,2,2,1,6,10
ATL,ATL @ OKC,03/30/2022,W,12,43,14,28,50.0,7,11,63.6,8,8,100.0,3,8,11,9,1,5,1,3,9
MEM,MEM @ SAS,03/30/2022,W,12,34,13,25,52.0,4,10,40.0,4,4,100.0,1,9,10,9,1,1,3,2,9
WAS,WAS vs. ORL,03/30/2022,W,12,30,12,22,54.5,4,8,50.0,2,2,100.0,2,10,12,9,2,1,1,0,9
CHA,CHA @ NYK,03/30/2022,W,12,29,11,25,44.0,3,12,25.0,4,5,80.0,3,9,12,9,3,2,1,7,5
MIA,MIA @ BOS,03/30/2022,W,12,28,9,22,40.9,4,10,40.0,6,7,85.7,2,6,8,7,4,4,2,7,5
PHX,PHX @ GSW,03/30/2022,W,12,21,9,26,34.6,1,10,10.0,2,3,66.7,4,10,14,5,4,3,1,4,5
NOP,NOP @ POR,03/30/2022,W,12,19,6,16,37.5,0,7,0.0,7,10,70.0,2,14,16,4,5,2,2,6,1
POR,POR vs. NOP,03/30/2022,L,12,18,4,21,19.0,2,11,18.2,8,10,80.0,3,7,10,1,3,2,1,7,-1
NYK,NYK vs. CHA,03/30/2022,L,12,24,7,24,29.2,3,12,25.0,7,9,77.8,5,11,16,4,2,0,2,5,-5
BOS,BOS vs. MIA,03/30/2022,L,12,23,8,18,44.4,2,7,28.6,5,7,71.4,1,10,11,6,7,3,1,4,-5
GSW,GSW vs. PHX,03/30/2022,L,12,16,5,18,27.8,2,7,28.6,4,6,66.7,2,12,14,4,7,2,1,5,-5
OKC,OKC vs. ATL,03/30/2022,L,12,34,12,21,57.1,7,14,50.0,3,3,100.0,0,8,8,10,7,0,0,6,-9
SAS,SAS vs. MEM,03/30/2022,L,12,25,9,22,40.9,3,9,33.3,4,4,100.0,1,8,9,7,3,1,1,2,-9
ORL,ORL @ WAS,03/30/2022,L,12,21,10,26,38.5,1,8,12.5,0,0,0.0,3,8,11,8,2,1,1,3,-9
DAL,DAL @ CLE,03/30/2022,W,12,27,11,22,50.0,0,7,0.0,5,7,71.4,3,7,10,5,4,1,2,5,-10
MIN,MIN @ TOR,03/30/2022,L,12,30,10,24,41.7,3,9,33.3,7,9,77.8,6,7,13,7,3,1,1,5,-12
DEN,DEN @ IND,03/30/2022,W,12,26,11,18,61.1,1,5,20.0,3,3,100.0,0,4,4,6,4,0,1,5,-12
HOU,HOU vs. SAC,03/30/2022,L,12,27,10,23,43.5,2,8,25.0,5,7,71.4,1,5,6,5,4,1,1,9,-17
PHI,PHI vs. MIL,03/29/2022,L,12,37,13,21,61.9,6,10,60.0,5,6,83.3,1,8,9,10,1,3,1,7,13
DAL,DAL vs. LAL,03/29/2022,W,12,39,11,23,47.8,5,10,50.0,12,13,92.3,5,7,12,7,2,3,0,5,8
LAC,LAC vs. UTA,03/29/2022,W,12,34,12,22,54.5,7,13,53.8,3,3,100.0,3,6,9,6,3,1,3,8,5
DET,DET @ BKN,03/29/2022,L,12,29,12,25,48.0,3,7,42.9,2,3,66.7,4,9,13,8,3,1,2,6,4
WAS,WAS vs. CHI,03/29/2022,L,12,23,9,17,52.9,1,5,20.0,4,6,66.7,0,7,7,5,2,2,1,5,0
CHI,CHI @ WAS,03/29/2022,W,12,23,9,19,47.4,1,5,20.0,4,4,100.0,0,8,8,6,2,2,0,5,0
BKN,BKN vs. DET,03/29/2022,W,12,25,8,20,40.0,2,8,25.0,7,7,100.0,1,9,10,6,3,2,2,5,-4
UTA,UTA @ LAC,03/29/2022,L,12,29,9,19,47.4,5,11,45.5,6,11,54.5,2,7,9,7,3,2,1,5,-5
