KEY,(H)TEAM,(H)MATCH UP,(H)GAME DATE,(H)W/L,(H)MIN,(H)PTS,(H)FGM,(H)FGA,(H)FG%,(H)3PM,(H)3PA,(H)3P%,(H)FTM,(H)FTA,(H)FT%,(H)OREB,(H)DREB,(H)REB,(H)AST,(H)TOV,(H)STL,(H)BLK,(H)PF,(H)+/-,(A)TEAM,(A)MATCH UP,(A)GAME DATE,(A)W/L,(A)MIN,(A)PTS,(A)FGM,(A)FGA,(A)FG%,(A)3PM,(A)3PA,(A)3P%,(A)FTM,(A)FTA,(A)FT%,(A)OREB,(A)DREB,(A)REB,(A)AST,(A)TOV,(A)STL,(A)BLK,(A)PF,(A)+/-
MEM-LAL-04/12/2024,MEM,MEM vs. LAL,04/12/2024,L,12,26,10,28,35.7,4,15,26.7,2,4,50.0,5,7,12,4,2,3,1,5,-8,LAL,LAL @ MEM,04/12/2024,W,12,34,13,23,56.5,4,11,36.4,4,5,80.0,1,12,13,7,5,1,1,3,8
OKC-MIL-04/12/2024,OKC,OKC vs. MIL,04/12/2024,W,12,41,14,25,56.0,3,10,30.0,10,10,100.0,4,8,12,7,0,3,2,2,7,MIL,MIL @ OKC,04/12/2024,L,12,34,13,24,54.2,4,7,57.1,4,4,100.0,3,6,9,10,3,0,0,6,-7
WAS-CHI-04/12/2024,WAS,WAS vs. CHI,04/12/2024,L,12,40,13,24,54.2,7,14,50.0,7,9,77.8,0,11,11,10,1,2,2,4,7,CHI,CHI @ WAS,04/12/2024,W,12,33,13,25,52.0,4,8,50.0,3,5,60.0,1,8,9,9,2,1,3,5,-7
BOS-CHA-04/12/2024,BOS,BOS vs. CHA,04/12/2024,W,12,30,14,28,50.0,2,9,22.2,0,0,0.0,5,10,15,6,1,2,0,4,6,CHA,CHA @ BOS,04/12/2024,L,12,24,9,19,47.4,4,9,44.4,2,2,100.0,0,7,7,7,4,1,3,3,-6
DAL-DET-04/12/2024,DAL,DAL vs. DET,04/12/2024,L,12,21,9,21,42.9,3,6,50.0,0,0,0.0,0,11,11,6,5,1,1,1,-6,DET,DET @ DAL,04/12/2024,W,12,27,12,26,46.2,3,9,33.3,0,0,0.0,2,11,13,7,2,4,2,2,6
SAC-PHX-04/12/2024,SAC,SAC vs. PHX,04/12/2024,L,12,27,10,23,43.5,3,10,30.0,4,4,100.0,2,7,9,5,2,6,0,4,5,PHX,PHX @ SAC,04/12/2024,W,12,22,8,18,44.4,1,7,14.3,5,5,100.0,1,9,10,5,6,2,1,3,-5
MIN-ATL-04/12/2024,MIN,MIN vs. ATL,04/12/2024,W,12,25,8,18,44.4,2,9,22.2,7,8,87.5,3,10,13,7,5,1,2,5,-2,ATL,ATL @ MIN,04/12/2024,L,12,27,11,23,47.8,0,6,0.0,5,8,62.5,1,7,8,6,2,1,0,7,2
SAS-DEN-04/12/2024,SAS,SAS vs. DEN,04/12/2024,W,12,32,13,22,59.1,4,11,36.4,2,5,40.0,2,8,10,8,4,1,0,2,1,DEN,DEN @ SAS,04/12/2024,L,12,31,13,26,50.0,4,12,33.3,1,1,100.0,3,8,11,7,3,1,0,3,-1
POR-HOU-04/12/2024,POR,POR vs. HOU,04/12/2024,L,12,24,9,20,45.0,4,8,50.0,2,4,50.0,1,7,8,7,2,2,2,1,1,HOU,HOU @ POR,04/12/2024,W,12,23,10,22,45.5,2,7,28.6,1,1,100.0,3,11,14,4,4,1,1,4,-1
SAC-NOP-04/11/2024,SAC,SAC vs. NOP,04/11/2024,L,12,23,7,17,41.2,2,7,28.6,7,7,100.0,0,9,9,2,5,0,0,5,-11,NOP,NOP @ SAC,04/11/2024,W,12,34,12,23,52.2,6,11,54.5,4,6,66.7,2,10,12,8,2,2,0,4,11
UTA-HOU-04/11/2024,UTA,UTA vs. HOU,04/11/2024,W,12,28,11,23,47.8,1,7,14.3,5,5,100.0,4,5,9,6,3,2,2,5,-10,HOU,HOU @ UTA,04/11/2024,L,12,38,14,24,58.3,8,13,61.5,2,2,100.0,2,6,8,6,2,0,1,5,10
BOS-NYK-04/11/2024,BOS,BOS vs. NYK,04/11/2024,L,12,29,11,19,57.9,5,10,50.0,2,3,66.7,1,6,7,5,5,2,4,4,-3,NYK,NYK @ BOS,04/11/2024,W,12,32,15,28,53.6,1,5,20.0,1,3,33.3,6,8,14,9,2,3,0,2,3
POR-GSW-04/11/2024,POR,POR vs. GSW,04/11/2024,L,12,22,8,29,27.6,3,9,33.3,3,5,60.0,5,9,14,5,2,3,1,3,-2,GSW,GSW @ POR,04/11/2024,W,12,24,9,19,47.4,4,9,44.4,2,2,100.0,1,15,16,4,6,2,6,4,2
DET-CHI-04/11/2024,DET,DET vs. CHI,04/11/2024,L,12,30,9,16,56.3,6,11,54.5,6,9,66.7,2,9,11,8,6,1,2,3,-1,CHI,CHI @ DET,04/11/2024,W,12,31,13,27,48.1,4,10,40.0,1,2,50.0,4,5,9,8,2,4,0,4,1
OKC-SAS-04/10/2024,OKC,OKC vs. SAS,04/10/2024,W,12,34,11,26,42.3,2,9,22.2,10,11,90.9,1,20,21,6,2,4,1,2,23,SAS,SAS @ OKC,04/10/2024,L,12,11,4,25,16.0,1,10,10.0,2,2,100.0,0,14,14,3,4,1,2,6,-23
MIA-DAL-04/10/2024,MIA,MIA vs. DAL,04/10/2024,L,12,24,8,20,40.0,4,8,50.0,4,4,100.0,2,5,7,6,3,2,1,2,-9,DAL,DAL @ MIA,04/10/2024,W,12,33,13,22,59.1,7,13,53.8,0,0,0.0,2,8,10,7,3,1,1,4,9
ATL-CHA-04/10/2024,ATL,ATL vs. CHA,04/10/2024,L,12,35,14,24,58.3,4,10,40.0,3,4,75.0,3,7,10,11,3,1,0,5,5,CHA,CHA @ ATL,04/10/2024,W,12,30,10,19,52.6,4,9,44.4,6,6,100.0,1,4,5,8,3,3,1,5,-5
MIL-ORL-04/10/2024,MIL,MIL vs. ORL,04/10/2024,W,12,27,10,26,38.5,3,11,27.3,4,6,66.7,4,8,12,6,2,4,0,4,4,ORL,ORL @ MIL,04/10/2024,L,12,23,10,18,55.6,2,6,33.3,1,4,25.0,0,13,13,5,6,0,1,3,-4
CLE-MEM-04/10/2024,CLE,CLE vs. MEM,04/10/2024,W,12,32,11,23,47.8,5,10,50.0,5,5,100.0,3,7,10,6,1,0,3,4,3,MEM,MEM @ CLE,04/10/2024,L,12,29,10,22,45.5,5,9,55.6,4,4,100.0,2,9,11,7,2,0,3,3,-3
DEN-MIN-04/10/2024,DEN,DEN vs. MIN,04/10/2024,W,12,26,11,23,47.8,4,9,44.4,0,2,0.0,3,9,12,8,3,1,3,2,-2,MIN,MIN @ DEN,04/10/2024,L,12,28,12,23,52.2,4,7,57.1,0,0,0.0,1,11,12,9,2,2,2,3,2
LAC-PHX-04/10/2024,LAC,LAC vs. PHX,04/10/2024,L,12,27,11,21,52.4,3,8,37.5,2,3,66.7,1,11,12,6,3,0,0,6,-1,PHX,PHX @ LAC,04/10/2024,W,12,28,8,27,29.6,5,20,25.0,7,8,87.5,7,10,17,2,2,3,0,2,1
BKN-TOR-04/10/2024,BKN,BKN vs. TOR,04/10/2024,W,12,27,11,23,47.8,3,9,33.3,2,2,100.0,4,13,17,8,4,0,4,2,0,TOR,TOR @ BKN,04/10/2024,L,12,27,10,29,34.5,5,13,38.5,2,3,66.7,6,8,14,6,2,4,1,3,0
PHX-LAC-04/09/2024,PHX,PHX vs. LAC,04/09/2024,L,12,10,2,19,10.5,0,4,0.0,6,8,75.0,1,3,4,2,4,4,1,4,-27,LAC,LAC @ PHX,04/09/2024,W,12,37,15,23,65.2,4,5,80.0,3,3,100.0,4,17,21,9,6,2,0,7,27
MIN-WAS-04/09/2024,MIN,MIN vs. WAS,04/09/2024,W,12,26,7,20,35.0,3,9,33.3,9,12,75.0,0,6,6,5,2,2,3,1,-18,WAS,WAS @ MIN,04/09/2024,L,12,44,17,27,63.0,9,13,69.2,1,2,50.0,3,13,16,12,2,1,3,7,18
CHA-DAL-04/09/2024,CHA,CHA vs. DAL,04/09/2024,L,12,18,7,22,31.8,1,6,16.7,3,4,75.0,0,8,8,5,1,1,1,2,-18,DAL,DAL @ CHA,04/09/2024,W,12,36,13,25,52.0,8,18,44.4,2,4,50.0,5,16,21,10,3,1,3,4,18
UTA-DEN-04/09/2024,UTA,UTA vs. DEN,04/09/2024,L,12,17,8,25,32.0,1,6,16.7,0,0,0.0,6,6,12,4,5,0,1,0,-17,DEN,DEN @ UTA,04/09/2024,W,12,34,15,28,53.6,4,8,50.0,0,0,0.0,7,9,16,11,2,3,1,1,17
MIL-BOS-04/09/2024,MIL,MIL vs. BOS,04/09/2024,W,12,37,14,19,73.7,8,10,80.0,1,2,50.0,1,14,15,13,6,0,3,0,16,BOS,BOS @ MIL,04/09/2024,L,12,21,8,26,30.8,5,14,35.7,0,0,0.0,2,5,7,7,2,3,0,1,-16
HOU-ORL-04/09/2024,HOU,HOU vs. ORL,04/09/2024,W,12,36,15,25,60.0,5,10,50.0,1,2,50.0,1,9,10,12,1,3,2,3,11,ORL,ORL @ HOU,04/09/2024,L,12,25,9,21,42.9,3,8,37.5,4,4,100.0,2,8,10,6,5,1,1,2,-11
TOR-IND-04/09/2024,TOR,TOR vs. IND,04/09/2024,L,12,35,15,28,53.6,2,8,25.0,3,4,75.0,6,7,13,3,1,4,1,2,10,IND,IND @ TOR,04/09/2024,W,12,25,9,21,42.9,4,13,30.8,3,4,75.0,4,7,11,4,6,1,0,3,-10
LAL-GSW-04/09/2024,LAL,LAL vs. GSW,04/09/2024,L,12,29,10,24,41.7,4,9,44.4,5,7,71.4,2,8,10,8,2,1,1,3,-9,GSW,GSW @ LAL,04/09/2024,W,12,38,14,24,58.3,7,10,70.0,3,4,75.0,1,12,13,13,3,1,4,4,9
CHI-NYK-04/09/2024,CHI,CHI vs. NYK,04/09/2024,L,12,27,10,22,45.5,4,10,40.0,3,4,75.0,1,6,7,4,2,0,1,3,-9,NYK,NYK @ CHI,04/09/2024,W,12,36,13,20,65.0,6,7,85.7,4,4,100.0,0,11,11,9,3,1,1,2,9
MEM-SAS-04/09/2024,MEM,MEM vs. SAS,04/09/2024,L,12,25,11,25,44.0,1,5,20.0,2,2,100.0,4,11,15,4,2,2,1,3,9,SAS,SAS @ MEM,04/09/2024,W,12,16,7,20,35.0,2,10,20.0,0,0,0.0,1,9,10,5,5,2,1,3,-9
PHI-DET-04/09/2024,PHI,PHI vs. DET,04/09/2024,W,12,30,11,28,39.3,1,8,12.5,7,8,87.5,7,11,18,7,1,4,1,2,8,DET,DET @ PHI,04/09/2024,L,12,22,8,20,40.0,3,7,42.9,3,4,75.0,2,9,11,5,5,0,2,5,-8
OKC-SAC-04/09/2024,OKC,OKC vs. SAC,04/09/2024,W,12,28,11,20,55.0,3,6,50.0,3,4,75.0,0,6,6,5,3,3,2,4,-3,SAC,SAC @ OKC,04/09/2024,L,12,31,9,24,37.5,8,18,44.4,5,5,100.0,4,9,13,7,4,2,0,4,3
ATL-MIA-04/09/2024,ATL,ATL vs. MIA,04/09/2024,L,12,27,13,23,56.5,1,7,14.3,0,0,0.0,2,8,10,10,4,3,0,4,-3,MIA,MIA @ ATL,04/09/2024,W,12,30,11,20,55.0,4,9,44.4,4,5,80.0,1,6,7,8,3,2,0,2,3
POR-NOP-04/09/2024,POR,POR vs. NOP,04/09/2024,L,12,27,12,22,54.5,3,11,27.3,0,0,0.0,3,8,11,9,6,1,0,5,-1,NOP,NOP @ POR,04/09/2024,W,12,28,9,20,45.0,2,9,22.2,8,9,88.9,1,7,8,4,2,3,0,3,1
TOR-WAS-04/07/2024,TOR,TOR vs. WAS,04/07/2024,W,12,42,16,27,59.3,5,13,38.5,5,5,100.0,1,14,15,12,3,7,1,7,25,WAS,WAS @ TOR,04/07/2024,L,12,17,5,17,29.4,3,9,33.3,4,6,66.7,0,9,9,4,8,2,1,5,-25
ORL-CHI-04/07/2024,ORL,ORL vs. CHI,04/07/2024,W,12,31,11,20,55.0,1,6,16.7,8,8,100.0,2,10,12,6,2,2,1,1,17,CHI,CHI @ ORL,04/07/2024,L,12,14,6,18,33.3,2,7,28.6,0,0,0.0,0,6,6,6,7,1,0,6,-17
DAL-HOU-04/07/2024,DAL,DAL vs. HOU,04/07/2024,W,12,27,7,16,43.8,2,7,28.6,11,12,91.7,0,7,7,3,8,2,0,8,-15,HOU,HOU @ DAL,04/07/2024,L,12,42,14,23,60.9,5,11,45.5,9,10,90.0,0,7,7,9,3,5,2,7,15
IND-MIA-04/07/2024,IND,IND vs. MIA,04/07/2024,W,12,38,16,24,66.7,4,8,50.0,2,2,100.0,1,11,12,10,2,0,0,6,14,MIA,MIA @ IND,04/07/2024,L,12,24,9,23,39.1,0,7,0.0,6,7,85.7,2,4,6,5,0,0,0,3,-14
GSW-UTA-04/07/2024,GSW,GSW vs. UTA,04/07/2024,W,12,41,15,22,68.2,8,12,66.7,3,3,100.0,0,12,12,9,4,2,3,2,13,UTA,UTA @ GSW,04/07/2024,L,12,28,11,24,45.8,6,10,60.0,0,0,0.0,0,6,6,8,2,1,2,2,-13
BKN-SAC-04/07/2024,BKN,BKN vs. SAC,04/07/2024,L,12,19,7,23,30.4,1,7,14.3,4,5,80.0,3,10,13,4,3,2,3,6,-10,SAC,SAC @ BKN,04/07/2024,W,12,29,9,24,37.5,4,12,33.3,7,8,87.5,5,14,19,7,3,2,4,6,10
LAC-CLE-04/07/2024,LAC,LAC vs. CLE,04/07/2024,W,12,33,12,19,63.2,3,7,42.9,6,6,100.0,1,10,11,7,6,1,0,6,-7,CLE,CLE @ LAC,04/07/2024,L,12,40,14,25,56.0,4,8,50.0,8,9,88.9,2,5,7,10,1,5,0,3,7
SAS-PHI-04/07/2024,SAS,SAS vs. PHI,04/07/2024,L,12,24,8,21,38.1,3,8,37.5,5,7,71.4,3,10,13,5,4,1,2,2,-7,PHI,PHI @ SAS,04/07/2024,W,12,31,12,25,48.0,5,11,45.5,2,2,100.0,2,10,12,6,1,3,2,4,7
PHX-NOP-04/07/2024,PHX,PHX vs. NOP,04/07/2024,L,12,26,10,28,35.7,5,12,41.7,1,1,100.0,3,11,14,9,1,3,3,0,7,NOP,NOP @ PHX,04/07/2024,W,12,19,8,22,36.4,3,11,27.3,0,0,0.0,2,12,14,6,6,1,1,2,-7
MIL-NYK-04/07/2024,MIL,MIL vs. NYK,04/07/2024,L,12,31,10,20,50.0,3,9,33.3,8,9,88.9,2,10,12,9,3,0,3,4,6,NYK,NYK @ MIL,04/07/2024,W,12,25,9,30,30.0,3,7,42.9,4,5,80.0,8,8,16,3,2,2,2,7,-6
BOS-POR-04/07/2024,BOS,BOS vs. POR,04/07/2024,W,12,30,12,22,54.5,3,9,33.3,3,4,75.0,1,10,11,7,5,5,2,2,6,POR,POR @ BOS,04/07/2024,L,12,24,9,29,31.0,4,11,36.4,2,2,100.0,7,10,17,4,6,5,0,4,-6
LAL-MIN-04/07/2024,LAL,LAL vs. MIN,04/07/2024,L,12,37,14,27,51.9,4,6,66.7,5,5,100.0,6,6,12,9,3,3,1,4,4,MIN,MIN @ LAL,04/07/2024,W,12,33,13,22,59.1,3,6,50.0,4,6,66.7,1,7,8,5,4,3,2,2,-4
CHA-OKC-04/07/2024,CHA,CHA vs. OKC,04/07/2024,L,12,29,12,19,63.2,3,9,33.3,2,4,50.0,1,9,10,6,3,0,2,1,-2,OKC,OKC @ CHA,04/07/2024,W,12,31,13,29,44.8,4,11,36.4,1,1,100.0,6,7,13,9,2,3,0,5,2
BKN-DET-04/06/2024,BKN,BKN vs. DET,04/06/2024,W,12,23,7,16,43.8,2,8,25.0,7,8,87.5,1,10,11,4,7,1,0,3,-12,DET,DET @ BKN,04/06/2024,L,12,35,14,25,56.0,6,13,46.2,1,2,50.0,1,9,10,10,1,4,1,5,12
DEN-ATL-04/06/2024,DEN,DEN vs. ATL,04/06/2024,W,12,33,11,22,50.0,4,9,44.4,7,7,100.0,2,11,13,7,5,4,0,4,7,ATL,ATL @ DEN,04/06/2024,L,12,26,9,23,39.1,3,11,27.3,5,6,83.3,2,8,10,8,5,3,1,5,-7
MEM-PHI-04/06/2024,MEM,MEM vs. PHI,04/06/2024,L,12,23,9,22,40.9,1,7,14.3,4,6,66.7,4,6,10,2,3,2,0,4,-5,PHI,PHI @ MEM,04/06/2024,W,12,28,9,19,47.4,4,11,36.4,6,6,100.0,2,8,10,6,5,2,2,6,5
LAL-CLE-04/06/2024,LAL,LAL vs. CLE,04/06/2024,W,12,36,13,22,59.1,5,10,50.0,5,8,62.5,0,7,7,9,3,5,2,1,3,CLE,CLE @ LAL,04/06/2024,L,12,33,14,25,56.0,3,9,33.3,2,2,100.0,3,11,14,9,5,3,0,5,-3
LAC-UTA-04/05/2024,LAC,LAC vs. UTA,04/05/2024,W,12,41,17,23,73.9,5,7,71.4,2,3,66.7,1,16,17,10,4,1,1,3,25,UTA,UTA @ LAC,04/05/2024,L,12,16,6,24,25.0,2,10,20.0,2,3,66.7,2,5,7,4,4,4,0,5,-25
CHA-ORL-04/05/2024,CHA,CHA vs. ORL,04/05/2024,W,12,38,14,19,73.7,6,8,75.0,4,4,100.0,0,8,8,10,1,3,0,4,15,ORL,ORL @ CHA,04/05/2024,L,12,23,9,23,39.1,2,9,22.2,3,4,75.0,5,5,10,6,4,1,0,5,-15
PHX-MIN-04/05/2024,PHX,PHX vs. MIN,04/05/2024,W,12,32,11,20,55.0,2,4,50.0,8,9,88.9,1,10,11,10,5,6,1,5,12,MIN,MIN @ PHX,04/05/2024,L,12,20,6,18,33.3,3,6,50.0,5,5,100.0,2,7,9,5,8,2,0,5,-12
CHI-NYK-04/05/2024,CHI,CHI vs. NYK,04/05/2024,W,12,29,12,22,54.5,3,7,42.9,2,2,100.0,3,12,15,10,2,0,2,2,12,NYK,NYK @ CHI,04/05/2024,L,12,17,7,25,28.0,3,8,37.5,0,0,0.0,4,7,11,4,2,1,1,1,-12
BOS-SAC-04/05/2024,BOS,BOS vs. SAC,04/05/2024,W,12,27,10,20,50.0,4,11,36.4,3,4,75.0,1,14,15,6,4,2,1,3,12,SAC,SAC @ BOS,04/05/2024,L,12,15,5,21,23.8,2,13,15.4,3,5,60.0,1,9,10,4,3,3,0,3,-12
MEM-DET-04/05/2024,MEM,MEM vs. DET,04/05/2024,W,12,32,13,23,56.5,3,6,50.0,3,4,75.0,4,9,13,6,4,5,1,2,10,DET,DET @ MEM,04/05/2024,L,12,22,8,18,44.4,4,9,44.4,2,4,50.0,2,6,8,6,8,3,1,3,-10
NOP-SAS-04/05/2024,NOP,NOP vs. SAS,04/05/2024,L,12,27,11,20,55.0,3,9,33.3,2,2,100.0,3,11,14,5,6,2,1,3,9,SAS,SAS @ NOP,04/05/2024,W,12,18,6,20,30.0,2,13,15.4,4,5,80.0,1,6,7,6,4,4,0,2,-9
MIL-TOR-04/05/2024,MIL,MIL vs. TOR,04/05/2024,L,12,27,11,27,40.7,4,14,28.6,1,2,50.0,3,10,13,8,1,4,2,1,6,TOR,TOR @ MIL,04/05/2024,W,12,21,8,21,38.1,3,9,33.3,2,2,100.0,2,13,15,3,5,1,1,4,-6
WAS-POR-04/05/2024,WAS,WAS vs. POR,04/05/2024,L,12,27,11,22,50.0,3,10,30.0,2,4,50.0,2,6,8,7,3,3,1,3,-5,POR,POR @ WAS,04/05/2024,W,12,32,13,26,50.0,3,7,42.9,3,3,100.0,6,10,16,9,4,2,0,4,5
IND-OKC-04/05/2024,IND,IND vs. OKC,04/05/2024,W,12,31,12,23,52.2,3,9,33.3,4,4,100.0,4,5,9,7,3,0,0,6,-1,OKC,OKC @ IND,04/05/2024,L,12,32,13,20,65.0,1,5,20.0,5,5,100.0,0,6,6,7,3,0,2,5,1
DAL-GSW-04/05/2024,DAL,DAL vs. GSW,04/05/2024,W,12,31,13,23,56.5,5,11,45.5,0,2,0.0,1,9,10,10,4,3,1,4,-1,GSW,GSW @ DAL,04/05/2024,L,12,32,12,27,44.4,3,7,42.9,5,7,71.4,5,10,15,8,3,1,0,3,1
HOU-MIA-04/05/2024,HOU,HOU vs. MIA,04/05/2024,L,12,27,9,22,40.9,4,11,36.4,5,7,71.4,2,9,11,9,4,2,1,2,0,MIA,MIA @ HOU,04/05/2024,W,12,27,11,22,50.0,1,8,12.5,4,4,100.0,0,11,11,8,4,3,0,5,0
NYK-SAC-04/04/2024,NYK,NYK vs. SAC,04/04/2024,W,12,20,8,20,40.0,1,6,16.7,3,5,60.0,4,5,9,8,4,1,0,3,-15,SAC,SAC @ NYK,04/04/2024,L,12,35,14,21,66.7,7,10,70.0,0,0,0.0,2,9,11,8,3,3,1,4,15
