KEY,(H)PTS,(H)FGM,(H)FGA,(H)3PM,(H)3PA,(H)FTM,(H)FTA,(H)OREB,(H)DREB,(H)REB,(H)AST,(H)TOV,(H)STL,(H)BLK,(H)PF,(H)+/-,(A)PTS,(A)FGM,(A)FGA,(A)3PM,(A)3PA,(A)FTM,(A)FTA,(A)OREB,(A)DREB,(A)REB,(A)AST,(A)TOV,(A)STL,(A)BLK,(A)PF,(A)+/-,total_score,score_diff,abs_score_diff,total_pts_q123,pace,h_fg_pct,a_fg_pct,h_3p_pct,a_3p_pct,h_ft_pct,a_ft_pct,posted_total,season,under
MIA-UTA-11/06/2021,87.0,36.0,61.0,7.0,15.0,8.0,9.0,6.0,23.0,29.0,22.0,9.0,2.0,0.0,14.0,9.0,78.0,30.0,60.0,8.0,29.0,10.0,13.0,3.0,18.0,21.0,16.0,4.0,7.0,3.0,11.0,-9.0,233.0,9.0,9.0,165.0,121.0,0.5901639344262295,0.5,0.4666666666666667,0.27586206896551724,0.8888888888888888,0.7692307692307693,212.0,2022,0.0
DEN-HOU-11/06/2021,72.0,27.0,71.0,5.0,31.0,13.0,15.0,9.0,29.0,38.0,13.0,8.0,6.0,3.0,14.0,1.0,71.0,28.0,60.0,6.0,23.0,9.0,16.0,5.0,31.0,36.0,13.0,12.0,7.0,6.0,13.0,-1.0,189.0,1.0,1.0,143.0,131.0,0.38028169014084506,0.4666666666666667,0.16129032258064516,0.2608695652173913,0.8666666666666667,0.5625,215.0,2022,1.0
PHX-ATL-11/06/2021,86.0,33.0,70.0,10.0,34.0,10.0,11.0,4.0,23.0,27.0,18.0,9.0,7.0,3.0,18.0,-12.0,98.0,34.0,68.0,13.0,26.0,17.0,20.0,9.0,30.0,39.0,16.0,11.0,3.0,1.0,9.0,12.0,238.0,-12.0,12.0,184.0,138.0,0.4714285714285714,0.5,0.29411764705882354,0.5,0.9090909090909091,0.85,222.0,2022,0.0
CHI-PHI-11/06/2021,77.0,30.0,75.0,5.0,20.0,12.0,14.0,15.0,19.0,34.0,15.0,8.0,6.0,1.0,14.0,-7.0,84.0,32.0,60.0,7.0,19.0,13.0,17.0,5.0,28.0,33.0,18.0,12.0,5.0,4.0,14.0,7.0,219.0,-7.0,7.0,161.0,135.0,0.4,0.5333333333333333,0.25,0.3684210526315789,0.8571428571428571,0.7647058823529411,215.0,2022,0.0
SAC-CHA-11/05/2021,106.0,38.0,68.0,15.0,31.0,15.0,19.0,11.0,31.0,42.0,21.0,12.0,2.0,1.0,15.0,17.0,89.0,35.0,71.0,11.0,29.0,8.0,15.0,6.0,16.0,22.0,24.0,6.0,6.0,4.0,15.0,-17.0,250.0,17.0,17.0,195.0,139.0,0.5588235294117647,0.49295774647887325,0.4838709677419355,0.3793103448275862,0.7894736842105263,0.5333333333333333,232.0,2022,0.0
MIL-NYK-11/05/2021,83.0,28.0,67.0,15.0,36.0,12.0,15.0,6.0,25.0,31.0,17.0,11.0,5.0,4.0,12.0,-5.0,88.0,33.0,75.0,9.0,33.0,13.0,15.0,12.0,29.0,41.0,13.0,11.0,8.0,3.0,14.0,5.0,211.0,-5.0,5.0,171.0,142.0,0.417910447761194,0.44,0.4166666666666667,0.2727272727272727,0.8,0.8666666666666667,217.0,2022,1.0
MIN-LAC-11/05/2021,72.0,27.0,68.0,15.0,41.0,3.0,5.0,7.0,27.0,34.0,16.0,17.0,5.0,6.0,25.0,-3.0,75.0,27.0,67.0,4.0,20.0,17.0,22.0,10.0,32.0,42.0,11.0,14.0,9.0,2.0,11.0,3.0,188.0,-3.0,3.0,147.0,135.0,0.39705882352941174,0.40298507462686567,0.36585365853658536,0.2,0.6,0.7727272727272727,215.5,2022,1.0
ORL-SAS-11/05/2021,62.0,25.0,70.0,6.0,29.0,6.0,9.0,6.0,30.0,36.0,16.0,9.0,6.0,7.0,10.0,-10.0,72.0,27.0,67.0,5.0,17.0,13.0,15.0,3.0,37.0,40.0,16.0,10.0,6.0,7.0,10.0,10.0,191.0,-10.0,10.0,134.0,137.0,0.35714285714285715,0.40298507462686567,0.20689655172413793,0.29411764705882354,0.6666666666666666,0.8666666666666667,213.0,2022,1.0
GSW-NOP-11/05/2021,88.0,32.0,71.0,14.0,42.0,10.0,11.0,8.0,27.0,35.0,24.0,7.0,7.0,4.0,13.0,22.0,66.0,23.0,62.0,9.0,28.0,11.0,15.0,6.0,27.0,33.0,17.0,16.0,3.0,2.0,13.0,-22.0,211.0,22.0,22.0,154.0,133.0,0.4507042253521127,0.3709677419354839,0.3333333333333333,0.32142857142857145,0.9090909090909091,0.7333333333333333,213.5,2022,1.0
DET-BKN-11/05/2021,62.0,23.0,67.0,6.0,24.0,10.0,12.0,5.0,26.0,31.0,11.0,12.0,10.0,3.0,17.0,-16.0,78.0,28.0,59.0,11.0,25.0,11.0,12.0,2.0,32.0,34.0,19.0,14.0,3.0,3.0,14.0,16.0,186.0,-16.0,16.0,140.0,126.0,0.34328358208955223,0.4745762711864407,0.25,0.44,0.8333333333333334,0.9166666666666666,210.5,2022,1.0
POR-IND-11/05/2021,82.0,30.0,61.0,11.0,28.0,11.0,13.0,3.0,29.0,32.0,20.0,11.0,4.0,4.0,10.0,-1.0,83.0,33.0,70.0,12.0,38.0,5.0,8.0,6.0,27.0,33.0,23.0,7.0,6.0,1.0,14.0,1.0,216.0,-1.0,1.0,165.0,131.0,0.4918032786885246,0.4714285714285714,0.39285714285714285,0.3157894736842105,0.8461538461538461,0.625,222.5,2022,1.0
WAS-MEM-11/05/2021,91.0,39.0,66.0,9.0,22.0,4.0,7.0,5.0,33.0,38.0,25.0,13.0,4.0,4.0,8.0,23.0,68.0,27.0,72.0,5.0,24.0,9.0,11.0,10.0,20.0,30.0,17.0,7.0,10.0,3.0,9.0,-23.0,202.0,23.0,23.0,159.0,138.0,0.5909090909090909,0.375,0.4090909090909091,0.20833333333333334,0.5714285714285714,0.8181818181818182,220.5,2022,1.0
TOR-CLE-11/05/2021,80.0,33.0,71.0,9.0,19.0,5.0,9.0,11.0,21.0,32.0,16.0,9.0,8.0,6.0,14.0,6.0,74.0,28.0,62.0,7.0,23.0,11.0,14.0,9.0,23.0,32.0,15.0,16.0,3.0,1.0,10.0,-6.0,203.0,6.0,6.0,154.0,133.0,0.4647887323943662,0.45161290322580644,0.47368421052631576,0.30434782608695654,0.5555555555555556,0.7857142857142857,204.0,2022,1.0
PHX-HOU-11/04/2021,93.0,36.0,78.0,10.0,23.0,11.0,13.0,13.0,27.0,40.0,24.0,7.0,6.0,6.0,16.0,7.0,86.0,31.0,70.0,9.0,27.0,15.0,19.0,5.0,29.0,34.0,22.0,11.0,2.0,4.0,16.0,-7.0,234.0,7.0,7.0,179.0,148.0,0.46153846153846156,0.44285714285714284,0.43478260869565216,0.3333333333333333,0.8461538461538461,0.7894736842105263,220.0,2022,0.0
MIA-BOS-11/04/2021,57.0,19.0,57.0,6.0,32.0,13.0,19.0,8.0,26.0,34.0,12.0,18.0,8.0,0.0,17.0,-18.0,75.0,24.0,60.0,12.0,29.0,15.0,17.0,9.0,26.0,35.0,13.0,14.0,7.0,3.0,15.0,18.0,173.0,-18.0,18.0,132.0,117.0,0.3333333333333333,0.4,0.1875,0.41379310344827586,0.6842105263157895,0.8823529411764706,213.5,2022,1.0
LAL-OKC-11/04/2021,80.0,32.0,70.0,8.0,21.0,8.0,11.0,14.0,25.0,39.0,18.0,13.0,7.0,4.0,14.0,8.0,72.0,27.0,68.0,9.0,29.0,9.0,13.0,10.0,23.0,33.0,16.0,12.0,7.0,2.0,9.0,-8.0,211.0,8.0,8.0,152.0,138.0,0.45714285714285713,0.39705882352941174,0.38095238095238093,0.3103448275862069,0.7272727272727273,0.6923076923076923,214.0,2022,1.0
DET-PHI-11/04/2021,82.0,31.0,70.0,11.0,29.0,9.0,10.0,9.0,20.0,29.0,19.0,5.0,5.0,2.0,15.0,-4.0,86.0,32.0,63.0,10.0,26.0,12.0,18.0,12.0,25.0,37.0,19.0,11.0,3.0,3.0,9.0,4.0,207.0,-4.0,4.0,168.0,133.0,0.44285714285714284,0.5079365079365079,0.3793103448275862,0.38461538461538464,0.9,0.6666666666666666,207.5,2022,1.0
ATL-UTA-11/04/2021,74.0,26.0,65.0,6.0,23.0,16.0,18.0,5.0,20.0,25.0,14.0,5.0,9.0,4.0,16.0,-1.0,75.0,28.0,59.0,9.0,26.0,10.0,16.0,7.0,30.0,37.0,20.0,14.0,2.0,4.0,13.0,1.0,214.0,-1.0,1.0,149.0,124.0,0.4,0.4745762711864407,0.2608695652173913,0.34615384615384615,0.8888888888888888,0.625,218.5,2022,1.0
MEM-DEN-11/03/2021,78.0,32.0,63.0,10.0,26.0,4.0,9.0,1.0,24.0,25.0,22.0,9.0,9.0,6.0,12.0,-5.0,83.0,34.0,71.0,5.0,19.0,10.0,11.0,10.0,29.0,39.0,19.0,12.0,6.0,4.0,12.0,5.0,214.0,-5.0,5.0,161.0,134.0,0.5079365079365079,0.4788732394366197,0.38461538461538464,0.2631578947368421,0.4444444444444444,0.9090909090909091,215.5,2022,1.0
IND-NYK-11/03/2021,80.0,32.0,72.0,12.0,33.0,4.0,6.0,8.0,28.0,36.0,19.0,9.0,6.0,4.0,16.0,5.0,75.0,30.0,69.0,4.0,17.0,11.0,14.0,11.0,28.0,39.0,20.0,8.0,4.0,6.0,13.0,-5.0,209.0,5.0,5.0,155.0,141.0,0.4444444444444444,0.43478260869565216,0.36363636363636365,0.23529411764705882,0.6666666666666666,0.7857142857142857,216.0,2022,1.0
PHI-CHI-11/03/2021,84.0,31.0,55.0,12.0,23.0,10.0,12.0,2.0,24.0,26.0,20.0,9.0,6.0,3.0,11.0,12.0,72.0,28.0,63.0,4.0,16.0,12.0,14.0,7.0,23.0,30.0,15.0,9.0,8.0,0.0,10.0,-12.0,201.0,12.0,12.0,156.0,118.0,0.5636363636363636,0.4444444444444444,0.5217391304347826,0.25,0.8333333333333334,0.8571428571428571,215.5,2022,1.0
BKN-ATL-11/03/2021,95.0,36.0,71.0,16.0,35.0,7.0,9.0,7.0,26.0,33.0,30.0,9.0,7.0,5.0,12.0,16.0,79.0,31.0,69.0,11.0,28.0,6.0,8.0,7.0,30.0,37.0,16.0,12.0,5.0,3.0,13.0,-16.0,225.0,16.0,16.0,174.0,140.0,0.5070422535211268,0.4492753623188406,0.45714285714285713,0.39285714285714285,0.7777777777777778,0.75,221.0,2022,0.0
GSW-CHA-11/03/2021,80.0,27.0,59.0,14.0,34.0,12.0,17.0,3.0,34.0,37.0,23.0,15.0,11.0,1.0,11.0,13.0,67.0,25.0,68.0,8.0,26.0,9.0,12.0,6.0,31.0,37.0,12.0,13.0,9.0,1.0,10.0,-13.0,206.0,13.0,13.0,147.0,127.0,0.4576271186440678,0.36764705882352944,0.4117647058823529,0.3076923076923077,0.7058823529411765,0.75,226.5,2022,1.0
MIN-LAC-11/03/2021,88.0,33.0,71.0,11.0,33.0,11.0,12.0,8.0,15.0,23.0,20.0,10.0,9.0,1.0,10.0,-15.0,103.0,39.0,59.0,18.0,29.0,7.0,7.0,2.0,29.0,31.0,27.0,17.0,2.0,4.0,10.0,15.0,241.0,-15.0,15.0,191.0,130.0,0.4647887323943662,0.6610169491525424,0.3333333333333333,0.6206896551724138,0.9166666666666666,1.0,212.5,2022,0.0
CLE-POR-11/03/2021,87.0,31.0,55.0,13.0,26.0,12.0,16.0,3.0,31.0,34.0,24.0,12.0,3.0,1.0,12.0,10.0,77.0,30.0,71.0,8.0,26.0,9.0,14.0,10.0,23.0,33.0,16.0,5.0,8.0,2.0,15.0,-10.0,211.0,10.0,10.0,164.0,126.0,0.5636363636363636,0.4225352112676056,0.5,0.3076923076923077,0.75,0.6428571428571429,216.5,2022,1.0
ORL-BOS-11/03/2021,56.0,21.0,64.0,7.0,33.0,7.0,8.0,5.0,26.0,31.0,11.0,11.0,6.0,1.0,11.0,-19.0,75.0,28.0,62.0,8.0,26.0,11.0,13.0,7.0,30.0,37.0,19.0,8.0,5.0,8.0,13.0,19.0,171.0,-19.0,19.0,131.0,126.0,0.328125,0.45161290322580644,0.21212121212121213,0.3076923076923077,0.875,0.8461538461538461,212.5,2022,1.0
SAC-NOP-11/03/2021,92.0,34.0,62.0,8.0,23.0,16.0,19.0,4.0,22.0,26.0,23.0,5.0,6.0,5.0,14.0,5.0,87.0,33.0,67.0,12.0,27.0,9.0,9.0,5.0,23.0,28.0,21.0,11.0,1.0,2.0,13.0,-5.0,211.0,5.0,5.0,179.0,129.0,0.5483870967741935,0.4925373134328358,0.34782608695652173,0.4444444444444444,0.8421052631578947,1.0,219.0,2022,1.0
WAS-TOR-11/03/2021,77.0,28.0,63.0,7.0,24.0,14.0,18.0,9.0,26.0,35.0,15.0,9.0,4.0,6.0,7.0,-9.0,86.0,33.0,72.0,9.0,21.0,11.0,12.0,10.0,23.0,33.0,14.0,6.0,8.0,2.0,15.0,9.0,209.0,-9.0,9.0,163.0,135.0,0.4444444444444444,0.4583333333333333,0.2916666666666667,0.42857142857142855,0.7777777777777778,0.9166666666666666,212.0,2022,1.0
SAS-DAL-11/03/2021,83.0,33.0,69.0,6.0,17.0,11.0,13.0,5.0,28.0,33.0,20.0,11.0,7.0,9.0,16.0,2.0,81.0,29.0,72.0,7.0,26.0,16.0,22.0,13.0,31.0,44.0,18.0,15.0,7.0,4.0,17.0,-2.0,217.0,2.0,2.0,164.0,141.0,0.4782608695652174,0.4027777777777778,0.35294117647058826,0.2692307692307692,0.8461538461538461,0.7272727272727273,217.0,2022,
PHX-NOP-11/02/2021,76.0,28.0,59.0,7.0,19.0,13.0,13.0,6.0,23.0,29.0,21.0,18.0,5.0,2.0,12.0,-6.0,82.0,30.0,69.0,11.0,27.0,11.0,12.0,10.0,23.0,33.0,17.0,15.0,16.0,4.0,11.0,6.0,212.0,-6.0,6.0,158.0,128.0,0.4745762711864407,0.43478260869565216,0.3684210526315789,0.4074074074074074,1.0,0.9166666666666666,215.0,2022,1.0
DET-MIL-11/02/2021,62.0,23.0,74.0,7.0,36.0,9.0,14.0,12.0,21.0,33.0,17.0,10.0,1.0,4.0,17.0,-28.0,90.0,31.0,64.0,12.0,28.0,16.0,18.0,8.0,32.0,40.0,21.0,10.0,6.0,7.0,13.0,28.0,206.0,-28.0,28.0,152.0,138.0,0.3108108108108108,0.484375,0.19444444444444445,0.42857142857142855,0.6428571428571429,0.8888888888888888,211.5,2022,1.0
DAL-MIA-11/02/2021,88.0,29.0,64.0,12.0,33.0,18.0,22.0,8.0,21.0,29.0,14.0,9.0,1.0,2.0,14.0,-11.0,99.0,35.0,64.0,11.0,18.0,18.0,20.0,7.0,24.0,31.0,22.0,6.0,5.0,3.0,19.0,11.0,235.0,-11.0,11.0,187.0,128.0,0.453125,0.546875,0.36363636363636365,0.6111111111111112,0.8181818181818182,0.9,209.5,2022,0.0
UTA-SAC-11/02/2021,90.0,35.0,78.0,10.0,40.0,10.0,13.0,10.0,33.0,43.0,14.0,13.0,5.0,4.0,14.0,3.0,87.0,34.0,74.0,9.0,26.0,10.0,12.0,5.0,24.0,29.0,20.0,7.0,6.0,6.0,15.0,-3.0,232.0,3.0,3.0,177.0,152.0,0.44871794871794873,0.4594594594594595,0.25,0.34615384615384615,0.7692307692307693,0.8333333333333334,223.5,2022,0.0
LAL-HOU-11/02/2021,87.0,36.0,68.0,5.0,20.0,10.0,14.0,6.0,25.0,31.0,21.0,16.0,8.0,3.0,17.0,-2.0,89.0,37.0,69.0,10.0,26.0,5.0,12.0,9.0,24.0,33.0,21.0,19.0,8.0,2.0,14.0,2.0,236.0,-2.0,2.0,176.0,137.0,0.5294117647058824,0.5362318840579711,0.25,0.38461538461538464,0.7142857142857143,0.4166666666666667,219.5,2022,0.0
CHA-CLE-11/01/2021,76.0,30.0,78.0,9.0,27.0,7.0,10.0,15.0,19.0,34.0,18.0,14.0,9.0,10.0,13.0,-12.0,88.0,33.0,72.0,7.0,22.0,15.0,21.0,13.0,27.0,40.0,16.0,13.0,10.0,6.0,11.0,12.0,223.0,-12.0,12.0,164.0,150.0,0.38461538461538464,0.4583333333333333,0.3333333333333333,0.3181818181818182,0.7,0.7142857142857143,220.0,2022,0.0
ATL-WAS-11/01/2021,84.0,27.0,62.0,9.0,23.0,21.0,21.0,9.0,29.0,38.0,19.0,8.0,7.0,5.0,13.0,7.0,77.0,29.0,68.0,10.0,31.0,9.0,9.0,7.0,23.0,30.0,18.0,9.0,5.0,3.0,16.0,-7.0,229.0,7.0,7.0,161.0,130.0,0.43548387096774194,0.4264705882352941,0.391304347826087,0.3225806451612903,1.0,1.0,222.0,2022,0.0
IND-SAS-11/01/2021,109.0,43.0,69.0,14.0,28.0,9.0,12.0,7.0,22.0,29.0,28.0,12.0,10.0,4.0,14.0,26.0,83.0,32.0,65.0,11.0,21.0,8.0,12.0,6.0,19.0,25.0,22.0,16.0,4.0,2.0,9.0,-26.0,249.0,26.0,26.0,192.0,134.0,0.6231884057971014,0.49230769230769234,0.5,0.5238095238095238,0.75,0.6666666666666666,215.5,2022,0.0
LAC-OKC-11/01/2021,66.0,24.0,70.0,9.0,33.0,9.0,13.0,10.0,29.0,39.0,13.0,12.0,6.0,3.0,13.0,-8.0,74.0,26.0,68.0,10.0,31.0,12.0,14.0,8.0,34.0,42.0,13.0,12.0,6.0,3.0,11.0,8.0,193.0,-8.0,8.0,140.0,138.0,0.34285714285714286,0.38235294117647056,0.2727272727272727,0.3225806451612903,0.6923076923076923,0.8571428571428571,210.0,2022,1.0
NYK-TOR-11/01/2021,79.0,27.0,59.0,13.0,27.0,12.0,16.0,7.0,25.0,32.0,18.0,13.0,1.0,4.0,10.0,-12.0,91.0,35.0,74.0,12.0,30.0,9.0,10.0,7.0,24.0,31.0,21.0,5.0,9.0,2.0,15.0,12.0,217.0,-12.0,12.0,170.0,133.0,0.4576271186440678,0.47297297297297297,0.48148148148148145,0.4,0.75,0.9,209.0,2022,0.0
MIN-ORL-11/01/2021,78.0,32.0,76.0,10.0,36.0,4.0,8.0,11.0,28.0,39.0,19.0,10.0,8.0,1.0,18.0,6.0,72.0,20.0,57.0,9.0,31.0,23.0,29.0,9.0,28.0,37.0,14.0,13.0,4.0,5.0,11.0,-6.0,212.0,6.0,6.0,150.0,133.0,0.42105263157894735,0.3508771929824561,0.2777777777777778,0.2903225806451613,0.5,0.7931034482758621,217.0,2022,1.0
PHI-POR-11/01/2021,86.0,34.0,66.0,10.0,29.0,8.0,10.0,7.0,20.0,27.0,27.0,9.0,10.0,6.0,14.0,5.0,81.0,30.0,63.0,11.0,31.0,10.0,17.0,10.0,24.0,34.0,18.0,12.0,4.0,2.0,8.0,-5.0,216.0,5.0,5.0,167.0,129.0,0.5151515151515151,0.47619047619047616,0.3448275862068966,0.3548387096774194,0.8,0.5882352941176471,221.5,2022,1.0
MEM-DEN-11/01/2021,82.0,34.0,76.0,11.0,29.0,3.0,5.0,8.0,31.0,39.0,16.0,9.0,8.0,2.0,13.0,9.0,73.0,30.0,63.0,4.0,24.0,9.0,13.0,3.0,28.0,31.0,21.0,12.0,6.0,5.0,9.0,-9.0,203.0,9.0,9.0,155.0,139.0,0.4473684210526316,0.47619047619047616,0.3793103448275862,0.16666666666666666,0.6,0.6923076923076923,215.5,2022,1.0
BOS-CHI-11/01/2021,103.0,37.0,73.0,15.0,25.0,14.0,19.0,10.0,25.0,35.0,18.0,6.0,9.0,1.0,6.0,14.0,89.0,36.0,70.0,10.0,25.0,7.0,7.0,8.0,26.0,34.0,23.0,13.0,4.0,5.0,13.0,-14.0,242.0,14.0,14.0,192.0,143.0,0.5068493150684932,0.5142857142857142,0.6,0.4,0.7368421052631579,1.0,215.5,2022,0.0
LAL-HOU-10/31/2021,75.0,31.0,74.0,8.0,23.0,5.0,9.0,7.0,25.0,32.0,17.0,10.0,14.0,6.0,15.0,21.0,54.0,20.0,55.0,5.0,23.0,9.0,20.0,8.0,34.0,42.0,9.0,25.0,7.0,3.0,13.0,-21.0,180.0,21.0,21.0,129.0,129.0,0.4189189189189189,0.36363636363636365,0.34782608695652173,0.21739130434782608,0.5555555555555556,0.45,224.5,2022,1.0
DAL-SAC-10/31/2021,82.0,34.0,76.0,10.0,30.0,4.0,8.0,10.0,24.0,34.0,19.0,5.0,5.0,4.0,13.0,10.0,72.0,28.0,68.0,2.0,19.0,14.0,17.0,10.0,29.0,39.0,14.0,10.0,3.0,2.0,12.0,-10.0,204.0,10.0,10.0,154.0,144.0,0.4473684210526316,0.4117647058823529,0.3333333333333333,0.10526315789473684,0.5,0.8235294117647058,218.5,2022,1.0
MIL-UTA-10/31/2021,69.0,28.0,70.0,9.0,28.0,4.0,5.0,10.0,23.0,33.0,11.0,6.0,3.0,3.0,16.0,-15.0,84.0,27.0,57.0,11.0,29.0,19.0,21.0,5.0,29.0,34.0,12.0,8.0,4.0,7.0,7.0,15.0,202.0,-15.0,15.0,153.0,127.0,0.4,0.47368421052631576,0.32142857142857145,0.3793103448275862,0.8,0.9047619047619048,222.0,2022,1.0
BKN-DET-10/31/2021,96.0,39.0,58.0,11.0,18.0,7.0,10.0,1.0,28.0,29.0,25.0,11.0,5.0,2.0,12.0,22.0,74.0,27.0,62.0,10.0,25.0,10.0,15.0,5.0,15.0,20.0,18.0,9.0,8.0,2.0,13.0,-22.0,208.0,22.0,22.0,170.0,120.0,0.6724137931034483,0.43548387096774194,0.6111111111111112,0.4,0.7,0.6666666666666666,211.0,2022,1.0
CHA-POR-10/31/2021,89.0,34.0,69.0,15.0,32.0,6.0,13.0,6.0,22.0,28.0,27.0,7.0,4.0,2.0,14.0,1.0,88.0,33.0,71.0,12.0,42.0,10.0,11.0,11.0,28.0,39.0,23.0,12.0,4.0,4.0,13.0,-1.0,238.0,1.0,1.0,177.0,140.0,0.4927536231884058,0.4647887323943662,0.46875,0.2857142857142857,0.46153846153846156,0.9090909090909091,231.0,2022,0.0
MEM-MIA-10/30/2021,79.0,26.0,65.0,13.0,37.0,14.0,15.0,6.0,16.0,22.0,20.0,10.0,10.0,5.0,14.0,-23.0,102.0,35.0,64.0,18.0,28.0,14.0,17.0,8.0,28.0,36.0,27.0,13.0,8.0,1.0,14.0,23.0,232.0,-23.0,23.0,181.0,129.0,0.4,0.546875,0.35135135135135137,0.6428571428571429,0.9333333333333333,0.8235294117647058,215.0,2022,0.0
PHI-ATL-10/30/2021,89.0,31.0,62.0,10.0,28.0,17.0,18.0,2.0,25.0,27.0,19.0,8.0,6.0,5.0,17.0,20.0,69.0,28.0,77.0,6.0,16.0,7.0,11.0,17.0,23.0,40.0,18.0,12.0,4.0,1.0,13.0,-20.0,216.0,20.0,20.0,158.0,139.0,0.5,0.36363636363636365,0.35714285714285715,0.375,0.9444444444444444,0.6363636363636364,216.5,2022,1.0
MIN-DEN-10/30/2021,73.0,27.0,68.0,11.0,31.0,8.0,9.0,12.0,24.0,36.0,16.0,16.0,6.0,6.0,18.0,4.0,69.0,27.0,69.0,6.0,27.0,9.0,12.0,12.0,25.0,37.0,15.0,15.0,10.0,8.0,13.0,-4.0,184.0,4.0,4.0,142.0,137.0,0.39705882352941174,0.391304347826087,0.3548387096774194,0.2222222222222222,0.8888888888888888,0.75,219.5,2022,1.0
GSW-OKC-10/30/2021,82.0,32.0,71.0,15.0,39.0,3.0,6.0,9.0,34.0,43.0,24.0,9.0,7.0,7.0,15.0,24.0,58.0,21.0,61.0,5.0,29.0,11.0,15.0,2.0,29.0,31.0,9.0,12.0,4.0,6.0,7.0,-24.0,185.0,24.0,24.0,140.0,132.0,0.4507042253521127,0.3442622950819672,0.38461538461538464,0.1724137931034483,0.5,0.7333333333333333,217.0,2022,1.0
PHX-CLE-10/30/2021,78.0,31.0,67.0,5.0,21.0,11.0,15.0,5.0,32.0,37.0,21.0,10.0,11.0,3.0,12.0,13.0,65.0,26.0,66.0,9.0,28.0,4.0,5.0,7.0,31.0,38.0,15.0,18.0,4.0,2.0,13.0,-13.0,193.0,13.0,13.0,143.0,133.0,0.4626865671641791,0.3939393939393939,0.23809523809523808,0.32142857142857145,0.7333333333333333,0.8,216.0,2022,1.0
NOP-NYK-10/30/2021,83.0,32.0,67.0,8.0,25.0,11.0,12.0,6.0,23.0,29.0,22.0,8.0,5.0,3.0,15.0,-5.0,88.0,33.0,65.0,13.0,25.0,9.0,11.0,5.0,25.0,30.0,17.0,8.0,5.0,3.0,12.0,5.0,240.0,-5.0,5.0,171.0,132.0,0.47761194029850745,0.5076923076923077,0.32,0.52,0.9166666666666666,0.8181818181818182,214.0,2022,0.0
DET-ORL-10/30/2021,82.0,27.0,68.0,11.0,34.0,17.0,22.0,15.0,25.0,40.0,19.0,15.0,9.0,4.0,14.0,9.0,73.0,26.0,64.0,10.0,24.0,11.0,15.0,8.0,25.0,33.0,17.0,14.0,5.0,6.0,15.0,-9.0,213.0,9.0,9.0,155.0,132.0,0.39705882352941174,0.40625,0.3235294117647059,0.4166666666666667,0.7727272727272727,0.7333333333333333,207.5,2022,0.0
MIL-SAS-10/30/2021,67.0,26.0,68.0,7.0,29.0,8.0,12.0,6.0,35.0,41.0,15.0,14.0,5.0,2.0,13.0,-2.0,69.0,27.0,73.0,5.0,26.0,10.0,16.0,7.0,33.0,40.0,21.0,8.0,9.0,2.0,9.0,2.0,195.0,-2.0,2.0,136.0,141.0,0.38235294117647056,0.3698630136986301,0.2413793103448276,0.19230769230769232,0.6666666666666666,0.625,223.5,2022,1.0
IND-TOR-10/30/2021,66.0,24.0,58.0,7.0,29.0,11.0,16.0,6.0,24.0,30.0,18.0,17.0,5.0,8.0,10.0,-1.0,67.0,29.0,69.0,7.0,24.0,2.0,4.0,7.0,28.0,35.0,12.0,15.0,6.0,2.0,16.0,1.0,191.0,-1.0,1.0,133.0,127.0,0.41379310344827586,0.42028985507246375,0.2413793103448276,0.2916666666666667,0.6875,0.5,212.0,2022,1.0
CHI-UTA-10/30/2021,79.0,28.0,70.0,3.0,17.0,20.0,25.0,9.0,28.0,37.0,9.0,7.0,6.0,4.0,15.0,7.0,72.0,26.0,71.0,7.0,29.0,13.0,14.0,11.0,29.0,40.0,11.0,14.0,4.0,6.0,16.0,-7.0,206.0,7.0,7.0,151.0,141.0,0.4,0.36619718309859156,0.17647058823529413,0.2413793103448276,0.8,0.9285714285714286,218.5,2022,1.0
BKN-IND-10/29/2021,85.0,26.0,54.0,6.0,21.0,27.0,34.0,6.0,30.0,36.0,16.0,14.0,6.0,4.0,16.0,11.0,74.0,28.0,70.0,7.0,23.0,11.0,15.0,8.0,24.0,32.0,19.0,11.0,8.0,5.0,21.0,-11.0,203.0,11.0,11.0,159.0,124.0,0.48148148148148145,0.4,0.2857142857142857,0.30434782608695654,0.7941176470588235,0.7333333333333333,223.0,2022,1.0
MIA-CHA-10/29/2021,84.0,32.0,72.0,7.0,30.0,13.0,13.0,13.0,31.0,44.0,17.0,14.0,6.0,2.0,15.0,9.0,75.0,26.0,65.0,11.0,27.0,12.0,17.0,8.0,21.0,29.0,18.0,10.0,7.0,6.0,13.0,-9.0,213.0,9.0,9.0,159.0,137.0,0.4444444444444444,0.4,0.23333333333333334,0.4074074074074074,1.0,0.7058823529411765,221.5,2022,1.0
DEN-DAL-10/29/2021,87.0,36.0,64.0,8.0,24.0,7.0,11.0,4.0,35.0,39.0,22.0,14.0,5.0,3.0,14.0,31.0,56.0,18.0,61.0,7.0,29.0,13.0,15.0,3.0,20.0,23.0,10.0,11.0,6.0,2.0,15.0,-31.0,181.0,31.0,31.0,143.0,125.0,0.5625,0.29508196721311475,0.3333333333333333,0.2413793103448276,0.6363636363636364,0.8666666666666667,216.5,2022,1.0
