KEY,(H)PTS,(H)FGM,(H)FGA,(H)3PM,(H)3PA,(H)FTM,(H)FTA,(H)OREB,(H)DREB,(H)REB,(H)AST,(H)TOV,(H)STL,(H)BLK,(H)PF,(H)+/-,(A)PTS,(A)FGM,(A)FGA,(A)3PM,(A)3PA,(A)FTM,(A)FTA,(A)OREB,(A)DREB,(A)REB,(A)AST,(A)TOV,(A)STL,(A)BLK,(A)PF,(A)+/-,total_score,score_diff,abs_score_diff,total_pts_q123,pace,h_fg_pct,a_fg_pct,h_3p_pct,a_3p_pct,h_ft_pct,a_ft_pct,posted_total,season,under
MEM-SAC-11/22/2022,76.0,31.0,72.0,6.0,23.0,8.0,13.0,12.0,29.0,41.0,22.0,13.0,8.0,10.0,14.0,-12.0,88.0,33.0,75.0,12.0,36.0,10.0,14.0,8.0,28.0,36.0,23.0,11.0,11.0,2.0,14.0,12.0,222.0,-12.0,12.0,164.0,147.0,0.4305555555555556,0.44,0.2608695652173913,0.3333333333333333,0.6153846153846154,0.7142857142857143,237.0,2023,1.0
DEN-DET-11/22/2022,81.0,34.0,68.0,3.0,15.0,10.0,16.0,12.0,20.0,32.0,23.0,13.0,6.0,5.0,12.0,-2.0,83.0,36.0,68.0,7.0,26.0,4.0,5.0,9.0,21.0,30.0,21.0,13.0,5.0,5.0,17.0,2.0,218.0,-2.0,2.0,164.0,136.0,0.5,0.5294117647058824,0.2,0.2692307692307692,0.625,0.8,227.5,2023,1.0
NOP-GSW-11/21/2022,97.0,36.0,68.0,11.0,30.0,14.0,19.0,7.0,27.0,34.0,22.0,10.0,12.0,5.0,15.0,32.0,65.0,21.0,54.0,6.0,28.0,17.0,19.0,4.0,23.0,27.0,10.0,21.0,5.0,4.0,17.0,-32.0,211.0,32.0,32.0,162.0,122.0,0.5294117647058824,0.3888888888888889,0.36666666666666664,0.21428571428571427,0.7368421052631579,0.8947368421052632,227.5,2023,1.0
CLE-ATL-11/21/2022,85.0,30.0,52.0,7.0,14.0,18.0,21.0,3.0,27.0,30.0,13.0,15.0,5.0,2.0,13.0,3.0,82.0,30.0,68.0,9.0,29.0,13.0,15.0,7.0,19.0,26.0,18.0,10.0,11.0,2.0,18.0,-3.0,216.0,3.0,3.0,167.0,120.0,0.5769230769230769,0.4411764705882353,0.5,0.3103448275862069,0.8571428571428571,0.8666666666666667,228.0,2023,1.0
LAC-UTA-11/21/2022,88.0,36.0,66.0,7.0,16.0,9.0,10.0,7.0,23.0,30.0,22.0,14.0,3.0,5.0,14.0,-5.0,93.0,33.0,69.0,10.0,28.0,17.0,18.0,11.0,22.0,33.0,21.0,11.0,8.0,2.0,11.0,5.0,235.0,-5.0,5.0,181.0,135.0,0.5454545454545454,0.4782608695652174,0.4375,0.35714285714285715,0.9,0.9444444444444444,222.5,2023,0.0
CHI-BOS-11/21/2022,95.0,36.0,67.0,10.0,21.0,13.0,18.0,6.0,34.0,40.0,22.0,10.0,6.0,0.0,13.0,16.0,79.0,27.0,65.0,15.0,40.0,10.0,14.0,4.0,25.0,29.0,20.0,10.0,1.0,2.0,14.0,-16.0,228.0,16.0,16.0,174.0,132.0,0.5373134328358209,0.4153846153846154,0.47619047619047616,0.375,0.7222222222222222,0.7142857142857143,230.0,2023,1.0
OKC-NYK-11/21/2022,87.0,31.0,66.0,7.0,20.0,18.0,20.0,7.0,22.0,29.0,19.0,11.0,3.0,4.0,11.0,-11.0,98.0,39.0,74.0,9.0,26.0,11.0,14.0,10.0,26.0,36.0,15.0,9.0,9.0,2.0,18.0,11.0,248.0,-11.0,11.0,185.0,140.0,0.4696969696969697,0.527027027027027,0.35,0.34615384615384615,0.9,0.7857142857142857,227.5,2023,0.0
MIN-MIA-11/21/2022,84.0,31.0,66.0,10.0,36.0,12.0,13.0,5.0,30.0,35.0,24.0,14.0,5.0,6.0,19.0,5.0,79.0,26.0,71.0,9.0,30.0,18.0,26.0,10.0,25.0,35.0,20.0,8.0,8.0,3.0,15.0,-5.0,206.0,5.0,5.0,163.0,137.0,0.4696969696969697,0.36619718309859156,0.2777777777777778,0.3,0.9230769230769231,0.6923076923076923,220.5,2023,1.0
MIL-POR-11/21/2022,93.0,37.0,68.0,8.0,23.0,11.0,20.0,9.0,26.0,35.0,26.0,9.0,10.0,7.0,15.0,14.0,79.0,31.0,69.0,4.0,20.0,13.0,17.0,9.0,22.0,31.0,11.0,13.0,3.0,3.0,14.0,-14.0,230.0,14.0,14.0,172.0,137.0,0.5441176470588235,0.4492753623188406,0.34782608695652173,0.2,0.55,0.7647058823529411,214.0,2023,0.0
IND-ORL-11/21/2022,86.0,32.0,65.0,9.0,35.0,13.0,14.0,8.0,31.0,39.0,24.0,17.0,6.0,5.0,16.0,19.0,67.0,26.0,69.0,6.0,25.0,9.0,13.0,10.0,21.0,31.0,11.0,12.0,8.0,2.0,17.0,-19.0,225.0,19.0,19.0,153.0,134.0,0.49230769230769234,0.37681159420289856,0.2571428571428571,0.24,0.9285714285714286,0.6923076923076923,225.5,2023,1.0
LAL-SAS-11/20/2022,95.0,37.0,68.0,8.0,24.0,13.0,15.0,3.0,36.0,39.0,24.0,9.0,4.0,1.0,7.0,28.0,67.0,30.0,75.0,4.0,23.0,3.0,6.0,8.0,24.0,32.0,19.0,8.0,3.0,2.0,12.0,-28.0,215.0,28.0,28.0,162.0,143.0,0.5441176470588235,0.4,0.3333333333333333,0.17391304347826086,0.8666666666666667,0.5,228.0,2023,1.0
HOU-GSW-11/20/2022,94.0,32.0,64.0,13.0,33.0,17.0,19.0,6.0,23.0,29.0,20.0,11.0,11.0,1.0,7.0,-3.0,97.0,36.0,68.0,19.0,37.0,6.0,7.0,8.0,23.0,31.0,31.0,15.0,6.0,2.0,15.0,3.0,247.0,-3.0,3.0,191.0,132.0,0.5,0.5294117647058824,0.3939393939393939,0.5135135135135135,0.8947368421052632,0.8571428571428571,233.0,2023,0.0
WAS-CHA-11/20/2022,77.0,31.0,67.0,10.0,24.0,5.0,9.0,7.0,25.0,32.0,16.0,15.0,6.0,8.0,13.0,-2.0,79.0,31.0,72.0,7.0,27.0,10.0,15.0,11.0,27.0,38.0,17.0,11.0,4.0,4.0,11.0,2.0,208.0,-2.0,2.0,156.0,139.0,0.4626865671641791,0.4305555555555556,0.4166666666666667,0.25925925925925924,0.5555555555555556,0.6666666666666666,220.5,2023,1.0
PHX-NYK-11/20/2022,90.0,33.0,76.0,12.0,31.0,12.0,16.0,14.0,27.0,41.0,27.0,7.0,3.0,7.0,12.0,15.0,75.0,29.0,65.0,6.0,19.0,11.0,12.0,7.0,24.0,31.0,17.0,9.0,3.0,5.0,11.0,-15.0,211.0,15.0,15.0,165.0,141.0,0.4342105263157895,0.4461538461538462,0.3870967741935484,0.3157894736842105,0.75,0.9166666666666666,227.0,2023,1.0
SAC-DET-11/20/2022,102.0,35.0,61.0,8.0,27.0,24.0,28.0,4.0,26.0,30.0,21.0,9.0,0.0,0.0,13.0,0.0,102.0,39.0,71.0,12.0,21.0,12.0,13.0,7.0,19.0,26.0,17.0,7.0,4.0,1.0,19.0,0.0,266.0,0.0,0.0,204.0,132.0,0.5737704918032787,0.5492957746478874,0.2962962962962963,0.5714285714285714,0.8571428571428571,0.9230769230769231,234.5,2023,0.0
BKN-MEM-11/20/2022,96.0,38.0,65.0,11.0,24.0,9.0,13.0,4.0,28.0,32.0,24.0,13.0,4.0,2.0,17.0,3.0,93.0,35.0,73.0,10.0,28.0,13.0,23.0,8.0,26.0,34.0,23.0,7.0,11.0,0.0,10.0,-3.0,242.0,3.0,3.0,189.0,138.0,0.5846153846153846,0.4794520547945205,0.4583333333333333,0.35714285714285715,0.6923076923076923,0.5652173913043478,224.0,2023,0.0
CLE-MIA-11/20/2022,95.0,36.0,68.0,12.0,31.0,11.0,15.0,12.0,28.0,40.0,27.0,12.0,6.0,1.0,18.0,31.0,64.0,21.0,60.0,5.0,25.0,17.0,18.0,9.0,14.0,23.0,12.0,14.0,3.0,3.0,13.0,-31.0,200.0,31.0,31.0,159.0,128.0,0.5294117647058824,0.35,0.3870967741935484,0.2,0.7333333333333333,0.9444444444444444,213.0,2023,1.0
DAL-DEN-11/20/2022,74.0,26.0,59.0,11.0,30.0,11.0,19.0,5.0,22.0,27.0,17.0,11.0,3.0,3.0,11.0,-5.0,79.0,32.0,64.0,7.0,19.0,8.0,11.0,4.0,31.0,35.0,20.0,11.0,8.0,5.0,15.0,5.0,195.0,-5.0,5.0,153.0,123.0,0.4406779661016949,0.5,0.36666666666666664,0.3684210526315789,0.5789473684210527,0.7272727272727273,217.5,2023,1.0
LAC-SAS-11/19/2022,91.0,33.0,60.0,19.0,34.0,6.0,11.0,5.0,23.0,28.0,25.0,10.0,7.0,1.0,11.0,22.0,69.0,30.0,71.0,5.0,18.0,4.0,4.0,12.0,21.0,33.0,17.0,11.0,3.0,2.0,8.0,-22.0,216.0,22.0,22.0,160.0,131.0,0.55,0.4225352112676056,0.5588235294117647,0.2777777777777778,0.5454545454545454,1.0,221.0,2023,1.0
PHI-MIN-11/19/2022,84.0,25.0,53.0,10.0,24.0,24.0,28.0,2.0,24.0,26.0,15.0,14.0,6.0,0.0,17.0,-13.0,97.0,36.0,67.0,10.0,26.0,15.0,18.0,6.0,28.0,34.0,25.0,12.0,5.0,2.0,22.0,13.0,221.0,-13.0,13.0,181.0,120.0,0.4716981132075472,0.5373134328358209,0.4166666666666667,0.38461538461538464,0.8571428571428571,0.8333333333333334,217.5,2023,0.0
IND-ORL-11/19/2022,89.0,33.0,67.0,15.0,36.0,8.0,13.0,9.0,26.0,35.0,22.0,15.0,5.0,5.0,12.0,5.0,84.0,31.0,72.0,11.0,30.0,11.0,17.0,8.0,22.0,30.0,13.0,10.0,8.0,5.0,11.0,-5.0,227.0,5.0,5.0,173.0,139.0,0.4925373134328358,0.4305555555555556,0.4166666666666667,0.36666666666666664,0.6153846153846154,0.6470588235294118,226.5,2023,0.0
POR-UTA-11/19/2022,79.0,27.0,61.0,11.0,36.0,14.0,16.0,4.0,27.0,31.0,22.0,14.0,7.0,7.0,13.0,-8.0,87.0,32.0,74.0,10.0,32.0,13.0,14.0,10.0,26.0,36.0,18.0,8.0,5.0,4.0,13.0,8.0,231.0,-8.0,8.0,166.0,135.0,0.4426229508196721,0.43243243243243246,0.3055555555555556,0.3125,0.875,0.9285714285714286,228.0,2023,0.0
GSW-NYK-11/18/2022,87.0,32.0,70.0,14.0,38.0,9.0,14.0,8.0,31.0,39.0,24.0,12.0,6.0,2.0,17.0,13.0,74.0,23.0,68.0,7.0,27.0,21.0,22.0,11.0,26.0,37.0,12.0,13.0,5.0,6.0,11.0,-13.0,212.0,13.0,13.0,161.0,138.0,0.45714285714285713,0.3382352941176471,0.3684210526315789,0.25925925925925924,0.6428571428571429,0.9545454545454546,234.5,2023,1.0
NOP-BOS-11/18/2022,78.0,31.0,64.0,9.0,23.0,7.0,9.0,4.0,25.0,29.0,18.0,11.0,9.0,2.0,10.0,-11.0,89.0,31.0,67.0,18.0,39.0,9.0,9.0,7.0,28.0,35.0,23.0,12.0,6.0,3.0,10.0,11.0,226.0,-11.0,11.0,167.0,131.0,0.484375,0.4626865671641791,0.391304347826087,0.46153846153846156,0.7777777777777778,1.0,227.5,2023,1.0
HOU-IND-11/18/2022,70.0,24.0,66.0,5.0,19.0,17.0,20.0,9.0,25.0,34.0,11.0,13.0,7.0,3.0,18.0,-1.0,71.0,23.0,60.0,8.0,27.0,17.0,22.0,11.0,25.0,36.0,17.0,14.0,7.0,6.0,17.0,1.0,190.0,-1.0,1.0,141.0,126.0,0.36363636363636365,0.38333333333333336,0.2631578947368421,0.2962962962962963,0.85,0.7727272727272727,236.0,2023,1.0
CHI-ORL-11/18/2022,79.0,28.0,67.0,4.0,18.0,19.0,22.0,11.0,27.0,38.0,21.0,9.0,3.0,4.0,16.0,-8.0,87.0,30.0,62.0,9.0,21.0,18.0,20.0,5.0,28.0,33.0,21.0,8.0,4.0,6.0,18.0,8.0,215.0,-8.0,8.0,166.0,129.0,0.417910447761194,0.4838709677419355,0.2222222222222222,0.42857142857142855,0.8636363636363636,0.9,221.0,2023,1.0
PHI-MIL-11/18/2022,89.0,31.0,61.0,12.0,24.0,15.0,21.0,6.0,24.0,30.0,22.0,15.0,4.0,4.0,14.0,5.0,84.0,34.0,69.0,10.0,25.0,6.0,17.0,7.0,25.0,32.0,19.0,10.0,6.0,4.0,12.0,-5.0,212.0,5.0,5.0,173.0,130.0,0.5081967213114754,0.4927536231884058,0.5,0.4,0.7142857142857143,0.35294117647058826,212.5,2023,1.0
UTA-PHX-11/18/2022,107.0,40.0,68.0,13.0,26.0,14.0,20.0,6.0,17.0,23.0,26.0,13.0,4.0,1.0,21.0,2.0,105.0,39.0,67.0,6.0,20.0,21.0,23.0,5.0,22.0,27.0,24.0,11.0,5.0,3.0,21.0,-2.0,267.0,2.0,2.0,212.0,135.0,0.5882352941176471,0.582089552238806,0.5,0.3,0.7,0.9130434782608695,228.0,2023,0.0
LAL-DET-11/18/2022,96.0,35.0,60.0,7.0,16.0,19.0,24.0,4.0,27.0,31.0,25.0,16.0,2.0,5.0,19.0,1.0,95.0,34.0,70.0,9.0,26.0,18.0,24.0,8.0,20.0,28.0,21.0,9.0,9.0,4.0,19.0,-1.0,249.0,1.0,1.0,191.0,130.0,0.5833333333333334,0.4857142857142857,0.4375,0.34615384615384615,0.7916666666666666,0.75,225.5,2023,0.0
MEM-OKC-11/18/2022,92.0,30.0,71.0,12.0,32.0,20.0,28.0,13.0,31.0,44.0,21.0,9.0,4.0,5.0,11.0,9.0,83.0,33.0,74.0,10.0,29.0,7.0,8.0,6.0,27.0,33.0,26.0,8.0,3.0,8.0,20.0,-9.0,231.0,9.0,9.0,175.0,145.0,0.4225352112676056,0.44594594594594594,0.375,0.3448275862068966,0.7142857142857143,0.875,230.0,2023,0.0
DAL-DEN-11/18/2022,105.0,38.0,62.0,11.0,25.0,18.0,22.0,6.0,26.0,32.0,23.0,5.0,4.0,1.0,10.0,22.0,83.0,33.0,68.0,8.0,19.0,9.0,11.0,9.0,16.0,25.0,21.0,11.0,3.0,1.0,16.0,-22.0,226.0,22.0,22.0,188.0,130.0,0.6129032258064516,0.4852941176470588,0.44,0.42105263157894735,0.8181818181818182,0.8181818181818182,216.0,2023,0.0
SAC-SAS-11/17/2022,89.0,33.0,64.0,9.0,25.0,14.0,15.0,4.0,24.0,28.0,16.0,10.0,6.0,1.0,9.0,7.0,82.0,35.0,66.0,8.0,18.0,4.0,6.0,6.0,23.0,29.0,23.0,16.0,7.0,6.0,15.0,-7.0,242.0,7.0,7.0,171.0,130.0,0.515625,0.5303030303030303,0.36,0.4444444444444444,0.9333333333333333,0.6666666666666666,236.5,2023,0.0
LAC-DET-11/17/2022,68.0,24.0,61.0,8.0,22.0,12.0,16.0,8.0,32.0,40.0,11.0,15.0,0.0,0.0,15.0,1.0,67.0,24.0,67.0,6.0,27.0,13.0,16.0,7.0,26.0,33.0,13.0,10.0,7.0,6.0,18.0,-1.0,187.0,1.0,1.0,135.0,128.0,0.39344262295081966,0.3582089552238806,0.36363636363636365,0.2222222222222222,0.75,0.8125,219.0,2023,1.0
POR-BKN-11/17/2022,82.0,30.0,70.0,12.0,30.0,10.0,12.0,5.0,22.0,27.0,19.0,8.0,6.0,3.0,14.0,-3.0,85.0,32.0,61.0,8.0,23.0,13.0,16.0,4.0,31.0,35.0,26.0,12.0,3.0,4.0,14.0,3.0,216.0,-3.0,3.0,167.0,131.0,0.42857142857142855,0.5245901639344263,0.4,0.34782608695652173,0.8333333333333334,0.8125,220.5,2023,1.0
ORL-MIN-11/16/2022,80.0,33.0,70.0,7.0,25.0,7.0,9.0,9.0,25.0,34.0,16.0,15.0,5.0,5.0,19.0,-18.0,98.0,35.0,65.0,11.0,29.0,17.0,21.0,6.0,22.0,28.0,24.0,9.0,14.0,4.0,9.0,18.0,234.0,-18.0,18.0,178.0,135.0,0.4714285714285714,0.5384615384615384,0.28,0.3793103448275862,0.7777777777777778,0.8095238095238095,224.0,2023,0.0
ATL-BOS-11/16/2022,78.0,32.0,75.0,5.0,23.0,9.0,11.0,9.0,25.0,34.0,17.0,6.0,4.0,4.0,8.0,-19.0,97.0,37.0,71.0,18.0,40.0,5.0,6.0,6.0,33.0,39.0,23.0,10.0,2.0,6.0,16.0,19.0,227.0,-19.0,19.0,175.0,146.0,0.4266666666666667,0.5211267605633803,0.21739130434782608,0.45,0.8181818181818182,0.8333333333333334,234.5,2023,1.0
WAS-OKC-11/16/2022,87.0,33.0,65.0,16.0,28.0,5.0,5.0,8.0,23.0,31.0,30.0,15.0,6.0,4.0,14.0,-2.0,89.0,32.0,60.0,12.0,24.0,13.0,19.0,6.0,22.0,28.0,17.0,10.0,4.0,6.0,11.0,2.0,241.0,-2.0,2.0,176.0,125.0,0.5076923076923077,0.5333333333333333,0.5714285714285714,0.5,1.0,0.6842105263157895,230.5,2023,0.0
NOP-CHI-11/16/2022,95.0,32.0,67.0,16.0,30.0,15.0,16.0,9.0,27.0,36.0,24.0,12.0,4.0,5.0,10.0,17.0,78.0,34.0,71.0,7.0,23.0,3.0,6.0,5.0,24.0,29.0,20.0,12.0,2.0,1.0,13.0,-17.0,234.0,17.0,17.0,173.0,138.0,0.47761194029850745,0.4788732394366197,0.5333333333333333,0.30434782608695654,0.9375,0.5,226.5,2023,0.0
TOR-MIA-11/16/2022,84.0,35.0,68.0,6.0,22.0,8.0,11.0,12.0,21.0,33.0,18.0,12.0,5.0,3.0,19.0,5.0,79.0,27.0,50.0,10.0,26.0,15.0,18.0,4.0,15.0,19.0,14.0,19.0,4.0,2.0,10.0,-5.0,216.0,5.0,5.0,163.0,118.0,0.5147058823529411,0.54,0.2727272727272727,0.38461538461538464,0.7272727272727273,0.8333333333333334,216.5,2023,1.0
MIL-CLE-11/16/2022,95.0,35.0,66.0,13.0,29.0,12.0,21.0,10.0,30.0,40.0,22.0,10.0,5.0,5.0,11.0,17.0,78.0,29.0,65.0,10.0,22.0,10.0,13.0,4.0,18.0,22.0,20.0,6.0,6.0,4.0,14.0,-17.0,211.0,17.0,17.0,173.0,131.0,0.5303030303030303,0.4461538461538462,0.4482758620689655,0.45454545454545453,0.5714285714285714,0.7692307692307693,218.0,2023,1.0
PHX-GSW-11/16/2022,103.0,36.0,68.0,16.0,31.0,15.0,19.0,7.0,29.0,36.0,26.0,11.0,5.0,6.0,16.0,14.0,89.0,32.0,69.0,12.0,29.0,13.0,13.0,4.0,26.0,30.0,23.0,12.0,4.0,2.0,14.0,-14.0,249.0,14.0,14.0,192.0,137.0,0.5294117647058824,0.463768115942029,0.5161290322580645,0.41379310344827586,0.7894736842105263,1.0,227.0,2023,0.0
DAL-HOU-11/16/2022,74.0,25.0,74.0,11.0,38.0,13.0,14.0,7.0,18.0,25.0,17.0,5.0,7.0,0.0,13.0,-2.0,76.0,28.0,58.0,7.0,15.0,13.0,15.0,8.0,31.0,39.0,15.0,19.0,1.0,14.0,14.0,2.0,193.0,-2.0,2.0,150.0,132.0,0.33783783783783783,0.4827586206896552,0.2894736842105263,0.4666666666666667,0.9285714285714286,0.8666666666666667,218.0,2023,1.0
DEN-NYK-11/16/2022,84.0,29.0,61.0,12.0,26.0,14.0,17.0,5.0,24.0,29.0,13.0,10.0,3.0,5.0,16.0,4.0,80.0,29.0,65.0,7.0,25.0,15.0,18.0,5.0,24.0,29.0,21.0,7.0,8.0,5.0,14.0,-4.0,209.0,4.0,4.0,164.0,126.0,0.47540983606557374,0.4461538461538462,0.46153846153846156,0.28,0.8235294117647058,0.8333333333333334,226.0,2023,1.0
CHA-IND-11/16/2022,90.0,34.0,76.0,11.0,26.0,11.0,13.0,13.0,28.0,41.0,25.0,14.0,4.0,3.0,15.0,0.0,90.0,34.0,66.0,10.0,23.0,12.0,17.0,3.0,20.0,23.0,23.0,9.0,8.0,9.0,13.0,0.0,238.0,0.0,0.0,180.0,142.0,0.4473684210526316,0.5151515151515151,0.4230769230769231,0.43478260869565216,0.8461538461538461,0.7058823529411765,237.0,2023,0.0
DAL-LAC-11/15/2022,69.0,25.0,62.0,10.0,32.0,9.0,11.0,7.0,23.0,30.0,14.0,10.0,8.0,1.0,13.0,4.0,65.0,23.0,50.0,8.0,21.0,11.0,14.0,2.0,26.0,28.0,15.0,15.0,6.0,2.0,15.0,-4.0,204.0,4.0,4.0,134.0,112.0,0.4032258064516129,0.46,0.3125,0.38095238095238093,0.8181818181818182,0.7857142857142857,212.5,2023,1.0
SAC-BKN-11/15/2022,115.0,42.0,69.0,16.0,33.0,15.0,19.0,5.0,28.0,33.0,28.0,10.0,7.0,4.0,17.0,33.0,82.0,28.0,61.0,7.0,21.0,19.0,20.0,1.0,21.0,22.0,18.0,13.0,2.0,1.0,15.0,-33.0,274.0,33.0,33.0,197.0,130.0,0.6086956521739131,0.45901639344262296,0.48484848484848486,0.3333333333333333,0.7894736842105263,0.95,225.0,2023,0.0
UTA-NYK-11/15/2022,85.0,28.0,60.0,11.0,30.0,18.0,22.0,10.0,29.0,39.0,23.0,18.0,7.0,4.0,15.0,2.0,83.0,32.0,73.0,8.0,23.0,11.0,15.0,10.0,21.0,31.0,19.0,12.0,7.0,2.0,17.0,-2.0,229.0,2.0,2.0,168.0,133.0,0.4666666666666667,0.4383561643835616,0.36666666666666664,0.34782608695652173,0.8181818181818182,0.7333333333333333,231.5,2023,1.0
NOP-MEM-11/15/2022,89.0,34.0,70.0,15.0,29.0,6.0,8.0,6.0,24.0,30.0,23.0,9.0,1.0,2.0,16.0,2.0,87.0,31.0,62.0,9.0,25.0,16.0,23.0,6.0,28.0,34.0,15.0,10.0,6.0,7.0,14.0,-2.0,215.0,2.0,2.0,176.0,132.0,0.4857142857142857,0.5,0.5172413793103449,0.36,0.75,0.6956521739130435,223.5,2023,1.0
POR-SAS-11/15/2022,93.0,32.0,59.0,12.0,23.0,17.0,23.0,8.0,20.0,28.0,17.0,14.0,4.0,2.0,13.0,4.0,89.0,36.0,65.0,9.0,23.0,8.0,11.0,9.0,19.0,28.0,29.0,15.0,6.0,3.0,20.0,-4.0,227.0,4.0,4.0,182.0,124.0,0.5423728813559322,0.5538461538461539,0.5217391304347826,0.391304347826087,0.7391304347826086,0.7272727272727273,226.0,2023,0.0
HOU-LAC-11/14/2022,78.0,30.0,65.0,6.0,22.0,12.0,18.0,8.0,22.0,30.0,14.0,13.0,8.0,1.0,11.0,-11.0,89.0,31.0,60.0,12.0,29.0,15.0,19.0,5.0,25.0,30.0,18.0,13.0,6.0,2.0,17.0,11.0,228.0,-11.0,11.0,167.0,125.0,0.46153846153846156,0.5166666666666667,0.2727272727272727,0.41379310344827586,0.6666666666666666,0.7894736842105263,219.5,2023,0.0
ORL-CHA-11/14/2022,69.0,26.0,65.0,8.0,25.0,9.0,13.0,16.0,19.0,35.0,14.0,17.0,3.0,4.0,13.0,-15.0,84.0,32.0,65.0,5.0,24.0,15.0,16.0,10.0,19.0,29.0,17.0,10.0,12.0,3.0,15.0,15.0,217.0,-15.0,15.0,153.0,130.0,0.4,0.49230769230769234,0.32,0.20833333333333334,0.6923076923076923,0.9375,225.0,2023,1.0
GSW-SAS-11/14/2022,99.0,35.0,66.0,16.0,34.0,13.0,14.0,3.0,28.0,31.0,26.0,9.0,8.0,3.0,11.0,31.0,68.0,27.0,80.0,8.0,31.0,6.0,9.0,19.0,23.0,42.0,11.0,15.0,3.0,5.0,15.0,-31.0,227.0,31.0,31.0,167.0,146.0,0.5303030303030303,0.3375,0.47058823529411764,0.25806451612903225,0.9285714285714286,0.6666666666666666,234.0,2023,1.0
MIL-ATL-11/14/2022,80.0,24.0,57.0,5.0,21.0,27.0,35.0,6.0,26.0,32.0,15.0,14.0,3.0,2.0,19.0,-14.0,94.0,35.0,71.0,6.0,15.0,18.0,21.0,11.0,22.0,33.0,18.0,8.0,4.0,3.0,19.0,14.0,227.0,-14.0,14.0,174.0,128.0,0.42105263157894735,0.49295774647887325,0.23809523809523808,0.4,0.7714285714285715,0.8571428571428571,226.0,2023,0.0
MIA-PHX-11/14/2022,84.0,29.0,64.0,12.0,25.0,14.0,17.0,14.0,21.0,35.0,18.0,11.0,2.0,2.0,6.0,-7.0,91.0,39.0,75.0,12.0,29.0,1.0,3.0,12.0,20.0,32.0,18.0,7.0,7.0,2.0,15.0,7.0,225.0,-7.0,7.0,175.0,139.0,0.453125,0.52,0.48,0.41379310344827586,0.8235294117647058,0.3333333333333333,216.0,2023,0.0
DET-TOR-11/14/2022,77.0,26.0,59.0,7.0,22.0,18.0,28.0,9.0,24.0,33.0,15.0,18.0,5.0,2.0,16.0,-11.0,88.0,33.0,68.0,7.0,23.0,15.0,16.0,9.0,23.0,32.0,22.0,11.0,6.0,5.0,19.0,11.0,226.0,-11.0,11.0,165.0,127.0,0.4406779661016949,0.4852941176470588,0.3181818181818182,0.30434782608695654,0.6428571428571429,0.9375,218.5,2023,0.0
BOS-OKC-11/14/2022,89.0,32.0,75.0,6.0,29.0,19.0,21.0,10.0,27.0,37.0,18.0,11.0,10.0,6.0,12.0,-7.0,96.0,37.0,77.0,10.0,25.0,12.0,14.0,10.0,31.0,41.0,19.0,13.0,4.0,5.0,14.0,7.0,248.0,-7.0,7.0,185.0,152.0,0.4266666666666667,0.4805194805194805,0.20689655172413793,0.4,0.9047619047619048,0.8571428571428571,229.0,2023,0.0
CLE-MIN-11/13/2022,84.0,27.0,64.0,9.0,21.0,21.0,29.0,10.0,17.0,27.0,17.0,7.0,4.0,1.0,13.0,-20.0,104.0,39.0,61.0,11.0,21.0,15.0,18.0,4.0,27.0,31.0,26.0,9.0,3.0,2.0,22.0,20.0,253.0,-20.0,20.0,188.0,125.0,0.421875,0.639344262295082,0.42857142857142855,0.5238095238095238,0.7241379310344828,0.8333333333333334,221.0,2023,0.0
SAC-GSW-11/13/2022,98.0,37.0,74.0,14.0,31.0,10.0,13.0,8.0,22.0,30.0,26.0,11.0,8.0,1.0,13.0,7.0,91.0,32.0,64.0,12.0,31.0,15.0,16.0,7.0,28.0,35.0,21.0,18.0,5.0,3.0,16.0,-7.0,237.0,7.0,7.0,189.0,138.0,0.5,0.5,0.45161290322580644,0.3870967741935484,0.7692307692307693,0.9375,236.5,2023,0.0
NYK-OKC-11/13/2022,106.0,36.0,72.0,7.0,21.0,27.0,31.0,11.0,15.0,26.0,19.0,10.0,8.0,0.0,13.0,-16.0,122.0,46.0,66.0,17.0,27.0,13.0,14.0,1.0,26.0,27.0,27.0,14.0,7.0,4.0,24.0,16.0,280.0,-16.0,16.0,228.0,138.0,0.5,0.696969696969697,0.3333333333333333,0.6296296296296297,0.8709677419354839,0.9285714285714286,226.0,2023,0.0
CHI-DEN-11/13/2022,76.0,30.0,59.0,4.0,15.0,12.0,15.0,2.0,22.0,24.0,17.0,15.0,9.0,3.0,15.0,-21.0,97.0,35.0,58.0,11.0,22.0,16.0,19.0,2.0,26.0,28.0,27.0,13.0,9.0,1.0,12.0,21.0,229.0,-21.0,21.0,173.0,117.0,0.5084745762711864,0.603448275862069,0.26666666666666666,0.5,0.8,0.8421052631578947,230.0,2023,1.0
PHI-UTA-11/13/2022,78.0,33.0,66.0,4.0,18.0,8.0,9.0,5.0,23.0,28.0,18.0,11.0,9.0,9.0,14.0,0.0,78.0,29.0,73.0,11.0,31.0,9.0,17.0,15.0,22.0,37.0,19.0,15.0,2.0,4.0,7.0,0.0,203.0,0.0,0.0,156.0,139.0,0.5,0.3972602739726027,0.2222222222222222,0.3548387096774194,0.8888888888888888,0.5294117647058824,217.5,2023,1.0
