KEY,(H)TEAM,(H)MATCH UP,(H)GAME DATE,(H)W/L,(H)MIN,(H)PTS,(H)FGM,(H)FGA,(H)FG%,(H)3PM,(H)3PA,(H)3P%,(H)FTM,(H)FTA,(H)FT%,(H)OREB,(H)DREB,(H)REB,(H)AST,(H)TOV,(H)STL,(H)BLK,(H)PF,(H)+/-,(A)TEAM,(A)MATCH UP,(A)GAME DATE,(A)W/L,(A)MIN,(A)PTS,(A)FGM,(A)FGA,(A)FG%,(A)3PM,(A)3PA,(A)3P%,(A)FTM,(A)FTA,(A)FT%,(A)OREB,(A)DREB,(A)REB,(A)AST,(A)TOV,(A)STL,(A)BLK,(A)PF,(A)+/-
DAL-SAS-04/09/2023,DAL,DAL vs. SAS,04/09/2023,L,12.0,26,10,27,0.37,3,15,0.2,3,6,0.5,2,6,8,6,0.0,2,0,5,-4.0,SAS,SAS @ DAL,04/09/2023,W,12.0,30,11,20,0.55,3,10,0.3,5,7,0.714,1,16,17,7,7.0,0,0,6,4.0
BOS-ATL-04/09/2023,BOS,BOS vs. ATL,04/09/2023,W,12.0,20,7,20,0.35,4,11,0.364,2,3,0.667,2,8,10,6,3.0,3,2,2,-4.0,ATL,ATL @ BOS,04/09/2023,L,12.0,24,10,26,0.385,1,11,0.091,3,5,0.6,8,11,19,4,4.0,2,1,3,4.0
OKC-MEM-04/09/2023,OKC,OKC vs. MEM,04/09/2023,W,12.0,30,12,22,0.545,2,8,0.25,4,5,0.8,1,11,12,9,4.0,1,1,6,3.0,MEM,MEM @ OKC,04/09/2023,L,12.0,27,11,23,0.478,0,6,0.0,5,8,0.625,3,8,11,9,2.0,1,0,4,-3.0
WAS-HOU-04/09/2023,WAS,WAS vs. HOU,04/09/2023,L,12.0,24,8,20,0.4,2,10,0.2,6,6,1.0,2,9,11,7,4.0,3,2,6,-3.0,HOU,HOU @ WAS,04/09/2023,W,12.0,27,10,22,0.455,1,3,0.333,6,10,0.6,6,10,16,3,4.0,3,2,4,3.0
TOR-MIL-04/09/2023,TOR,TOR vs. MIL,04/09/2023,W,12.0,26,10,26,0.385,2,11,0.182,4,5,0.8,3,6,9,6,1.0,2,1,6,0.0,MIL,MIL @ TOR,04/09/2023,L,12.0,26,9,16,0.563,3,7,0.429,5,8,0.625,2,11,13,6,6.0,1,1,3,0.0
UTA-DEN-04/08/2023,UTA,UTA vs. DEN,04/08/2023,W,12.0,29,11,26,0.423,2,6,0.333,5,6,0.833,5,11,16,8,1.0,1,1,7,10.0,DEN,DEN @ UTA,04/08/2023,L,12.0,19,6,18,0.333,0,8,0.0,7,11,0.636,1,9,10,4,3.0,1,4,6,-10.0
SAS-MIN-04/08/2023,SAS,SAS vs. MIN,04/08/2023,L,12.0,40,16,25,0.64,4,7,0.571,4,4,1.0,3,9,12,9,3.0,3,3,3,8.0,MIN,MIN @ SAS,04/08/2023,W,12.0,32,12,27,0.444,5,13,0.385,3,4,0.75,6,6,12,10,3.0,1,1,4,-8.0
LAC-POR-04/08/2023,LAC,LAC vs. POR,04/08/2023,W,12.0,27,10,20,0.5,0,7,0.0,7,9,0.778,2,10,12,2,4.0,3,0,5,-2.0,POR,POR @ LAC,04/08/2023,L,12.0,29,12,24,0.5,4,11,0.364,1,3,0.333,2,9,11,9,3.0,3,0,5,2.0
WAS-MIA-04/07/2023,WAS,WAS vs. MIA,04/07/2023,W,12.0,25,7,20,0.35,1,6,0.167,10,16,0.625,5,8,13,4,9.0,3,1,7,-12.0,MIA,MIA @ WAS,04/07/2023,L,12.0,37,13,28,0.464,7,16,0.438,4,6,0.667,6,10,16,6,5.0,4,2,10,12.0
CHA-HOU-04/07/2023,CHA,CHA vs. HOU,04/07/2023,L,12.0,36,11,23,0.478,8,16,0.5,6,7,0.857,1,9,10,7,0.0,1,4,6,9.0,HOU,HOU @ CHA,04/07/2023,W,12.0,27,10,20,0.5,1,4,0.25,6,9,0.667,3,6,9,4,2.0,0,3,6,-9.0
SAC-GSW-04/07/2023,SAC,SAC vs. GSW,04/07/2023,L,12.0,24,10,23,0.435,1,7,0.143,3,6,0.5,5,4,9,4,4.0,3,0,4,-9.0,GSW,GSW @ SAC,04/07/2023,W,12.0,33,12,21,0.571,3,8,0.375,6,8,0.75,2,7,9,11,6.0,0,1,7,9.0
DAL-CHI-04/07/2023,DAL,DAL vs. CHI,04/07/2023,L,12.0,21,9,26,0.346,3,15,0.2,0,0,0.0,3,8,11,4,2.0,2,0,4,-9.0,CHI,CHI @ DAL,04/07/2023,W,12.0,30,13,22,0.591,3,7,0.429,1,5,0.2,3,11,14,7,2.0,1,2,2,9.0
NOP-NYK-04/07/2023,NOP,NOP vs. NYK,04/07/2023,W,12.0,30,10,16,0.625,3,4,0.75,7,7,1.0,0,11,11,9,4.0,1,2,6,8.0,NYK,NYK @ NOP,04/07/2023,L,12.0,22,8,20,0.4,2,7,0.286,4,6,0.667,0,6,6,3,2.0,2,0,5,-8.0
LAL-PHX-04/07/2023,LAL,LAL vs. PHX,04/07/2023,W,12.0,25,9,20,0.45,4,10,0.4,3,5,0.6,3,13,16,4,5.0,1,1,4,7.0,PHX,PHX @ LAL,04/07/2023,L,12.0,18,8,24,0.333,1,12,0.083,1,3,0.333,4,6,10,5,3.0,1,1,3,-7.0
ATL-PHI-04/07/2023,ATL,ATL vs. PHI,04/07/2023,L,12.0,29,12,20,0.6,4,8,0.5,1,3,0.333,1,4,5,7,6.0,2,0,7,-4.0,PHI,PHI @ ATL,04/07/2023,W,12.0,33,11,21,0.524,2,3,0.667,9,11,0.818,4,8,12,4,6.0,2,0,4,4.0
BOS-TOR-04/07/2023,BOS,BOS vs. TOR,04/07/2023,W,12.0,26,11,22,0.5,3,9,0.333,1,2,0.5,4,8,12,9,4.0,1,0,4,-3.0,TOR,TOR @ BOS,04/07/2023,L,12.0,29,12,22,0.545,2,7,0.286,3,4,0.75,2,8,10,4,3.0,2,1,2,3.0
MIL-MEM-04/07/2023,MIL,MIL vs. MEM,04/07/2023,L,12.0,27,11,20,0.55,3,9,0.333,2,2,1.0,2,4,6,8,5.0,0,0,2,-2.0,MEM,MEM @ MIL,04/07/2023,W,12.0,29,11,23,0.478,6,14,0.429,1,2,0.5,5,5,10,8,3.0,3,1,7,2.0
IND-DET-04/07/2023,IND,IND vs. DET,04/07/2023,L,12.0,28,10,22,0.455,4,9,0.444,4,4,1.0,2,11,13,9,2.0,1,2,4,2.0,DET,DET @ IND,04/07/2023,W,12.0,26,9,23,0.391,4,5,0.8,4,5,0.8,2,7,9,5,1.0,1,2,4,-2.0
BKN-ORL-04/07/2023,BKN,BKN vs. ORL,04/07/2023,W,12.0,23,8,19,0.421,1,8,0.125,6,7,0.857,2,7,9,7,2.0,1,1,4,1.0,ORL,ORL @ BKN,04/07/2023,L,12.0,22,7,21,0.333,3,9,0.333,5,6,0.833,3,8,11,2,3.0,1,3,5,-1.0
PHI-MIA-04/06/2023,PHI,PHI vs. MIA,04/06/2023,L,12.0,23,7,18,0.389,2,11,0.182,7,7,1.0,0,4,4,4,6.0,4,0,6,-10.0,MIA,MIA @ PHI,04/06/2023,W,12.0,33,14,21,0.667,3,6,0.5,2,2,1.0,3,9,12,11,7.0,1,0,5,10.0
UTA-OKC-04/06/2023,UTA,UTA vs. OKC,04/06/2023,L,12.0,22,8,17,0.471,2,8,0.25,4,8,0.5,1,9,10,4,4.0,2,0,4,-8.0,OKC,OKC @ UTA,04/06/2023,W,12.0,30,10,22,0.455,4,10,0.4,6,6,1.0,3,8,11,8,3.0,3,1,6,8.0
SAS-POR-04/06/2023,SAS,SAS vs. POR,04/06/2023,W,12.0,31,11,24,0.458,3,6,0.5,6,6,1.0,4,11,15,7,3.0,0,2,3,4.0,POR,POR @ SAS,04/06/2023,L,12.0,27,11,27,0.407,3,9,0.333,2,4,0.5,3,6,9,8,2.0,2,4,6,-4.0
ORL-CLE-04/06/2023,ORL,ORL vs. CLE,04/06/2023,L,12.0,21,6,19,0.316,4,11,0.364,5,8,0.625,2,6,8,3,4.0,3,2,3,-2.0,CLE,CLE @ ORL,04/06/2023,W,12.0,23,8,16,0.5,3,7,0.429,4,4,1.0,2,7,9,6,7.0,4,3,7,2.0
PHX-DEN-04/06/2023,PHX,PHX vs. DEN,04/06/2023,W,12.0,30,10,18,0.556,4,9,0.444,6,6,1.0,2,6,8,5,2.0,0,2,5,1.0,DEN,DEN @ PHX,04/06/2023,L,12.0,29,10,21,0.476,2,6,0.333,7,7,1.0,2,6,8,3,2.0,0,1,5,-1.0
MIL-CHI-04/05/2023,MIL,MIL vs. CHI,04/05/2023,W,12.0,26,9,21,0.429,3,9,0.333,5,6,0.833,4,11,15,6,1.0,1,1,4,10.0,CHI,CHI @ MIL,04/05/2023,L,12.0,16,6,21,0.286,1,7,0.143,3,4,0.75,2,6,8,2,2.0,0,0,4,-10.0
DET-BKN-04/05/2023,DET,DET vs. BKN,04/05/2023,L,12.0,18,6,20,0.3,1,7,0.143,5,6,0.833,3,5,8,4,2.0,1,1,3,-9.0,BKN,BKN @ DET,04/05/2023,W,12.0,27,10,21,0.476,3,8,0.375,4,4,1.0,2,9,11,8,2.0,1,2,4,9.0
NOP-MEM-04/05/2023,NOP,NOP vs. MEM,04/05/2023,W,12.0,39,9,15,0.6,7,9,0.778,14,16,0.875,0,6,6,8,3.0,3,4,8,5.0,MEM,MEM @ NOP,04/05/2023,L,12.0,34,12,26,0.462,2,5,0.4,8,11,0.727,9,8,17,9,5.0,2,0,8,-5.0
LAC-LAL-04/05/2023,LAC,LAC vs. LAL,04/05/2023,W,12.0,32,10,22,0.455,4,8,0.5,8,10,0.8,3,6,9,7,0.0,2,1,4,-4.0,LAL,LAL @ LAC,04/05/2023,L,12.0,36,14,26,0.538,3,9,0.333,5,6,0.833,4,9,13,9,2.0,0,3,6,4.0
DAL-SAC-04/05/2023,DAL,DAL vs. SAC,04/05/2023,W,12.0,31,11,23,0.478,7,12,0.583,2,2,1.0,1,5,6,6,1.0,2,1,3,4.0,SAC,SAC @ DAL,04/05/2023,L,12.0,27,10,22,0.455,4,9,0.444,3,3,1.0,4,11,15,8,5.0,1,0,5,-4.0
BOS-TOR-04/05/2023,BOS,BOS vs. TOR,04/05/2023,W,12.0,18,6,18,0.333,2,8,0.25,4,6,0.667,1,10,11,2,6.0,0,2,4,-3.0,TOR,TOR @ BOS,04/05/2023,L,12.0,21,9,24,0.375,2,9,0.222,1,3,0.333,4,10,14,4,2.0,3,1,6,3.0
IND-NYK-04/05/2023,IND,IND vs. NYK,04/05/2023,L,12.0,31,12,22,0.545,3,6,0.5,4,5,0.8,4,6,10,7,6.0,2,2,7,-2.0,NYK,NYK @ IND,04/05/2023,W,12.0,33,11,23,0.478,3,11,0.273,8,13,0.615,7,7,14,6,4.0,4,4,5,2.0
ATL-WAS-04/05/2023,ATL,ATL vs. WAS,04/05/2023,W,12.0,28,8,20,0.4,3,8,0.375,9,11,0.818,4,8,12,6,6.0,2,1,7,2.0,WAS,WAS @ ATL,04/05/2023,L,12.0,26,11,22,0.5,0,4,0.0,4,6,0.667,3,8,11,6,4.0,4,3,7,-2.0
HOU-DEN-04/04/2023,HOU,HOU vs. DEN,04/04/2023,W,12.0,38,15,26,0.577,3,6,0.5,5,7,0.714,6,9,15,9,2.0,5,1,2,20.0,DEN,DEN @ HOU,04/04/2023,L,12.0,18,7,18,0.389,1,7,0.143,3,4,0.75,2,6,8,7,8.0,1,3,4,-20.0
GSW-OKC-04/04/2023,GSW,GSW vs. OKC,04/04/2023,W,12.0,34,11,19,0.579,4,10,0.4,8,13,0.615,4,11,15,7,4.0,3,1,4,15.0,OKC,OKC @ GSW,04/04/2023,L,12.0,19,6,22,0.273,1,7,0.143,6,7,0.857,3,3,6,2,4.0,0,0,7,-15.0
DET-MIA-04/04/2023,DET,DET vs. MIA,04/04/2023,L,12.0,26,8,17,0.471,2,8,0.25,8,10,0.8,3,3,6,4,3.0,1,0,7,-12.0,MIA,MIA @ DET,04/04/2023,W,12.0,38,13,16,0.813,2,5,0.4,10,10,1.0,0,7,7,6,1.0,2,0,5,12.0
MEM-POR-04/04/2023,MEM,MEM vs. POR,04/04/2023,W,12.0,23,8,22,0.364,4,14,0.286,3,5,0.6,4,11,15,5,2.0,1,1,1,9.0,POR,POR @ MEM,04/04/2023,L,12.0,14,5,18,0.278,3,10,0.3,1,2,0.5,2,12,14,4,5.0,1,3,5,-9.0
CHI-ATL-04/04/2023,CHI,CHI vs. ATL,04/04/2023,L,12.0,25,10,23,0.435,1,7,0.143,4,5,0.8,2,6,8,2,3.0,3,1,5,-8.0,ATL,ATL @ CHI,04/04/2023,W,12.0,33,14,22,0.636,2,5,0.4,3,4,0.75,2,10,12,7,5.0,2,3,4,8.0
BKN-MIN-04/04/2023,BKN,BKN vs. MIN,04/04/2023,L,12.0,24,10,23,0.435,3,11,0.273,1,3,0.333,2,7,9,4,2.0,0,4,7,-6.0,MIN,MIN @ BKN,04/04/2023,W,12.0,30,9,17,0.529,3,6,0.5,9,11,0.818,1,10,11,3,2.0,2,3,5,6.0
WAS-MIL-04/04/2023,WAS,WAS vs. MIL,04/04/2023,L,12.0,31,12,24,0.5,3,9,0.333,4,4,1.0,3,8,11,7,3.0,3,1,2,5.0,MIL,MIL @ WAS,04/04/2023,W,12.0,26,11,20,0.55,3,8,0.375,1,3,0.333,0,9,9,5,6.0,3,2,4,-5.0
UTA-LAL-04/04/2023,UTA,UTA vs. LAL,04/04/2023,L,12.0,31,10,20,0.5,4,8,0.5,7,8,0.875,1,8,9,7,4.0,2,0,9,4.0,LAL,LAL @ UTA,04/04/2023,W,12.0,27,9,19,0.474,3,7,0.429,6,7,0.857,1,8,9,6,5.0,1,1,6,-4.0
PHI-BOS-04/04/2023,PHI,PHI vs. BOS,04/04/2023,W,12.0,31,11,16,0.688,5,6,0.833,4,5,0.8,0,5,5,9,6.0,0,0,9,-3.0,BOS,BOS @ PHI,04/04/2023,L,12.0,34,12,22,0.545,6,12,0.5,4,9,0.444,4,4,8,8,1.0,1,2,5,3.0
NOP-SAC-04/04/2023,NOP,NOP vs. SAC,04/04/2023,L,12.0,23,9,22,0.409,2,4,0.5,3,3,1.0,2,5,7,5,3.0,4,0,3,-2.0,SAC,SAC @ NOP,04/04/2023,W,12.0,25,9,20,0.45,4,11,0.364,3,3,1.0,4,9,13,8,6.0,1,0,7,2.0
ORL-CLE-04/04/2023,ORL,ORL vs. CLE,04/04/2023,L,12.0,22,9,24,0.375,2,6,0.333,2,3,0.667,4,7,11,4,3.0,3,1,4,-2.0,CLE,CLE @ ORL,04/04/2023,W,12.0,24,9,19,0.474,3,5,0.6,3,3,1.0,2,9,11,4,6.0,0,3,5,2.0
CHA-TOR-04/04/2023,CHA,CHA vs. TOR,04/04/2023,L,12.0,25,10,24,0.417,1,7,0.143,4,5,0.8,3,8,11,6,3.0,1,0,6,-1.0,TOR,TOR @ CHA,04/04/2023,W,12.0,26,7,16,0.438,4,6,0.667,8,10,0.8,1,8,9,5,4.0,2,2,6,1.0
PHX-SAS-04/04/2023,PHX,PHX vs. SAS,04/04/2023,W,12.0,18,7,21,0.333,1,8,0.125,3,7,0.429,4,10,14,3,4.0,2,2,3,0.0,SAS,SAS @ PHX,04/04/2023,L,12.0,18,6,17,0.353,1,7,0.143,5,6,0.833,0,12,12,4,4.0,3,0,6,0.0
BKN-UTA-04/02/2023,BKN,BKN vs. UTA,04/02/2023,W,12.0,26,8,19,0.421,2,7,0.286,8,12,0.667,3,5,8,5,3.0,0,1,11,-16.0,UTA,UTA @ BKN,04/02/2023,L,12.0,42,12,21,0.571,4,7,0.571,14,15,0.933,2,8,10,9,0.0,1,1,6,16.0
CHI-MEM-04/02/2023,CHI,CHI vs. MEM,04/02/2023,W,12.0,35,13,22,0.591,2,5,0.4,7,8,0.875,1,6,7,8,1.0,6,1,4,12.0,MEM,MEM @ CHI,04/02/2023,L,12.0,23,9,19,0.474,3,8,0.375,2,2,1.0,3,8,11,5,8.0,0,1,6,-12.0
CLE-IND-04/02/2023,CLE,CLE vs. IND,04/02/2023,W,12.0,29,11,20,0.55,4,7,0.571,3,6,0.5,3,6,9,7,5.0,2,2,7,11.0,IND,IND @ CLE,04/02/2023,L,12.0,18,6,17,0.353,0,5,0.0,6,6,1.0,4,6,10,1,8.0,1,0,10,-11.0
CHA-TOR-04/02/2023,CHA,CHA vs. TOR,04/02/2023,L,12.0,19,8,19,0.421,2,6,0.333,1,3,0.333,0,6,6,7,4.0,1,1,2,-8.0,TOR,TOR @ CHA,04/02/2023,W,12.0,27,12,25,0.48,0,5,0.0,3,3,1.0,7,11,18,7,3.0,2,2,3,8.0
HOU-LAL-04/02/2023,HOU,HOU vs. LAL,04/02/2023,L,12.0,26,10,24,0.417,4,10,0.4,2,2,1.0,2,6,8,7,1.0,1,0,4,-7.0,LAL,LAL @ HOU,04/02/2023,W,12.0,33,13,24,0.542,2,8,0.25,5,7,0.714,4,12,16,10,2.0,1,3,3,7.0
MIN-POR-04/02/2023,MIN,MIN vs. POR,04/02/2023,L,12.0,19,6,17,0.353,1,5,0.2,6,7,0.857,1,11,12,5,4.0,1,2,5,-6.0,POR,POR @ MIN,04/02/2023,W,12.0,25,9,21,0.429,2,6,0.333,5,7,0.714,3,9,12,6,1.0,2,0,7,6.0
SAC-SAS-04/02/2023,SAC,SAC vs. SAS,04/02/2023,L,12.0,31,12,22,0.545,2,7,0.286,5,6,0.833,2,7,9,3,1.0,1,2,2,4.0,SAS,SAS @ SAC,04/02/2023,W,12.0,27,11,21,0.524,3,8,0.375,2,2,1.0,2,6,8,5,4.0,1,0,4,-4.0
ORL-DET-04/02/2023,ORL,ORL vs. DET,04/02/2023,W,12.0,37,12,19,0.632,4,8,0.5,9,11,0.818,1,5,6,9,3.0,1,1,9,3.0,DET,DET @ ORL,04/02/2023,L,12.0,34,10,16,0.625,2,6,0.333,12,12,1.0,1,6,7,7,2.0,0,1,9,-3.0
ATL-DAL-04/02/2023,ATL,ATL vs. DAL,04/02/2023,W,12.0,29,13,25,0.52,1,7,0.143,2,2,1.0,4,5,9,8,2.0,2,1,9,-3.0,DAL,DAL @ ATL,04/02/2023,L,12.0,32,10,15,0.667,2,3,0.667,10,15,0.667,2,4,6,6,4.0,0,1,1,3.0
NYK-WAS-04/02/2023,NYK,NYK vs. WAS,04/02/2023,W,12.0,32,12,23,0.522,5,11,0.455,3,6,0.5,2,9,11,7,4.0,1,2,5,2.0,WAS,WAS @ NYK,04/02/2023,L,12.0,30,11,20,0.55,3,8,0.375,5,7,0.714,0,9,9,9,2.0,3,2,5,-2.0
OKC-PHX-04/02/2023,OKC,OKC vs. PHX,04/02/2023,L,12.0,29,9,18,0.5,3,6,0.5,8,9,0.889,1,6,7,5,0.0,2,0,5,-1.0,PHX,PHX @ OKC,04/02/2023,W,12.0,30,10,18,0.556,5,11,0.455,5,8,0.625,2,8,10,7,2.0,0,2,6,1.0
MIL-PHI-04/02/2023,MIL,MIL vs. PHI,04/02/2023,W,12.0,21,9,20,0.45,2,7,0.286,1,4,0.25,2,10,12,7,4.0,2,1,4,-1.0,PHI,PHI @ MIL,04/02/2023,L,12.0,22,10,22,0.455,2,9,0.222,0,1,0.0,3,8,11,3,3.0,0,0,3,1.0
DEN-GSW-04/02/2023,DEN,DEN vs. GSW,04/02/2023,W,12.0,23,10,21,0.476,2,6,0.333,1,3,0.333,2,7,9,7,4.0,3,4,2,0.0,GSW,GSW @ DEN,04/02/2023,L,12.0,23,10,27,0.37,2,12,0.167,1,1,1.0,8,8,16,8,5.0,2,0,5,0.0
NOP-LAC-04/01/2023,NOP,NOP vs. LAC,04/01/2023,W,12.0,31,11,20,0.55,0,3,0.0,9,9,1.0,2,7,9,4,1.0,3,2,1,7.0,LAC,LAC @ NOP,04/01/2023,L,12.0,24,10,22,0.455,3,5,0.6,1,2,0.5,4,6,10,6,6.0,1,0,7,-7.0
MIA-DAL-04/01/2023,MIA,MIA vs. DAL,04/01/2023,W,12.0,27,9,20,0.45,3,9,0.333,6,8,0.75,3,7,10,4,3.0,1,0,2,1.0,DAL,DAL @ MIA,04/01/2023,L,12.0,26,10,18,0.556,3,7,0.429,3,4,0.75,0,8,8,5,2.0,0,1,6,-1.0
WAS-ORL-03/31/2023,WAS,WAS vs. ORL,03/31/2023,L,12.0,13,5,23,0.217,1,11,0.091,2,3,0.667,5,6,11,2,6.0,1,1,10,-18.0,ORL,ORL @ WAS,03/31/2023,W,12.0,31,9,15,0.6,2,5,0.4,11,14,0.786,1,10,11,5,3.0,0,6,5,18.0
CHA-CHI-03/31/2023,CHA,CHA vs. CHI,03/31/2023,L,12.0,14,5,17,0.294,1,6,0.167,3,3,1.0,2,7,9,4,9.0,1,2,5,-17.0,CHI,CHI @ CHA,03/31/2023,W,12.0,31,13,24,0.542,3,6,0.5,2,3,0.667,3,8,11,8,2.0,5,1,6,17.0
GSW-SAS-03/31/2023,GSW,GSW vs. SAS,03/31/2023,W,12.0,43,14,25,0.56,9,15,0.6,6,8,0.75,5,7,12,13,1.0,1,3,8,16.0,SAS,SAS @ GSW,03/31/2023,L,12.0,27,8,18,0.444,4,8,0.5,7,9,0.778,1,5,6,5,3.0,0,0,8,-16.0
CLE-NYK-03/31/2023,CLE,CLE vs. NYK,03/31/2023,L,12.0,14,5,19,0.263,2,8,0.25,2,2,1.0,0,9,9,5,3.0,2,2,5,-11.0,NYK,NYK @ CLE,03/31/2023,W,12.0,25,10,20,0.5,3,8,0.375,2,5,0.4,1,13,14,4,4.0,2,2,3,11.0
POR-SAC-03/31/2023,POR,POR vs. SAC,03/31/2023,L,12.0,25,9,19,0.474,5,10,0.5,2,2,1.0,2,5,7,7,8.0,2,0,4,-9.0,SAC,SAC @ POR,03/31/2023,W,12.0,34,14,19,0.737,4,7,0.571,2,3,0.667,1,5,6,10,3.0,4,1,4,9.0
IND-OKC-03/31/2023,IND,IND vs. OKC,03/31/2023,W,12.0,31,10,22,0.455,4,11,0.364,7,10,0.7,4,12,16,7,4.0,1,1,5,8.0,OKC,OKC @ IND,03/31/2023,L,12.0,23,6,21,0.286,2,9,0.222,9,10,0.9,4,8,12,4,4.0,0,0,8,-8.0
BOS-UTA-03/31/2023,BOS,BOS vs. UTA,03/31/2023,W,12.0,29,10,21,0.476,3,12,0.25,6,6,1.0,3,5,8,5,5.0,1,0,8,-7.0,UTA,UTA @ BOS,03/31/2023,L,12.0,36,12,20,0.6,1,4,0.25,11,12,0.917,2,6,8,3,4.0,2,1,5,7.0
HOU-DET-03/31/2023,HOU,HOU vs. DET,03/31/2023,W,12.0,30,7,20,0.35,2,7,0.286,14,20,0.7,5,13,18,3,3.0,3,3,7,7.0,DET,DET @ HOU,03/31/2023,L,12.0,23,7,21,0.333,2,11,0.182,7,11,0.636,3,8,11,4,3.0,1,3,10,-7.0
PHI-TOR-03/31/2023,PHI,PHI vs. TOR,03/31/2023,W,12.0,18,4,16,0.25,1,7,0.143,9,10,0.9,4,7,11,2,6.0,2,4,6,-6.0,TOR,TOR @ PHI,03/31/2023,L,12.0,24,9,20,0.45,3,7,0.429,3,4,0.75,3,6,9,4,4.0,0,1,8,6.0
MIN-LAL-03/31/2023,MIN,MIN vs. LAL,03/31/2023,L,12.0,28,8,19,0.421,5,12,0.417,7,7,1.0,0,4,4,6,5.0,2,0,10,-5.0,LAL,LAL @ MIN,03/31/2023,W,12.0,33,10,20,0.5,1,4,0.25,12,13,0.923,5,8,13,6,4.0,2,0,4,5.0
BKN-ATL-03/31/2023,BKN,BKN vs. ATL,03/31/2023,W,12.0,23,9,18,0.5,1,3,0.333,4,4,1.0,0,6,6,6,3.0,0,1,6,-5.0,ATL,ATL @ BKN,03/31/2023,L,12.0,28,9,21,0.429,2,7,0.286,8,8,1.0,4,8,12,6,1.0,1,2,5,5.0
