KEY,(H)TEAM,(H)MATCH UP,(H)GAME DATE,(H)W/L,(H)MIN,(H)PTS,(H)FGM,(H)FGA,(H)FG%,(H)3PM,(H)3PA,(H)3P%,(H)FTM,(H)FTA,(H)FT%,(H)OREB,(H)DREB,(H)REB,(H)AST,(H)TOV,(H)STL,(H)BLK,(H)PF,(H)+/-,(A)TEAM,(A)MATCH UP,(A)GAME DATE,(A)W/L,(A)MIN,(A)PTS,(A)FGM,(A)FGA,(A)FG%,(A)3PM,(A)3PA,(A)3P%,(A)FTM,(A)FTA,(A)FT%,(A)OREB,(A)DREB,(A)REB,(A)AST,(A)TOV,(A)STL,(A)BLK,(A)PF,(A)+/-
MIA-TOR-04/12/2024,MIA,MIA vs. TOR,04/12/2024,W,12.0,33,13,23,0.565,5,13,0.385,2,2,1.0,1,5,6,11,2.0,3,1,3,5.0,TOR,TOR @ MIA,04/12/2024,L,12.0,28,10,18,0.556,3,5,0.6,5,6,0.833,2,7,9,7,5.0,0,0,5,-5.0
MEM-LAL-04/12/2024,MEM,MEM vs. LAL,04/12/2024,L,12.0,38,13,23,0.565,6,10,0.6,6,7,0.857,2,5,7,8,2.0,4,1,6,4.0,LAL,LAL @ MEM,04/12/2024,W,12.0,34,11,18,0.611,5,9,0.556,7,8,0.875,1,5,6,9,5.0,1,2,4,-4.0
SAC-PHX-04/12/2024,SAC,SAC vs. PHX,04/12/2024,L,12.0,27,10,20,0.5,2,5,0.4,5,6,0.833,0,8,8,6,2.0,3,0,4,4.0,PHX,PHX @ SAC,04/12/2024,W,12.0,23,9,18,0.5,3,6,0.5,2,2,1.0,0,9,9,4,7.0,0,1,5,-4.0
CLE-IND-04/12/2024,CLE,CLE vs. IND,04/12/2024,W,12.0,35,15,25,0.6,4,8,0.5,1,1,1.0,3,8,11,9,4.0,1,0,3,2.0,IND,IND @ CLE,04/12/2024,L,12.0,33,13,24,0.542,2,8,0.25,5,5,1.0,2,5,7,12,1.0,4,1,3,-2.0
DAL-DET-04/12/2024,DAL,DAL vs. DET,04/12/2024,L,12.0,25,11,18,0.611,1,7,0.143,2,4,0.5,0,8,8,9,6.0,3,3,3,-1.0,DET,DET @ DAL,04/12/2024,W,12.0,26,11,21,0.524,2,3,0.667,2,2,1.0,0,7,7,7,3.0,3,1,3,1.0
BOS-NYK-04/11/2024,BOS,BOS vs. NYK,04/11/2024,L,12.0,19,6,20,0.3,1,8,0.125,6,8,0.75,2,8,10,4,2.0,1,3,4,-18.0,NYK,NYK @ BOS,04/11/2024,W,12.0,37,14,31,0.452,7,16,0.438,2,3,0.667,6,12,18,5,1.0,1,3,6,18.0
DET-CHI-04/11/2024,DET,DET vs. CHI,04/11/2024,L,12.0,25,10,21,0.476,4,10,0.4,1,2,0.5,1,6,7,7,6.0,2,0,3,-8.0,CHI,CHI @ DET,04/11/2024,W,12.0,33,15,22,0.682,2,5,0.4,1,3,0.333,1,8,9,11,4.0,4,1,3,8.0
UTA-HOU-04/11/2024,UTA,UTA vs. HOU,04/11/2024,W,12.0,36,11,20,0.55,6,12,0.5,8,9,0.889,2,11,13,7,5.0,2,1,3,7.0,HOU,HOU @ UTA,04/11/2024,L,12.0,29,11,23,0.478,5,11,0.455,2,3,0.667,0,6,6,9,2.0,4,3,4,-7.0
SAC-NOP-04/11/2024,SAC,SAC vs. NOP,04/11/2024,L,12.0,35,15,26,0.577,5,12,0.417,0,1,0.0,3,5,8,9,2.0,4,0,3,5.0,NOP,NOP @ SAC,04/11/2024,W,12.0,30,10,19,0.526,6,10,0.6,4,4,1.0,1,9,10,9,6.0,2,0,1,-5.0
POR-GSW-04/11/2024,POR,POR vs. GSW,04/11/2024,L,12.0,24,9,24,0.375,2,8,0.25,4,4,1.0,4,7,11,7,2.0,2,0,5,-1.0,GSW,GSW @ POR,04/11/2024,W,12.0,25,10,19,0.526,2,10,0.2,3,4,0.75,1,10,11,8,4.0,1,1,3,1.0
MIA-DAL-04/10/2024,MIA,MIA vs. DAL,04/10/2024,L,12.0,23,8,21,0.381,3,7,0.429,4,4,1.0,4,7,11,4,4.0,0,0,6,-13.0,DAL,DAL @ MIA,04/10/2024,W,12.0,36,13,22,0.591,4,10,0.4,6,6,1.0,1,9,10,8,0.0,2,2,4,13.0
MIL-ORL-04/10/2024,MIL,MIL vs. ORL,04/10/2024,W,12.0,37,15,22,0.682,3,8,0.375,4,5,0.8,1,7,8,9,2.0,2,1,3,10.0,ORL,ORL @ MIL,04/10/2024,L,12.0,27,11,21,0.524,4,7,0.571,1,1,1.0,1,5,6,7,4.0,2,0,4,-10.0
OKC-SAS-04/10/2024,OKC,OKC vs. SAS,04/10/2024,W,12.0,34,12,25,0.48,5,8,0.625,5,7,0.714,2,11,13,11,3.0,4,3,5,10.0,SAS,SAS @ OKC,04/10/2024,L,12.0,24,10,24,0.417,1,9,0.111,3,5,0.6,1,10,11,6,6.0,3,1,4,-10.0
CLE-MEM-04/10/2024,CLE,CLE vs. MEM,04/10/2024,W,12.0,16,5,21,0.238,2,9,0.222,4,7,0.571,6,13,19,2,6.0,1,2,4,-6.0,MEM,MEM @ CLE,04/10/2024,L,12.0,22,7,25,0.28,5,8,0.625,3,4,0.75,4,11,15,6,2.0,3,5,6,6.0
LAC-PHX-04/10/2024,LAC,LAC vs. PHX,04/10/2024,L,12.0,29,12,21,0.571,2,6,0.333,3,4,0.75,1,10,11,6,4.0,2,1,1,2.0,PHX,PHX @ LAC,04/10/2024,W,12.0,27,11,23,0.478,4,12,0.333,1,1,1.0,2,7,9,9,3.0,2,2,5,-2.0
BKN-TOR-04/10/2024,BKN,BKN vs. TOR,04/10/2024,W,12.0,26,9,21,0.429,2,7,0.286,6,8,0.75,4,8,12,7,4.0,2,3,4,-1.0,TOR,TOR @ BKN,04/10/2024,L,12.0,27,9,21,0.429,4,9,0.444,5,5,1.0,2,6,8,4,3.0,2,1,7,1.0
ATL-CHA-04/10/2024,ATL,ATL vs. CHA,04/10/2024,L,12.0,26,9,17,0.529,6,14,0.429,2,2,1.0,0,7,7,7,5.0,3,1,3,1.0,CHA,CHA @ ATL,04/10/2024,W,12.0,25,10,21,0.476,4,11,0.364,1,1,1.0,3,8,11,7,7.0,3,0,2,-1.0
DEN-MIN-04/10/2024,DEN,DEN vs. MIN,04/10/2024,W,12.0,23,9,18,0.5,3,7,0.429,2,2,1.0,2,5,7,4,6.0,4,2,5,-1.0,MIN,MIN @ DEN,04/10/2024,L,12.0,24,10,21,0.476,1,5,0.2,3,3,1.0,3,6,9,4,5.0,4,2,4,1.0
OKC-SAC-04/09/2024,OKC,OKC vs. SAC,04/09/2024,W,12.0,17,5,24,0.208,1,12,0.083,6,8,0.75,5,7,12,3,3.0,2,0,5,-16.0,SAC,SAC @ OKC,04/09/2024,L,12.0,33,11,21,0.524,6,13,0.462,5,7,0.714,2,13,15,8,4.0,1,1,6,16.0
TOR-IND-04/09/2024,TOR,TOR vs. IND,04/09/2024,L,12.0,29,12,25,0.48,1,5,0.2,4,4,1.0,3,5,8,8,4.0,1,2,7,-11.0,IND,IND @ TOR,04/09/2024,W,12.0,40,14,23,0.609,4,10,0.4,8,11,0.727,3,6,9,8,3.0,3,3,3,11.0
ATL-MIA-04/09/2024,ATL,ATL vs. MIA,04/09/2024,L,12.0,20,8,23,0.348,4,12,0.333,0,2,0.0,2,9,11,5,4.0,1,0,5,-9.0,MIA,MIA @ ATL,04/09/2024,W,12.0,29,12,21,0.571,4,11,0.364,1,1,1.0,0,10,10,9,1.0,2,1,3,9.0
MIN-WAS-04/09/2024,MIN,MIN vs. WAS,04/09/2024,W,12.0,34,10,27,0.37,5,12,0.417,9,9,1.0,6,10,16,8,2.0,3,3,4,8.0,WAS,WAS @ MIN,04/09/2024,L,12.0,26,9,20,0.45,4,8,0.5,4,6,0.667,1,6,7,2,5.0,1,0,7,-8.0
MEM-SAS-04/09/2024,MEM,MEM vs. SAS,04/09/2024,L,12.0,24,11,30,0.367,2,7,0.286,0,0,0.0,4,8,12,9,0.0,3,1,4,-8.0,SAS,SAS @ MEM,04/09/2024,W,12.0,32,12,23,0.522,3,11,0.273,5,5,1.0,3,13,16,11,4.0,0,4,1,8.0
PHX-LAC-04/09/2024,PHX,PHX vs. LAC,04/09/2024,L,12.0,23,11,27,0.407,1,5,0.2,0,0,0.0,3,10,13,7,1.0,3,2,1,-6.0,LAC,LAC @ PHX,04/09/2024,W,12.0,29,11,24,0.458,5,10,0.5,2,2,1.0,2,13,15,11,3.0,1,1,2,6.0
UTA-DEN-04/09/2024,UTA,UTA vs. DEN,04/09/2024,L,12.0,36,13,23,0.565,5,9,0.556,5,5,1.0,3,11,14,7,4.0,0,0,3,5.0,DEN,DEN @ UTA,04/09/2024,W,12.0,31,13,27,0.481,4,12,0.333,1,3,0.333,3,6,9,8,1.0,4,1,2,-5.0
PHI-DET-04/09/2024,PHI,PHI vs. DET,04/09/2024,W,12.0,34,13,25,0.52,6,12,0.5,2,2,1.0,4,4,8,10,0.0,1,0,3,4.0,DET,DET @ PHI,04/09/2024,L,12.0,30,12,20,0.6,4,8,0.5,2,2,1.0,2,7,9,7,4.0,0,1,4,-4.0
CHA-DAL-04/09/2024,CHA,CHA vs. DAL,04/09/2024,L,12.0,29,11,21,0.524,4,8,0.5,3,6,0.5,1,6,7,8,3.0,2,0,5,-4.0,DAL,DAL @ CHA,04/09/2024,W,12.0,33,13,24,0.542,5,14,0.357,2,3,0.667,5,8,13,11,4.0,0,2,6,4.0
POR-NOP-04/09/2024,POR,POR vs. NOP,04/09/2024,L,12.0,28,12,21,0.571,4,8,0.5,0,0,0.0,2,11,13,9,3.0,0,0,2,4.0,NOP,NOP @ POR,04/09/2024,W,12.0,24,9,24,0.375,4,10,0.4,2,2,1.0,3,7,10,8,1.0,2,0,0,-4.0
MIL-BOS-04/09/2024,MIL,MIL vs. BOS,04/09/2024,W,12.0,26,12,24,0.5,2,8,0.25,0,0,0.0,3,10,13,7,3.0,3,1,1,4.0,BOS,BOS @ MIL,04/09/2024,L,12.0,22,9,26,0.346,4,14,0.286,0,0,0.0,5,7,12,7,4.0,2,2,3,-4.0
CHI-NYK-04/09/2024,CHI,CHI vs. NYK,04/09/2024,L,12.0,35,13,23,0.565,3,6,0.5,6,8,0.75,4,8,12,6,1.0,2,2,4,3.0,NYK,NYK @ CHI,04/09/2024,W,12.0,32,12,24,0.5,5,14,0.357,3,4,0.75,2,4,6,7,2.0,1,0,6,-3.0
LAL-GSW-04/09/2024,LAL,LAL vs. GSW,04/09/2024,L,12.0,31,10,26,0.385,5,13,0.385,6,7,0.857,3,8,11,7,2.0,4,1,2,-2.0,GSW,GSW @ LAL,04/09/2024,W,12.0,33,11,20,0.55,8,12,0.667,3,4,0.75,1,8,9,8,4.0,0,4,4,2.0
HOU-ORL-04/09/2024,HOU,HOU vs. ORL,04/09/2024,W,12.0,27,10,21,0.476,2,7,0.286,5,7,0.714,2,9,11,7,4.0,2,1,4,1.0,ORL,ORL @ HOU,04/09/2024,L,12.0,26,11,23,0.478,2,8,0.25,2,2,1.0,2,9,11,8,3.0,3,1,3,-1.0
LAL-MIN-04/07/2024,LAL,LAL vs. MIN,04/07/2024,L,12.0,27,8,21,0.381,1,6,0.167,10,11,0.909,2,6,8,7,4.0,2,1,3,-19.0,MIN,MIN @ LAL,04/07/2024,W,12.0,46,18,29,0.621,8,14,0.571,2,2,1.0,5,9,14,13,3.0,3,0,7,19.0
SAS-PHI-04/07/2024,SAS,SAS vs. PHI,04/07/2024,L,12.0,40,13,20,0.65,5,8,0.625,9,11,0.818,4,16,20,9,6.0,0,2,3,17.0,PHI,PHI @ SAS,04/07/2024,W,12.0,23,9,27,0.333,2,12,0.167,3,3,1.0,1,4,5,6,2.0,3,0,7,-17.0
BKN-SAC-04/07/2024,BKN,BKN vs. SAC,04/07/2024,L,12.0,21,8,22,0.364,2,6,0.333,3,3,1.0,1,6,7,4,3.0,1,0,2,-15.0,SAC,SAC @ BKN,04/07/2024,W,12.0,36,14,21,0.667,5,9,0.556,3,3,1.0,1,10,11,10,3.0,0,4,3,15.0
LAC-CLE-04/07/2024,LAC,LAC vs. CLE,04/07/2024,W,12.0,26,8,24,0.333,3,10,0.3,7,7,1.0,5,8,13,5,5.0,1,0,5,-14.0,CLE,CLE @ LAC,04/07/2024,L,12.0,40,15,23,0.652,5,10,0.5,5,6,0.833,1,11,12,8,3.0,4,1,5,14.0
PHX-NOP-04/07/2024,PHX,PHX vs. NOP,04/07/2024,L,12.0,24,10,18,0.556,2,5,0.4,2,2,1.0,1,6,7,8,7.0,2,0,4,-13.0,NOP,NOP @ PHX,04/07/2024,W,12.0,37,14,23,0.609,8,13,0.615,1,2,0.5,2,6,8,8,3.0,3,1,4,13.0
TOR-WAS-04/07/2024,TOR,TOR vs. WAS,04/07/2024,W,12.0,21,9,24,0.375,2,6,0.333,1,1,1.0,1,9,10,6,5.0,0,0,6,-12.0,WAS,WAS @ TOR,04/07/2024,L,12.0,33,13,22,0.591,4,10,0.4,3,5,0.6,0,10,10,11,2.0,4,6,3,12.0
DAL-HOU-04/07/2024,DAL,DAL vs. HOU,04/07/2024,W,12.0,39,10,18,0.556,5,10,0.5,14,15,0.933,2,9,11,4,2.0,0,1,4,10.0,HOU,HOU @ DAL,04/07/2024,L,12.0,29,11,20,0.55,4,8,0.5,3,4,0.75,0,6,6,8,4.0,1,1,11,-10.0
CHA-OKC-04/07/2024,CHA,CHA vs. OKC,04/07/2024,L,12.0,26,10,21,0.476,4,10,0.4,2,2,1.0,4,3,7,6,6.0,5,3,6,-8.0,OKC,OKC @ CHA,04/07/2024,W,12.0,34,12,19,0.632,4,7,0.571,6,7,0.857,1,6,7,8,5.0,4,0,3,8.0
MIL-NYK-04/07/2024,MIL,MIL vs. NYK,04/07/2024,L,12.0,30,10,18,0.556,1,5,0.2,9,12,0.75,2,7,9,8,4.0,3,1,5,5.0,NYK,NYK @ MIL,04/07/2024,W,12.0,25,10,21,0.476,1,7,0.143,4,5,0.8,3,5,8,5,4.0,2,2,8,-5.0
ORL-CHI-04/07/2024,ORL,ORL vs. CHI,04/07/2024,W,12.0,25,10,23,0.435,3,12,0.25,2,2,1.0,2,4,6,6,3.0,4,0,7,-5.0,CHI,CHI @ ORL,04/07/2024,L,12.0,30,11,15,0.733,1,2,0.5,7,9,0.778,1,7,8,4,6.0,3,0,3,5.0
IND-MIA-04/07/2024,IND,IND vs. MIA,04/07/2024,W,12.0,25,9,21,0.429,1,9,0.111,6,6,1.0,1,10,11,6,2.0,3,2,4,3.0,MIA,MIA @ IND,04/07/2024,L,12.0,22,9,22,0.409,2,9,0.222,2,2,1.0,2,8,10,5,3.0,2,1,5,-3.0
BOS-POR-04/07/2024,BOS,BOS vs. POR,04/07/2024,W,12.0,33,12,20,0.6,6,10,0.6,3,3,1.0,0,7,7,8,1.0,1,4,2,1.0,POR,POR @ BOS,04/07/2024,L,12.0,32,13,31,0.419,6,13,0.462,0,0,0.0,9,7,16,9,1.0,0,1,5,-1.0
GSW-UTA-04/07/2024,GSW,GSW vs. UTA,04/07/2024,W,12.0,27,12,25,0.48,3,10,0.3,0,0,0.0,3,13,16,8,3.0,0,1,7,1.0,UTA,UTA @ GSW,04/07/2024,L,12.0,26,7,20,0.35,3,12,0.25,9,11,0.818,1,7,8,4,0.0,1,1,1,-1.0
MEM-PHI-04/06/2024,MEM,MEM vs. PHI,04/06/2024,L,12.0,19,7,21,0.333,1,5,0.2,4,7,0.571,2,5,7,4,3.0,2,2,6,-15.0,PHI,PHI @ MEM,04/06/2024,W,12.0,34,12,21,0.571,4,8,0.5,6,6,1.0,4,13,17,7,4.0,3,2,7,15.0
DEN-ATL-04/06/2024,DEN,DEN vs. ATL,04/06/2024,W,12.0,36,14,22,0.636,7,10,0.7,1,2,0.5,1,11,12,10,4.0,1,2,8,6.0,ATL,ATL @ DEN,04/06/2024,L,12.0,30,8,18,0.444,6,11,0.545,8,11,0.727,1,6,7,7,4.0,1,0,4,-6.0
LAL-CLE-04/06/2024,LAL,LAL vs. CLE,04/06/2024,W,12.0,29,12,19,0.632,5,10,0.5,0,2,0.0,0,8,8,6,5.0,2,5,2,6.0,CLE,CLE @ LAL,04/06/2024,L,12.0,23,10,27,0.37,2,8,0.25,1,2,0.5,6,5,11,6,5.0,2,1,1,-6.0
BKN-DET-04/06/2024,BKN,BKN vs. DET,04/06/2024,W,12.0,23,9,17,0.529,3,8,0.375,2,4,0.5,4,6,10,5,6.0,0,0,3,1.0,DET,DET @ BKN,04/06/2024,L,12.0,22,10,19,0.526,2,6,0.333,0,0,0.0,0,4,4,2,3.0,2,1,3,-1.0
IND-OKC-04/05/2024,IND,IND vs. OKC,04/05/2024,W,12.0,38,13,20,0.65,7,12,0.583,5,6,0.833,1,10,11,12,7.0,3,1,6,11.0,OKC,OKC @ IND,04/05/2024,L,12.0,27,11,23,0.478,1,8,0.125,4,6,0.667,2,7,9,6,5.0,5,0,4,-11.0
MIL-TOR-04/05/2024,MIL,MIL vs. TOR,04/05/2024,L,12.0,27,11,22,0.5,2,8,0.25,3,3,1.0,1,7,8,6,4.0,3,2,6,-10.0,TOR,TOR @ MIL,04/05/2024,W,12.0,37,14,23,0.609,5,11,0.455,4,6,0.667,2,10,12,8,3.0,3,0,3,10.0
MEM-DET-04/05/2024,MEM,MEM vs. DET,04/05/2024,W,12.0,25,8,23,0.348,2,8,0.25,7,8,0.875,4,7,11,7,3.0,6,1,5,9.0,DET,DET @ MEM,04/05/2024,L,12.0,16,5,14,0.357,1,7,0.143,5,8,0.625,2,10,12,4,7.0,2,2,5,-9.0
BOS-SAC-04/05/2024,BOS,BOS vs. SAC,04/05/2024,W,12.0,27,12,25,0.48,3,13,0.231,0,0,0.0,3,8,11,8,1.0,0,2,1,-8.0,SAC,SAC @ BOS,04/05/2024,L,12.0,35,14,26,0.538,7,15,0.467,0,0,0.0,1,10,11,8,0.0,0,0,2,8.0
LAC-UTA-04/05/2024,LAC,LAC vs. UTA,04/05/2024,W,12.0,34,11,18,0.611,6,12,0.5,6,7,0.857,0,11,11,8,5.0,2,1,6,8.0,UTA,UTA @ LAC,04/05/2024,L,12.0,26,8,26,0.308,3,8,0.375,7,8,0.875,5,6,11,3,2.0,4,1,5,-8.0
HOU-MIA-04/05/2024,HOU,HOU vs. MIA,04/05/2024,L,12.0,32,10,18,0.556,3,7,0.429,9,10,0.9,1,6,7,7,3.0,1,1,6,-5.0,MIA,MIA @ HOU,04/05/2024,W,12.0,37,13,22,0.591,3,9,0.333,8,9,0.889,3,6,9,6,1.0,3,0,6,5.0
CHI-NYK-04/05/2024,CHI,CHI vs. NYK,04/05/2024,W,12.0,32,12,24,0.5,3,7,0.429,5,7,0.714,4,8,12,7,4.0,4,1,4,4.0,NYK,NYK @ CHI,04/05/2024,L,12.0,28,10,22,0.455,2,6,0.333,6,6,1.0,2,7,9,5,6.0,2,0,6,-4.0
